timestamp,locSrv.qw
154954,0.0
155054,0.0
155154,0.0
155254,0.0
155354,0.0
155454,0.0
155554,0.0
155654,0.0
155754,0.0
155854,0.0
155954,0.0
156054,0.0
156154,0.0
156254,0.0
156354,0.0
156454,0.0
156554,0.0
156654,0.0
156754,0.0
156854,0.0
156954,0.0
157054,0.0
157154,0.0
157254,0.0
157354,0.0
157454,0.0
157554,0.0
157654,0.0
157754,0.0
157854,0.0
157954,0.0
158054,0.0
158154,0.0
158254,0.0
158354,0.0
158454,0.0
158554,0.0
158654,0.0
158754,0.0
158854,0.0
158954,0.0
159054,0.0
159154,0.0
159254,0.0
159354,0.0
159454,0.0
159554,0.0
159654,0.0
159754,0.0
159854,0.0
159954,0.0
160054,0.0
160154,0.0
160254,0.0
160354,0.0
160454,0.0
160554,0.0
160654,0.0
160754,0.0
160854,0.0
160956,0.0
161056,0.0
161156,0.0
161256,0.0
161355,0.0
161456,0.0
161555,0.0
161654,0.0
161754,0.0
161855,0.0
161955,0.0
162055,0.0
162155,0.0
162254,0.0
162354,0.0
162454,0.0
162554,0.0
162654,0.0
162754,0.0
162854,0.0
162954,0.0
163054,0.0
163154,0.0
163254,0.0
163354,0.0
163454,0.0
163554,0.0
163654,0.0
163754,0.0
163854,0.0
163954,0.0
164054,0.0
164154,0.0
164254,0.0
164354,0.0
164454,0.0
164554,0.0
164654,0.0
164754,0.0
164854,0.0
164954,0.0
165054,0.0
165154,0.0
165254,0.0
165354,0.0
165454,0.0
165554,0.0
165654,0.0
165754,0.0
165854,0.0
165954,0.0
166054,0.0
166154,0.0
166254,0.0
166354,0.0
166454,0.0
166554,0.0
166654,0.0
166754,0.0
166856,0.0
166956,0.0
167056,0.0
167155,0.0
167256,0.0
167355,0.0
167455,0.0
167555,0.0
167655,0.0
167754,0.0
167854,0.0
167954,0.0
168055,0.0
168154,0.0
168254,0.0
168354,0.0
168454,0.0
168554,0.0
168654,0.0
168754,0.0
168854,0.0
168954,0.0
169054,0.0
169154,0.0
169254,0.0
169356,0.0
169455,0.0
169554,0.0
169654,0.0
169755,0.0
169854,0.0
169954,0.0
170054,0.0
170154,0.0
170254,0.0
170354,0.0
170454,0.0
170554,0.0
170654,0.0
170754,0.0
170854,0.0
170954,0.0
171054,0.0
171154,0.0
171254,0.0
171354,0.0
171454,0.0
171554,0.0
171654,0.0
171754,0.0
171854,0.0
171954,0.0
172054,0.0
172154,0.0
172254,0.0
172354,0.0
172454,0.0
172554,0.0
172654,0.0
172754,0.0
172854,0.0
172954,0.0
173054,0.0
173154,0.0
173254,0.0
173354,0.0
173454,0.0
173554,0.0
173654,0.0
173754,0.0
173854,0.0
173954,0.0
174054,0.0
174154,0.0
174254,0.0
174354,0.0
174454,0.0
174554,0.0
174654,0.0
174754,0.0
174854,0.0
174954,0.0
175054,0.0
175154,0.0
175254,0.0
175354,0.0
175454,0.0
175554,0.0
175654,0.0
175754,0.0
175856,0.0
175956,0.0
176054,0.0
176156,0.0
176256,0.0
176356,0.0
176455,0.0
176555,0.0
