timestamp,pid_attitude.roll_outP,pid_attitude.roll_outI,pid_attitude.roll_outD,pid_attitude.pitch_outP,pid_attitude.pitch_outI,pid_attitude.pitch_outD
154989,0.7403879165649414,0.0007403880008496344,0.0,-1.6055009365081787,-0.0016055009327828884,-0.0
155089,1.220351219177246,0.0012203512014821172,0.0,-1.535546064376831,-0.0015355461509898305,-0.0
155189,1.663306713104248,0.0016633067280054092,0.0,-1.8302922248840332,-0.0018302922835573554,-0.0
155289,1.6729354858398438,0.001672935439273715,0.0,-1.3292436599731445,-0.0013292436487972736,-0.0
155389,1.8797800540924072,0.00187978008762002,0.0,-1.3916500806808472,-0.001391650177538395,-0.0
155489,1.4981274604797363,0.0014981275890022516,0.0,-1.2204725742340088,-0.0012204726226627827,-0.0
155589,1.7174103260040283,0.0017174103995785117,0.0,-1.384199857711792,-0.0013841998297721148,-0.0
155689,1.2717849016189575,0.0012717850040644407,0.0,-0.42964687943458557,-0.00042964686872437596,-0.0
155789,1.7228128910064697,0.001722813118249178,0.0,-1.2228392362594604,-0.0012228392297402024,-0.0
155889,3.3146872520446777,0.0033146871719509363,0.0,2.904963493347168,0.002904963679611683,0.0
155989,3.312148332595825,0.23453333973884583,-0.0,-1.2520350217819214,0.10558028519153595,-0.0
156089,4.1581034660339355,0.4755396544933319,-0.0,-2.094967842102051,-0.004867422394454479,0.0
156189,3.570190906524658,0.6610886454582214,0.0,-2.928192138671875,-0.1528416872024536,0.0
156289,13.221881866455078,1.1105105876922607,-0.0,5.474607467651367,-0.26239681243896484,0.0
156389,7.670039176940918,1.580485224723816,-0.0,6.577091217041016,-0.04910197854042053,0.0
156489,3.889601469039917,1.4080090522766113,0.0,1.2318062782287598,0.27102944254875183,-0.0
156589,-8.503166198730469,1.52349853515625,-0.0,-7.224774360656738,-0.054657332599163055,0.0
156689,0.6456016302108765,1.2625668048858643,0.0,-8.25905990600586,-0.35143160820007324,0.0
156789,-4.675875663757324,1.2183319330215454,0.0,-10.721527099609375,-0.9566196799278259,0.0
156889,-6.56197452545166,0.7925297021865845,0.0,-2.3647398948669434,-1.2452247142791748,0.0
156989,-5.622932434082031,0.5363284945487976,0.0,3.7204792499542236,-1.2674905061721802,0.0
157089,-1.9881725311279297,0.35174763202667236,0.0,6.925473213195801,-1.1319265365600586,0.0
157189,-0.05389666557312012,0.12540611624717712,0.0,6.880621910095215,-0.8605943918228149,0.0
157289,0.5096794366836548,0.04053390026092529,0.0,8.799304008483887,-0.5297726392745972,-0.0
157389,-1.2240207195281982,0.03684604540467262,0.0,4.737348556518555,-0.23030388355255127,-0.0
157489,9.113515853881836,0.27231478691101074,-0.0,6.01085901260376,0.04229632765054703,-0.0
157589,3.774658679962158,0.6092731356620789,-0.0,17.48964500427246,0.7337700724601746,-0.0
157689,0.20220065116882324,0.6882076859474182,-0.0,10.226649284362793,1.5197010040283203,-0.0
157789,4.863455295562744,0.7624735236167908,-0.0,-25.048444747924805,1.0441229343414307,0.0
157889,3.4734320640563965,0.9802059531211853,0.0,-15.319202423095703,0.09321469068527222,0.0
157989,0.7887328863143921,0.9799867868423462,0.0,-15.473506927490234,-0.9393877387046814,0.0
158089,-2.044340133666992,1.0399129390716553,0.0,-10.884387969970703,-1.5571296215057373,0.0
158189,2.0398263931274414,1.022719144821167,-0.0,-4.563149929046631,-1.947399616241455,0.0
158289,-2.6536295413970947,1.0243070125579834,0.0,9.958976745605469,-1.7982763051986694,-0.0
158389,-5.214993000030518,0.8062565326690674,0.0,12.000700950622559,-1.2095394134521484,-0.0
158489,-2.076414108276367,0.5877258777618408,0.0,-5.115114212036133,-1.5598286390304565,0.0
158592,-0.37666845321655273,0.5584858655929565,0.0,-4.198947429656982,-1.745187759399414,0.0
158689,1.9053744077682495,0.5949377417564392,-0.0,-1.564134120941162,-1.8587476015090942,-0.0
158792,2.011086940765381,0.6891623735427856,0.0,0.7965173721313477,-1.8876473903656006,0.0
158892,1.220933437347412,0.7823976278305054,-0.0,1.3977642059326172,-1.8453781604766846,-0.0
158992,0.11993587017059326,0.8493520617485046,-0.0,2.8465304374694824,-1.7249032258987427,-0.0
159092,0.7273564338684082,0.8261687755584717,0.0,3.9683332443237305,-1.5612287521362305,0.0
159192,-0.705047607421875,0.8529437780380249,-0.0,3.246506452560425,-1.3654570579528809,-0.0
159289,2.1119771003723145,0.8604251146316528,-0.0,6.2440667152404785,-1.1745911836624146,-0.0
159389,-6.201338768005371,0.6872250437736511,0.0,13.867547035217285,-0.46615156531333923,-0.0
159492,-17.42869758605957,0.24506105482578278,-0.0,-26.383869171142578,-0.47687554359436035,-0.0
159592,-5.409361839294434,-0.3696245849132538,0.0,-17.558439254760742,-1.6390082836151123,-0.0
159692,18.58173179626465,0.02192574366927147,-0.0,15.672958374023438,-1.6605373620986938,-0.0
159792,11.66624641418457,0.7242903709411621,0.0,7.555179595947266,-1.1290096044540405,0.0
159892,5.759211540222168,1.1826069355010986,-0.0,3.423006534576416,-0.8060986995697021,0.0
159990,-0.5019092559814453,1.25254487991333,0.0,-0.2321281135082245,-0.7576996088027954,0.0
160090,-4.9083428382873535,1.0602474212646484,0.0,-0.2778242826461792,-0.7876421213150024,0.0
160190,-5.98212194442749,0.6902069449424744,0.0,0.0956820398569107,-0.7819565534591675,0.0
160290,-5.062710285186768,0.33208370208740234,0.0,1.0197224617004395,-0.7384440898895264,0.0
160390,-5.052275657653809,-0.021356593817472458,0.0,2.1630616188049316,-0.6260514259338379,0.0
160490,-1.5868849754333496,-0.22323232889175415,0.0,13.028260231018066,-0.23550429940223694,0.0
160590,4.224669456481934,-0.06985382735729218,0.0,-17.611616134643555,0.5854451656341553,0.0
160690,2.0969884395599365,-0.014782842248678207,0.0,-8.01653003692627,-0.19891217350959778,0.0
160790,0.949959933757782,-0.008723055012524128,0.0,-4.33387565612793,-0.4396522343158722,0.0
160890,0.5765141844749451,-0.03699798509478569,0.0,4.185051918029785,-0.37237536907196045,0.0
160990,1.686226487159729,-0.08701594173908234,0.0,7.1486592292785645,-0.038121677935123444,0.0
161090,2.4584360122680664,-0.08758573234081268,0.0,6.583587169647217,0.3327864408493042,0.0
161190,3.55360746383667,-0.0206740815192461,0.0,4.268003940582275,0.6557279825210571,0.0
161290,6.2615861892700195,0.12200044095516205,0.0,0.8888468742370605,0.8501921892166138,0.0
161389,7.0322184562683105,0.2759333848953247,0.0,-0.8568377494812012,0.9270719289779663,0.0
161489,13.426085472106934,0.7931941151618958,0.0,-5.880291938781738,0.743467390537262,0.0
161589,10.272948265075684,1.446814775466919,-0.0,-8.375933647155762,0.36741751432418823,0.0
161689,-48.5896110534668,0.6567460298538208,0.0,80.95878601074219,1.3538808822631836,0.0
161789,3.825406551361084,-0.3331020772457123,0.0,54.05512619018555,5.101099967956543,0.0
161889,-10.430415153503418,-0.4609123170375824,0.0,-118.58255767822266,3.2915072441101074,0.0
161989,3.0715770721435547,-0.643929660320282,0.0,-49.434226989746094,-1.0336965322494507,0.0
162089,-5.967337131500244,-0.863150417804718,0.0,-24.229534149169922,-3.0379605293273926,0.0
162189,-4.148971080780029,-1.119362711906433,0.0,6.267142295837402,-3.2002601623535156,-0.0
162289,21.54636573791504,-0.39701101183891296,-0.0,17.53289222717285,-2.5766172409057617,-0.0
162389,25.612049102783203,0.9406030178070068,-0.0,19.756242752075195,-1.6709192991256714,-0.0
162489,7.433472633361816,1.813356876373291,0.0,20.110408782958984,-0.5436925888061523,0.0
162589,-25.842952728271484,0.3821786046028137,0.0,109.41197204589844,3.613844394683838,0.0
162689,6.951294898986816,0.4888080060482025,0.0,41.33302688598633,7.101536750793457,-0.0
162789,7.866636276245117,0.9044342637062073,-0.0,-29.327299118041992,8.053974151611328,-0.0
162889,-14.518098831176758,0.12390895932912827,0.0,-105.92516326904297,1.6307133436203003,0.0
162989,13.600288391113281,0.013600288890302181,0.0,26.08331298828125,0.026083314791321754,0.0
163089,8.700689315795898,0.008700690232217312,0.0,11.204961776733398,0.011204962618649006,0.0
163189,-138.1030731201172,-0.13810308277606964,-0.0,-79.4359130859375,-0.07943591475486755,-0.0
163289,-230.5403594970703,-0.23054037988185883,-0.0,-128.19473266601562,-0.12819473445415497,-0.0
163389,-31.188194274902344,-0.031188195571303368,-0.0,-10.958541870117188,-0.010958542115986347,-0.0
163489,-3.2869372367858887,-0.0032869374845176935,-0.0,-5.190323829650879,-0.005190324038267136,-0.0
163589,-1.712855577468872,-0.0017128556501120329,-0.0,-6.2263383865356445,-0.006226338911801577,-0.0
163689,-0.6404406428337097,-0.0006404407322406769,-0.0,-4.248183250427246,-0.004248183686286211,-0.0
163789,-0.5334394574165344,-0.0005334395100362599,-0.0,-2.7583460807800293,-0.0027583464980125427,-0.0
163889,-0.4181661009788513,-0.0004181661061011255,-0.0,-1.7033658027648926,-0.0017033658223226666,-0.0
163989,-0.2871822118759155,-0.00028718222165480256,-0.0,-1.468831181526184,-0.0014688312076032162,-0.0
164089,-1.3082592487335205,-0.0013082593213766813,-0.0,-1.719483733177185,-0.0017194838728755713,-0.0
164189,-3.3284130096435547,-0.0033284127712249756,-0.0,5.682385444641113,0.005682385992258787,0.0
164291,-1.0522605180740356,-0.0010522606316953897,-0.0,5.827576637268066,0.005827576853334904,0.0
164390,-1.62480890750885,-0.0016248091123998165,-0.0,-5.676939964294434,-0.005676940083503723,-0.0
164490,-1.4409922361373901,-0.0014409922296181321,-0.0,-3.329566478729248,-0.003329566679894924,-0.0
164590,-2.4902148246765137,-0.002490215003490448,-0.0,-2.095769166946411,-0.002095769392326474,-0.0
164690,-2.7484092712402344,-0.0027484095189720392,-0.0,-1.0607190132141113,-0.0010607190197333694,-0.0
164789,-4.514264106750488,-0.00451426487416029,-0.0,-1.173361897468567,-0.0011733620194718242,-0.0
164889,-5.524142742156982,-0.005524143110960722,-0.0,0.4103485643863678,0.00041034858440980315,0.0
164989,-7.543276786804199,-0.007543276995420456,-0.0,-1.2731349468231201,-0.0012731350725516677,-0.0
165089,-7.374455451965332,-0.007374455686658621,-0.0,-1.3924012184143066,-0.0013924012891948223,-0.0
165189,-6.968451976776123,-0.006968452595174313,-0.0,-0.6800678968429565,-0.0006800679257139564,-0.0
165289,-5.689803123474121,-0.005689803510904312,-0.0,-2.640657663345337,-0.002640657825395465,-0.0
165389,-6.198055744171143,-0.0061980560421943665,-0.0,-1.8967399597167969,-0.0018967401701956987,-0.0
165489,-5.730818748474121,-0.005730819422751665,-0.0,-1.4584217071533203,-0.0014584216987714171,-0.0
165589,-5.536616802215576,-0.005536617245525122,-0.0,-2.2083468437194824,-0.0022083469666540623,-0.0
165689,-4.781231880187988,-0.004781232215464115,-0.0,-1.1097577810287476,-0.0011097579263150692,-0.0
165789,-5.50039005279541,-0.005500390660017729,-0.0,-0.9118282794952393,-0.000911828363314271,-0.0
165889,-4.157127857208252,-0.004157128278166056,-0.0,-0.6964983940124512,-0.0006964984931983054,-0.0
165989,-4.694314002990723,-0.004694314207881689,-0.0,-0.7399436235427856,-0.0007399437017738819,-0.0
166089,-3.3001508712768555,-0.0033001513220369816,-0.0,-1.2404820919036865,-0.001240482204593718,-0.0
166189,-2.30790114402771,-0.002307901391759515,-0.0,-0.33601781725883484,-0.0003360178379807621,-0.0
166289,-5.026035308837891,-0.005026035476475954,-0.0,-0.2895894944667816,-0.00028958951588720083,-0.0
166389,-3.9430840015411377,-0.003943083807826042,-0.0,0.42044156789779663,0.0004204415890853852,0.0
166489,-4.378021240234375,-0.004378021229058504,-0.0,-0.16356027126312256,-0.00016356029664166272,-0.0
