timestamp,posCtrlIndi.velRef_x,posCtrlIndi.velRef_y,posCtrlIndi.velRef_z,posCtrlIndi.angS_roll,posCtrlIndi.angS_pitch,posCtrlIndi.angS_yaw
199567,0.0,0.0,0.0,0.0,0.0,0.0
199667,0.0,0.0,0.0,0.0,0.0,0.0
199767,0.0,0.0,0.0,0.0,0.0,0.0
199867,0.0,0.0,0.0,0.0,0.0,0.0
199967,0.0,0.0,0.0,0.0,0.0,0.0
200067,0.0,0.0,0.0,0.0,0.0,0.0
200167,0.0,0.0,0.0,0.0,0.0,0.0
200267,0.0,0.0,0.0,0.0,0.0,0.0
200367,0.0,0.0,0.0,0.0,0.0,0.0
200467,0.0,0.0,0.0,0.0,0.0,0.0
200567,0.0,0.0,0.0,0.0,0.0,0.0
200667,0.0,0.0,0.0,0.0,0.0,0.0
200767,0.0,0.0,0.0,0.0,0.0,0.0
200867,0.0,0.0,0.0,0.0,0.0,0.0
200967,0.0,0.0,0.0,0.0,0.0,0.0
201067,0.0,0.0,0.0,0.0,0.0,0.0
201167,0.0,0.0,0.0,0.0,0.0,0.0
201267,0.0,0.0,0.0,0.0,0.0,0.0
201367,0.0,0.0,0.0,0.0,0.0,0.0
201467,0.0,0.0,0.0,0.0,0.0,0.0
201567,0.0,0.0,0.0,0.0,0.0,0.0
201667,0.0,0.0,0.0,0.0,0.0,0.0
201767,0.0,0.0,0.0,0.0,0.0,0.0
201867,0.0,0.0,0.0,0.0,0.0,0.0
201967,0.0,0.0,0.0,0.0,0.0,0.0
202067,0.0,0.0,0.0,0.0,0.0,0.0
202167,0.0,0.0,0.0,0.0,0.0,0.0
202267,0.0,0.0,0.0,0.0,0.0,0.0
202367,0.0,0.0,0.0,0.0,0.0,0.0
202467,0.0,0.0,0.0,0.0,0.0,0.0
202569,0.0,0.0,0.0,0.0,0.0,0.0
202669,0.0,0.0,0.0,0.0,0.0,0.0
202769,0.0,0.0,0.0,0.0,0.0,0.0
202869,0.0,0.0,0.0,0.0,0.0,0.0
202967,0.0,0.0,0.0,0.0,0.0,0.0
203067,0.0,0.0,0.0,0.0,0.0,0.0
203167,0.0,0.0,0.0,0.0,0.0,0.0
203267,0.0,0.0,0.0,0.0,0.0,0.0
203367,0.0,0.0,0.0,0.0,0.0,0.0
203467,0.0,0.0,0.0,0.0,0.0,0.0
203567,0.0,0.0,0.0,0.0,0.0,0.0
