timestamp,kalman.varD2,kalman.q0,kalman.q1,kalman.q2,kalman.q3,kalman.rtUpdate
127519,3.626995294325752e-06,-0.9998935461044312,-0.001505581894889474,0.006743500474840403,0.012772558256983757,878.23779296875
127619,3.631399749792763e-06,-0.999895453453064,-0.004039647988975048,0.004823112394660711,0.012942453846335411,878.23779296875
127719,3.7049894672236405e-06,-0.9998998641967773,0.005319688934832811,0.0027905735187232494,0.012734748423099518,878.23779296875
127819,3.7312581753212726e-06,-0.9999142289161682,0.0006633975426666439,0.002937994198873639,0.012664683163166046,878.23779296875
127919,3.8304160625557415e-06,-0.9999082088470459,0.0018499183934181929,0.004294063430279493,0.012637868523597717,878.23779296875
128019,3.998694410256576e-06,-0.9999085664749146,-0.0011986902682110667,0.004561996087431908,0.012593182735145092,878.23779296875
128119,4.0958002500701696e-06,-0.9999025464057922,-0.0033451770432293415,0.004862277768552303,0.012573376297950745,878.23779296875
128219,4.04817956223269e-06,-0.9998952150344849,-0.0017182683805003762,0.006562464404851198,0.01271044835448265,878.23779296875
128319,4.096212251170073e-06,-0.9998650550842285,0.009419424459338188,0.004232811741530895,0.012695154175162315,878.23779296875
128419,4.3083305172331166e-06,-0.9998837113380432,0.005397680215537548,0.006307142321020365,0.012714067474007607,878.23779296875
128519,4.064709628437413e-06,-0.9998879432678223,0.00398207874968648,0.006419940385967493,0.012847407720983028,878.23779296875
128619,4.039368377561914e-06,-0.9998681545257568,0.004686729516834021,0.004684391897171736,0.014755035750567913,877.272705078125
128719,3.980378551204922e-06,-0.9997304677963257,0.008039799518883228,0.0029174285009503365,0.021535838022828102,877.272705078125
128819,4.02515161113115e-06,-0.999752938747406,0.00627418328076601,-0.00395610649138689,0.02090407907962799,877.272705078125
128919,4.259006345819216e-06,-0.9998795986175537,0.0061531937681138515,-0.007419533561915159,0.012076671235263348,877.272705078125
129019,4.143306341575226e-06,-0.9999743700027466,-0.006182796787470579,0.0029785416554659605,0.0014747583772987127,877.272705078125
129119,4.143494606978493e-06,-0.9999110102653503,-0.008201844058930874,0.006082892417907715,-0.008468265645205975,877.272705078125
129219,4.241924671077868e-06,-0.9997878670692444,-0.010513002052903175,0.0020103033166378736,-0.01754045858979225,877.272705078125
129319,4.218576577841304e-06,-0.999780535697937,-0.0010829196544364095,-0.0008753316942602396,-0.020853232592344284,877.272705078125
129419,4.128337423026096e-06,-0.9997565150260925,-0.002653255593031645,-0.004730853717774153,-0.021343357861042023,877.272705078125
129519,4.194898792775348e-06,-0.9997257590293884,-0.000774372136220336,-0.0058741457760334015,-0.022611228749155998,877.272705078125
129619,4.193384484096896e-06,-0.9996938109397888,0.003300372278317809,-0.0009750470635481179,-0.024463437497615814,877.272705078125
129719,4.4054636418877635e-06,-0.9996147155761719,-0.005609776359051466,-0.011070488020777702,-0.024787256494164467,835.4545288085938
129819,4.614464614860481e-06,-0.9996823668479919,-0.005956110544502735,-0.0038762525655329227,-0.024137824773788452,835.4545288085938
129919,5.207335107115796e-06,-0.9997037053108215,-0.004672233480960131,0.0013789323857054114,-0.023805666714906693,835.4545288085938
130019,5.03091496284469e-06,-0.9995877742767334,-0.007815604098141193,0.013226768933236599,-0.024213558062911034,835.4545288085938
130119,4.869237727689324e-06,-0.9996259212493896,-0.007344708777964115,0.013416467234492302,-0.022630790248513222,835.4545288085938
130219,4.93509833177086e-06,-0.9997199177742004,-0.0046459161676466465,0.010585247538983822,-0.020603228360414505,835.4545288085938
130319,4.796264875039924e-06,-0.9997873902320862,-0.002424121368676424,0.00957830436527729,-0.018045658245682716,835.4545288085938
130419,4.710173470812151e-06,-0.999878466129303,0.00018219149205833673,0.0026869340799748898,-0.015289329923689365,835.4545288085938
130519,4.933290711051086e-06,-0.9998498558998108,0.00304795172996819,-0.010680376552045345,-0.0132248904556036,835.4545288085938
130619,4.973030172550352e-06,-0.9998546838760376,0.0026024524122476578,-0.012292717583477497,-0.011433940380811691,835.4545288085938
130719,5.421135028882418e-06,-0.9997117519378662,0.0034545911476016045,-0.02051619626581669,-0.01189829409122467,835.4545288085938
130819,6.1900732362119015e-06,-0.9996780157089233,0.0026292589027434587,-0.022236252203583717,-0.011855246499180794,907.272705078125
130919,7.249985628732247e-06,-0.9996675252914429,4.000863918918185e-05,-0.023094618692994118,-0.011379886418581009,907.272705078125
131019,7.811147952452302e-06,-0.999693751335144,-0.007582894992083311,-0.020522791892290115,-0.011480490677058697,907.272705078125
131119,6.704889983666362e-06,-0.999270498752594,0.011008663102984428,-0.034189824014902115,-0.012898343615233898,907.272705078125
131219,5.1143888413207605e-06,-0.9993775486946106,0.005769179668277502,-0.03265002742409706,-0.011967158876359463,907.272705078125
131319,4.705633273260901e-06,-0.9996005296707153,-0.001693985890597105,-0.025624645873904228,-0.011717100627720356,907.272705078125
131419,4.270579665899277e-06,-0.9997239112854004,-0.006471555680036545,-0.019597230479121208,-0.011141546070575714,907.272705078125
131519,4.002165951533243e-06,-0.9996703863143921,-0.008988561108708382,-0.021204456686973572,-0.011254043318331242,907.272705078125
131619,3.889825165970251e-06,-0.9996066093444824,-0.011071606539189816,-0.02315724641084671,-0.011213930323719978,907.272705078125
131719,3.894228484568885e-06,-0.9996355772018433,-0.00874307006597519,-0.023084212094545364,-0.010832718573510647,907.272705078125
131819,4.010198153991951e-06,-0.9996699094772339,-0.004135380033403635,-0.02308322861790657,-0.010400509461760521,907.272705078125
131919,4.127116426388966e-06,-0.9997473359107971,0.0007144787232391536,-0.020151127129793167,-0.009830757044255733,868.1818237304688
132019,4.1434277591179125e-06,-0.9998219609260559,0.003798504825681448,-0.016138236969709396,-0.008899575099349022,868.1818237304688
132119,4.1110129131993745e-06,-0.9998531937599182,0.006601095199584961,-0.012727346271276474,-0.009276646189391613,868.1818237304688
132219,4.0903332774178125e-06,-0.9998891353607178,0.006852666847407818,-0.009283725172281265,-0.00930206011980772,868.1818237304688
132319,4.0594682104710955e-06,-0.9998986124992371,0.006022435147315264,-0.008421283215284348,-0.00967468786984682,868.1818237304688
132419,4.133508355153026e-06,-0.9999163150787354,0.003016152186319232,-0.007236192002892494,-0.010192645713686943,868.1818237304688
132519,4.113374416192528e-06,-0.9999209046363831,0.0018297473434358835,-0.005422812420874834,-0.011110852472484112,868.1818237304688
132619,4.3557615754252765e-06,-0.9999340176582336,0.001181946718133986,-0.0018638655310496688,-0.01118518877774477,868.1818237304688
132719,4.741955308418255e-06,-0.9999488592147827,-0.0006512682884931564,0.0016078489134088159,-0.009865306317806244,868.1818237304688
132819,4.993569746147841e-06,-0.999958872795105,-0.0017337414901703596,0.0028040010947734118,-0.008328928612172604,868.1818237304688
132922,5.322222023096401e-06,-0.9999616742134094,-0.004981811158359051,0.0012235994217917323,-0.006956220138818026,865.4037475585938
133019,6.276990006881533e-06,-0.9997937679290771,0.010747450403869152,0.016403336077928543,-0.005087689496576786,865.4037475585938
133121,5.918810984439915e-06,-0.999109148979187,0.010965706780552864,0.04052082076668739,-0.004086187109351158,865.4037475585938
133220,5.4792171795270406e-06,-0.9999633431434631,-0.0015378848183900118,0.007359575480222702,-0.003840107936412096,865.4037475585938
133321,5.1525075832614675e-06,-0.999944269657135,-0.009681540541350842,0.00021139824821148068,-0.003960900940001011,865.4037475585938
133420,5.083783889858751e-06,-0.9998724460601807,-0.014049965888261795,-0.006597152445465326,-0.003485734574496746,865.4037475585938
133519,5.819071247969987e-06,-0.9999144673347473,-0.012431526556611061,-0.002305271103978157,-0.0030415370129048824,865.4037475585938
133619,5.803100521006854e-06,-0.999861478805542,-0.012367475777864456,-0.010475232265889645,-0.0035104602575302124,865.4037475585938
133719,5.429465545603307e-06,-0.9964395761489868,0.02419658936560154,0.080581434071064,-0.005225217901170254,865.4037475585938
133819,5.297603820508812e-06,-0.9926648736000061,0.021862192079424858,0.11876598000526428,-0.005572313442826271,865.4037475585938
133919,4.84077509099734e-06,-0.9899749755859375,0.00748880160972476,0.1409369260072708,-0.005316043738275766,865.4037475585938
134019,4.378963240014855e-06,-0.999836266040802,0.014802554622292519,0.01007584948092699,-0.0021975592244416475,948.0401000976562
134119,4.285833256290061e-06,-0.9985533952713013,0.006111274939030409,-0.05328883230686188,-0.003486843779683113,948.0401000976562
134219,4.014506430394249e-06,-0.9966596364974976,0.010631483048200607,-0.0808802992105484,-0.003587967250496149,948.0401000976562
134319,3.81837025997811e-06,-0.9971286058425903,-3.202842708560638e-05,-0.07567811012268066,-0.0023183042649179697,948.0401000976562
134419,3.7840350159967784e-06,-0.9993206262588501,-0.004989235196262598,-0.036475375294685364,-0.0010101119987666607,948.0401000976562
134519,3.7343068015616154e-06,-0.9999853372573853,-0.005100622307509184,-0.0008317295578308403,-0.0007988593424670398,948.0401000976562
134619,3.6662472666648682e-06,-0.9994916915893555,-0.00622843811288476,0.031192416325211525,-0.0016281339339911938,948.0401000976562
134719,3.6593573895515874e-06,-0.9985833168029785,-0.0053185103461146355,0.052877217531204224,-0.002255945699289441,948.0401000976562
134819,3.7040604183857795e-06,-0.9981690049171448,-0.0014518721727654338,0.060424428433179855,-0.0018367867451161146,948.0401000976562
134919,3.7736776903329883e-06,-0.9982663989067078,0.0019773098174482584,0.058783791959285736,-0.001659239293076098,948.0401000976562
135019,3.9538240343972575e-06,-0.99884432554245,0.0011693742126226425,0.04794992133975029,-0.002727631013840437,948.0401000976562
135119,3.91135472455062e-06,-0.9993184208869934,0.003665116848424077,0.03669750317931175,-0.0007748380885459483,890.9090576171875
135219,3.967231350543443e-06,-0.9997545480728149,0.004536448512226343,0.021536048501729965,0.002116597956046462,890.9090576171875
135319,4.264278686605394e-06,-0.9999772310256958,0.0032591980416327715,0.005462385714054108,0.0017430655425414443,890.9090576171875
135419,4.7732319217175245e-06,-0.9999837875366211,-0.002363495994359255,-0.0026513575576245785,0.004216067958623171,890.9090576171875
135519,5.30364604856004e-06,-0.9999415874481201,-0.006504196673631668,-0.00851556845009327,-8.374330354854465e-05,890.9090576171875
135619,5.266856533125974e-06,-0.9998114705085754,-0.010870311409235,0.00010552081948844716,-0.016025889664888382,890.9090576171875
135722,4.3585455387074035e-06,-0.9967517256736755,-0.06091887876391411,-0.05118545517325401,-0.01236504316329956,890.9090576171875
135819,4.105615516891703e-06,-0.9998933672904968,-0.005694837309420109,0.009361171163618565,0.009548614732921124,890.9090576171875
135922,3.958296929340577e-06,-0.9998452067375183,-0.007192948833107948,0.012375089339911938,0.010137729346752167,890.9090576171875
136022,4.063457254233072e-06,-0.9998654127120972,-0.012726633809506893,0.000993625377304852,0.010203259065747261,890.9090576171875
136119,4.142219950153958e-06,-0.9998652935028076,-0.012838168069720268,0.001147625152952969,0.010058068670332432,890.9090576171875
136222,4.056822490383638e-06,-0.999870777130127,-0.012759260833263397,0.0010032067075371742,0.009621372446417809,872.1668090820312
136320,3.928155820176471e-06,-0.9998794198036194,-0.012171603739261627,0.0012483198661357164,0.009454978629946709,872.1668090820312
136420,3.947540335502708e-06,-0.9998722076416016,-0.012843325734138489,0.00032637655385769904,0.009404613636434078,872.1668090820312
136520,3.9303731682593934e-06,-0.9998651742935181,-0.013417607173323631,0.0012312442995607853,0.009280887432396412,872.1668090820312
136620,3.964549705415266e-06,-0.9998998641967773,-0.010749166831374168,-6.83855832903646e-05,0.009096652269363403,872.1668090820312
136720,4.094933956366731e-06,-0.9998921155929565,-0.011288750916719437,0.0016256222734227777,0.009150168858468533,872.1668090820312
136820,4.076890490978258e-06,-0.9998522996902466,-0.013901973143219948,0.003946078009903431,0.009194580838084221,872.1668090820312
136920,4.126936801185366e-06,-0.9998763203620911,-0.012272425927221775,0.003261837176978588,0.009169762954115868,872.1668090820312
137020,4.166899998381268e-06,-0.999873697757721,-0.012201817706227303,0.0034746467135846615,0.009467090480029583,872.1668090820312
137119,3.966469193983357e-06,-0.9998639822006226,-0.012248913757503033,0.0051859780214726925,0.009650002233684063,872.1668090820312
137219,3.806572067333036e-06,-0.9998431205749512,-0.014401582069694996,0.003306717611849308,0.009663191623985767,872.1668090820312
137319,3.618459459175938e-06,-0.9998388886451721,-0.014697059988975525,0.003773240139707923,0.009486551396548748,861.4403076171875
137419,3.528000888763927e-06,-0.9998274445533752,-0.014038672670722008,0.007256992626935244,0.009660341776907444,861.4403076171875
137519,3.5829266380460467e-06,-0.9998561143875122,-0.012875095009803772,0.004656241741031408,0.00991265568882227,861.4403076171875
137619,3.61837851414748e-06,-0.9998777508735657,-0.0115117896348238,0.003476429032161832,0.009892621077597141,861.4403076171875
137720,3.601285243348684e-06,-0.9998459815979004,-0.01376295369118452,0.00444015022367239,0.00984536949545145,861.4403076171875
137819,3.75600870938797e-06,-0.9998658299446106,-0.012196113355457783,0.004603420849889517,0.009814265184104443,861.4403076171875
137919,3.869093234243337e-06,-0.9998587965965271,-0.01258060522377491,0.0049063665792346,0.009900370612740517,861.4403076171875
138019,3.868016392516438e-06,-0.9998607635498047,-0.012636659666895866,0.004221480805426836,0.009948652237653732,861.4403076171875
138119,3.9637852751184255e-06,-0.9998667240142822,-0.012278660200536251,0.003731552744284272,0.009990217164158821,861.4403076171875
138219,4.008998985227663e-06,-0.9998685717582703,-0.01152713317424059,0.005237475503236055,0.010026780888438225,861.4403076171875
138319,4.1260527723352425e-06,-0.9998685121536255,-0.011616217903792858,0.004670823458582163,0.010207120329141617,861.4403076171875
138419,4.077567609783728e-06,-0.9998856782913208,-0.01103768590837717,0.0013528147246688604,0.010149921290576458,892.7272338867188
138519,3.8552170735783875e-06,-0.9998775124549866,-0.011724075302481651,0.002296163933351636,0.010015315376222134,892.7272338867188
