timestamp,lighthouse.angle1x,lighthouse.angle1y,lighthouse.angle0x_1,lighthouse.angle0y_1,lighthouse.angle1x_1,lighthouse.angle1y_1
127525,-0.14171361923217773,-0.8103647232055664,0.44939231872558594,-0.5605728030204773,-0.1465262472629547,-0.8164429068565369
127625,-0.1417660117149353,-0.8103682398796082,0.4494447112083435,-0.5605841875076294,-0.14655256271362305,-0.8164449334144592
127725,-0.14173972606658936,-0.810387134552002,0.4494381844997406,-0.5605534911155701,-0.14655253291130066,-0.816455066204071
127825,-0.1417333483695984,-0.8103401064872742,0.4493793845176697,-0.5605312585830688,-0.14659178256988525,-0.8164782524108887
127925,-0.1417333483695984,-0.8103401064872742,0.44948384165763855,-0.5605345964431763,-0.14655247330665588,-0.8164651989936829
128025,-0.14175930619239807,-0.8104040026664734,0.44932693243026733,-0.5605584383010864,-0.14655247330665588,-0.8164651989936829
128125,-0.14173972606658936,-0.810387134552002,0.4493924081325531,-0.560553252696991,-0.1465459167957306,-0.8164596557617188
128225,-0.14171361923217773,-0.810323178768158,0.4493989646434784,-0.5605642795562744,-0.1465260088443756,-0.8164735436439514
128325,-0.1417464017868042,-0.8103513717651367,0.4493989646434784,-0.5605642795562744,-0.14658519625663757,-0.8164828419685364
128425,-0.14171361923217773,-0.8103647232055664,0.4493924081325531,-0.560553252696991,-0.14651983976364136,-0.8164272904396057
128525,-0.14172008633613586,-0.8103703260421753,0.4493989646434784,-0.5605642795562744,-0.14653292298316956,-0.8164384365081787
128625,-0.14160335063934326,-0.810072124004364,0.4492935836315155,-0.5604062080383301,-0.1463697850704193,-0.8162484765052795
128725,-0.14163044095039368,-0.8098459839820862,0.4490445852279663,-0.5602171421051025,-0.14630520343780518,-0.816029965877533
128825,-0.14162883162498474,-0.8087918758392334,0.4485328197479248,-0.5596611499786377,-0.14628413319587708,-0.814936101436615
128925,-0.14189788699150085,-0.8058808445930481,0.44773486256599426,-0.5575798153877258,-0.14671063423156738,-0.8120657205581665
129025,-0.14229561388492584,-0.8019849061965942,0.44804707169532776,-0.5530503988265991,-0.14728602766990662,-0.8081814646720886
129125,-0.1428268998861313,-0.7929280400276184,0.4509828984737396,-0.5447173714637756,-0.147995263338089,-0.7991987466812134
129225,-0.14313733577728271,-0.7829293012619019,0.4565246105194092,-0.5329757928848267,-0.1485293209552765,-0.7892809510231018
129325,-0.1436828076839447,-0.7711564302444458,0.4637335538864136,-0.5188283920288086,-0.1492462456226349,-0.7775856852531433
129425,-0.1447812020778656,-0.7582752704620361,0.4712095856666565,-0.5035642981529236,-0.15033255517482758,-0.7647442817687988
129525,-0.14665833115577698,-0.7452558279037476,0.47778627276420593,-0.48910999298095703,-0.15249188244342804,-0.7520044445991516
129625,-0.14929728209972382,-0.7333018779754639,0.4827415347099304,-0.4766603112220764,-0.15511824190616608,-0.7401793003082275
129725,-0.15285402536392212,-0.7230089902877808,0.4858085513114929,-0.46691587567329407,-0.15896396338939667,-0.7300265431404114
129825,-0.15678590536117554,-0.7160356640815735,0.48741114139556885,-0.4597766399383545,-0.16275890171527863,-0.7229995727539062
129925,-0.15678590536117554,-0.7160356640815735,0.48818832635879517,-0.4545365273952484,-0.16275890171527863,-0.7229995727539062
130025,-0.16627399623394012,-0.7046853303909302,0.48846757411956787,-0.45132991671562195,-0.17228727042675018,-0.7116961479187012
130125,-0.17296753823757172,-0.6995697617530823,0.4889078140258789,-0.449693888425827,-0.1791316419839859,-0.7067825794219971
130225,-0.17296753823757172,-0.6995697617530823,0.49004894495010376,-0.4483700394630432,-0.1791316419839859,-0.7067825794219971
130325,-0.179524764418602,-0.6961972713470459,0.49210599064826965,-0.4470738172531128,-0.18564990162849426,-0.7034430503845215
130425,-0.18315699696540833,-0.6946902275085449,0.49482882022857666,-0.445431649684906,-0.18930858373641968,-0.7019903659820557
130525,-0.18315699696540833,-0.6946902275085449,0.4975123703479767,-0.44361481070518494,-0.18930858373641968,-0.7019903659820557
130625,-0.18723157048225403,-0.6922932863235474,0.4992157816886902,-0.4421860873699188,-0.19344863295555115,-0.6997484564781189
130725,-0.18907099962234497,-0.691452145576477,0.49958133697509766,-0.44187039136886597,-0.19521623849868774,-0.6987760066986084
130825,-0.18907099962234497,-0.691452145576477,0.4993847608566284,-0.4417364299297333,-0.19521623849868774,-0.6987760066986084
130925,-0.18907099962234497,-0.691452145576477,0.4993847608566284,-0.4417364299297333,-0.19521623849868774,-0.6987760066986084
131025,-0.2132626473903656,-0.6841592192649841,0.4993847608566284,-0.4417364299297333,-0.21960580348968506,-0.691665530204773
131125,-0.2246648073196411,-0.6826059818267822,0.4993847608566284,-0.4417364299297333,-0.23118600249290466,-0.6899062991142273
131225,-0.23907804489135742,-0.6791682243347168,0.47539785504341125,-0.45805591344833374,-0.24541711807250977,-0.6862508058547974
131326,-0.25649160146713257,-0.6709476113319397,0.46617791056632996,-0.46113404631614685,-0.26300203800201416,-0.6781713962554932
131425,-0.2771633267402649,-0.659491240978241,0.4572789669036865,-0.46206334233283997,-0.28370094299316406,-0.6668807864189148
131525,-0.2998780608177185,-0.6477510929107666,0.44785836338996887,-0.4634629786014557,-0.3065359592437744,-0.654975414276123
131625,-0.32438924908638,-0.6376129984855652,0.43722236156463623,-0.4675573408603668,-0.3310683071613312,-0.6447670459747314
