timestamp,controller.roll,controller.rollRate,controller.yaw,controller.yawRate
99949,0,6.394511699676514,-0.12981651723384857,23.497047424316406
100049,0,5.2986860275268555,-0.14655153453350067,26.526119232177734
100149,0,5.1056342124938965,-0.1323980689048767,23.964311599731445
100249,0,4.600737571716309,-0.12004003673791885,21.72748565673828
100349,0,4.2978339195251465,-0.13077722489833832,23.67093849182129
100449,0,4.00251579284668,-0.14249666035175323,25.792179107666016
100549,0,4.957614421844482,-0.1446044147014618,26.17368507385254
100649,0,3.4725751876831055,-0.14986102283000946,27.125144958496094
100749,0,2.410011053085327,-0.13782934844493866,24.9473876953125
100849,0,3.482654094696045,-0.12987977266311646,23.508495330810547
100949,0,3.1635067462921143,-0.12701201438903809,-0.6238223910331726
101049,0,5.039361000061035,-0.1249518096446991,-33.99357604980469
101149,0,4.513854026794434,-0.1164877638220787,-35.626529693603516
101249,1,9.661694526672363,-0.09909719973802567,-29.003032684326172
101349,0,-3.0875277519226074,-0.07432737201452255,-7.726639270782471
101449,0,-3.7657880783081055,-0.04713859036564827,-12.513704299926758
101549,0,-3.392892360687256,-0.02359374240040779,-12.624421119689941
101649,0,-4.564681053161621,-0.008098066784441471,-9.319790840148926
101749,-1,-9.723987579345703,-0.001309760264120996,-11.238033294677734
101849,0,-4.025424480438232,-1.556953247927595e-05,-13.64873218536377
101949,0,0.33472201228141785,1.062458181877446e-06,-18.40951919555664
102049,0,1.2461659908294678,2.8671856853179634e-06,-19.97732162475586
102149,0,1.4946871995925903,4.663371782953618e-06,-17.732254028320312
102249,2,8.928230285644531,6.44012970951735e-06,-17.856046676635742
102349,2,1.8607916831970215,8.183317731891293e-06,-10.755266189575195
102449,-1,-22.602371215820312,9.876342119241599e-06,-19.1867618560791
102549,-2,-7.854729652404785,1.1501522749313153e-05,-16.74834442138672
102649,1,8.439726829528809,1.3040785233897623e-05,-13.36503791809082
102749,1,0.600414514541626,1.4476386240858119e-05,-11.13940143585205
102849,0,-2.8133840560913086,1.5791536497999914e-05,-12.343622207641602
102949,0,-4.423194885253906,1.6970916476566344e-05,-14.35188102722168
103049,0,-3.047337770462036,1.8001092030317523e-05,-14.402055740356445
103149,-1,-4.711019039154053,1.8870936401071958e-05,-14.609567642211914
103249,-1,-0.7172501087188721,1.9571541997720487e-05,-14.64876937866211
103349,0,1.3679630756378174,2.0097008018638007e-05,-14.172039031982422
103449,0,1.011603593826294,2.044404754997231e-05,-13.478886604309082
103549,0,0.08905035257339478,2.0612105799955316e-05,-13.108531951904297
103649,0,5.668189525604248,2.0603431039489806e-05,-12.49278450012207
103749,0,2.4401471614837646,2.0422956367838196e-05,-12.032096862792969
103849,0,-0.3281048536300659,2.0078210582141764e-05,-11.066665649414062
103949,1,5.346283912658691,1.9578983483370394e-05,-10.652852058410645
104049,0,-7.815495491027832,1.8937284039566293e-05,-10.570606231689453
104149,0,-6.0711259841918945,1.816700205381494e-05,-10.59841537475586
104249,-2,-13.549880981445312,1.728363895381335e-05,-11.452625274658203
104349,-2,-5.384644508361816,1.630398583074566e-05,-11.434225082397461
104449,4,40.75108337402344,1.5245709619193804e-05,-10.745804786682129
104549,2,7.743110656738281,1.4127500435279217e-05,-11.993694305419922
104649,2,6.856122970581055,1.296767732128501e-05,-11.576528549194336
104749,1,0.379477858543396,1.1785175047407392e-05,-10.962648391723633
104849,1,-0.2235797643661499,1.0598196240607649e-05,-10.229692459106445
104949,0,-6.005743026733398,9.424006748304237e-06,-9.556249618530273
105052,0,-10.213519096374512,8.167143278114963e-06,-9.225955963134766
105153,-1,-9.497204780578613,7.072042080835672e-06,-8.67989730834961
105252,-2,-7.898349285125732,6.136863248684676e-06,-8.000062942504883
105351,-2,-5.92218017578125,5.164003596291877e-06,-6.953036785125732
105449,-2,-4.399880409240723,4.270248609827831e-06,-7.411917209625244
105549,0,7.252579212188721,3.462612085058936e-06,-7.936351776123047
105650,0,1.0473887920379639,2.746035079326248e-06,-7.763267517089844
105749,0,2.7512311935424805,2.1229575395409483e-06,-8.244464874267578
105849,0,0.17958451807498932,1.5932913584038033e-06,-8.629105567932129
105949,0,-1.835672378540039,1.1545380402822047e-06,-8.922117233276367
106049,0,-1.3267452716827393,8.02140732503176e-07,-9.166214942932129
106149,0,-3.2876811027526855,5.290400508783932e-07,-9.05290412902832
106249,0,-2.4785525798797607,3.268849866344681e-07,-8.930240631103516
106349,0,-2.0684680938720703,1.852546489544693e-07,-8.583051681518555
106449,0,-1.993849515914917,9.345870921606547e-08,-10.7794771194458
106549,0,-1.8595664501190186,3.980735741038188e-08,-7.082172393798828
106649,0,4.8093414306640625,1.297193374938388e-08,-11.666590690612793
106749,2,12.747218132019043,2.5710034101678048e-09,-9.988731384277344
106849,2,7.59566593170166,2.898002116058507e-10,-12.330184936523438
106949,-5,-48.18598175048828,1.1916979902881764e-10,-13.781399726867676
107049,-1,8.77657699584961,1.1736972505005383e-10,-22.005475997924805
107149,-2,-10.657095909118652,1.0969585656495084e-10,-14.83871078491211
107249,-2,2.887073516845703,9.36692459707622e-11,-8.781636238098145
107349,-1,0.1857505440711975,7.060861617613767e-11,-7.195761680603027
107449,0,11.912161827087402,4.508310738615684e-11,-5.536815643310547
107549,0,5.935126781463623,2.27933453361695e-11,-5.256682395935059
107649,0,1.659745216369629,7.958167111410397e-12,-4.293260097503662
107749,0,2.52881121635437,1.3391391944991837e-12,-3.855013847351074
107849,0,-1.5909948348999023,2.0399094468725315e-14,-5.18381404876709
107949,0,3.538534164428711,0.43029308319091797,-77.88390350341797
108052,0,2.612687349319458,3.2502224445343018,-588.2968139648438
108152,0,-32.13129806518555,-4.33935022354126,785.4310302734375
108252,0,0.9267795085906982,-5.878907680511475,1064.0938720703125
108352,0,-6.217215538024902,-5.383005619049072,974.334716796875
108452,0,-6.458548069000244,-5.273326873779297,954.482666015625
108552,0,-8.5460205078125,-5.110047817230225,924.9287719726562
108652,0,-8.620504379272461,-4.985269546508789,902.34375
108752,0,-9.253344535827637,-4.9373273849487305,893.6660766601562
108852,0,-13.76498031616211,-4.861931324005127,880.0192260742188
108952,0,-10.658263206481934,-4.8015666007995605,869.0930786132812
109051,0,-8.06983470916748,-4.818609714508057,872.177978515625
109151,0,-7.3258771896362305,-4.853010177612305,878.4044189453125
109252,0,-7.326450824737549,-4.855136394500732,878.789306640625
109351,0,-4.744670867919922,-4.883062839508057,883.8441162109375
109451,0,-4.792171955108643,-4.900654315948486,887.0282592773438
109551,0,-5.8430585861206055,-4.926427364349365,891.6931762695312
109652,0,-6.405954837799072,-4.935703277587891,893.3721313476562
109751,0,-8.390174865722656,-4.934544086456299,893.1622924804688
109851,0,-8.59342098236084,-4.917158126831055,892.8280029296875
109951,0,-7.973667144775391,-4.910638809204102,891.3893432617188
110051,0,-7.3728132247924805,-4.905060768127441,890.01171875
110150,0,-6.9071173667907715,-4.924912929534912,891.4190063476562
110250,0,-6.483753204345703,-4.927210330963135,891.8347778320312
110350,0,-6.563339710235596,-4.926417827606201,891.69140625
110450,0,-6.160582542419434,-4.9339470863342285,893.0542602539062
110550,0,-6.703248977661133,-4.946380615234375,895.3047485351562
110650,0,-5.030589580535889,-4.9461469650268555,895.262451171875
110751,0,-6.069270133972168,-4.942389965057373,894.5823974609375
110850,0,-6.50663948059082,-4.946953296661377,895.4083862304688
110950,0,-5.726813793182373,-4.944288730621338,894.9260864257812
111050,0,-6.999876499176025,-4.961826324462891,898.1004638671875
111150,0,-7.086645603179932,-4.95318603515625,896.5365600585938
111250,0,-4.823812961578369,-4.94543981552124,895.1343994140625
111350,0,-5.942965984344482,-4.946129322052002,895.2592163085938
111449,0,-8.109570503234863,-4.944665908813477,894.9943237304688
111550,0,-8.137877464294434,-4.939678192138672,894.091552734375
111650,0,-8.489992141723633,-4.892193794250488,888.951904296875
111750,0,-9.893953323364258,-4.863212585449219,884.2562255859375
111850,0,-8.647993087768555,-4.865341663360596,880.636474609375
111950,0,-7.890695095062256,-4.873487949371338,882.1110229492188
112050,0,-8.168401718139648,-4.882229328155518,883.6932373046875
112150,0,-8.046944618225098,-4.895358085632324,886.0695190429688
112249,0,-6.804958820343018,-4.944328308105469,894.9332275390625
112349,0,-6.118908405303955,-5.011463642120361,907.0848999023438
112449,0,-7.576786994934082,-5.039050102233887,912.0780639648438
112550,0,-6.411670207977295,-4.943320274353027,894.750732421875
112650,0,-6.605729579925537,-4.981852054595947,901.7251586914062
112749,0,-6.099156379699707,-5.078161239624023,919.1572875976562
112849,0,-5.427204132080078,-5.122628688812256,927.2059936523438
112950,0,-9.376644134521484,-5.131591796875,-1.394844889640808
113050,0,-11.124149322509766,-5.121206283569336,-4.7548441886901855
113150,0,-8.62749195098877,-5.0663933753967285,-13.072497367858887
