timestamp,baro.pressure,baro.asl,baro.temp
99937,967.251953125,428.524658203125,31.52748680114746
100037,967.2520141601562,428.524658203125,31.526805877685547
100137,967.2595825195312,428.4590759277344,31.52907371520996
100237,967.2573852539062,428.4754943847656,31.52985954284668
100337,967.2520141601562,428.524658203125,31.52994728088379
100437,967.2463989257812,428.579345703125,31.53443145751953
100537,967.2321166992188,428.70513916015625,31.53354263305664
100637,967.2518310546875,428.5301818847656,31.536596298217773
100737,967.248779296875,428.5520324707031,31.5378360748291
100837,967.2593383789062,428.4590759277344,31.54033088684082
100937,967.2572631835938,428.4754943847656,31.5386905670166
101037,967.3320922851562,427.79742431640625,31.53999900817871
101137,967.4103393554688,427.0811462402344,31.52842903137207
101237,967.477294921875,426.4741516113281,31.50259780883789
101337,967.4808959960938,426.4413757324219,31.46945571899414
101437,967.3967895507812,427.2068786621094,31.42786407470703
101537,967.3209228515625,427.9013366699219,31.386884689331055
101637,967.260986328125,428.4426574707031,31.3555908203125
101737,967.23828125,428.65045166015625,31.343111038208008
101837,967.2184448242188,428.8309020996094,31.346357345581055
101937,967.2088012695312,428.91839599609375,31.361106872558594
102037,967.2045288085938,428.9566345214844,31.373655319213867
102137,967.2013549804688,428.9840087890625,31.38620376586914
102237,967.1873168945312,429.1152648925781,31.39149284362793
102337,967.1873779296875,429.1152648925781,31.397199630737305
102437,967.1836547851562,429.1480407714844,31.40168571472168
102537,967.1753540039062,429.2245788574219,31.406152725219727
102637,967.1781616210938,429.197265625,31.414321899414062
102737,967.181640625,429.1644287109375,31.429994583129883
102837,967.1776123046875,429.2027282714844,31.430116653442383
102937,967.1942138671875,429.04962158203125,31.4385986328125
103037,967.1942749023438,429.04962158203125,31.44812774658203
103137,967.1865234375,429.1207275390625,31.45591163635254
103237,967.194580078125,429.04962158203125,31.467449188232422
103337,967.1898193359375,429.0933532714844,31.4736270904541
103437,967.182373046875,429.1589660644531,31.476680755615234
103537,967.193115234375,429.060546875,31.483592987060547
103637,967.181640625,429.1644287109375,31.482526779174805
103737,967.190185546875,429.087890625,31.481794357299805
103837,967.1889038085938,429.09881591796875,31.480154037475586
103937,967.1900634765625,429.087890625,31.48491859436035
104037,967.2079467773438,428.9293212890625,31.491952896118164
104137,967.2003784179688,428.99493408203125,31.489229202270508
104237,967.1925048828125,429.0660400390625,31.488269805908203
104337,967.1827392578125,429.1589660644531,31.487886428833008
104437,967.17919921875,429.18634033203125,31.48601722717285
104537,967.1915893554688,429.07696533203125,31.481306076049805
104637,967.1791381835938,429.1918029785156,31.47301483154297
104737,967.1884765625,429.1042785644531,31.47580909729004
104837,967.19140625,429.07696533203125,31.480974197387695
104939,967.1956176757812,429.0386657714844,31.485931396484375
105037,967.1928100585938,429.0660400390625,31.493539810180664
105139,967.1998901367188,429.0003967285156,31.501113891601562
105239,967.2020874023438,428.9785461425781,31.508323669433594
105338,967.1884155273438,429.1042785644531,31.515304565429688
105438,967.1787109375,429.1918029785156,31.516559600830078
105538,967.17529296875,429.2245788574219,31.518741607666016
105638,967.18359375,429.1480407714844,31.521465301513672
105737,967.1856079101562,429.13165283203125,31.517467498779297
105837,967.1824951171875,429.1589660644531,31.515880584716797
105937,967.1923828125,429.0660400390625,31.50542640686035
106037,967.1740112304688,429.23553466796875,31.495426177978516
106137,967.1875610351562,429.1152648925781,31.492650985717773
106237,967.189453125,429.0933532714844,31.494152069091797
106337,967.2048950195312,428.9566345214844,31.494152069091797
106437,967.2071533203125,428.9347839355469,31.496246337890625
106537,967.2013549804688,428.9840087890625,31.497764587402344
106637,967.1953125,429.0441589355469,31.49179458618164
106737,967.194091796875,429.0550842285156,31.484603881835938
106837,967.1969604492188,429.0277404785156,31.47702980041504
106937,967.1932373046875,429.060546875,31.46969985961914
107037,967.1973266601562,429.02227783203125,31.470712661743164
107137,967.2045288085938,428.9566345214844,31.474271774291992
107237,967.2031860351562,428.97308349609375,31.479019165039062
107337,967.2037353515625,428.9676208496094,31.48193359375
107437,967.1918334960938,429.0715026855469,31.48430824279785
107537,967.1915893554688,429.07696533203125,31.488618850708008
107637,967.2086791992188,428.91839599609375,31.4880428314209
107737,967.2125854492188,428.88555908203125,31.48418617248535
107837,967.2134399414062,428.8746337890625,31.477903366088867
107937,967.2197265625,428.8199462890625,31.4668025970459
108037,967.2568359375,428.48095703125,31.45746612548828
108137,967.2868041992188,428.2075500488281,31.451635360717773
108237,967.2963256835938,428.12005615234375,31.446521759033203
108337,967.2953491210938,428.1309814453125,31.441356658935547
108437,967.2733154296875,428.33331298828125,31.424409866333008
108537,967.2575073242188,428.4754943847656,31.407217025756836
108637,967.243408203125,428.6012268066406,31.398561477661133
108737,967.2438354492188,428.6012268066406,31.393238067626953
108837,967.2339477539062,428.6887512207031,31.387704849243164
108937,967.2562866210938,428.4864196777344,31.390445709228516
109037,967.2583618164062,428.4700012207031,31.396921157836914
109137,967.249755859375,428.54656982421875,31.39554214477539
109237,967.2386474609375,428.6449890136719,31.394180297851562
109337,967.2416381835938,428.62310791015625,31.39545440673828
109437,967.2542114257812,428.5082702636719,31.404129028320312
109537,967.2504272460938,428.5411071777344,31.41370964050293
109639,967.2525024414062,428.5191955566406,31.42095375061035
109739,967.2528076171875,428.5191955566406,31.430797576904297
109839,967.24755859375,428.56842041015625,31.43549156188965
109939,967.2537841796875,428.5082702636719,31.44386863708496
110039,967.259033203125,428.4590759277344,31.44833755493164
110138,967.252685546875,428.5191955566406,31.45079803466797
110238,967.24755859375,428.56842041015625,31.44854736328125
110338,967.243408203125,428.6012268066406,31.448774337768555
110437,967.2435913085938,428.6012268066406,31.449453353881836
110537,967.2484130859375,428.5574951171875,31.45092010498047
110637,967.2576904296875,428.4754943847656,31.44931411743164
110737,967.2562866210938,428.4864196777344,31.451112747192383
110837,967.261474609375,428.43719482421875,31.450624465942383
110937,967.2571411132812,428.48095703125,31.449838638305664
111037,967.2503051757812,428.5411071777344,31.447063446044922
111137,967.2509155273438,428.53564453125,31.445159912109375
111237,967.2456665039062,428.5848083496094,31.440292358398438
111337,967.2433471679688,428.6067199707031,31.43695831298828
111437,967.2481079101562,428.5629577636719,31.43814468383789
111537,967.2367553710938,428.6668395996094,31.434741973876953
111637,967.2366943359375,428.6668395996094,31.429540634155273
111737,967.2269287109375,428.7543640136719,31.430831909179688
111837,967.2344970703125,428.6832580566406,31.430395126342773
111937,967.2308349609375,428.716064453125,31.42721939086914
112037,967.2531127929688,428.51373291015625,31.42697525024414
112137,967.2423095703125,428.6121826171875,31.42193031311035
112238,967.240234375,428.634033203125,31.42271614074707
112338,967.2278442382812,428.7433776855469,31.419452667236328
112437,967.2405395507812,428.6285705566406,31.421966552734375
112537,967.2483520507812,428.5574951171875,31.420692443847656
112637,967.25,428.5411071777344,31.42201805114746
112737,967.2394409179688,428.6395263671875,31.419086456298828
112837,967.2383422851562,428.65045166015625,31.41632843017578
112937,967.2422485351562,428.6121826171875,31.41596221923828
113037,967.3158569335938,427.945068359375,31.414180755615234
113137,967.4124755859375,427.064697265625,31.40156364440918
113237,967.4356689453125,426.8514404296875,31.37253761291504
113337,967.4712524414062,426.5288391113281,31.326234817504883
113437,967.4456787109375,426.76397705078125,31.268653869628906
113537,967.434326171875,426.8678894042969,31.22746467590332
113637,967.404296875,427.1412658691406,31.206764221191406
113737,967.32421875,427.8684997558594,31.189815521240234
113837,967.255859375,428.49188232421875,31.171297073364258
113937,967.2041015625,428.96209716796875,31.147140502929688
114037,967.1829223632812,429.15350341796875,31.148256301879883
114137,967.189453125,429.0933532714844,31.163127899169922
114237,967.1898803710938,429.0933532714844,31.183061599731445
114337,967.180908203125,429.17535400390625,31.201824188232422
114437,967.1738891601562,429.23553466796875,31.219417572021484
114537,967.17724609375,429.20819091796875,31.233938217163086
114637,967.1809692382812,429.17535400390625,31.2469425201416
114737,967.17578125,429.2191162109375,31.250240325927734
114837,967.1725463867188,429.2519226074219,31.25338363647461
114937,967.1746826171875,429.2300720214844,31.256210327148438
115037,967.1685180664062,429.2847595214844,31.26029396057129
115137,967.1781005859375,429.197265625,31.265216827392578
115237,967.162109375,429.34490966796875,31.265199661254883
115337,967.1598510742188,429.36676025390625,31.27389144897461
115437,967.15771484375,429.3831481933594,31.27712059020996
