timestamp,lighthouse.angle0x_2,lighthouse.angle0y_2,lighthouse.angle1x_2,lighthouse.angle1y_2,lighthouse.angle0x_3,lighthouse.angle0y_3
127528,0.43737295269966125,-0.5604403614997864,-0.15930093824863434,-0.8059521317481995,0.44215482473373413,-0.5649731755256653
127628,0.4374450743198395,-0.5604844093322754,-0.15937307476997375,-0.8059629797935486,0.44222044944763184,-0.5650063157081604
127728,0.43743181228637695,-0.560462236404419,-0.15933378040790558,-0.8059703707695007,0.4422071576118469,-0.564984142780304
127828,0.4373928904533386,-0.5604925155639648,-0.15934015810489655,-0.8059868216514587,0.442194402217865,-0.5650391578674316
127928,0.4374711811542511,-0.5604702830314636,-0.1593533754348755,-0.8059772253036499,0.4422662556171417,-0.5650064945220947
128028,0.43732717633247375,-0.5604593753814697,-0.1593467742204666,-0.8059819340705872,0.44210246205329895,-0.5649619698524475
128128,0.43739262223243713,-0.5604538321495056,-0.1593467742204666,-0.8059819340705872,0.4421614110469818,-0.564984142780304
128228,0.4373859763145447,-0.560462236404419,-0.15931418538093567,-0.8059530854225159,0.4421614110469818,-0.564984142780304
128328,0.4373795986175537,-0.5604320764541626,-0.15934015810489655,-0.8059868216514587,0.4421614110469818,-0.564984142780304
128428,0.43739935755729675,-0.560503363609314,-0.15932711958885193,-0.8059645891189575,0.44220080971717834,-0.5650497674942017
128528,0.437379390001297,-0.5604512691497803,-0.1593402922153473,-0.8059760928153992,0.44215482473373413,-0.5649731755256653
128628,0.4373270869255066,-0.5603825449943542,-0.15933416783809662,-0.8058863878250122,0.44215476512908936,-0.5649349093437195
128728,0.43714362382888794,-0.5603055953979492,-0.15939413011074066,-0.8056541085243225,0.4420037567615509,-0.5647972226142883
128828,0.43663209676742554,-0.5597944259643555,-0.15932662785053253,-0.8046308755874634,0.4414792060852051,-0.5643023252487183
128928,0.43574851751327515,-0.5576066374778748,-0.1594056487083435,-0.8015382885932922,0.44053053855895996,-0.5621826648712158
129028,0.4359610080718994,-0.5525875687599182,-0.15980464220046997,-0.7973344326019287,0.44069772958755493,-0.5573209524154663
129128,0.43878448009490967,-0.5439566373825073,-0.16021893918514252,-0.7877762317657471,0.4434495270252228,-0.5487937927246094
129228,0.44412919878959656,-0.5320848226547241,-0.16052938997745514,-0.7775328755378723,0.4487350285053253,-0.536976158618927
129328,0.4511684477329254,-0.5179973244667053,-0.16121861338615417,-0.7655859589576721,0.4558523893356323,-0.5228538513183594
129428,0.45849353075027466,-0.5027565360069275,-0.16254600882530212,-0.7525656223297119,0.46330854296684265,-0.5077326893806458
129528,0.465011328458786,-0.488240122795105,-0.16484852135181427,-0.7395686507225037,0.4698648750782013,-0.49320188164711
129628,0.46990036964416504,-0.4757356643676758,-0.1674545854330063,-0.727392315864563,0.4747934341430664,-0.4806612432003021
129728,0.47284916043281555,-0.46596384048461914,-0.17111560702323914,-0.7170618176460266,0.4778014123439789,-0.4711117744445801
129828,0.47447076439857483,-0.45858320593833923,-0.1752050369977951,-0.7100522518157959,0.4794493019580841,-0.4638124406337738
129928,0.4752088189125061,-0.4532936215400696,-0.1752050369977951,-0.7100522518157959,0.480180025100708,-0.45844122767448425
130028,0.4754933714866638,-0.4498006999492645,-0.18462848663330078,-0.6983954906463623,0.4805373549461365,-0.4550982713699341
130128,0.4759536683559418,-0.44823071360588074,-0.1913750171661377,-0.6932317018508911,0.48098424077033997,-0.45348769426345825
130228,0.4770687520503998,-0.44694796204566956,-0.1913750171661377,-0.6932317018508911,0.48218443989753723,-0.45224276185035706
130328,0.4791323244571686,-0.44575050473213196,-0.19797855615615845,-0.6898044347763062,0.48423492908477783,-0.4509654939174652
130428,0.48179715871810913,-0.4443758428096771,-0.20185323059558868,-0.6885554194450378,0.4870111346244812,-0.44973334670066833
130528,0.48440295457839966,-0.44285985827445984,-0.20185323059558868,-0.6885554194450378,0.48959052562713623,-0.44811511039733887
130628,0.4860212504863739,-0.441517174243927,-0.20605216920375824,-0.686352550983429,0.4913266897201538,-0.4468545615673065
130728,0.48635435104370117,-0.4412521719932556,-0.20796990394592285,-0.68570476770401,0.49159425497055054,-0.44655540585517883
130828,0.4860990643501282,-0.4412120282649994,-0.20796990394592285,-0.68570476770401,0.49141067266464233,-0.44649460911750793
130928,0.4860990643501282,-0.4412120282649994,-0.20796990394592285,-0.68570476770401,0.49141067266464233,-0.44649460911750793
131028,0.4860990643501282,-0.4412120282649994,-0.2314673215150833,-0.6786325573921204,0.49141067266464233,-0.44649460911750793
131128,0.4860990643501282,-0.4412120282649994,-0.2426793873310089,-0.6773277521133423,0.49141067266464233,-0.44649460911750793
131228,0.4614991545677185,-0.4578970968723297,-0.2564450204372406,-0.6735842227935791,0.4668833017349243,-0.4631931483745575
131328,0.45210179686546326,-0.46071678400039673,-0.2737279534339905,-0.665446937084198,0.45747360587120056,-0.466174840927124
131428,0.4429934024810791,-0.461497962474823,-0.29379042983055115,-0.6540117263793945,0.44839152693748474,-0.46706685423851013
131530,0.43112170696258545,-0.4634402096271515,-0.3161129653453827,-0.6421877145767212,0.43665099143981934,-0.4691423773765564
131630,0.41977521777153015,-0.46833768486976624,-0.34008681774139404,-0.6321616172790527,0.42531827092170715,-0.4741162061691284
131730,0.4065946340560913,-0.4766407907009125,-0.3652527630329132,-0.624322772026062,0.41217052936553955,-0.48246341943740845
131829,0.3915848731994629,-0.487671822309494,-0.3914288878440857,-0.6183029413223267,0.39724624156951904,-0.4935210943222046
131930,0.374887079000473,-0.5001437664031982,-0.41828957200050354,-0.6128883957862854,0.3806277811527252,-0.5060673356056213
132030,0.3563476502895355,-0.5129233002662659,-0.44531330466270447,-0.6065482497215271,0.3620949983596802,-0.5188595056533813
132130,0.3361210227012634,-0.5252717137336731,-0.471574068069458,-0.5989941954612732,0.3419278562068939,-0.5312145352363586
132230,0.31420034170150757,-0.5369265675544739,-0.49684908986091614,-0.59003746509552,0.320041298866272,-0.5431423783302307
132329,0.29043158888816833,-0.5484428405761719,-0.5208653211593628,-0.5803317427635193,0.29631921648979187,-0.5547244548797607
132429,0.26464906334877014,-0.5600298643112183,-0.5433526039123535,-0.5703413486480713,0.27059027552604675,-0.5665435194969177
132529,0.2371501922607422,-0.5721433758735657,-0.5644606351852417,-0.5606346726417542,0.24296137690544128,-0.5786461234092712
132629,0.20816314220428467,-0.5844929218292236,-0.5842944383621216,-0.5511655211448669,0.21389055252075195,-0.5911031365394592
132728,0.17794260382652283,-0.5970349311828613,-0.5880640745162964,-0.5493984818458557,0.183651864528656,-0.6037891507148743
