timestamp,kalman.varZ,kalman.varPX,kalman.varPY,kalman.varPZ,kalman.varD0,kalman.varD1
127513,1.140420181400259e-06,9.521033643977717e-05,9.601461351849139e-05,0.0002109768829541281,9.289386980526615e-06,9.27634391700849e-06
127613,1.143817485171894e-06,0.00010950048454105854,0.00011060223914682865,0.00021300108346622437,9.513883014733437e-06,9.497790415480267e-06
127713,1.1302705615889863e-06,9.720269008539617e-05,9.802411659620702e-05,0.00021136859140824527,9.237436643161345e-06,9.225004760082811e-06
127813,1.140619929174136e-06,0.00010286319593433291,0.00010370842937845737,0.00021891119831707329,9.421272807230707e-06,9.408467121829744e-06
127913,1.1512229320942424e-06,9.628053521737456e-05,9.716374916024506e-05,0.00022878962045069784,9.434682397113647e-06,9.422420589544345e-06
128013,1.1575770031413413e-06,0.0001154695637524128,0.0001165888097602874,0.00024278659839183092,1.0058355655928608e-05,1.0043655493063852e-05
128113,1.1446495591371786e-06,9.426042379345745e-05,9.585402585798874e-05,0.00022073002764955163,9.940991731127724e-06,9.920881893776823e-06
128213,1.1456618267402519e-06,0.00010212174674961716,0.00010338647552998737,0.00022770234500057995,1.0300899702997413e-05,1.0285192729497794e-05
128315,1.0000160273193615e-06,0.00010747598571470007,0.00010826357174664736,0.0002296957973157987,1.0619311979098711e-05,1.0609593118715566e-05
128416,1.000017050500901e-06,0.0001166527799796313,0.00011805879330495372,0.0002266840892843902,1.1050136890844442e-05,1.1031659596483223e-05
128515,1.0000160273193615e-06,0.0001085660042008385,0.00010949427087325603,0.00021322844258975238,1.0918499356193934e-05,1.0908264812314883e-05
128615,1.0000809425037005e-06,0.00010366110655013472,0.00010413959535071626,0.00020894664339721203,1.0701493920350913e-05,1.0696936442400329e-05
128715,1.0000809425037005e-06,0.00011282342165941373,0.00011344559607096016,0.00020323113130871207,1.0811616448336281e-05,1.0801458302012179e-05
128815,1.00008196568524e-06,0.00011277403973508626,0.00011452416219981387,0.00020026159472763538,1.0690250746847596e-05,1.0658707651600707e-05
128914,1.0121879086000263e-06,0.00011079179967055097,0.0001107629868783988,0.00019931791757699102,1.0433262104925234e-05,1.0439645848236978e-05
129014,1.0000809425037005e-06,0.00010520160140004009,0.00010656894301064312,0.00020742655033245683,1.0309454410162289e-05,1.028481619869126e-05
129114,1.0000809425037005e-06,0.00010624611604725942,0.00010784983896883205,0.00021480694704223424,1.0336636478314176e-05,1.0304322131560184e-05
129214,1.0002560202337918e-06,0.00011763306974899024,0.00011880806414410472,0.00023917783983051777,1.0687900612538215e-05,1.0662874046829529e-05
129313,1.0000809425037005e-06,0.00013027693785261363,0.00013139676593709737,0.00025185244157910347,1.113235248340061e-05,1.1109367733297404e-05
129413,1.0000809425037005e-06,0.00016075467283371836,0.00016279048577416688,0.0002470492327120155,1.1670671483443584e-05,1.1627830645011272e-05
129513,1.0000809425037005e-06,0.00019012283883057535,0.00019339566642884165,0.000260595086729154,1.217223507410381e-05,1.211001472256612e-05
129613,1.0000160273193615e-06,0.00021416868548840284,0.00021880463464185596,0.00025745417224243283,1.2571095794555731e-05,1.2494290785980411e-05
129713,1.0000809425037005e-06,0.0002107471664203331,0.0002185757039114833,0.0002573259698692709,1.2529287232609931e-05,1.2422285180946346e-05
129813,1.0000809425037005e-06,0.00017740772454999387,0.00021279259817674756,0.0002309077826794237,1.2546024663606659e-05,1.201169015985215e-05
129913,2.100608980981633e-06,0.00018132911645807326,0.0001771482202457264,0.0002508289471734315,1.2054174476361368e-05,1.2160287042206619e-05
130013,1.0055091479443945e-06,9.721191599965096e-05,0.00014882261166349053,0.0001754025142872706,1.1678423106786795e-05,1.1066857041441835e-05
130113,1.0000180736824404e-06,9.811384370550513e-05,0.00016042859351728112,0.00016605287964921445,1.1757945685531013e-05,1.0922423825832084e-05
130213,1.7234816596101155e-06,0.00012370856711640954,0.0001529690925963223,0.00018316242494620383,1.1286371773167048e-05,1.1048083251807839e-05
130313,1.0450951322127366e-06,0.00010159927478525788,0.00015877174155320972,0.00016627076547592878,1.1100185474788304e-05,1.0314426617696881e-05
130413,1.0000809425037005e-06,0.00011101998825324699,0.00016425602370873094,0.0001654500374570489,1.0891174497373868e-05,1.012119810184231e-05
130513,1.525152242720651e-06,0.00013923294318374246,0.00016893426072783768,0.00020054058404639363,1.075402815331472e-05,1.0457973075972404e-05
130613,1.0002560202337918e-06,9.939290612237528e-05,0.0001597472291905433,0.0001812836417229846,1.0616542567731813e-05,9.629853593651205e-06
130713,1.3294794598550652e-06,0.00014410581206902862,0.00020454861805774271,0.00023116308148019016,1.1416729648772161e-05,1.0573715371720027e-05
130813,2.4212588414229685e-06,0.0001777297875378281,0.0001997261424548924,0.0002130589564330876,1.112110840040259e-05,1.089844954549335e-05
130913,3.4055410651490092e-06,0.00024687088443897665,0.0002694649447221309,0.0002064907894236967,1.1825544788734987e-05,1.1623452337516937e-05
131013,3.467380793154007e-06,7.363662734860554e-05,7.397175795631483e-05,0.00021158697200007737,9.052063433045987e-06,8.865614290698431e-06
131113,2.552314754211693e-06,0.00010451488924445584,0.00010170433961320668,0.00019941877690143883,9.582630809745751e-06,9.500902706349734e-06
131213,1.0000809425037005e-06,0.00015282029926311225,0.00014938233653083444,0.00021672247385140508,1.0622052286635153e-05,1.0549512808211148e-05
131313,1.00008196568524e-06,0.00020921393297612667,0.00020904852135572582,0.00028353705420158803,1.1814912795671262e-05,1.1687321602948941e-05
131413,1.0000127304010675e-06,0.00024034611124079674,0.0002445933350827545,0.0002725709928199649,1.2272299500182271e-05,1.2097801118216012e-05
131513,1.0000152315114974e-06,0.0002555709797888994,0.0002641927858348936,0.0002634208067320287,1.2330387107795104e-05,1.2131888979638461e-05
131613,1.0000138672694447e-06,0.0002662756305653602,0.0002789039281196892,0.00026424232055433095,1.2336399777268525e-05,1.2123143278586213e-05
131713,1.000078668766946e-06,0.0002747925173025578,0.0002906688314396888,0.00027286121621727943,1.2398406397551298e-05,1.2182167665741872e-05
131813,9.999999974752427e-07,0.00028281606500968337,0.0003016535774804652,0.0002853954501915723,1.262361547560431e-05,1.240391702594934e-05
131913,1.0000787824537838e-06,0.00028891724650748074,0.0003101142356172204,0.0002995629911310971,1.2906069059681613e-05,1.268154210265493e-05
