timestamp,controller.accelz,controller.actuatorThrust,controller.cmd_pitch,controller.cmd_roll,controller.cmd_thrust,controller.cmd_yaw
99942,1.001197338104248,0.0,0.0,0.0,0.0,0.0
100042,1.0016533136367798,0.0,0.0,0.0,0.0,0.0
100142,1.0004916191101074,0.0,0.0,0.0,0.0,0.0
100242,0.9999608397483826,0.0,0.0,0.0,0.0,0.0
100342,0.9993787407875061,0.0,0.0,0.0,0.0,0.0
100442,0.998874843120575,0.0,0.0,0.0,0.0,0.0
100542,1.001358151435852,0.0,0.0,0.0,0.0,0.0
100644,1.0003747940063477,0.0,0.0,0.0,0.0,0.0
100744,1.0024449825286865,0.0,0.0,0.0,0.0,0.0
100844,0.9998725652694702,0.0,0.0,0.0,0.0,0.0
100945,1.0023391246795654,35938.9296875,-2074.0,1112.0,35938.9296875,390.0
101045,1.0686672925949097,36132.78515625,-731.0,1914.0,36132.78515625,2914.0
101144,0.9229391813278198,37685.36328125,-1169.0,-757.0,37685.36328125,3216.0
101244,1.054678201675415,41058.87109375,-1986.0,-983.0,41058.87109375,3166.0
101343,1.1087783575057983,45091.21875,3990.0,1411.0,45091.21875,1728.0
101442,1.1992535591125488,47756.0859375,-8650.0,3123.0,47756.0859375,2086.0
101544,1.2020647525787354,47312.1953125,1921.0,-3593.0,47312.1953125,1922.0
101643,1.1046874523162842,45152.45703125,-4579.0,-1907.0,45152.45703125,1650.0
101743,1.0523648262023926,42820.078125,140.0,-295.0,42820.078125,1704.0
101843,1.0159196853637695,40335.64453125,584.0,-1601.0,40335.64453125,1901.0
101943,0.892033040523529,38776.36328125,-752.0,-563.0,38776.36328125,2312.0
102043,0.9697192311286926,39846.3984375,-756.0,-13.0,39846.3984375,2555.0
102143,0.8646602630615234,41028.9296875,-3320.0,574.0,41028.9296875,2480.0
102244,0.9731419682502747,40167.453125,2480.0,-3204.0,40167.453125,2509.0
102342,0.8963727951049805,39377.2421875,-2795.0,1160.0,39329.73046875,2071.0
102442,0.9906971454620361,41261.8515625,-549.0,-111.0,41066.3203125,2478.0
102544,0.9979795217514038,41538.640625,-1457.0,-2319.0,41538.640625,2404.0
102644,1.0366421937942505,45217.99609375,-805.0,-4093.0,45217.99609375,2253.0
102744,1.0552842617034912,43721.0859375,-3424.0,-3766.0,43721.0859375,2071.0
102844,1.0647598505020142,41890.609375,473.0,62.0,41890.609375,2083.0
102943,0.9390619993209839,40959.96484375,-260.0,1299.0,40959.96484375,2293.0
103043,0.9910661578178406,39754.40234375,929.0,-935.0,39754.40234375,2274.0
103142,0.9655885100364685,39591.0234375,2428.0,-2585.0,39555.3359375,2295.0
103243,1.0351561307907104,42778.78125,4347.0,2015.0,42841.59375,2411.0
103343,0.9962719082832336,41775.98046875,-707.0,2.0,41775.98046875,2057.0
103442,1.0451321601867676,43700.42578125,-4563.0,411.0,44343.70703125,2127.0
103542,1.0379201173782349,43731.75390625,-2787.0,-6944.0,43109.6953125,2019.0
103642,1.0221190452575684,41711.43359375,979.0,-1935.0,41884.2578125,2028.0
103742,0.9875302314758301,41920.421875,-583.0,-5580.0,41578.15625,1950.0
103842,1.0498840808868408,40702.4296875,-4256.0,-5226.0,40183.6171875,2062.0
103942,1.0346119403839111,38085.73046875,3299.0,-2243.0,37857.0625,2012.0
104042,0.9220392107963562,38016.2265625,920.0,-928.0,37699.8359375,2267.0
104142,0.9393385648727417,41387.6875,-4619.0,821.0,40578.04296875,2080.0
104242,1.0694966316223145,45271.75390625,3236.0,2741.0,45554.80859375,2336.0
104342,1.1003031730651855,42634.07421875,-1280.0,1532.0,42866.70703125,2152.0
104442,1.043688416481018,42939.95703125,-6288.0,-5071.0,42939.95703125,2478.0
104542,1.058159589767456,43086.43359375,833.0,2823.0,43991.3359375,2618.0
104642,1.0471394062042236,41992.59765625,-2779.0,-228.0,41992.59765625,2193.0
104742,1.026589035987854,40830.15625,-1149.0,-1305.0,40830.15625,2096.0
104842,0.9442312717437744,39444.62890625,-828.0,1451.0,39444.62890625,2095.0
104942,0.9183123111724854,40530.1796875,-281.0,-1698.0,40530.1796875,2120.0
105042,0.9614185094833374,41718.31640625,16.0,-2097.0,41718.31640625,1934.0
