timestamp,ext_pos.X,ext_pos.Y,ext_pos.Z
99982,0.0,0.0,0.0
100082,0.0,0.0,0.0
100182,0.0,0.0,0.0
100282,0.0,0.0,0.0
100382,0.0,0.0,0.0
100482,0.0,0.0,0.0
100582,0.0,0.0,0.0
100684,0.0,0.0,0.0
100782,0.0,0.0,0.0
100885,0.0,0.0,0.0
100984,0.0,0.0,0.0
101085,0.0,0.0,0.0
101185,0.0,0.0,0.0
101284,0.0,0.0,0.0
101384,0.0,0.0,0.0
101484,0.0,0.0,0.0
101583,0.0,0.0,0.0
101683,0.0,0.0,0.0
101783,0.0,0.0,0.0
101883,0.0,0.0,0.0
101983,0.0,0.0,0.0
102083,0.0,0.0,0.0
102184,0.0,0.0,0.0
102285,0.0,0.0,0.0
102382,0.0,0.0,0.0
102482,0.0,0.0,0.0
102584,0.0,0.0,0.0
102684,0.0,0.0,0.0
102784,0.0,0.0,0.0
102883,0.0,0.0,0.0
102984,0.0,0.0,0.0
103083,0.0,0.0,0.0
103183,0.0,0.0,0.0
103283,0.0,0.0,0.0
103382,0.0,0.0,0.0
103482,0.0,0.0,0.0
103583,0.0,0.0,0.0
103682,0.0,0.0,0.0
103782,0.0,0.0,0.0
103882,0.0,0.0,0.0
103982,0.0,0.0,0.0
104082,0.0,0.0,0.0
104182,0.0,0.0,0.0
104282,0.0,0.0,0.0
104382,0.0,0.0,0.0
104482,0.0,0.0,0.0
104582,0.0,0.0,0.0
104682,0.0,0.0,0.0
104782,0.0,0.0,0.0
104882,0.0,0.0,0.0
104982,0.0,0.0,0.0
105082,0.0,0.0,0.0
105182,0.0,0.0,0.0
105282,0.0,0.0,0.0
105382,0.0,0.0,0.0
105482,0.0,0.0,0.0
105582,0.0,0.0,0.0
105682,0.0,0.0,0.0
105782,0.0,0.0,0.0
105882,0.0,0.0,0.0
105982,0.0,0.0,0.0
106082,0.0,0.0,0.0
106182,0.0,0.0,0.0
106282,0.0,0.0,0.0
106382,0.0,0.0,0.0
106482,0.0,0.0,0.0
106582,0.0,0.0,0.0
106682,0.0,0.0,0.0
106782,0.0,0.0,0.0
106882,0.0,0.0,0.0
106982,0.0,0.0,0.0
107082,0.0,0.0,0.0
107185,0.0,0.0,0.0
107282,0.0,0.0,0.0
107382,0.0,0.0,0.0
107484,0.0,0.0,0.0
107584,0.0,0.0,0.0
107682,0.0,0.0,0.0
107784,0.0,0.0,0.0
107885,0.0,0.0,0.0
107984,0.0,0.0,0.0
108084,0.0,0.0,0.0
108184,0.0,0.0,0.0
108284,0.0,0.0,0.0
108383,0.0,0.0,0.0
108483,0.0,0.0,0.0
108583,0.0,0.0,0.0
108683,0.0,0.0,0.0
108782,0.0,0.0,0.0
108882,0.0,0.0,0.0
108982,0.0,0.0,0.0
109082,0.0,0.0,0.0
109182,0.0,0.0,0.0
109282,0.0,0.0,0.0
109382,0.0,0.0,0.0
109482,0.0,0.0,0.0
109582,0.0,0.0,0.0
109682,0.0,0.0,0.0
109782,0.0,0.0,0.0
109882,0.0,0.0,0.0
109983,0.0,0.0,0.0
110082,0.0,0.0,0.0
110182,0.0,0.0,0.0
110282,0.0,0.0,0.0
110382,0.0,0.0,0.0
110482,0.0,0.0,0.0
110582,0.0,0.0,0.0
110682,0.0,0.0,0.0
110782,0.0,0.0,0.0
110882,0.0,0.0,0.0
110982,0.0,0.0,0.0
111082,0.0,0.0,0.0
111182,0.0,0.0,0.0
111282,0.0,0.0,0.0
111382,0.0,0.0,0.0
111482,0.0,0.0,0.0
111582,0.0,0.0,0.0
111682,0.0,0.0,0.0
111782,0.0,0.0,0.0
111882,0.0,0.0,0.0
111982,0.0,0.0,0.0
112082,0.0,0.0,0.0
112182,0.0,0.0,0.0
112282,0.0,0.0,0.0
112382,0.0,0.0,0.0
112482,0.0,0.0,0.0
112582,0.0,0.0,0.0
112682,0.0,0.0,0.0
112782,0.0,0.0,0.0
112882,0.0,0.0,0.0
112982,0.0,0.0,0.0
113082,0.0,0.0,0.0
113182,0.0,0.0,0.0
113282,0.0,0.0,0.0
113382,0.0,0.0,0.0
113482,0.0,0.0,0.0
113582,0.0,0.0,0.0
113682,0.0,0.0,0.0
113782,0.0,0.0,0.0
113882,0.0,0.0,0.0
113982,0.0,0.0,0.0
114082,0.0,0.0,0.0
114182,0.0,0.0,0.0
114282,0.0,0.0,0.0
114382,0.0,0.0,0.0
114482,0.0,0.0,0.0
114582,0.0,0.0,0.0
114682,0.0,0.0,0.0
114782,0.0,0.0,0.0
114882,0.0,0.0,0.0
114982,0.0,0.0,0.0
115082,0.0,0.0,0.0
115182,0.0,0.0,0.0
115282,0.0,0.0,0.0
115382,0.0,0.0,0.0
115484,0.0,0.0,0.0
115584,0.0,0.0,0.0
115684,0.0,0.0,0.0
115784,0.0,0.0,0.0
115884,0.0,0.0,0.0
115984,0.0,0.0,0.0
116083,0.0,0.0,0.0
116183,0.0,0.0,0.0
116283,0.0,0.0,0.0
116382,0.0,0.0,0.0
