timestamp,loco.mode,loco.spiWr,loco.spiRe
154949,0,0.0,0.0
155049,0,0.0,0.0
155149,0,0.0,0.0
155249,0,0.0,0.0
155349,0,0.0,0.0
155449,0,0.0,0.0
155549,0,0.0,0.0
155649,0,0.0,0.0
155749,0,0.0,0.0
155849,0,0.0,0.0
155949,0,0.0,0.0
156049,0,0.0,0.0
156149,0,0.0,0.0
156249,0,0.0,0.0
156349,0,0.0,0.0
156449,0,0.0,0.0
156549,0,0.0,0.0
156649,0,0.0,0.0
156749,0,0.0,0.0
156849,0,0.0,0.0
156949,0,0.0,0.0
157049,0,0.0,0.0
157149,0,0.0,0.0
157249,0,0.0,0.0
157349,0,0.0,0.0
157449,0,0.0,0.0
157549,0,0.0,0.0
157649,0,0.0,0.0
157749,0,0.0,0.0
157849,0,0.0,0.0
157949,0,0.0,0.0
158049,0,0.0,0.0
158149,0,0.0,0.0
158249,0,0.0,0.0
158349,0,0.0,0.0
158449,0,0.0,0.0
158549,0,0.0,0.0
158649,0,0.0,0.0
158752,0,0.0,0.0
158852,0,0.0,0.0
158952,0,0.0,0.0
159052,0,0.0,0.0
159152,0,0.0,0.0
159249,0,0.0,0.0
159349,0,0.0,0.0
159452,0,0.0,0.0
159552,0,0.0,0.0
159652,0,0.0,0.0
159752,0,0.0,0.0
159852,0,0.0,0.0
159952,0,0.0,0.0
160050,0,0.0,0.0
160151,0,0.0,0.0
160250,0,0.0,0.0
160350,0,0.0,0.0
160450,0,0.0,0.0
160550,0,0.0,0.0
160650,0,0.0,0.0
160752,0,0.0,0.0
160850,0,0.0,0.0
160950,0,0.0,0.0
161050,0,0.0,0.0
161150,0,0.0,0.0
161250,0,0.0,0.0
161350,0,0.0,0.0
161449,0,0.0,0.0
161549,0,0.0,0.0
161650,0,0.0,0.0
161749,0,0.0,0.0
161849,0,0.0,0.0
161949,0,0.0,0.0
162049,0,0.0,0.0
162149,0,0.0,0.0
162249,0,0.0,0.0
162349,0,0.0,0.0
162449,0,0.0,0.0
162549,0,0.0,0.0
162649,0,0.0,0.0
162749,0,0.0,0.0
162849,0,0.0,0.0
162949,0,0.0,0.0
163049,0,0.0,0.0
163149,0,0.0,0.0
163249,0,0.0,0.0
163349,0,0.0,0.0
163449,0,0.0,0.0
163549,0,0.0,0.0
163649,0,0.0,0.0
163749,0,0.0,0.0
163849,0,0.0,0.0
163949,0,0.0,0.0
164049,0,0.0,0.0
164149,0,0.0,0.0
164249,0,0.0,0.0
164352,0,0.0,0.0
164451,0,0.0,0.0
164551,0,0.0,0.0
164650,0,0.0,0.0
164750,0,0.0,0.0
164849,0,0.0,0.0
164949,0,0.0,0.0
165049,0,0.0,0.0
165149,0,0.0,0.0
165249,0,0.0,0.0
165349,0,0.0,0.0
165449,0,0.0,0.0
165549,0,0.0,0.0
165649,0,0.0,0.0
165749,0,0.0,0.0
165849,0,0.0,0.0
165949,0,0.0,0.0
166049,0,0.0,0.0
166149,0,0.0,0.0
166249,0,0.0,0.0
166349,0,0.0,0.0
166449,0,0.0,0.0
166549,0,0.0,0.0
166649,0,0.0,0.0
166749,0,0.0,0.0
166849,0,0.0,0.0
166949,0,0.0,0.0
167049,0,0.0,0.0
167149,0,0.0,0.0
167249,0,0.0,0.0
167349,0,0.0,0.0
167449,0,0.0,0.0
167549,0,0.0,0.0
167649,0,0.0,0.0
167749,0,0.0,0.0
167849,0,0.0,0.0
167949,0,0.0,0.0
168049,0,0.0,0.0
168149,0,0.0,0.0
168249,0,0.0,0.0
168349,0,0.0,0.0
168449,0,0.0,0.0
168549,0,0.0,0.0
168649,0,0.0,0.0
168749,0,0.0,0.0
168849,0,0.0,0.0
168949,0,0.0,0.0
169049,0,0.0,0.0
169149,0,0.0,0.0
169249,0,0.0,0.0
169349,0,0.0,0.0
169449,0,0.0,0.0
169549,0,0.0,0.0
169649,0,0.0,0.0
169749,0,0.0,0.0
169849,0,0.0,0.0
169949,0,0.0,0.0
170049,0,0.0,0.0
170149,0,0.0,0.0
170249,0,0.0,0.0
170349,0,0.0,0.0
170449,0,0.0,0.0
170549,0,0.0,0.0
170649,0,0.0,0.0
170749,0,0.0,0.0
170849,0,0.0,0.0
170949,0,0.0,0.0
171049,0,0.0,0.0
171149,0,0.0,0.0
171249,0,0.0,0.0
171349,0,0.0,0.0
171452,0,0.0,0.0
171549,0,0.0,0.0
171649,0,0.0,0.0
171749,0,0.0,0.0
171849,0,0.0,0.0
171949,0,0.0,0.0
172052,0,0.0,0.0
172149,0,0.0,0.0
172252,0,0.0,0.0
172352,0,0.0,0.0
172452,0,0.0,0.0
172550,0,0.0,0.0
172650,0,0.0,0.0
172750,0,0.0,0.0
172850,0,0.0,0.0
172950,0,0.0,0.0
173050,0,0.0,0.0
173150,0,0.0,0.0
173249,0,0.0,0.0
173349,0,0.0,0.0
173449,0,0.0,0.0
173552,0,0.0,0.0
173651,0,0.0,0.0
173749,0,0.0,0.0
173849,0,0.0,0.0
173949,0,0.0,0.0
174049,0,0.0,0.0
174149,0,0.0,0.0
174249,0,0.0,0.0
174349,0,0.0,0.0
174449,0,0.0,0.0
174549,0,0.0,0.0
