timestamp,posCtl.targetVX,posCtl.targetVY,posCtl.targetVZ,posCtl.targetX,posCtl.targetY,posCtl.targetZ
181950,0.0,0.0,0.0,1.3313794624991715e-05,3.51361563843966e-07,1.5487776181544177e-06
182050,0.0,0.0,0.0,1.3313794624991715e-05,3.51361563843966e-07,1.5487776181544177e-06
182150,0.0,0.0,0.0,1.3313794624991715e-05,3.51361563843966e-07,1.5487776181544177e-06
182250,0.0,0.0,0.0,1.3313794624991715e-05,3.51361563843966e-07,1.5487776181544177e-06
182350,0.0,0.0,0.0,1.3313794624991715e-05,3.51361563843966e-07,1.5487776181544177e-06
182450,0.0,0.0,0.0,1.3313794624991715e-05,3.51361563843966e-07,1.5487776181544177e-06
182550,0.0,0.0,0.0,1.3313794624991715e-05,3.51361563843966e-07,1.5487776181544177e-06
182650,0.0,0.0,0.0,1.3313794624991715e-05,3.51361563843966e-07,1.5487776181544177e-06
182750,0.0,0.0,0.0,1.3313794624991715e-05,3.51361563843966e-07,1.5487776181544177e-06
182850,0.0,0.0,0.0,1.3313794624991715e-05,3.51361563843966e-07,1.5487776181544177e-06
182950,0.0008376315236091614,-0.0021624586079269648,0.0016667007002979517,0.03289038687944412,-0.0025203186087310314,0.0013817326398566365
183050,2.7865171432495117e-05,-0.0007104016840457916,0.02120184898376465,0.03287048637866974,-0.0027677705511450768,0.010590281337499619
183150,0.00207674503326416,0.0003182804211974144,0.08728697150945663,0.03284794092178345,-0.003023614641278982,0.04599836468696594
183250,0.001516185700893402,-0.0038056739140301943,0.2339044213294983,0.03279876708984375,-0.003517160192131996,0.11656913161277771
183350,0.0009181573987007141,-0.01095443032681942,0.4359118938446045,0.032726187258958817,-0.004138353746384382,0.2151668816804886
183450,0.0028692297637462616,-0.022126153111457825,0.6372162103652954,0.03263574093580246,-0.004799738992005587,0.32170233130455017
183550,0.011091496795415878,-0.03228864073753357,0.7717407941818237,0.03251129761338234,-0.005580650642514229,0.4124596118927002
183650,0.025454659014940262,-0.03832678496837616,0.8083008527755737,0.03242797031998634,-0.006045946851372719,0.4709523618221283
183750,0.040366772562265396,-0.04142981767654419,0.7640740275382996,0.03235301002860069,-0.0064348275773227215,0.4956575632095337
183850,0.0558556504547596,-0.03952702879905701,0.6687420606613159,0.03229428827762604,-0.006723037920892239,0.49996888637542725
183950,0.07058019936084747,-0.03461755812168121,0.5611585378646851,0.03226105123758316,-0.00688899727538228,0.4999673366546631
184050,0.08088791370391846,-0.02918071299791336,0.4648069143295288,0.03229784592986107,-0.006993040442466736,0.4997975528240204
184150,0.08387252688407898,-0.02648361772298813,0.3887314796447754,0.03258045017719269,-0.007113087456673384,0.4994911551475525
184250,0.07951807975769043,-0.025257403030991554,0.3309038579463959,0.0334390327334404,-0.007169940508902073,0.4990599453449249
184350,0.06929954141378403,-0.033689018338918686,0.2836511731147766,0.035264045000076294,-0.0071888272650539875,0.49851953983306885
184450,0.053049005568027496,-0.03912903368473053,0.23593740165233612,0.03847532346844673,-0.007310148794203997,0.4978879392147064
184550,0.038247644901275635,-0.03917399421334267,0.21302764117717743,0.0435507707297802,-0.0075228228233754635,0.4971850514411926
184650,0.029498368501663208,-0.019260114058852196,0.19220808148384094,0.05096994340419769,-0.007799874525517225,0.4964316189289093
184750,0.019275538623332977,-0.017769744619727135,0.18567542731761932,0.06117941439151764,-0.008183294907212257,0.4956487715244293
184850,0.023149654269218445,-0.010781449265778065,0.1639702171087265,0.07458982616662979,-0.008713707327842712,0.49485722184181213
184950,0.03924153745174408,-0.005271425470709801,0.1468370109796524,0.09155183285474777,-0.009519252926111221,0.4940769076347351
185050,0.0656757652759552,0.0015095304697751999,0.1340647041797638,0.11239270865917206,-0.010340693406760693,0.49332642555236816
