timestamp,stateEstimate.qx,stateEstimate.qy,stateEstimate.qz,stateEstimate.qw
210776,0.0016841436736285686,-0.0003723675908986479,-0.21361441910266876,-0.9769154787063599
210876,0.0005197704886086285,-0.0031706609297543764,-0.21232706308364868,-0.9771923422813416
210976,0.0009214197052642703,-0.002535737119615078,-0.21438516676425934,-0.9767444133758545
211076,0.001093303901143372,-0.0018617482855916023,-0.20978912711143494,-0.9777432084083557
211176,0.0002584077592473477,0.00041654452797956765,-0.2118327021598816,-0.9773048162460327
211276,0.001609335420653224,-0.0006651967414654791,-0.21083176136016846,-0.9775198101997375
211376,-4.7356385039165616e-05,-0.00045481929555535316,-0.2097253054380417,-0.9777592420578003
211476,0.001081058755517006,8.42013832880184e-06,-0.20667123794555664,-0.9784088730812073
211576,0.0006218519411049783,0.00014048023149371147,-0.2066173404455185,-0.978420615196228
211676,0.0033942072186619043,-0.00020807069086004049,-0.20862846076488495,-0.9779880046844482
211776,-0.00023219955619424582,-0.004567161202430725,-0.20886847376823425,-0.9779320359230042
211876,0.002746125916019082,-0.000736892456188798,-0.20827125012874603,-0.9780659675598145
211976,0.0050508687272667885,0.0037433539982885122,-0.20003017783164978,-0.9797685146331787
212076,0.0054849060252308846,0.007343396544456482,-0.1901104599237442,-0.9817189574241638
212176,0.003434938145801425,0.029518166556954384,-0.17195193469524384,-0.984656035900116
212276,-0.006490036845207214,0.005315685644745827,-0.14581678807735443,-0.9892749786376953
212376,0.0029207889456301928,-0.0006701407255604863,-0.1151195541024208,-0.9933461546897888
212476,-0.0024274943862110376,-0.01056578941643238,-0.08244051039218903,-0.9965360164642334
212576,0.0006468232022598386,-0.00802558846771717,-0.05531972274184227,-0.9984351992607117
212676,-0.0041914209723472595,-0.0120846563950181,-0.03565496206283569,-0.9992813467979431
212776,-0.011948793195188046,-0.018987921997904778,-0.023472094908356667,-0.9994717240333557
212876,-0.01741647906601429,-0.01827806793153286,-0.016433661803603172,-0.999545156955719
212976,-0.024807002395391464,-0.014244046993553638,-0.01295291818678379,-0.9995058178901672
213076,-0.027885310351848602,0.0006597338360734284,-0.013003233820199966,-0.9995253086090088
213176,-0.02675834484398365,-0.005372315179556608,-0.01225999090820551,-0.9995512962341309
213276,-0.023428283631801605,-0.00620221858844161,-0.01104948204010725,-0.9996442198753357
213376,-0.02020290493965149,-0.0019421217730268836,-0.010041461326181889,-0.9997425675392151
213476,-0.012866958975791931,0.005152889993041754,-0.009614219889044762,-0.99985671043396
213576,0.005974228028208017,0.019420014694333076,-0.009180285967886448,-0.9997504353523254
213676,0.022798940539360046,0.023560136556625366,-0.008935196325182915,-0.9994214773178101
213776,0.029734497889876366,0.017496610060334206,-0.008840767666697502,-0.9993646144866943
213876,0.026790056377649307,0.01041871216148138,-0.00888247974216938,-0.9995463490486145
213976,0.015454905107617378,-0.030161622911691666,-0.009240197017788887,-0.9993818402290344
214076,0.0026918440125882626,-0.04984470456838608,-0.010514375753700733,-0.99869704246521
214176,-0.009118204936385155,-0.0515635684132576,-0.010042521171271801,-0.9985766410827637
214276,-0.010745691135525703,-0.02834285795688629,-0.009923858568072319,-0.9994902610778809
214376,-0.006785661447793245,-0.028532594442367554,-0.009883709251880646,-0.9995200037956238
214476,-0.003050442086532712,-0.022405073046684265,-0.009128234349191189,-0.9997016191482544
214576,-0.0014384100213646889,-0.020104065537452698,-0.007803603541105986,-0.9997653961181641
214676,-0.0014008624712005258,-0.019333863630890846,-0.006140613928437233,-0.999792218208313
214778,-0.0032843269873410463,-0.018200930207967758,-0.004299986641854048,-0.9998186826705933
214878,-0.00404121819883585,-0.01805747114121914,-0.0026900609955191612,-0.9998241662979126
214977,-0.004393762443214655,-0.01857474446296692,-0.001964213326573372,-0.9998149275779724
215077,-0.004228048492223024,-0.01789669878780842,-0.0015928003704175353,-0.9998286366462708
215177,-0.004009462893009186,-0.017207637429237366,-0.001018273876979947,-0.9998424053192139
215276,-0.001885166740976274,-0.016154997050762177,-0.0006327288574539125,-0.9998664855957031
215376,-0.00023449226864613593,-0.013390570878982544,-0.0006801823037676513,-0.9999091029167175
215476,-0.0014801876386627555,-0.010408248752355576,-6.353196658892557e-05,-0.999943733215332
215576,0.004176491405814886,-0.008367139846086502,0.0009634389425627887,-0.9999547600746155
215676,0.008704237639904022,-0.006260169669985771,0.0009864538442343473,-0.9999410510063171
215776,0.013286619447171688,-0.004093088209629059,0.0008319655898958445,-0.9999020099639893
215876,0.015496760606765747,-0.0016359452856704593,0.0007042743382044137,-0.9998773336410522
215976,0.012529530562460423,0.0008875149651430547,-0.0002621506282594055,-0.9999200701713562
216076,0.009179252199828625,0.00621208269149065,-0.0024674281012266874,-0.9999345541000366
216176,-0.0014795393217355013,0.007348190061748028,-0.005224749445915222,-0.999957263469696
216276,-0.020123058930039406,0.029084468260407448,-0.00834240484982729,-0.9993385672569275
216376,-0.03807714208960533,0.017256667837500572,-0.01066763885319233,-0.9990678429603577
216476,-0.03589337319135666,0.006878970190882683,-0.008742810226976871,-0.9992927312850952
216576,-0.021623702719807625,0.003286795923486352,-0.004367250017821789,-0.9997502565383911
216676,-0.013915970921516418,0.009202448651194572,0.0010855384171009064,-0.9998592138290405
216776,-0.001066262018866837,0.014450782909989357,0.0038544831331819296,-0.9998866319656372
216876,0.007854103110730648,0.01944657601416111,0.003673968371003866,-0.999772310256958
216976,0.008654538542032242,0.019770383834838867,0.0030026407912373543,-0.9997615814208984
217076,0.0048148492351174355,0.01962614618241787,0.0007236761739477515,-0.9997945427894592
217176,-0.00385871110484004,0.01662561111152172,-0.0008341327775269747,-0.9998530149459839
217276,-0.0025075238663703203,0.008561051450669765,0.00029983752756379545,-0.9999591112136841
217376,0.02471894584596157,0.09402430057525635,0.00164580880664289,-0.9952606558799744
217476,0.020081041380763054,0.10074525326490402,0.006879814434796572,-0.9946848154067993
217576,0.02685796283185482,0.000665597093757242,0.00969629269093275,-0.999591052532196
217676,0.023294679820537567,-0.03372006118297577,0.008427882567048073,-0.9991232752799988
217776,0.012082320638000965,-0.03855987265706062,0.007505935616791248,-0.9991540908813477
217876,0.005201264284551144,-0.029975883662700653,0.005792969837784767,-0.9995192885398865
217976,6.556452717632055e-05,-0.010210340842604637,0.004944253712892532,-0.9999346733093262
218076,-0.006801112554967403,0.010831722058355808,0.004238945432007313,-0.9999082684516907
218176,-0.008709847927093506,0.02593313716351986,0.003418323351070285,-0.9996188879013062
218276,-0.005474945530295372,0.03732522949576378,0.0020438290666788816,-0.999285101890564
218376,-0.003092649392783642,0.03826010599732399,0.002614251570776105,-0.9992585778236389
218476,2.4937141915870598e-06,0.03720443323254585,0.003517500590533018,-0.999300479888916
218576,0.003865534905344248,0.03182343393564224,0.007273993920534849,-0.9994585514068604
218676,-0.0011733866995200515,0.024403350427746773,0.015760110691189766,-0.9995762705802917
218776,0.015531896613538265,0.018560783937573433,0.02737296000123024,-0.9993312954902649
218876,-0.04866551607847214,-0.00015543014160357416,0.0407821461558342,-0.9979811906814575
218976,0.007900652475655079,0.005157099571079016,0.053125765174627304,-0.998542308807373
219076,-0.00530746765434742,0.00220725336112082,0.07838041335344315,-0.9969059824943542
219176,-0.0032489958684891462,-0.005683652125298977,0.07881633937358856,-0.9968666434288025
219276,-0.002990248380228877,0.0002321329084224999,0.07866542786359787,-0.9968955516815186
219376,-0.0033271294087171555,0.014493896625936031,0.08033253252506256,-0.9966561794281006
219476,-0.00155885168351233,0.009693124331533909,0.08095087110996246,-0.9966687560081482
219576,-0.0046121831983327866,0.008768617175519466,0.08153710514307022,-0.9966201186180115
219676,-0.006047585513442755,0.008702690713107586,0.08169775456190109,-0.9965997934341431
219776,-0.007753557991236448,0.006860761437565088,0.08161881566047668,-0.9966088533401489
219876,-0.006250605918467045,0.005409049801528454,0.0818692147731781,-0.996607780456543
219976,-0.007943597622215748,0.006564060691744089,0.08193638175725937,-0.9965832829475403
220076,-0.010749680921435356,0.004712520632892847,0.08221455663442612,-0.9965445399284363
220176,-0.011498183943331242,0.00041713917744345963,0.08145596086978912,-0.9966095089912415
220276,-0.012157200835645199,0.010586636140942574,0.08093668520450592,-0.996587872505188
220376,-0.014880195260047913,0.012839621864259243,0.0811261460185051,-0.9965090751647949
220476,-0.010876639746129513,0.014378362335264683,0.08196014910936356,-0.9964715242385864
220576,-0.010415303520858288,0.011542089283466339,0.08222395926713943,-0.9964916110038757
220676,-0.010337929241359234,0.008036677725613117,0.08205931633710861,-0.996540367603302
220776,-0.00929433386772871,0.0073847356252372265,0.0817628800868988,-0.9965800642967224
220876,-0.008030851371586323,0.0052675725892186165,0.08141013234853745,-0.9966333508491516
220976,-0.012881155125796795,0.0034929399844259024,0.0810142457485199,-0.9966225624084473
221076,-0.01136726699769497,0.0038329381495714188,0.08054203540086746,-0.9966779947280884
221176,-0.013116918504238129,0.0006944759516045451,0.08038128167390823,-0.9966766238212585
221276,-0.010922634974122047,0.002142930869013071,0.0802125632762909,-0.9967145919799805
221376,-0.008452245965600014,0.003745190566405654,0.08072084933519363,-0.9966928362846375
221476,-0.008872424252331257,0.00404537795111537,0.08110361546278,-0.9966569542884827
221576,-0.013206197880208492,-0.0031434970442205667,0.0808136984705925,-0.9966357350349426
221676,-0.010521175339818,-0.000676229945383966,0.080010324716568,-0.9967372417449951
221776,-0.010971062816679478,0.01000106893479824,0.0804494172334671,-0.9966471195220947
221876,-0.010929412208497524,0.01427595503628254,0.08116277307271957,-0.9965376853942871
221976,-0.011292674578726292,0.01085259485989809,0.08161335438489914,-0.9965400099754333
222078,-0.011201777495443821,0.010441627353429794,0.08157600462436676,-0.9965484738349915
222178,-0.010691598989069462,0.008274398744106293,0.08173853158950806,-0.9965610504150391
222278,-0.012650703079998493,0.004963744431734085,0.08127293735742569,-0.9965982437133789
222377,-0.0133630046620965,0.005076235625892878,0.08098148554563522,-0.9966120719909668
222477,-0.010440520942211151,0.003704171860590577,0.08086313307285309,-0.9966626763343811
222577,-0.011336399242281914,0.003993179649114609,0.08066648989915848,-0.9966676831245422
222677,-0.01072088722139597,0.004569312557578087,0.08047882467508316,-0.9966871738433838
222777,-0.01051623746752739,0.005509484093636274,0.08048411458730698,-0.996684193611145
222876,-0.010514834895730019,0.005645001772791147,0.08062576502561569,-0.9966719746589661
222976,-0.010799506679177284,0.00342779909260571,0.08062062412500381,-0.9966794848442078
223076,-0.010996077209711075,0.0029961515683680773,0.08063755929470062,-0.9966773390769958
