timestamp,stabilizer.roll,stabilizer.pitch,stabilizer.yaw,stabilizer.thrust,stabilizer.rtStab,stabilizer.intToOut
210763,-0.226023331284523,-0.19814008474349976,24.646455764770508,0.0,964.4244995117188,515
210863,0.05058927461504936,-0.4180768132209778,24.494705200195312,0.0,964.4244995117188,518
210963,-0.066800057888031,-0.41928616166114807,24.734689712524414,0.0,964.4244995117188,512
211063,-0.09074897319078445,-0.22932343184947968,24.193727493286133,0.0,964.4244995117188,508
211163,-0.08645439893007278,0.07544862478971481,24.435625076293945,0.0,964.4244995117188,520
211263,-0.16881053149700165,-0.12489672750234604,24.31899642944336,0.0,964.4244995117188,512
211363,0.004514372907578945,-0.01732116937637329,24.18831443786621,0.0,999.9999389648438,525
211463,-0.14144998788833618,0.10046243667602539,24.1210880279541,0.0,999.9999389648438,512
211563,-0.12480230629444122,-0.1312800645828247,23.82560157775879,0.0,999.9999389648438,518
211663,-0.4346560537815094,-0.10463328659534454,24.06060791015625,0.0,999.9999389648438,516
211763,0.0791933536529541,-0.5105151534080505,24.102636337280273,35662.9375,999.9999389648438,512
211863,-0.1446550190448761,-0.25063520669937134,24.117143630981445,35790.84375,999.9999389648438,505
211963,-0.5674059987068176,0.25229591131210327,23.310550689697266,37655.50390625,999.9999389648438,506
212063,-0.7594367265701294,0.5294251441955566,22.007789611816406,42345.6328125,999.9999389648438,508
212163,-0.41467374563217163,3.064431667327881,20.153715133666992,46137.8515625,999.9999389648438,514
212265,0.3566484749317169,0.902779757976532,17.109859466552734,47597.78125,999.9999389648438,505
212365,-0.26708224415779114,-0.03143668174743652,13.639111518859863,46904.76171875,999.9999389648438,506
212463,0.29838991165161133,-1.2112141847610474,9.807741165161133,44604.78125,999.9999389648438,524
212565,-0.1065773218870163,-0.8392769694328308,6.61118745803833,41944.578125,1000.0,524
212665,0.3958398103713989,-1.2012149095535278,4.267345905303955,40801.1484375,1000.0,517
212764,1.3579035997390747,-2.085557699203491,2.8252978324890137,38979.6484375,1000.0,751
212864,1.9349758625030518,-2.12591290473938,1.9692403078079224,37807.14453125,1000.0,751
