timestamp,posCtl.bodyVX,posCtl.bodyVY,posCtl.bodyX,posCtl.bodyY,posCtl.Yp,posCtl.Yi
181953,-0.004316236358135939,0.0019312030635774136,0.03252952918410301,-0.0023806337267160416,0.08050902932882309,0.0
182053,-0.0016644493443891406,-0.0037063490599393845,0.032699186354875565,-0.002619743114337325,0.08050902932882309,0.0
182153,-0.0009053919930011034,-0.004770887549966574,0.03287224471569061,-0.0026401414070278406,0.08050902932882309,0.0
182253,-0.010288765653967857,0.012268418446183205,0.031753987073898315,-0.0019736126996576786,0.08050902932882309,0.0
182353,-0.005464056972414255,0.009264041669666767,0.03207297623157501,-0.0021722307428717613,0.08050902932882309,0.0
182453,-0.0036576963029801846,0.007081934250891209,0.03217177465558052,-0.0022459826432168484,0.08050902932882309,0.0
182553,0.011283081956207752,-0.018255747854709625,0.034202948212623596,-0.0032737089786678553,0.08050902932882309,0.0
182653,0.006226913072168827,0.0026126746088266373,0.03379759564995766,-0.0027446311432868242,0.08050902932882309,0.0
182753,-0.002234464278444648,0.0035209713969379663,0.03307062387466431,-0.002571712015196681,0.08050902932882309,0.0
182853,-0.005037257913500071,0.005518283229321241,0.032457634806632996,-0.002030187053605914,0.08050902932882309,0.0
182953,-0.007073311600834131,0.01177555788308382,0.03247157111763954,-0.001439089304767549,-0.0021624586079269648,-0.0
183053,-0.011698320508003235,0.013177125714719296,0.03285655379295349,-0.002412569709122181,-0.0007104016840457916,-0.0
183153,-0.016184160485863686,0.01136561669409275,0.03180956840515137,-0.0031827548518776894,0.0003182804211974144,-0.0
183253,0.007158111315220594,0.01253529917448759,0.03204067423939705,-0.001614323235116899,-0.0038056739140301943,-0.0
183353,0.012958478182554245,0.007704638410359621,0.03226710855960846,0.001338861184194684,-0.01095443032681942,-0.0
183453,0.027347855269908905,0.09784240275621414,0.03120112605392933,0.006263337098062038,-0.022126153111457825,-0.0
183553,0.016630876809358597,0.09539486467838287,0.0269655492156744,0.010563668794929981,-0.03228864073753357,-0.0
183653,0.002753729233518243,0.034241531044244766,0.019700640812516212,0.013117446564137936,-0.03832678496837616,-0.0
183753,0.004174894653260708,-0.02558826096355915,0.012169623747467995,0.014280080795288086,-0.04142981767654419,-0.0
183853,0.008543169125914574,-0.05935174226760864,0.004366463515907526,0.013040476478636265,-0.03952702879905701,-0.0
183953,-0.0014183154562488198,-0.07393387705087662,-0.0030290468130260706,0.010419782251119614,-0.03461755812168121,-0.0
184053,0.008060457184910774,-0.06817673146724701,-0.008146112784743309,0.007597316522151232,-0.02918071299791336,-0.0
184155,0.01867249608039856,-0.056052785366773605,-0.009355813264846802,0.006128721404820681,-0.02648361772298813,-0.0
184255,0.02849631756544113,-0.034712813794612885,-0.006320007145404816,0.005458761006593704,-0.025257403030991554,-0.0
184355,0.04655499383807182,-0.01293861959129572,0.0006142735946923494,0.009655681438744068,-0.033689018338918686,-0.0
184454,0.07228542119264603,0.010225643403828144,0.011950820684432983,0.012254367582499981,-0.03912903368473053,-0.0
184554,0.08461707085371017,-0.00854237750172615,0.02442694827914238,0.012064174748957157,-0.03917399421334267,-0.0
184654,0.10137449204921722,-0.04369443655014038,0.03622075915336609,0.0018301827367395163,-0.019260114058852196,-0.0
184754,0.09220585972070694,-0.03642457723617554,0.05154164507985115,0.0007015776354819536,-0.017769744619727135,-0.0
184854,0.06337499618530273,-0.013077620416879654,0.06301499903202057,-0.00332298269495368,-0.010781449265778065,-0.0
184954,0.03641313314437866,-0.025749310851097107,0.07193106412887573,-0.006883540190756321,-0.005271425470709801,-0.0
185054,0.02649773471057415,-0.03587512671947479,0.07955482602119446,-0.011095458641648293,0.0015095304697751999,-0.0
185153,0.029300078749656677,-0.043469808995723724,0.0856206864118576,-0.016578776761889458,0.010589078068733215,-0.0
185253,0.04931801185011864,-0.05149956792593002,0.09537728130817413,-0.01940554566681385,0.014005312696099281,-0.0
185353,0.07905354350805283,-0.03347688540816307,0.10708320140838623,-0.020968560129404068,0.014622833579778671,-0.0
185453,0.12463286519050598,-0.009841054677963257,0.12216766923666,-0.020947588607668877,0.01228516735136509,-0.0
185553,0.16200783848762512,0.0015721949748694897,0.14048315584659576,-0.02006806805729866,0.008776836097240448,-0.0
185653,0.21546027064323425,0.010761483572423458,0.16530649363994598,-0.016047105193138123,-0.00025310739874839783,-0.0
185753,0.2596086859703064,0.013820272870361805,0.19403573870658875,-0.011934196576476097,-0.00938304141163826,-0.0
185853,0.30296266078948975,0.011027475818991661,0.22694484889507294,-0.0078325429931283,-0.018186723813414574,-0.0
185953,0.33670204877853394,-0.0028117855545133352,0.2615512013435364,-0.005640544928610325,-0.02237301506102085,-0.0
186053,0.38491034507751465,-0.008416157215833664,0.30226466059684753,-0.002737729111686349,-0.027406226843595505,-0.0
186153,0.4228561222553253,-0.01765502244234085,0.3459257185459137,-0.0009124838979914784,-0.028681555762887,-0.0
186253,0.4633883535861969,-0.010100779123604298,0.39338216185569763,0.004960948135703802,-0.0380001962184906,-0.0
186353,0.4973231852054596,-0.019310038536787033,0.44401416182518005,0.0035636983811855316,-0.033506929874420166,-0.0
186453,0.518618643283844,-0.08650267124176025,0.4983607232570648,0.0022181151434779167,-0.02911858633160591,-0.0
186553,0.5421553254127502,-0.1389729529619217,0.5534397959709167,0.0003814619849435985,-0.020352693274617195,-0.0
186653,0.5681167840957642,-0.14511102437973022,0.610960841178894,0.002335728844627738,-0.01459290087223053,-0.0
186753,0.5911430716514587,-0.07447400689125061,0.6682015061378479,0.0072352103888988495,-0.01706670969724655,-0.0
186853,0.6080748438835144,0.0012579939793795347,0.7289302945137024,0.014108676463365555,-0.03178955614566803,-0.0
186953,0.6185054183006287,0.04431407153606415,0.790871262550354,0.019913313910365105,-0.05304517596960068,-0.0
187053,0.6212772130966187,0.05525337904691696,0.852840006351471,0.026749437674880028,-0.07258179783821106,-0.0
187153,0.6123135685920715,0.04222689941525459,0.9139962196350098,0.031501371413469315,-0.08634883165359497,-0.0
187253,0.5955987572669983,-0.006011532619595528,0.9742873311042786,0.027954397723078728,-0.08219853043556213,-0.0
187353,0.6080738306045532,-0.02431511878967285,1.0389741659164429,0.02934126742184162,-0.08569613844156265,-0.0
187453,0.5113381147384644,-0.05961191654205322,1.0835533142089844,0.023358380421996117,-0.0717402994632721,-0.0
187553,0.48164597153663635,-0.07218784093856812,1.1300867795944214,0.020078768953680992,-0.06275106221437454,-0.0
187653,0.4623635709285736,-0.07621868699789047,1.1770321130752563,0.012862595729529858,-0.04332152009010315,-0.0
187753,0.4497200846672058,-0.069525808095932,1.2225770950317383,0.006241932976990938,-0.023989900946617126,-0.0
187853,0.4261053204536438,-0.04966040700674057,1.26506769657135,0.001646556076593697,-0.011974397115409374,-0.0
187953,0.39763176441192627,-0.030522705987095833,1.3077329397201538,-0.0036055645905435085,0.0026926943100988865,-0.0
188053,0.3646495044231415,-0.0024473071098327637,1.3462780714035034,-0.0033455926459282637,0.007398642599582672,-0.0
188153,0.32471418380737305,0.009244648739695549,1.3838683366775513,-0.007473791018128395,0.016377709805965424,-0.0
188253,0.2716655135154724,0.039501581341028214,1.4124881029129028,0.0017925648717209697,0.0021113024558871984,-0.0
188353,0.21104669570922852,0.08082041889429092,1.434665560722351,0.017612533643841743,-0.0274028480052948,-0.0
188453,0.1576436161994934,0.06814214587211609,1.4563084840774536,0.020349495112895966,-0.04192127287387848,-0.0
188553,0.40692687034606934,-0.18912367522716522,1.5115642547607422,-0.013206114992499352,0.02191627398133278,-0.0
188653,0.5583108067512512,-0.10336706042289734,1.5882856845855713,-0.00803074985742569,0.015501688234508038,-0.0
188753,-0.1504327803850174,-0.07492346316576004,1.5067182779312134,-0.021808378398418427,0.0440535843372345,-0.0
