timestamp,locSrv.x,locSrv.y,locSrv.z,locSrv.qx,locSrv.qy,locSrv.qz
165752,0.0,0.0,0.0,0.0,0.0,0.0
165852,0.0,0.0,0.0,0.0,0.0,0.0
165952,0.0,0.0,0.0,0.0,0.0,0.0
166052,0.0,0.0,0.0,0.0,0.0,0.0
166152,0.0,0.0,0.0,0.0,0.0,0.0
166252,0.0,0.0,0.0,0.0,0.0,0.0
166352,0.0,0.0,0.0,0.0,0.0,0.0
166452,0.0,0.0,0.0,0.0,0.0,0.0
166552,0.0,0.0,0.0,0.0,0.0,0.0
166652,0.0,0.0,0.0,0.0,0.0,0.0
166752,0.0,0.0,0.0,0.0,0.0,0.0
166852,0.0,0.0,0.0,0.0,0.0,0.0
166952,0.0,0.0,0.0,0.0,0.0,0.0
167052,0.0,0.0,0.0,0.0,0.0,0.0
167152,0.0,0.0,0.0,0.0,0.0,0.0
167252,0.0,0.0,0.0,0.0,0.0,0.0
167352,0.0,0.0,0.0,0.0,0.0,0.0
167452,0.0,0.0,0.0,0.0,0.0,0.0
167552,0.0,0.0,0.0,0.0,0.0,0.0
167652,0.0,0.0,0.0,0.0,0.0,0.0
167754,0.0,0.0,0.0,0.0,0.0,0.0
167854,0.0,0.0,0.0,0.0,0.0,0.0
167954,0.0,0.0,0.0,0.0,0.0,0.0
168054,0.0,0.0,0.0,0.0,0.0,0.0
168154,0.0,0.0,0.0,0.0,0.0,0.0
168254,0.0,0.0,0.0,0.0,0.0,0.0
168354,0.0,0.0,0.0,0.0,0.0,0.0
168453,0.0,0.0,0.0,0.0,0.0,0.0
168552,0.0,0.0,0.0,0.0,0.0,0.0
168653,0.0,0.0,0.0,0.0,0.0,0.0
168752,0.0,0.0,0.0,0.0,0.0,0.0
168852,0.0,0.0,0.0,0.0,0.0,0.0
168952,0.0,0.0,0.0,0.0,0.0,0.0
169053,0.0,0.0,0.0,0.0,0.0,0.0
169152,0.0,0.0,0.0,0.0,0.0,0.0
169252,0.0,0.0,0.0,0.0,0.0,0.0
169352,0.0,0.0,0.0,0.0,0.0,0.0
169455,0.0,0.0,0.0,0.0,0.0,0.0
169552,0.0,0.0,0.0,0.0,0.0,0.0
169652,0.0,0.0,0.0,0.0,0.0,0.0
169755,0.0,0.0,0.0,0.0,0.0,0.0
169854,0.0,0.0,0.0,0.0,0.0,0.0
169954,0.0,0.0,0.0,0.0,0.0,0.0
170054,0.0,0.0,0.0,0.0,0.0,0.0
170154,0.0,0.0,0.0,0.0,0.0,0.0
170254,0.0,0.0,0.0,0.0,0.0,0.0
170353,0.0,0.0,0.0,0.0,0.0,0.0
170453,0.0,0.0,0.0,0.0,0.0,0.0
170553,0.0,0.0,0.0,0.0,0.0,0.0
170652,0.0,0.0,0.0,0.0,0.0,0.0
170752,0.0,0.0,0.0,0.0,0.0,0.0
170852,0.0,0.0,0.0,0.0,0.0,0.0
170952,0.0,0.0,0.0,0.0,0.0,0.0
171053,0.0,0.0,0.0,0.0,0.0,0.0
171152,0.0,0.0,0.0,0.0,0.0,0.0
171252,0.0,0.0,0.0,0.0,0.0,0.0
171352,0.0,0.0,0.0,0.0,0.0,0.0
171452,0.0,0.0,0.0,0.0,0.0,0.0
171552,0.0,0.0,0.0,0.0,0.0,0.0
171652,0.0,0.0,0.0,0.0,0.0,0.0
171752,0.0,0.0,0.0,0.0,0.0,0.0
171853,0.0,0.0,0.0,0.0,0.0,0.0
171952,0.0,0.0,0.0,0.0,0.0,0.0
172052,0.0,0.0,0.0,0.0,0.0,0.0
172152,0.0,0.0,0.0,0.0,0.0,0.0
172252,0.0,0.0,0.0,0.0,0.0,0.0
172352,0.0,0.0,0.0,0.0,0.0,0.0
172452,0.0,0.0,0.0,0.0,0.0,0.0
172552,0.0,0.0,0.0,0.0,0.0,0.0
172652,0.0,0.0,0.0,0.0,0.0,0.0
172752,0.0,0.0,0.0,0.0,0.0,0.0
172852,0.0,0.0,0.0,0.0,0.0,0.0
172952,0.0,0.0,0.0,0.0,0.0,0.0
173052,0.0,0.0,0.0,0.0,0.0,0.0
173152,0.0,0.0,0.0,0.0,0.0,0.0
173252,0.0,0.0,0.0,0.0,0.0,0.0
173352,0.0,0.0,0.0,0.0,0.0,0.0
173452,0.0,0.0,0.0,0.0,0.0,0.0
173552,0.0,0.0,0.0,0.0,0.0,0.0
173652,0.0,0.0,0.0,0.0,0.0,0.0
173752,0.0,0.0,0.0,0.0,0.0,0.0
173852,0.0,0.0,0.0,0.0,0.0,0.0
173952,0.0,0.0,0.0,0.0,0.0,0.0
174052,0.0,0.0,0.0,0.0,0.0,0.0
174152,0.0,0.0,0.0,0.0,0.0,0.0
174252,0.0,0.0,0.0,0.0,0.0,0.0
174352,0.0,0.0,0.0,0.0,0.0,0.0
174452,0.0,0.0,0.0,0.0,0.0,0.0
174552,0.0,0.0,0.0,0.0,0.0,0.0
174652,0.0,0.0,0.0,0.0,0.0,0.0
174752,0.0,0.0,0.0,0.0,0.0,0.0
174852,0.0,0.0,0.0,0.0,0.0,0.0
174952,0.0,0.0,0.0,0.0,0.0,0.0
175052,0.0,0.0,0.0,0.0,0.0,0.0
175152,0.0,0.0,0.0,0.0,0.0,0.0
175252,0.0,0.0,0.0,0.0,0.0,0.0
175352,0.0,0.0,0.0,0.0,0.0,0.0
175452,0.0,0.0,0.0,0.0,0.0,0.0
175552,0.0,0.0,0.0,0.0,0.0,0.0
175652,0.0,0.0,0.0,0.0,0.0,0.0
175752,0.0,0.0,0.0,0.0,0.0,0.0
175852,0.0,0.0,0.0,0.0,0.0,0.0
175952,0.0,0.0,0.0,0.0,0.0,0.0
176052,0.0,0.0,0.0,0.0,0.0,0.0
176152,0.0,0.0,0.0,0.0,0.0,0.0
176252,0.0,0.0,0.0,0.0,0.0,0.0
176352,0.0,0.0,0.0,0.0,0.0,0.0
176452,0.0,0.0,0.0,0.0,0.0,0.0
176555,0.0,0.0,0.0,0.0,0.0,0.0
