timestamp,lighthouse.cycleRt,lighthouse.bs0Rt,lighthouse.bs1Rt,lighthouse.width0,lighthouse.width1,lighthouse.width2
154940,53.79501724243164,30.734477996826172,23.06053924560547,205,214,210
155040,53.79501724243164,30.734477996826172,23.06053924560547,209,217,210
155140,53.79501724243164,30.734477996826172,23.06053924560547,208,217,211
155240,53.79501724243164,30.734477996826172,23.06053924560547,208,217,209
155340,53.79501724243164,30.734477996826172,23.06053924560547,207,218,208
155440,53.79501724243164,30.734477996826172,23.06053924560547,205,216,211
155540,53.79501724243164,49.999996185302734,5.0,209,217,209
155640,53.79501724243164,49.999996185302734,5.0,209,216,208
155740,53.79501724243164,49.999996185302734,5.0,205,216,211
155840,53.79501724243164,49.999996185302734,5.0,204,215,209
155940,53.79501724243164,49.999996185302734,5.0,208,218,209
156040,55.45454406738281,49.999996185302734,5.0,208,217,208
156140,55.45454406738281,49.999996185302734,8.333333015441895,208,217,210
156240,55.45454406738281,49.999996185302734,8.333333015441895,208,218,208
156340,55.45454406738281,49.999996185302734,8.333333015441895,209,217,206
156440,55.45454406738281,49.999996185302734,8.333333015441895,210,215,205
156540,55.45454406738281,49.999996185302734,8.333333015441895,207,215,207
156640,55.45454406738281,49.999996185302734,8.333333015441895,208,218,209
156740,55.45454406738281,45.0,36.666664123535156,215,214,215
156840,55.45454406738281,45.0,36.666664123535156,211,216,214
156940,55.45454406738281,45.0,36.666664123535156,214,220,212
157040,55.45454406738281,45.0,36.666664123535156,217,222,217
157140,84.54545593261719,45.0,36.666664123535156,221,231,227
157240,84.54545593261719,45.0,36.666664123535156,223,229,224
157343,84.54545593261719,51.40961837768555,39.800994873046875,455,467,451
157440,84.54545593261719,51.40961837768555,39.800994873046875,224,237,464
157542,84.54545593261719,51.40961837768555,39.800994873046875,448,476,454
157642,84.54545593261719,51.40961837768555,39.800994873046875,451,471,438
157742,84.54545593261719,51.40961837768555,39.800994873046875,442,486,444
157842,84.54545593261719,51.40961837768555,39.800994873046875,458,466,450
157942,84.54545593261719,50.083473205566406,11.68614387512207,458,473,450
158041,84.54545593261719,50.083473205566406,11.68614387512207,454,474,452
158140,84.54545593261719,50.083473205566406,11.68614387512207,458,482,445
158240,66.36363220214844,50.083473205566406,11.68614387512207,453,478,431
158340,66.36363220214844,50.083473205566406,11.68614387512207,457,468,420
158440,66.36363220214844,50.083473205566406,11.68614387512207,436,458,434
158540,66.36363220214844,48.4949836730957,15.050167083740234,431,459,422
158640,66.36363220214844,48.4949836730957,15.050167083740234,425,432,409
158740,66.36363220214844,48.4949836730957,15.050167083740234,420,440,409
158840,66.36363220214844,48.4949836730957,15.050167083740234,417,445,404
158940,66.36363220214844,48.4949836730957,15.050167083740234,416,487,434
159040,66.36363220214844,48.4949836730957,15.050167083740234,392,469,380
159140,66.36363220214844,48.33333206176758,49.999996185302734,393,456,416
159242,87.82435607910156,48.33333206176758,49.999996185302734,433,440,396
159341,87.82435607910156,48.33333206176758,49.999996185302734,417,430,399
159440,87.82435607910156,48.33333206176758,49.999996185302734,410,423,380
159540,87.82435607910156,48.33333206176758,49.999996185302734,274,403,370
159640,87.82435607910156,48.33333206176758,49.999996185302734,377,384,365
159740,87.82435607910156,28.333332061767578,29.999998092651367,368,371,355
159840,87.82435607910156,28.333332061767578,29.999998092651367,347,368,337
159940,87.82435607910156,28.333332061767578,29.999998092651367,341,355,337
160040,87.82435607910156,28.333332061767578,29.999998092651367,340,338,317
160140,87.82435607910156,28.333332061767578,29.999998092651367,331,337,300
160240,87.82435607910156,28.333332061767578,29.999998092651367,317,325,307
160340,75.59197998046875,46.666664123535156,48.33333206176758,307,317,295
160440,75.59197998046875,46.666664123535156,48.33333206176758,296,312,281
160540,75.59197998046875,46.666664123535156,48.33333206176758,287,301,280
160640,75.59197998046875,46.666664123535156,48.33333206176758,287,294,278
160740,75.59197998046875,46.666664123535156,48.33333206176758,275,287,262
160840,75.59197998046875,46.666664123535156,48.33333206176758,274,277,260
160940,75.59197998046875,33.33333206176758,46.666664123535156,270,276,256
161040,75.59197998046875,33.33333206176758,46.666664123535156,265,269,242
161140,75.59197998046875,33.33333206176758,46.666664123535156,257,266,249
161240,75.59197998046875,33.33333206176758,46.666664123535156,254,253,244
161340,75.59197998046875,33.33333206176758,46.666664123535156,249,255,237
161440,85.45454406738281,33.33333206176758,46.666664123535156,238,256,232
161540,85.45454406738281,49.999996185302734,35.0,240,248,230
161640,85.45454406738281,49.999996185302734,35.0,236,247,227
161740,85.45454406738281,49.999996185302734,35.0,245,249,238
161840,85.45454406738281,49.999996185302734,35.0,257,262,237
161940,85.45454406738281,49.999996185302734,35.0,247,251,238
162040,85.45454406738281,49.999996185302734,35.0,247,251,246
162140,85.45454406738281,28.333332061767578,41.666664123535156,242,247,236
162240,85.45454406738281,28.333332061767578,41.666664123535156,231,249,229
162340,85.45454406738281,28.333332061767578,41.666664123535156,237,244,228
162440,85.45454406738281,28.333332061767578,41.666664123535156,569,399,229
162540,58.18181610107422,28.333332061767578,41.666664123535156,384,393,382
162640,58.18181610107422,28.333332061767578,41.666664123535156,382,390,386
162740,58.18181610107422,21.66666603088379,20.0,368,385,378
162840,58.18181610107422,21.66666603088379,20.0,355,377,352
162940,58.18181610107422,21.66666603088379,20.0,342,361,341
163040,58.18181610107422,21.66666603088379,20.0,325,339,329
163140,58.18181610107422,21.66666603088379,20.0,319,340,325
163240,58.18181610107422,21.66666603088379,20.0,330,347,364
163340,58.18181610107422,45.0,48.33333206176758,329,342,340
163440,58.18181610107422,45.0,48.33333206176758,308,330,324
163540,58.18181610107422,45.0,48.33333206176758,307,322,310
163640,83.63636016845703,45.0,48.33333206176758,306,320,313
163740,83.63636016845703,45.0,48.33333206176758,309,321,311
163840,83.63636016845703,45.0,48.33333206176758,313,323,311
163940,83.63636016845703,48.33333206176758,36.666664123535156,307,321,313
164040,83.63636016845703,48.33333206176758,36.666664123535156,312,322,311
164140,83.63636016845703,48.33333206176758,36.666664123535156,310,321,312
164240,83.63636016845703,48.33333206176758,36.666664123535156,313,322,311
164340,83.63636016845703,48.33333206176758,36.666664123535156,306,322,313
164443,83.63636016845703,23.856857299804688,33.79721450805664,239,251,249
164540,83.63636016845703,23.856857299804688,33.79721450805664,314,322,311
164640,83.63636016845703,23.856857299804688,33.79721450805664,313,323,311
164742,71.6878433227539,23.856857299804688,33.79721450805664,238,250,241
164842,71.6878433227539,23.856857299804688,33.79721450805664,239,252,240
164942,71.6878433227539,23.856857299804688,33.79721450805664,238,251,250
165042,71.6878433227539,50.083473205566406,41.736228942871094,237,249,240
165142,71.6878433227539,50.083473205566406,41.736228942871094,239,252,240
165242,71.6878433227539,50.083473205566406,41.736228942871094,239,251,246
165342,71.6878433227539,50.083473205566406,41.736228942871094,240,253,251
