timestamp,lighthouse.cycleRt,lighthouse.bs0Rt,lighthouse.bs1Rt,lighthouse.width0,lighthouse.width1,lighthouse.width2
165440,71.6878433227539,50.083473205566406,41.736228942871094,239,250,241
165540,71.6878433227539,50.083473205566406,41.736228942871094,238,253,241
165640,71.6878433227539,50.1672248840332,41.80602264404297,237,250,240
165740,71.6878433227539,50.1672248840332,41.80602264404297,239,250,240
165840,91.98542022705078,50.1672248840332,41.80602264404297,239,249,240
165940,91.98542022705078,50.1672248840332,41.80602264404297,238,251,239
166040,91.98542022705078,50.1672248840332,41.80602264404297,238,250,240
166140,91.98542022705078,50.1672248840332,41.80602264404297,237,251,241
166240,91.98542022705078,49.999996185302734,35.0,240,253,244
166340,91.98542022705078,49.999996185302734,35.0,238,250,241
166440,91.98542022705078,49.999996185302734,35.0,239,251,250
166540,91.98542022705078,49.999996185302734,35.0,237,250,240
166640,91.98542022705078,49.999996185302734,35.0,239,250,240
166740,91.98542022705078,49.999996185302734,35.0,238,236,246
166840,91.98542022705078,49.999996185302734,46.666664123535156,239,237,225
166940,89.09090423583984,49.999996185302734,46.666664123535156,238,235,227
167040,89.09090423583984,49.999996185302734,46.666664123535156,227,236,225
167140,89.09090423583984,49.999996185302734,46.666664123535156,228,235,226
167240,89.09090423583984,49.999996185302734,46.666664123535156,238,238,226
167340,89.09090423583984,49.999996185302734,46.666664123535156,230,241,225
167440,89.09090423583984,49.999996185302734,41.666664123535156,227,234,226
167540,89.09090423583984,49.999996185302734,41.666664123535156,228,237,227
167640,89.09090423583984,49.999996185302734,41.666664123535156,230,238,226
167740,89.09090423583984,49.999996185302734,41.666664123535156,227,237,227
167840,89.09090423583984,49.999996185302734,41.666664123535156,230,238,225
167940,89.09090423583984,49.999996185302734,41.666664123535156,227,234,226
168040,96.36363220214844,49.999996185302734,46.666664123535156,229,236,225
168140,96.36363220214844,49.999996185302734,46.666664123535156,229,230,228
168240,96.36363220214844,49.999996185302734,46.666664123535156,231,235,230
168340,96.36363220214844,49.999996185302734,46.666664123535156,229,235,228
168440,96.36363220214844,49.999996185302734,46.666664123535156,227,242,221
168540,96.36363220214844,49.999996185302734,46.666664123535156,235,239,218
168640,96.36363220214844,46.666664123535156,46.666664123535156,223,233,217
168740,96.36363220214844,46.666664123535156,46.666664123535156,233,242,222
168840,96.36363220214844,46.666664123535156,46.666664123535156,232,239,217
168940,96.36363220214844,46.666664123535156,46.666664123535156,228,232,221
169040,96.36363220214844,46.666664123535156,46.666664123535156,235,245,226
169140,94.54545593261719,46.666664123535156,46.666664123535156,231,236,224
169240,94.54545593261719,46.666664123535156,48.33333206176758,226,242,222
169340,94.54545593261719,46.666664123535156,48.33333206176758,237,238,227
169440,94.54545593261719,46.666664123535156,48.33333206176758,232,239,226
169540,94.54545593261719,46.666664123535156,48.33333206176758,239,245,227
169640,94.54545593261719,46.666664123535156,48.33333206176758,243,247,236
169740,94.54545593261719,46.666664123535156,48.33333206176758,243,248,236
169840,94.54545593261719,33.33333206176758,31.66666603088379,239,246,230
169940,94.54545593261719,33.33333206176758,31.66666603088379,240,245,233
170040,94.54545593261719,33.33333206176758,31.66666603088379,238,244,230
170140,94.54545593261719,33.33333206176758,31.66666603088379,239,247,224
170240,79.09090423583984,33.33333206176758,31.66666603088379,236,249,227
170340,79.09090423583984,33.33333206176758,31.66666603088379,240,247,223
170440,79.09090423583984,49.999996185302734,48.33333206176758,236,243,230
170540,79.09090423583984,49.999996185302734,48.33333206176758,241,251,228
170640,79.09090423583984,49.999996185302734,48.33333206176758,232,242,231
170740,79.09090423583984,49.999996185302734,48.33333206176758,240,243,232
170840,79.09090423583984,49.999996185302734,48.33333206176758,237,246,231
170940,79.09090423583984,49.999996185302734,48.33333206176758,244,244,227
171040,79.09090423583984,49.999996185302734,38.33333206176758,241,246,226
171140,79.09090423583984,49.999996185302734,38.33333206176758,246,249,243
171240,79.09090423583984,49.999996185302734,38.33333206176758,249,253,238
171340,76.36363220214844,49.999996185302734,38.33333206176758,254,264,250
171440,76.36363220214844,49.999996185302734,38.33333206176758,264,271,260
171540,76.36363220214844,49.999996185302734,38.33333206176758,263,268,255
171640,76.36363220214844,29.999998092651367,26.66666603088379,274,279,258
171740,76.36363220214844,29.999998092651367,26.66666603088379,368,385,372
171840,76.36363220214844,29.999998092651367,26.66666603088379,355,373,365
171940,76.36363220214844,29.999998092651367,26.66666603088379,360,370,358
172040,76.36363220214844,29.999998092651367,26.66666603088379,350,366,365
172140,76.36363220214844,29.999998092651367,26.66666603088379,340,346,337
172240,76.36363220214844,14.999999046325684,43.33333206176758,330,333,328
172340,76.36363220214844,14.999999046325684,43.33333206176758,327,336,324
172440,70.0,14.999999046325684,43.33333206176758,311,323,315
172540,70.0,14.999999046325684,43.33333206176758,310,320,314
172643,70.0,14.999999046325684,43.33333206176758,341,365,343
172743,70.0,49.701786041259766,49.701786041259766,358,373,329
172843,70.0,49.701786041259766,49.701786041259766,376,378,320
172940,70.0,49.701786041259766,49.701786041259766,281,291,382
173040,70.0,49.701786041259766,49.701786041259766,277,282,366
173142,70.0,49.701786041259766,49.701786041259766,388,398,377
173243,70.0,49.701786041259766,49.701786041259766,393,391,289
173342,70.0,45.07512664794922,38.39733123779297,395,400,391
173440,70.0,45.07512664794922,38.39733123779297,250,426,402
173540,79.09090423583984,45.07512664794922,38.39733123779297,249,424,400
173640,79.09090423583984,45.07512664794922,38.39733123779297,244,430,397
173742,79.09090423583984,45.07512664794922,38.39733123779297,434,438,420
173842,79.09090423583984,45.07512664794922,38.39733123779297,441,451,413
173941,79.09090423583984,21.702838897705078,30.050085067749023,447,459,437
174040,79.09090423583984,21.702838897705078,30.050085067749023,449,477,436
174140,79.09090423583984,21.702838897705078,30.050085067749023,467,479,453
174240,79.09090423583984,21.702838897705078,30.050085067749023,482,501,465
174340,79.09090423583984,21.702838897705078,30.050085067749023,482,487,467
174440,79.09090423583984,21.702838897705078,30.050085067749023,469,485,464
174540,79.09090423583984,50.083473205566406,11.68614387512207,475,495,460
174640,65.45454406738281,50.083473205566406,11.68614387512207,478,512,464
174740,65.45454406738281,50.083473205566406,11.68614387512207,472,501,470
174840,65.45454406738281,50.083473205566406,11.68614387512207,491,500,485
174940,65.45454406738281,50.083473205566406,11.68614387512207,481,506,477
175040,65.45454406738281,50.083473205566406,11.68614387512207,502,516,482
175140,65.45454406738281,46.666664123535156,36.666664123535156,486,521,461
175240,65.45454406738281,46.666664123535156,36.666664123535156,470,514,470
175340,65.45454406738281,46.666664123535156,36.666664123535156,501,499,468
175440,65.45454406738281,46.666664123535156,36.666664123535156,466,490,454
175540,65.45454406738281,46.666664123535156,36.666664123535156,453,461,433
175640,65.45454406738281,46.666664123535156,36.666664123535156,434,445,434
175740,90.0,48.33333206176758,49.999996185302734,421,431,401
175840,90.0,48.33333206176758,49.999996185302734,399,424,388
175940,90.0,48.33333206176758,49.999996185302734,346,385,347
176040,90.0,48.33333206176758,49.999996185302734,398,420,385
176140,90.0,48.33333206176758,49.999996185302734,403,425,396
176240,90.0,48.33333206176758,49.999996185302734,405,423,397
176340,90.0,46.666664123535156,18.333332061767578,413,425,395
176440,90.0,46.666664123535156,18.333332061767578,402,424,396
176540,90.0,46.666664123535156,18.333332061767578,403,424,397
