timestamp,pid_rate.yaw_outP,pid_rate.yaw_outI,pid_rate.yaw_outD
181944,126851.53125,35.307010650634766,0.0
182044,125900.0234375,35.04217529296875,0.0
182144,125524.8359375,34.937747955322266,0.0
182244,125422.4296875,34.90924835205078,0.0
182344,125083.34375,34.81486892700195,0.0
182444,124755.6328125,34.72365188598633,0.0
182544,124819.625,34.7414665222168,0.0
182644,125035.8671875,34.80165100097656,0.0
182744,125347.1171875,34.888282775878906,0.0
182844,126729.546875,35.2730598449707,0.0
182944,239.72705078125,0.23690208792686462,0.0
183044,543.109619140625,-8.148200035095215,-0.0
183146,-691.8716430664062,-18.697242736816406,-0.0
183245,-2426.08447265625,-36.885826110839844,0.0
183344,-1723.3311767578125,-57.416114807128906,0.0
183444,-2121.46337890625,-78.88430786132812,-0.0
183544,-1548.061767578125,-106.05355834960938,-0.0
183644,-1866.578857421875,-125.40902709960938,-0.0
183744,-1638.0257568359375,-147.1837158203125,-0.0
183844,-1548.6868896484375,-170.4701690673828,0.0
183944,-1567.622314453125,-193.85629272460938,0.0
184044,-1603.0655517578125,-217.85995483398438,0.0
184144,-1777.0206298828125,-243.9404296875,0.0
184244,-1802.9127197265625,-268.9284973144531,-0.0
184344,-1688.2816162109375,-291.68756103515625,-0.0
184444,-1867.718505859375,-316.6372375488281,0.0
184544,-1943.235595703125,-343.40447998046875,0.0
184644,-1938.81298828125,-369.9119567871094,0.0
184744,-1995.6055908203125,-396.1890563964844,-0.0
184844,-2114.525146484375,-423.33331298828125,-0.0
184944,-2324.152099609375,-453.4843444824219,-0.0
185044,-2187.44287109375,-482.6527404785156,-0.0
185144,-2352.160888671875,-512.10107421875,-0.0
185244,-2194.695556640625,-542.1721801757812,-0.0
185344,-2269.290771484375,-572.0302734375,-0.0
185444,-2111.993896484375,-600.8125,-0.0
185544,-1958.3486328125,-627.5633544921875,-0.0
185644,-1951.9825439453125,-652.5396728515625,-0.0
185744,-1734.562255859375,-676.4551391601562,0.0
185844,-1562.3673095703125,-698.4281616210938,0.0
185944,-1571.0721435546875,-718.333251953125,0.0
186044,-1316.918701171875,-736.96240234375,0.0
186144,-1259.38330078125,-752.8302612304688,0.0
186244,-1067.5299072265625,-768.1432495117188,0.0
186344,-1063.52001953125,-783.0884399414062,-0.0
186444,-1051.030029296875,-798.15966796875,0.0
186544,-795.8919677734375,-809.4939575195312,-0.0
186644,-539.798828125,-816.1121215820312,-0.0
186744,-570.61572265625,-821.3654174804688,-0.0
186844,-995.1738891601562,-831.7332763671875,0.0
186946,-1084.177001953125,-848.1332397460938,0.0
187046,-1219.642578125,-864.9309692382812,0.0
187146,-1205.650634765625,-881.723876953125,-0.0
187244,-1114.994140625,-897.4935302734375,0.0
187344,-1102.0078125,-912.6769409179688,-0.0
187444,-1372.4127197265625,-928.1103515625,-0.0
187545,-1096.85498046875,-943.0044555664062,0.0
187645,-862.9014892578125,-956.0480346679688,-0.0
187745,-831.1123657226562,-967.6417236328125,-0.0
187845,-873.0217895507812,-979.2374267578125,0.0
187945,-655.211669921875,-989.4295654296875,-0.0
188045,-729.9857177734375,-997.9107055664062,-0.0
188145,-461.0010681152344,-1007.7342529296875,0.0
188244,-643.50146484375,-1015.501708984375,0.0
188344,-1040.1385498046875,-1023.7459106445312,-0.0
188444,-1507.778076171875,-1036.9244384765625,-0.0
188544,-494.13836669921875,-1047.9432373046875,0.0
188644,-423.1567077636719,-1052.5626220703125,-0.0
188744,255.89361572265625,-1058.861083984375,0.0
188846,-563.0675659179688,-1064.69921875,-0.0
188946,-860.1729736328125,-1076.582275390625,0.0
189046,-566.150390625,-1084.552978515625,0.0
189146,-552.565185546875,-1092.642578125,0.0
189246,-977.6340942382812,-1104.6549072265625,0.0
189346,-1525.66943359375,-1121.7191162109375,0.0
189445,-847.0641479492188,-1140.5836181640625,0.0
189545,-970.3192749023438,-1152.801513671875,-0.0
189645,-1029.3485107421875,-1168.0614013671875,0.0
189745,-979.0402221679688,-1184.0396728515625,0.0
189845,-1375.25537109375,-1200.297119140625,-0.0
189945,-16198.36328125,-4.508544921875,-0.0
190045,-50156.36328125,-13.960188865661621,-0.0
190145,-147707.25,-41.11185836791992,-0.0
190245,-238359.578125,-66.34342193603516,-0.0
190345,-240574.703125,-66.95996856689453,-0.0
190444,-242912.21875,-67.6105728149414,-0.0
190544,-241858.0625,-67.31716918945312,-0.0
190644,-242778.53125,-67.5733642578125,-0.0
190744,-240061.421875,-66.81710052490234,-0.0
190844,-237882.78125,-66.21070861816406,-0.0
190944,-237873.875,-66.20823669433594,-0.0
191044,-237360.828125,-66.06543731689453,-0.0
191144,-237467.15625,-66.09503173828125,-0.0
191244,-239439.96875,-66.64413452148438,-0.0
191344,-241230.3125,-67.14244079589844,-0.0
191444,-243589.546875,-67.7990951538086,-0.0
