timestamp,acc.x,acc.y,acc.z
99928,0.010108274407684803,-0.011146491393446922,1.0000379085540771
100028,0.009699719026684761,-0.011799274012446404,1.0008310079574585
100128,0.01107680145651102,-0.010409656912088394,1.0002247095108032
100228,0.009919489733874798,-0.011347290128469467,1.0016231536865234
100328,0.008317374624311924,-0.010942782275378704,0.9989312887191772
100428,0.010188831947743893,-0.012478633783757687,1.0005484819412231
100528,0.010804872028529644,-0.011465723626315594,1.0020201206207275
100628,0.011371979489922523,-0.011560057289898396,1.0013505220413208
100728,0.009721111506223679,-0.01094897836446762,1.0023623704910278
100828,0.009957205504179,-0.010403476655483246,1.0006438493728638
100928,-0.005874689668416977,-0.03181371092796326,1.0028926134109497
101028,0.04952821135520935,-0.013657307252287865,1.010134220123291
101128,0.024005496874451637,0.02212684415280819,1.0955634117126465
101228,0.03225133940577507,-0.011274775490164757,1.022732138633728
101328,0.0014672420220449567,0.0193165335804224,1.1099002361297607
101428,0.0025984644889831543,0.0006191183347254992,1.1813617944717407
101528,-0.010131539776921272,0.0055213812738657,1.1836755275726318
101628,0.016122130677103996,0.05104270204901695,1.1295626163482666
101728,0.01671540178358555,0.01940181478857994,1.0744916200637817
101828,0.00808805599808693,0.014868248254060745,0.9919942021369934
101928,0.026167217642068863,0.042597126215696335,0.9288884997367859
102028,-0.012476537376642227,-0.044215213507413864,0.9122868180274963
102128,-0.004183111246675253,-0.008160577155649662,0.9138453602790833
102228,0.0037732289638370275,-0.0034076322335749865,0.8921339511871338
102328,0.012970563024282455,0.037202004343271255,0.9440929293632507
102428,0.062442291527986526,0.0036905957385897636,0.851032018661499
102528,0.060056813061237335,-0.01729205995798111,0.9052932262420654
102628,0.0033628211822360754,-0.007614409551024437,1.0028406381607056
102728,0.005084651056677103,0.011044478975236416,1.0701661109924316
102828,0.018835680559277534,0.026573361828923225,1.0152777433395386
102928,0.07773993164300919,0.014387117698788643,0.9786444306373596
103028,0.01112163532525301,0.005318268667906523,0.9641323685646057
103128,0.02625555731356144,0.028288815170526505,0.9536610841751099
103228,-0.01848788931965828,0.0697331503033638,0.9989534020423889
103328,0.01577925868332386,0.043085530400276184,1.019945740699768
103428,0.01641703024506569,0.050559695810079575,1.0138400793075562
103528,0.008510834537446499,-0.004086649511009455,1.038397192955017
103628,-0.03582574054598808,0.050250161439180374,1.084525465965271
103728,0.022602632641792297,0.04927873611450195,1.0198702812194824
103828,-0.02127918228507042,0.10120034217834473,1.0377413034439087
103928,-0.016106298193335533,0.023552965372800827,0.9831967949867249
104028,-0.02871653065085411,0.02823188528418541,0.9256649613380432
104128,-0.006753462366759777,0.009264236316084862,0.9213145971298218
104228,-0.012997417710721493,0.05177600309252739,1.1032404899597168
104328,-0.019643988460302353,0.02713906019926071,1.1099505424499512
