timestamp,kalman.inFlight,kalman.stateX,kalman.stateY,kalman.stateZ,kalman.statePX,kalman.statePY
127507,0,0.009055620059370995,0.009850773960351944,0.0005529505433514714,-0.05353226140141487,-0.10167378932237625
127607,0,0.009094377979636192,0.009727493859827518,0.0006404538871720433,-0.02122255600988865,-0.1396973878145218
127707,0,0.00932146143168211,0.010186126455664635,0.0003209227870684117,0.01124576572328806,0.0020859744399785995
127807,0,0.009257582947611809,0.01001698151230812,0.0004457269096747041,0.0019020118052139878,-0.042231060564517975
127907,0,0.009165415540337563,0.009879151359200478,0.0005890025058761239,-0.011971713043749332,-0.08011535555124283
128007,0,0.00917751807719469,0.009896268136799335,0.00039713221485726535,-0.012784277088940144,-0.11125283688306808
128107,0,0.009081818163394928,0.009717716835439205,0.0007181866676546633,-0.019147410988807678,-0.141612246632576
128207,0,0.008979551494121552,0.009720029309391975,0.0007801821921020746,-0.04551766812801361,-0.14984135329723358
128307,0,0.009282897226512432,0.010070132091641426,0.0004663231084123254,-0.01849181391298771,0.021836761385202408
128407,0,0.009166626259684563,0.009950759820640087,0.0005353501182980835,-0.04249243438243866,-0.03919682651758194
128507,1,0.009025225415825844,0.009816749021410942,0.0006550994585268199,-0.06089652702212334,-0.08078961074352264
128607,1,0.00907751452177763,0.010035746730864048,0.0005386569537222385,-0.03613347187638283,-0.06707308441400528
128707,1,0.009560864418745041,0.010957734659314156,-2.475742803653702e-05,-0.020757965743541718,0.003823456121608615
128807,1,0.010166063904762268,0.012222051620483398,0.0009395147790201008,-0.00024135633429978043,0.03501170873641968
128907,1,0.012411842122673988,0.01584172248840332,0.005363394971936941,0.06515858322381973,0.06735897064208984
129007,1,0.013964981772005558,0.019662948325276375,0.021729743108153343,0.05882889777421951,0.01784668304026127
129107,1,0.013422147370874882,0.022649619728326797,0.05557171255350113,0.03802761062979698,0.019240988418459892
129207,1,0.01075830776244402,0.024792900308966637,0.10402415692806244,-0.0003469262446742505,-6.285971176112071e-05
129307,1,0.0069612194783985615,0.02561001107096672,0.16718347370624542,-0.019710373133420944,-0.031000738963484764
129407,1,0.0035946895368397236,0.026390014216303825,0.22812999784946442,-0.016839953139424324,-0.032101333141326904
129507,1,0.0021434719674289227,0.027630679309368134,0.28369203209877014,-0.015178526751697063,-0.03666786476969719
129607,1,0.002254980383440852,0.028875544667243958,0.3323173522949219,-0.014590532518923283,-0.027433758601546288
129707,1,0.0064107635989785194,0.034855835139751434,0.369401752948761,0.005179648753255606,-0.016942745074629784
129807,1,0.011388586834073067,0.03218129649758339,0.39719462394714355,0.02730444446206093,-0.027959154918789864
129907,1,0.02043871581554413,0.040619589388370514,0.42852434515953064,0.05465060472488403,-0.008131030015647411
130007,1,0.029236625880002975,0.039130035787820816,0.4424987733364105,0.05243290588259697,-0.028875745832920074
130107,1,0.03460149094462395,0.03574247658252716,0.45080024003982544,0.02706700935959816,-0.041904155164957047
130207,1,0.0421503521502018,0.03646640107035637,0.46812552213668823,0.024958133697509766,-0.02570831961929798
130307,1,0.03954178839921951,0.03330998122692108,0.4702078700065613,-0.018528800457715988,-0.038348373025655746
130407,1,0.03760702908039093,0.020035075023770332,0.47671717405319214,-0.039172083139419556,-0.08425412327051163
130507,1,0.03986653313040733,0.025743955746293068,0.4936194121837616,-0.01608232408761978,-0.047426141798496246
130607,1,0.03882355988025665,0.014093452133238316,0.49327391386032104,0.0012188408290967345,-0.0681203231215477
130707,1,0.04353656247258186,0.017241941764950752,0.5010274648666382,0.03001238964498043,-0.0465509369969368
130807,1,0.05539513751864433,0.018040824681520462,0.5197957158088684,0.09341568499803543,-0.01810099370777607
130907,1,0.06695444881916046,0.01752413623034954,0.5293028950691223,0.13437584042549133,-0.012619724497199059
131007,1,0.06443458050489426,-0.00027691497234627604,0.5258914232254028,0.10560309141874313,-0.08183255046606064
131107,1,0.08194242417812347,-0.001994314370676875,0.518283486366272,0.16502027213573456,-0.060061320662498474
131207,1,0.1233292669057846,0.016676025465130806,0.4783339500427246,0.2788209915161133,0.011161290109157562
131307,1,0.15506598353385925,0.020063554868102074,0.4804595708847046,0.32748323678970337,0.015062890015542507
131407,1,0.19056682288646698,0.02237587422132492,0.4941551685333252,0.362419068813324,0.006135229021310806
131507,1,0.2281375229358673,0.022200722247362137,0.5144524574279785,0.3875133991241455,-0.014275855384767056
131607,1,0.271426260471344,0.02175533026456833,0.5237706899642944,0.4212607741355896,-0.035783130675554276
131707,1,0.3185306489467621,0.019514381885528564,0.5264237523078918,0.4601430594921112,-0.05471847951412201
131807,1,0.36920103430747986,0.015077819116413593,0.5247606039047241,0.4999220073223114,-0.0699164941906929
131907,1,0.4222126305103302,0.009014591574668884,0.5240589380264282,0.5319752097129822,-0.07740353792905807
132007,1,0.47678056359291077,0.0014885666314512491,0.5221491456031799,0.552898108959198,-0.07911429554224014
132107,1,0.5386639833450317,-0.00046017506974749267,0.5183407664299011,0.5886357426643372,-0.05539047718048096
132207,1,0.5989201068878174,-0.003790902206674218,0.520229697227478,0.6047943830490112,-0.04108991473913193
132309,1,0.6600179672241211,-0.0011489394819363952,0.5254322290420532,0.613960862159729,-0.013313617557287216
132409,1,0.7214176058769226,-0.0025199921801686287,0.5279847979545593,0.6196564435958862,-0.002571662189438939
132509,1,0.7832581400871277,-0.0031602871604263783,0.5291075706481934,0.6235518455505371,0.0028937063179910183
