timestamp,kalman.statePZ,kalman.stateD0,kalman.stateD1,kalman.stateD2,kalman.varX,kalman.varY
127510,0.0035756092984229326,0.0,0.0,0.0,1.0000051133829402e-06,1.0000051133829402e-06
127610,0.005032711196690798,0.0,0.0,0.0,1.0000051133829402e-06,1.0000051133829402e-06
127710,0.0007299781427718699,0.0,0.0,0.0,9.999999974752427e-07,9.999999974752427e-07
127810,0.0009299440425820649,0.0,0.0,0.0,1.0000051133829402e-06,1.0000051133829402e-06
127910,0.002613052260130644,0.0,0.0,0.0,1.0000051133829402e-06,1.0000051133829402e-06
128010,0.0024109443183988333,0.0,0.0,0.0,1.0000649126595818e-06,1.0000649126595818e-06
128110,0.0070265838876366615,0.0,0.0,0.0,1.000000679596269e-06,1.000000679596269e-06
128210,0.005114932078868151,0.0,0.0,0.0,1.0000051133829402e-06,1.0000051133829402e-06
128310,0.0017699936870485544,0.0,0.0,0.0,1.0000651400332572e-06,1.0000651400332572e-06
128410,0.0019401301397010684,0.0,0.0,0.0,1.0172979045819375e-06,1.0175660918321228e-06
128510,0.0047424593940377235,0.0,0.0,0.0,1.0160706551687326e-06,1.0165207413592725e-06
128610,-0.004264085553586483,0.0,0.0,0.0,1.0000051133829402e-06,1.0000051133829402e-06
128710,-0.007741678040474653,0.0,0.0,0.0,1.0000051133829402e-06,1.0000051133829402e-06
128810,0.02326337806880474,0.0,0.0,0.0,1.0000213706007344e-06,1.0000213706007344e-06
128910,0.0983240008354187,0.0,0.0,0.0,1.0205759508608025e-06,1.0206090337305795e-06
129010,0.25260087847709656,0.0,0.0,0.0,1.0000213706007344e-06,1.0000213706007344e-06
129110,0.42890849709510803,0.0,0.0,0.0,1.0000213706007344e-06,1.0000213706007344e-06
129210,0.5705997347831726,0.0,0.0,0.0,1.0000002248489182e-06,1.0000002248489182e-06
129310,0.638756513595581,0.0,0.0,0.0,1.0256663927066256e-06,1.0277625506205368e-06
129410,0.6282277703285217,0.0,0.0,0.0,1.0267184507029015e-06,1.0299957011739025e-06
129513,0.5389009118080139,0.0,0.0,0.0,1.0000202337323572e-06,1.0000202337323572e-06
129613,0.4441479742527008,0.0,0.0,0.0,1.000003976514563e-06,1.000003976514563e-06
129713,0.341482937335968,0.0,0.0,0.0,1.0000202337323572e-06,1.0000202337323572e-06
129812,0.25599607825279236,0.0,0.0,0.0,1.0000202337323572e-06,1.0000202337323572e-06
129912,0.2332373410463333,0.0,0.0,0.0,2.0265201783331577e-06,1.0000202337323572e-06
130012,0.15122012794017792,0.0,0.0,0.0,1.0000202337323572e-06,1.0000202337323572e-06
130110,0.0849045142531395,0.0,0.0,0.0,1.000003976514563e-06,1.000003976514563e-06
130212,0.12436672300100327,0.0,0.0,0.0,1.660014845583646e-06,1.0000202337323572e-06
130312,0.10608423501253128,0.0,0.0,0.0,1.0266180652251933e-06,1.0000202337323572e-06
130412,0.08565621823072433,0.0,0.0,0.0,1.000006022877642e-06,1.0000070460591814e-06
130511,0.13197103142738342,0.0,0.0,0.0,1.5474595329578733e-06,1.0000202337323572e-06
130612,0.0402727946639061,0.0,0.0,0.0,1.00006400316488e-06,1.00006400316488e-06
130710,0.08651988953351974,0.0,0.0,0.0,1.2731795777654042e-06,1.3676500429937732e-06
130810,0.09655514359474182,0.0,0.0,0.0,3.0548499125870876e-06,2.7516448426467832e-06
130910,0.06512881070375443,0.0,0.0,0.0,8.625544978713151e-06,8.545493074052501e-06
131010,-0.013209907338023186,0.0,0.0,0.0,1.0733461976997205e-06,1.088105705093767e-06
131110,-0.03767876699566841,0.0,0.0,0.0,1.0440909363751416e-06,1.0553036418059492e-06
131213,-0.1049753800034523,0.0,0.0,0.0,1.0000202337323572e-06,1.0000202337323572e-06
131312,0.06316977739334106,0.0,0.0,0.0,1.0000202337323572e-06,1.0000202337323572e-06
131412,0.1602829098701477,0.0,0.0,0.0,1.0000002248489182e-06,1.0000002248489182e-06
131510,0.17049899697303772,0.0,0.0,0.0,1.000003976514563e-06,1.000003976514563e-06
131610,0.11877937614917755,0.0,0.0,0.0,1.000003976514563e-06,1.000003976514563e-06
131710,0.06775202602148056,0.0,0.0,0.0,1.0000202337323572e-06,1.0000202337323572e-06
131810,0.01976817473769188,0.0,0.0,0.0,1.0000202337323572e-06,1.0000202337323572e-06
131910,0.026200344786047935,0.0,0.0,0.0,1.0000202337323572e-06,1.0000202337323572e-06
132010,0.01377564575523138,0.0,0.0,0.0,1.000003976514563e-06,1.000003976514563e-06
132110,0.03243888542056084,0.0,0.0,0.0,1.0000202337323572e-06,1.0000202337323572e-06
132210,0.05909683182835579,0.0,0.0,0.0,1.0000202337323572e-06,1.0000202337323572e-06
132310,0.06604918092489243,0.0,0.0,0.0,1.000003976514563e-06,1.000003976514563e-06
132410,0.05050262063741684,0.0,0.0,0.0,1.0000202337323572e-06,1.0000202337323572e-06
132510,0.034517526626586914,0.0,0.0,0.0,1.0000042038882384e-06,1.0000042038882384e-06
132610,0.02430024929344654,0.0,0.0,0.0,1.00006400316488e-06,1.00006400316488e-06
132710,0.015583343803882599,0.0,0.0,0.0,1.0000042038882384e-06,1.0000042038882384e-06
132810,-0.029077468439936638,0.0,0.0,0.0,1.0576449085419881e-06,1.0000044312619139e-06
132910,0.02054218016564846,0.0,0.0,0.0,1.3305916581884958e-06,1.0682294941943837e-06
133010,-0.035442329943180084,0.0,0.0,0.0,3.785927219723817e-06,2.4872038011380937e-06
133110,0.09670311957597733,0.0,0.0,0.0,1.0237175729344017e-06,1.0310039897376555e-06
133210,0.025555068626999855,0.0,0.0,0.0,1.0262172054353869e-06,1.0384053439338459e-06
133310,-0.047369834035634995,0.0,0.0,0.0,1.035632408274978e-06,1.055576490216481e-06
133410,0.015033271163702011,0.0,0.0,0.0,1.0371518328611273e-06,1.058924453900545e-06
133510,0.0834149643778801,0.0,0.0,0.0,1.956914275069721e-06,1.9312692529638298e-06
133610,0.24087144434452057,0.0,0.0,0.0,3.712485067808302e-06,1.107775801756361e-06
133710,-0.11699613183736801,0.0,0.0,0.0,4.740187250718009e-06,1.0936465741906432e-06
133810,-0.2648733854293823,0.0,0.0,0.0,5.388977115217131e-06,1.1824485000033746e-06
133910,0.10623615235090256,0.0,0.0,0.0,1.0479694765308523e-06,1.0326489245926496e-06
134010,0.026853255927562714,0.0,0.0,0.0,1.0392266176495468e-06,1.0287420764143462e-06
134110,-0.15769626200199127,0.0,0.0,0.0,1.048990156959917e-06,1.0373113354944508e-06
134210,-0.19009283185005188,0.0,0.0,0.0,1.056555788636615e-06,1.0437424862175249e-06
134310,-0.11086996644735336,0.0,0.0,0.0,1.0621129149512853e-06,1.0480252967681736e-06
134410,-0.010752560570836067,0.0,0.0,0.0,1.068476422005915e-06,1.0532032774790423e-06
134510,-0.05352184548974037,0.0,0.0,0.0,1.1043077847716631e-06,1.1152317256346578e-06
134610,0.010690070688724518,0.0,0.0,0.0,1.0703006410039961e-06,1.0553413858360727e-06
134710,-0.04959885776042938,0.0,0.0,0.0,1.0721956869019778e-06,1.0563882142378134e-06
134810,-0.12024562060832977,0.0,0.0,0.0,1.0717865279730177e-06,1.0548299087531632e-06
134910,-0.24692723155021667,0.0,0.0,0.0,1.0663001148714102e-06,1.0502053555683233e-06
135010,-0.40609151124954224,0.0,0.0,0.0,1.2259089317012695e-06,1.0796328524520504e-06
135110,-0.5199003219604492,0.0,0.0,0.0,1.062138380802935e-06,1.0493620266061043e-06
135210,-0.757614016532898,0.0,0.0,0.0,1.0542095196797163e-06,1.0475246199348476e-06
135310,-0.9214267134666443,0.0,0.0,0.0,1.0930143616860732e-06,1.1175256986462045e-06
135410,-0.9672248363494873,0.0,0.0,0.0,1.022112542159448e-06,1.0355935273764771e-06
135510,-0.5604497194290161,0.0,0.0,0.0,1.8071315253109788e-06,1.0000046586355893e-06
135610,-1.1100811958312988,0.0,0.0,0.0,2.031187477768981e-06,1.0000002248489182e-06
135710,-0.4201183021068573,0.0,0.0,0.0,1.0000215979744098e-06,1.0000215979744098e-06
135810,-0.18431133031845093,0.0,0.0,0.0,1.0895768127738847e-06,1.0216315331490478e-06
135910,0.21220837533473969,0.0,0.0,0.0,1.032432692227303e-06,1.0340369271943928e-06
136010,0.03030279465019703,0.0,0.0,0.0,1.0036492312792689e-06,1.0030115618064883e-06
136110,0.013650285080075264,0.0,0.0,0.0,1.0158440773011534e-06,1.0120045317307813e-06
136210,0.010266749188303947,0.0,0.0,0.0,1.0217369208476157e-06,1.0171179383178242e-06
136310,0.034158702939748764,0.0,0.0,0.0,1.0267026482324582e-06,1.0208393632638035e-06
136410,-0.0760180726647377,0.0,0.0,0.0,1.0285647249475005e-06,1.02237390819937e-06
136510,-0.001862704404629767,0.0,0.0,0.0,1.0298184633938945e-06,1.0230928637611214e-06
136613,0.021933740004897118,0.0,0.0,0.0,1.0000202337323572e-06,1.0000202337323572e-06
136712,-0.04871590808033943,0.0,0.0,0.0,1.0000202337323572e-06,1.0000202337323572e-06
136812,-0.02762012742459774,0.0,0.0,0.0,1.0000202337323572e-06,1.0000202337323572e-06
136912,0.010812167078256607,0.0,0.0,0.0,1.0000202337323572e-06,1.0000202337323572e-06
137012,0.045920271426439285,0.0,0.0,0.0,1.0000202337323572e-06,1.0000202337323572e-06
137112,-0.026921449229121208,0.0,0.0,0.0,1.0000202337323572e-06,1.0000202337323572e-06
137211,-0.006945716217160225,0.0,0.0,0.0,9.999999974752427e-07,9.999999974752427e-07
137310,0.02108340710401535,0.0,0.0,0.0,1.000003976514563e-06,1.000003976514563e-06
137410,0.04395024850964546,0.0,0.0,0.0,1.000003976514563e-06,1.000003976514563e-06
137510,-0.024991676211357117,0.0,0.0,0.0,1.0000202337323572e-06,1.0000202337323572e-06
137610,0.006976188160479069,0.0,0.0,0.0,1.000003976514563e-06,1.000003976514563e-06
137710,0.016970353201031685,0.0,0.0,0.0,1.000003976514563e-06,1.000003976514563e-06
137810,-0.04430807754397392,0.0,0.0,0.0,1.000003976514563e-06,1.000003976514563e-06
137910,-0.013082597404718399,0.0,0.0,0.0,1.0000202337323572e-06,1.0000202337323572e-06
138010,0.032833028584718704,0.0,0.0,0.0,1.0000202337323572e-06,1.0000202337323572e-06
138110,0.045790210366249084,0.0,0.0,0.0,1.0000042038882384e-06,1.0000042038882384e-06
138210,-0.05166018381714821,0.0,0.0,0.0,1.0138960533367936e-06,1.0153351013286738e-06
138310,-0.08435551822185516,0.0,0.0,0.0,1.0143745612367638e-06,1.0174850331168273e-06
138410,0.01321791484951973,0.0,0.0,0.0,1.0172418569709407e-06,1.019096998788882e-06
138510,0.023415328934788704,0.0,0.0,0.0,1.0130524970008992e-06,1.0146710565095418e-06
138610,-0.051564693450927734,0.0,0.0,0.0,1.0116891644429415e-06,1.0127574796570116e-06
138710,-0.025430800393223763,0.0,0.0,0.0,1.0000046586355893e-06,1.0000046586355893e-06
138810,-0.040334541350603104,0.0,0.0,0.0,1.0000046586355893e-06,1.0000046586355893e-06
138910,-0.0058230566792190075,0.0,0.0,0.0,1.0000046586355893e-06,1.0000046586355893e-06
139010,-0.021891573444008827,0.0,0.0,0.0,1.0000046586355893e-06,1.0000046586355893e-06
139110,0.003285534679889679,0.0,0.0,0.0,1.0000209158533835e-06,1.0000209158533835e-06
139210,0.0060901339165866375,0.0,0.0,0.0,1.0000048860092647e-06,1.0000048860092647e-06
139310,0.018540816381573677,0.0,0.0,0.0,1.0000048860092647e-06,1.0000048860092647e-06
139410,-0.03970221057534218,0.0,0.0,0.0,1.0000048860092647e-06,1.0000048860092647e-06
139510,0.01738175004720688,0.0,0.0,0.0,1.000021143227059e-06,1.000021143227059e-06
139610,0.01482057012617588,0.0,0.0,0.0,1.0000651400332572e-06,1.0000651400332572e-06
139710,-0.0626484602689743,0.0,0.0,0.0,1.0000004522225936e-06,1.0000004522225936e-06
139810,-0.03951215371489525,0.0,0.0,0.0,1.0000686643252266e-06,1.0000686643252266e-06
139910,-0.0060735601000487804,0.0,0.0,0.0,1.0000215979744098e-06,1.0000215979744098e-06
140010,0.02194354124367237,0.0,0.0,0.0,1.0000215979744098e-06,1.0000215979744098e-06
140110,-0.04874946549534798,0.0,0.0,0.0,1.0000213706007344e-06,1.0000213706007344e-06
140210,0.0010676374658942223,0.0,0.0,0.0,1.0000213706007344e-06,1.0000213706007344e-06
140310,0.018565287813544273,0.0,0.0,0.0,1.0000213706007344e-06,1.0000213706007344e-06
140410,0.020955488085746765,0.0,0.0,0.0,1.0000213706007344e-06,1.0000213706007344e-06
140510,-0.03497372567653656,0.0,0.0,0.0,1.0109215509146452e-06,1.0109961294801906e-06
140610,-0.0046232822351157665,0.0,0.0,0.0,1.011523181659868e-06,1.0116376643054537e-06
140710,0.009923769161105156,0.0,0.0,0.0,1.011320591715048e-06,1.0117940973941586e-06
140810,0.05752309039235115,0.0,0.0,0.0,1.0117987585545052e-06,1.0122172398041585e-06
140910,-0.2163180708885193,0.0,0.0,0.0,1.0000046586355893e-06,1.0000046586355893e-06
141010,-0.28826239705085754,0.0,0.0,0.0,1.0000046586355893e-06,1.0000046586355893e-06
141110,0.12252999097108841,0.0,0.0,0.0,1.6036066199376364e-06,1.0823096090462059e-06
141210,0.5041380524635315,0.0,0.0,0.0,1.917051349664689e-06,1.0387514066678705e-06
141310,0.46581342816352844,0.0,0.0,0.0,1.111951519305876e-06,1.016745954984799e-06
141410,0.3312816619873047,0.0,0.0,0.0,1.0116899602508056e-06,1.0214765779892332e-06
141510,0.03163207322359085,0.0,0.0,0.0,1.0161965064980905e-06,1.0240128176519647e-06
141610,-0.049667391926050186,0.0,0.0,0.0,1.0198751851930865e-06,1.025534743348544e-06
141710,0.13028724491596222,0.0,0.0,0.0,1.0226749509456567e-06,1.0278974968969123e-06
141810,0.3207920491695404,0.0,0.0,0.0,1.024046582642768e-06,1.0291684020558023e-06
141910,0.434233695268631,0.0,0.0,0.0,1.0257605254082591e-06,1.0319517969037406e-06
142010,0.3612251877784729,0.0,0.0,0.0,1.0265188166158623e-06,1.0371516054874519e-06
142110,0.39532577991485596,0.0,0.0,0.0,1.0270412076351931e-06,1.0338631000195164e-06
