timestamp,health.motorVarXM4,health.motorVarYM4,health.motorPass,health.batterySag,health.batteryPass,health.motorTestCount
127505,0.0,0.0,0,0.0,0,0
127605,0.0,0.0,0,0.0,0,0
127705,0.0,0.0,0,0.0,0,0
127805,0.0,0.0,0,0.0,0,0
127905,0.0,0.0,0,0.0,0,0
128005,0.0,0.0,0,0.0,0,0
128105,0.0,0.0,0,0.0,0,0
128205,0.0,0.0,0,0.0,0,0
128305,0.0,0.0,0,0.0,0,0
128405,0.0,0.0,0,0.0,0,0
128505,0.0,0.0,0,0.0,0,0
128605,0.0,0.0,0,0.0,0,0
128705,0.0,0.0,0,0.0,0,0
128805,0.0,0.0,0,0.0,0,0
128905,0.0,0.0,0,0.0,0,0
129005,0.0,0.0,0,0.0,0,0
129105,0.0,0.0,0,0.0,0,0
129205,0.0,0.0,0,0.0,0,0
129305,0.0,0.0,0,0.0,0,0
129405,0.0,0.0,0,0.0,0,0
129505,0.0,0.0,0,0.0,0,0
129605,0.0,0.0,0,0.0,0,0
129705,0.0,0.0,0,0.0,0,0
129805,0.0,0.0,0,0.0,0,0
129905,0.0,0.0,0,0.0,0,0
130005,0.0,0.0,0,0.0,0,0
130105,0.0,0.0,0,0.0,0,0
130205,0.0,0.0,0,0.0,0,0
130305,0.0,0.0,0,0.0,0,0
130405,0.0,0.0,0,0.0,0,0
130505,0.0,0.0,0,0.0,0,0
130605,0.0,0.0,0,0.0,0,0
130705,0.0,0.0,0,0.0,0,0
130805,0.0,0.0,0,0.0,0,0
130905,0.0,0.0,0,0.0,0,0
131005,0.0,0.0,0,0.0,0,0
131105,0.0,0.0,0,0.0,0,0
131205,0.0,0.0,0,0.0,0,0
131305,0.0,0.0,0,0.0,0,0
131405,0.0,0.0,0,0.0,0,0
131505,0.0,0.0,0,0.0,0,0
131605,0.0,0.0,0,0.0,0,0
131705,0.0,0.0,0,0.0,0,0
131805,0.0,0.0,0,0.0,0,0
131905,0.0,0.0,0,0.0,0,0
132005,0.0,0.0,0,0.0,0,0
132105,0.0,0.0,0,0.0,0,0
132205,0.0,0.0,0,0.0,0,0
132305,0.0,0.0,0,0.0,0,0
132405,0.0,0.0,0,0.0,0,0
132505,0.0,0.0,0,0.0,0,0
132605,0.0,0.0,0,0.0,0,0
132705,0.0,0.0,0,0.0,0,0
132805,0.0,0.0,0,0.0,0,0
132905,0.0,0.0,0,0.0,0,0
133005,0.0,0.0,0,0.0,0,0
133105,0.0,0.0,0,0.0,0,0
133205,0.0,0.0,0,0.0,0,0
133305,0.0,0.0,0,0.0,0,0
133405,0.0,0.0,0,0.0,0,0
133505,0.0,0.0,0,0.0,0,0
133605,0.0,0.0,0,0.0,0,0
133705,0.0,0.0,0,0.0,0,0
133805,0.0,0.0,0,0.0,0,0
133907,0.0,0.0,0,0.0,0,0
134006,0.0,0.0,0,0.0,0,0
134107,0.0,0.0,0,0.0,0,0
134206,0.0,0.0,0,0.0,0,0
134306,0.0,0.0,0,0.0,0,0
134405,0.0,0.0,0,0.0,0,0
134505,0.0,0.0,0,0.0,0,0
134605,0.0,0.0,0,0.0,0,0
134705,0.0,0.0,0,0.0,0,0
134805,0.0,0.0,0,0.0,0,0
134905,0.0,0.0,0,0.0,0,0
135005,0.0,0.0,0,0.0,0,0
135105,0.0,0.0,0,0.0,0,0
135205,0.0,0.0,0,0.0,0,0
135305,0.0,0.0,0,0.0,0,0
135405,0.0,0.0,0,0.0,0,0
135505,0.0,0.0,0,0.0,0,0
135605,0.0,0.0,0,0.0,0,0
135705,0.0,0.0,0,0.0,0,0
135805,0.0,0.0,0,0.0,0,0
135905,0.0,0.0,0,0.0,0,0
136005,0.0,0.0,0,0.0,0,0
136105,0.0,0.0,0,0.0,0,0
136205,0.0,0.0,0,0.0,0,0
136305,0.0,0.0,0,0.0,0,0
136405,0.0,0.0,0,0.0,0,0
136505,0.0,0.0,0,0.0,0,0
136605,0.0,0.0,0,0.0,0,0
136705,0.0,0.0,0,0.0,0,0
136805,0.0,0.0,0,0.0,0,0
136905,0.0,0.0,0,0.0,0,0
137005,0.0,0.0,0,0.0,0,0
137105,0.0,0.0,0,0.0,0,0
137205,0.0,0.0,0,0.0,0,0
137305,0.0,0.0,0,0.0,0,0
137405,0.0,0.0,0,0.0,0,0
137505,0.0,0.0,0,0.0,0,0
137605,0.0,0.0,0,0.0,0,0
137705,0.0,0.0,0,0.0,0,0
137805,0.0,0.0,0,0.0,0,0
137905,0.0,0.0,0,0.0,0,0
138005,0.0,0.0,0,0.0,0,0
138105,0.0,0.0,0,0.0,0,0
138205,0.0,0.0,0,0.0,0,0
138305,0.0,0.0,0,0.0,0,0
138408,0.0,0.0,0,0.0,0,0
138507,0.0,0.0,0,0.0,0,0
138607,0.0,0.0,0,0.0,0,0
138707,0.0,0.0,0,0.0,0,0
138807,0.0,0.0,0,0.0,0,0
138906,0.0,0.0,0,0.0,0,0
139006,0.0,0.0,0,0.0,0,0
139106,0.0,0.0,0,0.0,0,0
139205,0.0,0.0,0,0.0,0,0
139305,0.0,0.0,0,0.0,0,0
139405,0.0,0.0,0,0.0,0,0
139505,0.0,0.0,0,0.0,0,0
139605,0.0,0.0,0,0.0,0,0
139705,0.0,0.0,0,0.0,0,0
139805,0.0,0.0,0,0.0,0,0
139905,0.0,0.0,0,0.0,0,0
140005,0.0,0.0,0,0.0,0,0
140105,0.0,0.0,0,0.0,0,0
140205,0.0,0.0,0,0.0,0,0
140305,0.0,0.0,0,0.0,0,0
140405,0.0,0.0,0,0.0,0,0
140505,0.0,0.0,0,0.0,0,0
140605,0.0,0.0,0,0.0,0,0
140705,0.0,0.0,0,0.0,0,0
140805,0.0,0.0,0,0.0,0,0
140906,0.0,0.0,0,0.0,0,0
141006,0.0,0.0,0,0.0,0,0
141105,0.0,0.0,0,0.0,0,0
141205,0.0,0.0,0,0.0,0,0
141305,0.0,0.0,0,0.0,0,0
141405,0.0,0.0,0,0.0,0,0
141505,0.0,0.0,0,0.0,0,0
141605,0.0,0.0,0,0.0,0,0
141705,0.0,0.0,0,0.0,0,0
141805,0.0,0.0,0,0.0,0,0
141905,0.0,0.0,0,0.0,0,0
142005,0.0,0.0,0,0.0,0,0
142105,0.0,0.0,0,0.0,0,0
142205,0.0,0.0,0,0.0,0,0
142305,0.0,0.0,0,0.0,0,0
142405,0.0,0.0,0,0.0,0,0
142505,0.0,0.0,0,0.0,0,0
142605,0.0,0.0,0,0.0,0,0
142705,0.0,0.0,0,0.0,0,0
142805,0.0,0.0,0,0.0,0,0
142905,0.0,0.0,0,0.0,0,0
143005,0.0,0.0,0,0.0,0,0
143105,0.0,0.0,0,0.0,0,0
143205,0.0,0.0,0,0.0,0,0
143305,0.0,0.0,0,0.0,0,0
143405,0.0,0.0,0,0.0,0,0
143505,0.0,0.0,0,0.0,0,0
143605,0.0,0.0,0,0.0,0,0
143705,0.0,0.0,0,0.0,0,0
143805,0.0,0.0,0,0.0,0,0
143905,0.0,0.0,0,0.0,0,0
144005,0.0,0.0,0,0.0,0,0
144105,0.0,0.0,0,0.0,0,0
144205,0.0,0.0,0,0.0,0,0
144305,0.0,0.0,0,0.0,0,0
144405,0.0,0.0,0,0.0,0,0
144505,0.0,0.0,0,0.0,0,0
144605,0.0,0.0,0,0.0,0,0
144705,0.0,0.0,0,0.0,0,0
144805,0.0,0.0,0,0.0,0,0
144905,0.0,0.0,0,0.0,0,0
145005,0.0,0.0,0,0.0,0,0
145105,0.0,0.0,0,0.0,0,0
145205,0.0,0.0,0,0.0,0,0
145305,0.0,0.0,0,0.0,0,0
145405,0.0,0.0,0,0.0,0,0
145505,0.0,0.0,0,0.0,0,0
145605,0.0,0.0,0,0.0,0,0
145705,0.0,0.0,0,0.0,0,0
145805,0.0,0.0,0,0.0,0,0
145905,0.0,0.0,0,0.0,0,0
146005,0.0,0.0,0,0.0,0,0
146105,0.0,0.0,0,0.0,0,0
146205,0.0,0.0,0,0.0,0,0
146305,0.0,0.0,0,0.0,0,0
146405,0.0,0.0,0,0.0,0,0
146505,0.0,0.0,0,0.0,0,0
146605,0.0,0.0,0,0.0,0,0
146705,0.0,0.0,0,0.0,0,0
146805,0.0,0.0,0,0.0,0,0
146905,0.0,0.0,0,0.0,0,0
147005,0.0,0.0,0,0.0,0,0
147105,0.0,0.0,0,0.0,0,0
147205,0.0,0.0,0,0.0,0,0
147307,0.0,0.0,0,0.0,0,0
147407,0.0,0.0,0,0.0,0,0
147507,0.0,0.0,0,0.0,0,0
147607,0.0,0.0,0,0.0,0,0
147707,0.0,0.0,0,0.0,0,0
147806,0.0,0.0,0,0.0,0,0
147907,0.0,0.0,0,0.0,0,0
148006,0.0,0.0,0,0.0,0,0
148106,0.0,0.0,0,0.0,0,0
148206,0.0,0.0,0,0.0,0,0
148306,0.0,0.0,0,0.0,0,0
148405,0.0,0.0,0,0.0,0,0
148505,0.0,0.0,0,0.0,0,0
148605,0.0,0.0,0,0.0,0,0
148705,0.0,0.0,0,0.0,0,0
148805,0.0,0.0,0,0.0,0,0
148905,0.0,0.0,0,0.0,0,0
149005,0.0,0.0,0,0.0,0,0
149105,0.0,0.0,0,0.0,0,0
