timestamp,posCtl.Yd,posCtl.Zp,posCtl.Zi,posCtl.Zd,posCtl.VXp,posCtl.VXi
181958,-0.0,-0.4077613949775696,-0.0346003994345665,0.0,0.10087728500366211,4.0350914787268266e-05
182058,-0.0,-0.4077613949775696,-0.0346003994345665,0.0,0.035255394876003265,1.4102157365414314e-05
182158,-0.0,-0.4077613949775696,-0.0346003994345665,0.0,0.2101362645626068,8.405450353166088e-05
182258,-0.0,-0.4077613949775696,-0.0346003994345665,0.0,0.2542925179004669,0.00010171699977945536
182360,-0.0,-0.4077613949775696,-0.0346003994345665,0.0,0.1516328752040863,6.0653150285361335e-05
182460,-0.0,-0.4077613949775696,-0.0346003994345665,0.0,0.07750091701745987,3.100036701653153e-05
182560,-0.0,-0.4077613949775696,-0.0346003994345665,0.0,0.036476727575063705,1.4590690625482239e-05
182660,-0.0,-0.4077613949775696,-0.0346003994345665,0.0,-0.1617632806301117,-6.470530934166163e-05
182758,-0.0,-0.4077613949775696,-0.0346003994345665,0.0,0.019277941435575485,7.711176294833422e-06
182858,-0.0,-0.4077613949775696,-0.0346003994345665,0.0,-0.0625271201133728,-2.5010846002260223e-05
182958,0.0,0.002017098944634199,1.6991258235066198e-05,0.0,0.06872246414422989,0.00039339580689556897
183058,-0.0,0.025673994794487953,0.0003050415252801031,0.0,0.2600531578063965,0.0010518567869439721
183158,0.0,0.09316104650497437,0.0017766867531463504,0.0,0.36537620425224304,0.002384224673733115
183258,-0.0,0.24580341577529907,0.006057104095816612,0.0,-0.22088110446929932,0.0025852422695606947
183358,-0.0,0.44234615564346313,0.014862573705613613,0.0,-0.9054975509643555,0.0004933387390337884
183458,-0.0,0.6254936456680298,0.028546925634145737,0.0,-0.7109870314598083,-0.0032481870148330927
183558,-0.0,0.7326058745384216,0.04588017985224724,0.0,-0.11114678531885147,-0.006143826059997082
183658,-0.0,0.7431285977363586,0.06455476582050323,-0.0,0.4059343636035919,-0.0057094949297606945
183758,-0.0,0.6734887957572937,0.08228930830955505,-0.0,0.4093111455440521,-0.003533491864800453
183858,0.0,0.5592962503433228,0.09760527312755585,-0.0,1.096435785293579,3.302347249700688e-05
183958,0.0,0.4380543828010559,0.10987669974565506,-0.0,1.7163138389587402,0.005834754090756178
184058,0.0,0.3365744352340698,0.11943311989307404,-0.0,1.7536842823028564,0.013293174095451832
184158,-0.0,0.2548999786376953,0.1266661435365677,-0.0,1.5223489999771118,0.020072130486369133
184258,-0.0,0.19925659894943237,0.1316472589969635,-0.0,1.2755440473556519,0.02503363974392414
184358,-0.0,0.14779746532440186,0.13585372269153595,-0.0,0.5686137080192566,0.028585253283381462
184458,-0.0,0.09706991910934448,0.13886748254299164,-0.0,-0.48091039061546326,0.02853643149137497
184558,-0.0,0.07205170392990112,0.1409759372472763,-0.0,-1.1592355966567993,0.02496400661766529
184658,0.0,0.04986625909805298,0.14234182238578796,0.0,-1.796903133392334,0.01760505884885788
184758,0.0,0.042361557483673096,0.14331386983394623,0.0,-1.8232580423355103,0.009027117863297462
184858,0.0,0.019965291023254395,0.1440049260854721,-0.0,-1.0056335926055908,0.003046180121600628
184958,0.0,0.0025880932807922363,0.14424891769886017,-0.0,0.07071010768413544,0.0012229850981384516
185058,-0.0,-0.00997084379196167,0.14403554797172546,0.0,0.9794507026672363,0.003440327011048794
185158,0.0,-0.03121364116668701,0.1433974802494049,0.0,1.852716088294983,0.00880901888012886
185258,0.0,-0.033397555351257324,0.14264771342277527,-0.0,2.32275652885437,0.016841720789670944
185358,-0.0,-0.03817206621170044,0.14172878861427307,-0.0,2.667485475540161,0.026750922203063965
185458,-0.0,-0.04371720552444458,0.140594020485878,0.0,2.6620681285858154,0.038025304675102234
185558,-0.0,-0.05424618721008301,0.1393529772758484,0.0,2.9102234840393066,0.04873881861567497
185658,-0.0,-0.051382601261138916,0.13806989789009094,-0.0,2.6318459510803223,0.059117238968610764
185760,-0.0,-0.05213332176208496,0.13661985099315643,0.0,2.4265072345733643,0.07020583748817444
185861,-0.0,-0.06054675579071045,0.1352616250514984,0.0,2.3712902069091797,0.08015144616365433
185960,0.0,-0.05826956033706665,0.1339215487241745,-0.0,2.4407596588134766,0.09025445580482483
186060,0.0,-0.05949115753173828,0.13248784840106964,-0.0,2.289930820465088,0.10005878657102585
186158,-0.0,-0.059312641620635986,0.13112403452396393,-0.0,2.3357667922973633,0.10839789360761642
186258,-0.0,-0.06259596347808838,0.1295342892408371,0.0,2.0618386268615723,0.11728901416063309
186360,0.0,-0.07100719213485718,0.12767837941646576,-0.0,1.7599210739135742,0.1256617158651352
186460,0.0,-0.06385421752929688,0.12602190673351288,0.0,2.0400538444519043,0.13300539553165436
186560,0.0,-0.06611722707748413,0.12438153475522995,0.0,1.8623113632202148,0.1402406096458435
186660,0.0,-0.07673579454421997,0.12259676307439804,-0.0,1.477491855621338,0.14627371728420258
