timestamp,stateEstimate.x,stateEstimate.y,stateEstimate.z,stateEstimate.vx,stateEstimate.vy,stateEstimate.vz
210769,0.040986768901348114,0.028976161032915115,0.0004788175574503839,-0.017402641475200653,0.017217714339494705,-0.006453363224864006
210869,0.04522394388914108,0.026328397914767265,0.0026674666441977024,0.01247489731758833,-0.003973717335611582,0.004271457903087139
210969,0.04525182023644447,0.02782526984810829,0.002796365413814783,0.006237156689167023,0.0066067613661289215,0.0037966223899275064
211069,0.04313816875219345,0.026934364810585976,0.0009178038453683257,-0.009510683827102184,0.005022138822823763,-0.006845345254987478
211169,0.0393332913517952,0.025637388229370117,0.0015316520584747195,-0.03593793883919716,-0.01037679985165596,0.0007846568478271365
211269,0.04073193669319153,0.02720790170133114,0.002112018410116434,-0.02073380909860134,0.006754916626960039,0.0021747881546616554
211369,0.0407305583357811,0.025782961398363113,-1.893809348985087e-05,-0.023099517449736595,-0.013338804244995117,-0.01309542078524828
211469,0.03930606693029404,0.027249719947576523,-0.002223712159320712,-0.03436523675918579,-0.0009835688397288322,-0.02237970009446144
211569,0.040041904896497726,0.026978209614753723,-0.0004917507176287472,-0.01867871917784214,0.0014817133778706193,-0.005597024690359831
211669,0.035389743745326996,0.03129740431904793,0.0008633722318336368,-0.03848447650671005,0.03205404058098793,0.00541922589763999
211769,0.04438522458076477,0.02741607092320919,0.002531343139708042,0.02730131894350052,0.0022874530404806137,0.010031996294856071
211869,0.0559774711728096,0.022977778688073158,0.004524172283709049,0.07141520082950592,-0.01283414475619793,0.022329267114400864
211969,0.04540889710187912,0.025945140048861504,0.003985722083598375,-0.0005180995212867856,0.01060004997998476,0.012226390652358532
212069,0.04243895411491394,0.027761436998844147,0.001660688198171556,-0.015646345913410187,0.035995807498693466,0.00237370771355927
212172,0.04065300151705742,0.030401384457945824,0.005730928387492895,-0.03226615861058235,0.001529181725345552,0.1021014153957367
212272,0.03488992899656296,0.03410129249095917,0.02024518884718418,-0.0526670403778553,0.009338521398603916,0.2622246742248535
212372,0.02457924373447895,0.041068341583013535,0.05575207248330116,-0.030657369643449783,-0.020304158329963684,0.4319399893283844
212469,0.01824207976460457,0.04418713226914406,0.10715166479349136,-0.001952744205482304,-0.024678288027644157,0.5667915344238281
212569,0.012067638337612152,0.05288273096084595,0.16662193834781647,-0.0005583314341492951,-0.019975092262029648,0.6313133835792542
212670,-0.004490391816943884,0.06792037189006805,0.2188512682914734,-0.02968555875122547,0.002844572067260742,0.5862669944763184
