timestamp,kalman.rtPred,kalman.rtFinal
127520,94.08720397949219,217.6756591796875
127620,94.08720397949219,217.6756591796875
127720,94.08720397949219,217.6756591796875
127820,94.08720397949219,217.6756591796875
127920,94.08720397949219,217.6756591796875
128020,94.08720397949219,217.6756591796875
128120,94.08720397949219,217.6756591796875
128220,94.08720397949219,217.6756591796875
128320,94.08720397949219,217.6756591796875
128420,94.08720397949219,217.6756591796875
128520,94.08720397949219,217.6756591796875
128620,100.0,248.1818084716797
128720,100.0,248.1818084716797
128820,100.0,248.1818084716797
128920,100.0,248.1818084716797
129020,100.0,248.1818084716797
129120,100.0,248.1818084716797
129220,100.0,248.1818084716797
129320,100.0,248.1818084716797
129420,100.0,248.1818084716797
129520,100.0,248.1818084716797
129620,100.0,248.1818084716797
129720,100.0,203.6363525390625
129820,100.0,203.6363525390625
129920,100.0,203.6363525390625
130020,100.0,203.6363525390625
130120,100.0,203.6363525390625
130220,100.0,203.6363525390625
130320,100.0,203.6363525390625
130420,100.0,203.6363525390625
130520,100.0,203.6363525390625
130620,100.0,203.6363525390625
130720,100.0,203.6363525390625
130820,100.0,207.27272033691406
130920,100.0,207.27272033691406
131020,100.0,207.27272033691406
131120,100.0,207.27272033691406
131220,100.0,207.27272033691406
131320,100.0,207.27272033691406
131420,100.0,207.27272033691406
131520,100.0,207.27272033691406
131620,100.0,207.27272033691406
131724,100.0,207.27272033691406
131823,99.70089721679688,227.3180389404297
131923,99.70089721679688,227.3180389404297
132023,99.70089721679688,227.3180389404297
132123,99.70089721679688,227.3180389404297
132220,99.70089721679688,227.3180389404297
132323,99.70089721679688,227.3180389404297
132423,99.70089721679688,227.3180389404297
132523,99.70089721679688,227.3180389404297
132623,99.70089721679688,227.3180389404297
132720,99.70089721679688,227.3180389404297
132820,99.70089721679688,227.3180389404297
132922,100.09099578857422,248.40765380859375
133020,100.09099578857422,248.40765380859375
133122,100.09099578857422,248.40765380859375
133220,100.09099578857422,248.40765380859375
133322,100.09099578857422,248.40765380859375
133420,100.09099578857422,248.40765380859375
133520,100.09099578857422,248.40765380859375
133620,100.09099578857422,248.40765380859375
133720,100.09099578857422,248.40765380859375
133820,100.09099578857422,248.40765380859375
133920,100.09099578857422,248.40765380859375
134020,100.18214416503906,240.43714904785156
134120,100.18214416503906,240.43714904785156
134220,100.18214416503906,240.43714904785156
134320,100.18214416503906,240.43714904785156
134420,100.18214416503906,240.43714904785156
134520,100.18214416503906,240.43714904785156
134620,100.18214416503906,240.43714904785156
134720,100.18214416503906,240.43714904785156
134820,100.18214416503906,240.43714904785156
134920,100.18214416503906,240.43714904785156
135020,100.18214416503906,240.43714904785156
135120,100.0,281.81817626953125
135220,100.0,281.81817626953125
135320,100.0,281.81817626953125
135420,100.0,281.81817626953125
135520,100.0,281.81817626953125
135623,100.0,281.81817626953125
135722,100.0,281.81817626953125
135822,100.0,281.81817626953125
135922,100.0,281.81817626953125
136022,100.0,281.81817626953125
136122,98.80239868164062,217.56488037109375
136222,98.80239868164062,217.56488037109375
136320,98.80239868164062,217.56488037109375
136420,98.80239868164062,217.56488037109375
136520,98.80239868164062,217.56488037109375
136620,98.80239868164062,217.56488037109375
136720,98.80239868164062,217.56488037109375
136820,98.80239868164062,217.56488037109375
136920,98.80239868164062,217.56488037109375
137020,98.80239868164062,217.56488037109375
