timestamp,lighthouse.angle0x_0lh2,lighthouse.angle0y_0lh2,lighthouse.angle1x_0lh2,lighthouse.angle1y_0lh2,lighthouse.serRt,lighthouse.frmRt
154937,0.7685562968254089,0.11085379123687744,0.49428999423980713,-0.7787099480628967,622.9822387695312,621.0653686523438
155037,0.7685526609420776,0.1109095960855484,0.49429482221603394,-0.778766930103302,622.9822387695312,621.0653686523438
155137,0.768527626991272,0.11086970567703247,0.4943090081214905,-0.7787684202194214,622.9822387695312,621.0653686523438
155237,0.768551766872406,0.11092332005500793,0.4943090081214905,-0.7787684202194214,622.9822387695312,621.0653686523438
155337,0.7685562968254089,0.11085379123687744,0.4943090081214905,-0.7787684202194214,622.9822387695312,621.0653686523438
155437,0.7685553431510925,0.11086806654930115,0.4943090081214905,-0.7787684202194214,622.9822387695312,621.0653686523438
155537,0.7686095833778381,0.11089202761650085,0.4943090081214905,-0.7787684202194214,622.9822387695312,621.0653686523438
155637,0.7685545086860657,0.11088171601295471,0.4943090081214905,-0.7787684202194214,622.9822387695312,621.0653686523438
155737,0.76852947473526,0.1108412891626358,0.4943090081214905,-0.7787684202194214,622.9822387695312,621.0653686523438
155837,0.7685545086860657,0.11088171601295471,0.49425020813941956,-0.7787488102912903,622.9822387695312,621.0653686523438
155937,0.7685562968254089,0.11085379123687744,0.49425020813941956,-0.7787488102912903,622.9822387695312,621.0653686523438
156037,0.7685490250587463,0.11096538603305817,0.494318425655365,-0.7787123918533325,802.7272338867188,800.9090576171875
156137,0.7686628103256226,0.11093072593212128,0.494224488735199,-0.7789456248283386,802.7272338867188,800.9090576171875
156237,0.7685571908950806,0.11083966493606567,0.494224488735199,-0.7789456248283386,802.7272338867188,800.9090576171875
156337,0.7675537467002869,0.11084417998790741,0.4924147427082062,-0.7766500115394592,802.7272338867188,800.9090576171875
156437,0.7656877636909485,0.11382849514484406,0.4882984161376953,-0.7720482349395752,802.7272338867188,800.9090576171875
