timestamp,pm.vbat,pm.vbatMV,pm.extVbat,pm.extVbatMV,pm.extCurr,pm.chargeCurrent,pm.state,pm.batteryLevel
181947,3.763636350631714,3763,0.0,0,0.0,0.004222874063998461,0,10
182047,3.763636350631714,3763,0.0,0,0.0,0.004222874063998461,0,10
182147,3.763636350631714,3763,0.0,0,0.0,0.004222874063998461,0,10
182247,3.763636350631714,3763,0.0,0,0.0,0.004222874063998461,0,10
182347,3.763636350631714,3763,0.0,0,0.0,0.004222874063998461,0,10
182447,3.763636350631714,3763,0.0,0,0.0,0.004222874063998461,0,10
182547,3.763636350631714,3763,0.0,0,0.0,0.004222874063998461,0,10
182647,3.763636350631714,3763,0.0,0,0.0,0.004222874063998461,0,10
182747,3.763636350631714,3763,0.0,0,0.0,0.004222874063998461,0,10
182847,3.763636350631714,3763,0.0,0,0.0,0.004222874063998461,0,10
182947,3.3677420616149902,3367,0.0,0,0.0,0.002815249375998974,0,10
183047,3.489149570465088,3489,0.0,0,0.0,0.002815249375998974,0,10
183147,3.515542507171631,3515,0.0,0,0.0,0.002815249375998974,0,10
183247,3.489149570465088,3489,0.0,0,0.0,0.002815249375998974,0,10
183347,3.4521994590759277,3452,0.0,0,0.0,0.002815249375998974,0,10
183447,3.4310851097106934,3431,0.0,0,0.0,0.002815249375998974,0,10
183547,3.436363697052002,3436,0.0,0,0.0,0.002815249375998974,0,10
183647,3.4521994590759277,3452,0.0,0,0.0,0.002815249375998974,0,10
183747,3.473313808441162,3473,0.0,0,0.0,0.002815249375998974,0,10
183847,3.4944281578063965,3494,0.0,0,0.0,0.002815249375998974,0,10
183947,3.515542507171631,3515,0.0,0,0.0,0.002815249375998974,0,10
184047,3.5049853324890137,3504,0.0,0,0.0,0.002815249375998974,0,10
184147,3.499706745147705,3499,0.0,0,0.0,0.002815249375998974,0,10
184247,3.489149570465088,3489,0.0,0,0.0,0.002815249375998974,0,10
184347,3.4838709831237793,3483,0.0,0,0.0,0.002815249375998974,0,10
184447,3.4838709831237793,3483,0.0,0,0.0,0.002815249375998974,0,10
184547,3.4680352210998535,3468,0.0,0,0.0,0.002815249375998974,0,10
184647,3.473313808441162,3473,0.0,0,0.0,0.002815249375998974,0,10
184747,3.4680352210998535,3468,0.0,0,0.0,0.002815249375998974,0,10
184847,3.473313808441162,3473,0.0,0,0.0,0.002815249375998974,0,10
184947,3.4838709831237793,3483,0.0,0,0.0,0.002815249375998974,0,10
185047,3.4785923957824707,3478,0.0,0,0.0,0.004222874063998461,0,10
185147,3.4785923957824707,3478,0.0,0,0.0,0.002815249375998974,0,10
185247,3.4680352210998535,3468,0.0,0,0.0,0.002815249375998974,0,10
185347,3.4680352210998535,3468,0.0,0,0.0,0.002815249375998974,0,10
185447,3.473313808441162,3473,0.0,0,0.0,0.002815249375998974,0,10
185547,3.4680352210998535,3468,0.0,0,0.0,0.002815249375998974,0,10
185647,3.462756633758545,3462,0.0,0,0.0,0.002815249375998974,0,10
185747,3.462756633758545,3462,0.0,0,0.0,0.002815249375998974,0,10
185847,3.462756633758545,3462,0.0,0,0.0,0.002815249375998974,0,10
185947,3.4574780464172363,3457,0.0,0,0.0,0.002815249375998974,0,10
186047,3.4680352210998535,3468,0.0,0,0.0,0.002815249375998974,0,10
186147,3.462756633758545,3462,0.0,0,0.0,0.002815249375998974,0,10
186249,3.4574780464172363,3457,0.0,0,0.0,0.002815249375998974,0,10
186348,3.462756633758545,3462,0.0,0,0.0,0.002815249375998974,0,10
186448,3.4574780464172363,3457,0.0,0,0.0,0.002815249375998974,0,10
186548,3.4521994590759277,3452,0.0,0,0.0,0.002815249375998974,0,10
186648,3.4574780464172363,3457,0.0,0,0.0,0.002815249375998974,0,10
186747,3.4680352210998535,3468,0.0,0,0.0,0.002815249375998974,0,10
186847,3.473313808441162,3473,0.0,0,0.0,0.002815249375998974,0,10
186947,3.462756633758545,3462,0.0,0,0.0,0.002815249375998974,0,10
187047,3.4521994590759277,3452,0.0,0,0.0,0.002815249375998974,0,10
187147,3.446920871734619,3446,0.0,0,0.0,0.002815249375998974,0,10
187247,3.4521994590759277,3452,0.0,0,0.0,0.002815249375998974,0,10
187347,3.436363697052002,3436,0.0,0,0.0,0.002815249375998974,0,10
187447,3.4574780464172363,3457,0.0,0,0.0,0.002815249375998974,0,10
187547,3.473313808441162,3473,0.0,0,0.0,0.002815249375998974,0,10
187647,3.4574780464172363,3457,0.0,0,0.0,0.002815249375998974,0,10
187747,3.4521994590759277,3452,0.0,0,0.0,0.002815249375998974,0,10
187847,3.446920871734619,3446,0.0,0,0.0,0.002815249375998974,0,10
187947,3.4574780464172363,3457,0.0,0,0.0,0.002815249375998974,0,10
188047,3.446920871734619,3446,0.0,0,0.0,0.002815249375998974,0,10
188147,3.446920871734619,3446,0.0,0,0.0,0.002815249375998974,0,10
188248,3.446920871734619,3446,0.0,0,0.0,0.002815249375998974,0,10
188348,3.3624634742736816,3362,0.0,0,0.0,0.002815249375998974,0,10
188447,3.3888564109802246,3388,0.0,0,0.0,0.002815249375998974,0,10
188547,3.4574780464172363,3457,0.0,0,0.0,0.002815249375998974,0,10
188647,3.515542507171631,3515,0.0,0,0.0,0.002815249375998974,0,10
188747,3.462756633758545,3462,0.0,0,0.0,0.002815249375998974,0,10
188847,3.489149570465088,3489,0.0,0,0.0,0.002815249375998974,0,10
188947,3.4416422843933105,3441,0.0,0,0.0,0.002815249375998974,0,10
189047,3.3888564109802246,3388,0.0,0,0.0,0.002815249375998974,0,10
189147,3.420527935028076,3420,0.0,0,0.0,0.002815249375998974,0,10
189247,3.4574780464172363,3457,0.0,0,0.0,0.002815249375998974,0,10
189347,3.5049853324890137,3504,0.0,0,0.0,0.002815249375998974,0,10
189447,3.5208210945129395,3520,0.0,0,0.0,0.002815249375998974,0,10
189547,3.526099681854248,3526,0.0,0,0.0,0.002815249375998974,0,10
189647,3.4838709831237793,3483,0.0,0,0.0,0.002815249375998974,0,10
189747,3.4152493476867676,3415,0.0,0,0.0,0.002815249375998974,0,10
189847,3.373020648956299,3373,0.0,0,0.0,0.002815249375998974,0,10
189947,3.710850477218628,3710,0.0,0,0.0,0.004222874063998461,0,10
190047,3.7161290645599365,3716,0.0,0,0.0,0.004222874063998461,0,10
190147,3.7161290645599365,3716,0.0,0,0.0,0.004222874063998461,0,10
190247,3.721407651901245,3721,0.0,0,0.0,0.004222874063998461,0,10
190347,3.721407651901245,3721,0.0,0,0.0,0.004222874063998461,0,10
190447,3.721407651901245,3721,0.0,0,0.0,0.004222874063998461,0,10
190547,3.721407651901245,3721,0.0,0,0.0,0.004222874063998461,0,10
190647,3.7266862392425537,3726,0.0,0,0.0,0.004222874063998461,0,10
190747,3.7266862392425537,3726,0.0,0,0.0,0.004222874063998461,0,10
190847,3.7266862392425537,3726,0.0,0,0.0,0.004222874063998461,0,10
190947,3.7266862392425537,3726,0.0,0,0.0,0.004222874063998461,0,10
191047,3.7266862392425537,3726,0.0,0,0.0,0.004222874063998461,0,10
191147,3.7319648265838623,3731,0.0,0,0.0,0.004222874063998461,0,10
191247,3.7319648265838623,3731,0.0,0,0.0,0.004222874063998461,0,10
191347,3.7319648265838623,3731,0.0,0,0.0,0.004222874063998461,0,10
191447,3.7319648265838623,3731,0.0,0,0.0,0.004222874063998461,0,10
191547,3.737243413925171,3737,0.0,0,0.0,0.004222874063998461,0,10
191647,3.7319648265838623,3731,0.0,0,0.0,0.004222874063998461,0,10
191747,3.737243413925171,3737,0.0,0,0.0,0.004222874063998461,0,10
191847,3.737243413925171,3737,0.0,0,0.0,0.004222874063998461,0,10
191947,3.737243413925171,3737,0.0,0,0.0,0.004222874063998461,0,10
192047,3.737243413925171,3737,0.0,0,0.0,0.004222874063998461,0,10
192147,3.737243413925171,3737,0.0,0,0.0,0.004222874063998461,0,10
192247,3.737243413925171,3737,0.0,0,0.0,0.004222874063998461,0,10
192347,3.737243413925171,3737,0.0,0,0.0,0.004222874063998461,0,10
192447,3.7425220012664795,3742,0.0,0,0.0,0.004222874063998461,0,10
192547,3.7425220012664795,3742,0.0,0,0.0,0.004222874063998461,0,10
192647,3.7425220012664795,3742,0.0,0,0.0,0.004222874063998461,0,10
192747,3.7425220012664795,3742,0.0,0,0.0,0.004222874063998461,0,10
192847,3.7425220012664795,3742,0.0,0,0.0,0.004222874063998461,0,10
192947,3.7425220012664795,3742,0.0,0,0.0,0.004222874063998461,0,10
193047,3.7425220012664795,3742,0.0,0,0.0,0.004222874063998461,0,10
193147,3.7425220012664795,3742,0.0,0,0.0,0.004222874063998461,0,10
193247,3.7425220012664795,3742,0.0,0,0.0,0.004222874063998461,0,10
193347,3.7425220012664795,3742,0.0,0,0.0,0.004222874063998461,0,10
193447,3.747800588607788,3747,0.0,0,0.0,0.004222874063998461,0,10
193547,3.747800588607788,3747,0.0,0,0.0,0.004222874063998461,0,10
193649,3.747800588607788,3747,0.0,0,0.0,0.004222874063998461,0,10
193749,3.747800588607788,3747,0.0,0,0.0,0.004222874063998461,0,10
193849,3.747800588607788,3747,0.0,0,0.0,0.004222874063998461,0,10
193949,3.747800588607788,3747,0.0,0,0.0,0.004222874063998461,0,10
194048,3.747800588607788,3747,0.0,0,0.0,0.004222874063998461,0,10
194148,3.747800588607788,3747,0.0,0,0.0,0.004222874063998461,0,10
194248,3.747800588607788,3747,0.0,0,0.0,0.004222874063998461,0,10
194348,3.7530791759490967,3753,0.0,0,0.0,0.004222874063998461,0,10
194447,3.7530791759490967,3753,0.0,0,0.0,0.004222874063998461,0,10
194547,3.7530791759490967,3753,0.0,0,0.0,0.004222874063998461,0,10
194647,3.7530791759490967,3753,0.0,0,0.0,0.004222874063998461,0,10
194747,3.7530791759490967,3753,0.0,0,0.0,0.004222874063998461,0,10
194847,3.7530791759490967,3753,0.0,0,0.0,0.004222874063998461,0,10
194947,3.320234775543213,3320,0.0,0,0.0,0.002815249375998974,0,10
195047,3.4680352210998535,3468,0.0,0,0.0,0.002815249375998974,0,10
195147,3.515542507171631,3515,0.0,0,0.0,0.002815249375998974,0,10
195247,3.5208210945129395,3520,0.0,0,0.0,0.002815249375998974,0,10
195347,3.5102639198303223,3510,0.0,0,0.0,0.002815249375998974,0,10
195447,3.489149570465088,3489,0.0,0,0.0,0.002815249375998974,0,10
195547,3.473313808441162,3473,0.0,0,0.0,0.002815249375998974,0,10
195647,3.4574780464172363,3457,0.0,0,0.0,0.002815249375998974,0,10
195747,3.436363697052002,3436,0.0,0,0.0,0.002815249375998974,0,10
195847,3.4521994590759277,3452,0.0,0,0.0,0.002815249375998974,0,10
