timestamp,pid_rate.roll_outP,pid_rate.roll_outI,pid_rate.roll_outD,pid_rate.pitch_outP,pid_rate.pitch_outI,pid_rate.pitch_outD
181943,996.2589111328125,3.9850356578826904,4981.29443359375,-629.524169921875,-2.518096685409546,-3147.620849609375
182043,899.8795776367188,3.5995185375213623,4499.3974609375,-736.6627807617188,-2.9466512203216553,-3683.31396484375
182143,911.2294311523438,3.6449179649353027,4556.14697265625,-678.4494018554688,-2.7137975692749023,-3392.24658203125
182243,1076.434814453125,4.305739402770996,5382.173828125,-756.7757568359375,-3.0271031856536865,-3783.87841796875
182343,1018.5377807617188,4.074151039123535,5092.6884765625,-666.8704223632812,-2.6674816608428955,-3334.351806640625
182443,1001.901611328125,4.0076069831848145,5009.5078125,-680.6710815429688,-2.722684621810913,-3403.35546875
182543,904.2232666015625,3.6168932914733887,4521.1162109375,-772.2528076171875,-3.0890114307403564,-3861.263671875
182643,968.65380859375,3.87461519241333,4843.2685546875,-531.37890625,-2.125515937805176,-2656.89453125
182743,931.6182250976562,3.726473093032837,4658.0908203125,-637.161865234375,-2.54864764213562,-3185.80908203125
182843,926.3199462890625,3.70527982711792,4631.599609375,-732.296630859375,-2.9291865825653076,-3661.483154296875
182943,1674.034423828125,180.65777587890625,-407.6188659667969,-1068.7779541015625,-107.04912567138672,-234.63844299316406
183043,1478.740966796875,497.51739501953125,1283.960205078125,-872.039306640625,-303.46588134765625,4.234313488006592
183143,1541.0333251953125,872.8399658203125,-779.698486328125,-578.6267700195312,-587.9424438476562,-1161.489990234375
183245,-3782.707275390625,1127.9102783203125,-219.2866668701172,2947.09228515625,-968.6942138671875,183.41659545898438
183344,11459.01171875,1080.838623046875,-95.16716003417969,-7443.52197265625,-1269.56494140625,1184.8592529296875
183444,206.37274169921875,940.7792358398438,4730.10302734375,3372.91796875,-951.5972900390625,-1363.586181640625
183543,-2397.288330078125,1417.5245361328125,798.3350219726562,-859.3468627929688,-1118.12841796875,1222.0489501953125
183643,-1089.2227783203125,1224.77734375,-527.2301635742188,-2950.5859375,-1042.57275390625,2391.238037109375
183743,-376.01171875,1206.013427734375,23.30780029296875,-180.53001403808594,-986.3179931640625,-263.7329406738281
183843,-169.4419403076172,1162.750244140625,-237.6115264892578,1466.1337890625,-1199.0411376953125,1117.09228515625
183943,-876.35986328125,1151.921630859375,16.618370056152344,1305.3843994140625,-1079.667236328125,-197.58462524414062
184043,-1377.5762939453125,1189.6444091796875,-1367.9127197265625,2302.598876953125,-1067.3138427734375,840.501708984375
184143,-719.4354248046875,1182.9974365234375,-392.395263671875,1542.16357421875,-1059.783935546875,1230.6826171875
184243,-645.0276489257812,1087.7322998046875,-667.882568359375,-179.62637329101562,-948.8949584960938,360.7788391113281
184343,124.81295776367188,1061.1021728515625,-562.8180541992188,-221.053955078125,-985.1508178710938,630.0225219726562
184443,1500.4654541015625,1061.6474609375,-447.2285461425781,-872.9188232421875,-1041.645263671875,856.2135009765625
184543,1669.2628173828125,843.2434692382812,531.4725341796875,357.8704528808594,-1030.751708984375,960.1134033203125
184643,-3795.12744140625,844.9439086914062,1118.0162353515625,-1818.312744140625,-1037.4825439453125,-546.3302001953125
184743,-2918.420166015625,1037.20703125,-871.9729614257812,253.26693725585938,-1147.8358154296875,-132.8456268310547
184843,886.7569580078125,1135.3367919921875,-2033.65771484375,-537.7020874023438,-1157.107177734375,10.634363174438477
184943,2491.934326171875,1111.260986328125,-1449.9830322265625,422.0616760253906,-1255.21240234375,-112.51509094238281
185043,63.48124313354492,1096.3277587890625,-600.3646240234375,884.3102416992188,-1246.4796142578125,1618.3887939453125
185143,-1030.5238037109375,1170.2152099609375,-332.21722412109375,338.501220703125,-1204.4814453125,-167.42347717285156
185243,1641.522705078125,1274.1795654296875,-1086.0823974609375,343.35125732421875,-1167.2718505859375,-661.4630737304688
185343,1648.115234375,1286.245849609375,-500.1675720214844,-622.906005859375,-1210.0677490234375,-1058.408935546875
185443,921.9583129882812,1328.0057373046875,-311.43841552734375,366.287353515625,-1188.3363037109375,-82.02731323242188
185543,25.105117797851562,1432.055419921875,-164.75975036621094,-173.4678192138672,-1255.7799072265625,37.59577941894531
185643,1119.1270751953125,1531.92724609375,-1203.177001953125,-936.468017578125,-1316.0582275390625,-285.5658264160156
185743,1025.9327392578125,1555.7418212890625,-804.7198486328125,-850.49853515625,-1421.3951416015625,-128.4173126220703
185843,164.606689453125,1583.49560546875,-133.84103393554688,-469.22332763671875,-1541.4332275390625,-194.51885986328125
185943,295.8387756347656,1642.6009521484375,-881.2054443359375,-114.97547912597656,-1632.082275390625,854.0234985351562
186043,933.2518310546875,1689.0406494140625,-473.6208801269531,-293.15234375,-1710.78564453125,-950.2900390625
186143,537.5225830078125,1655.329345703125,-635.8682861328125,69.35965728759766,-1839.6407470703125,-446.9035339355469
186243,770.0599365234375,1671.8623046875,-1053.15771484375,-536.9575805664062,-1868.18359375,-486.46685791015625
186343,-310.55908203125,1609.91748046875,-359.2786865234375,-795.0037231445312,-1999.12353515625,-713.0848388671875
