timestamp,ctrltarget.x,ctrltarget.y,ctrltarget.z,ctrltarget.vx,ctrltarget.vx,ctrltarget.vx
111569,0.0,0.0,0.0,0.0,0.0,0.0
111669,0.0,0.0,0.0,0.0,0.0,0.0
111769,0.0,0.0,0.0,0.0,0.0,0.0
111869,0.0,0.0,0.0,0.0,0.0,0.0
111969,0.0,0.0,0.0,0.0,0.0,0.0
112069,0.0,0.0,0.0,0.0,0.0,0.0
112169,0.0,0.0,0.0,0.0,0.0,0.0
112269,0.0,0.0,0.0,0.0,0.0,0.0
112369,0.0,0.0,0.0,0.0,0.0,0.0
112469,0.0,0.0,0.0,0.0,0.0,0.0
112569,-0.00028373298118822277,0.0008102972060441971,0.0009580546175129712,-0.0011595252435654402,-0.0011595252435654402,-0.0011595252435654402
112669,-0.00028373298118822277,0.0008102972060441971,0.015065163373947144,0.0004722945159301162,0.0004722945159301162,0.0004722945159301162
112769,-0.00028373298118822277,0.0008102972060441971,0.059056684374809265,0.007624488789588213,0.007624488789588213,0.007624488789588213
112869,-0.00028373298118822277,0.0008102972060441971,0.13821351528167725,0.010517282411456108,0.010517282411456108,0.010517282411456108
112969,-0.0002837329520843923,0.0008102972060441971,0.2306623011827469,2.0584892124198007e-10,2.0584892124198007e-10,2.0584892124198007e-10
113069,-0.00028373292298056185,0.0008102972060441971,0.33675527572631836,4.0910383414249907e-10,4.0910383414249907e-10,4.0910383414249907e-10
113169,-0.00028373286477290094,0.0008102972060441971,0.4237022399902344,7.360809739509477e-10,7.360809739509477e-10,7.360809739509477e-10
113269,-0.00028373277746140957,0.0008102972060441971,0.4768325388431549,1.2329898213536694e-09,1.2329898213536694e-09,1.2329898213536694e-09
113369,-0.0002837326319422573,0.0008102972060441971,0.4972197711467743,1.957678019692821e-09,1.957678019692821e-09,1.957678019692821e-09
113469,-0.0002837323700077832,0.0008102972060441971,0.499997079372406,2.982602831380632e-09,2.982602831380632e-09,2.982602831380632e-09
113572,-0.0002765327808447182,0.0008102933061309159,0.49990710616111755,0.00029230251675471663,0.00029230251675471663,0.00029230251675471663
113671,-0.00019081782374996692,0.0008102470310404897,0.4996468722820282,0.0019464495126158,0.0019464495126158,0.0019464495126158
113771,0.00020259784650988877,0.0008100345148704946,0.4991734027862549,0.006566318683326244,0.006566318683326244,0.006566318683326244
113870,0.0012392544886097312,0.0008094746735878289,0.4985235333442688,0.01505749486386776,0.01505749486386776,0.01505749486386776
113970,0.0033373066689819098,0.0008083414868451655,0.49772053956985474,0.028061475604772568,0.028061475604772568,0.028061475604772568
114070,0.006962251383811235,0.000806383672170341,0.49679136276245117,0.04591389372944832,0.04591389372944832,0.04591389372944832
114170,0.012602066621184349,0.0008033376652747393,0.49576473236083984,0.06869805604219437,0.06869805604219437,0.06869805604219437
114269,0.020739231258630753,0.0007989428122527897,0.4946710169315338,0.09626173973083496,0.09626173973083496,0.09626173973083496
114369,0.03183199092745781,0.0007929516141302884,0.49354061484336853,0.12826284766197205,0.12826284766197205,0.12826284766197205
114469,0.04629526659846306,0.0007851400878280401,0.49240347743034363,0.16419686377048492,0.16419686377048492,0.16419686377048492
114569,0.06449263542890549,0.0007753117824904621,0.4912877678871155,0.20344224572181702,0.20344224572181702,0.20344224572181702
114669,0.08671067655086517,0.0007633118657395244,0.490220308303833,0.24525733292102814,0.24525733292102814,0.24525733292102814
114769,0.1131700873374939,0.0007490212447009981,0.4892248809337616,0.288849413394928,0.288849413394928,0.288849413394928
114869,0.14400339126586914,0.0007323683239519596,0.48832273483276367,0.33336660265922546,0.33336660265922546,0.33336660265922546
114969,0.17926204204559326,0.0007133252802304924,0.4875318706035614,0.37793999910354614,0.37793999910354614,0.37793999910354614
115069,0.2188960313796997,0.0006919191218912601,0.48686712980270386,0.42168256640434265,0.42168256640434265,0.42168256640434265
115169,0.2627961337566376,0.0006682088715024292,0.4863395094871521,0.46375566720962524,0.46375566720962524,0.46375566720962524
115269,0.31074559688568115,0.0006423114682547748,0.4859568178653717,0.5033308267593384,0.5033308267593384,0.5033308267593384
115369,0.36246615648269653,0.00061437749536708,0.48572325706481934,0.53964763879776,0.53964763879776,0.53964763879776
115469,0.4175999164581299,0.0005845999112352729,0.485639750957489,0.5720059871673584,0.5720059871673584,0.5720059871673584
115569,0.4757236838340759,0.0005532075301744044,0.4857040047645569,0.5997850298881531,0.5997850298881531,0.5997850298881531
115669,0.536332905292511,0.0005204727058298886,0.4859106242656708,0.6224465370178223,0.6224465370178223,0.6224465370178223
115769,0.5989216566085815,0.0004866687813773751,0.4862515926361084,0.6395705938339233,0.6395705938339233,0.6395705938339233
115869,0.6629290580749512,0.0004520985239651054,0.48671647906303406,0.6508325934410095,0.6508325934410095,0.6508325934410095
115969,0.7277382016181946,0.0004170956090092659,0.4872925281524658,0.6686652898788452,0.6686652898788452,0.6686652898788452
116069,0.7927700281143188,0.0003819719422608614,0.4879656136035919,0.6920608878135681,0.6920608878135681,0.6920608878135681
116169,0.8573886752128601,0.000347071880241856,0.48871979117393494,0.6986061334609985,0.6986061334609985,0.6986061334609985
116269,0.9147055149078369,0.0003161152417305857,0.4894542694091797,0.6362968683242798,0.6362968683242798,0.6362968683242798
116369,0.9769070148468018,0.00028252025367692113,0.490316241979599,0.6179230213165283,0.6179230213165283,0.6179230213165283
116469,1.0370229482650757,0.0002500518749002367,0.4912099242210388,0.5940911173820496,0.5940911173820496,0.5940911173820496
116569,1.0945242643356323,0.00021899542480241507,0.49211785197257996,0.5652559995651245,0.5652559995651245,0.5652559995651245
116669,1.1489338874816895,0.00018960917077492923,0.49302324652671814,0.5319757461547852,0.5319757461547852,0.5319757461547852
116769,1.199846625328064,0.00016211182810366154,0.4939103424549103,0.4948843717575073,0.4948843717575073,0.4948843717575073
116869,1.2469340562820435,0.00013667979510501027,0.494765043258667,0.4546867311000824,0.4546867311000824,0.4546867311000824
116969,1.2899121046066284,0.00011346772953402251,0.4955739676952362,0.41217315196990967,0.41217315196990967,0.41217315196990967
117069,1.3285915851593018,9.257642523152754e-05,0.4963262677192688,0.3681729733943939,0.3681729733943939,0.3681729733943939
117169,1.3628753423690796,7.406077929772437e-05,0.49701306223869324,0.32353904843330383,0.32353904843330383,0.32353904843330383
117269,1.3927395343780518,5.793099626316689e-05,0.4976275563240051,0.27915158867836,0.27915158867836,0.27915158867836
