timestamp,posCtrlIndi.velRef_x,posCtrlIndi.velRef_y,posCtrlIndi.velRef_z,posCtrlIndi.angS_roll,posCtrlIndi.angS_pitch,posCtrlIndi.angS_yaw
210206,0.0,0.0,0.0,0.0,0.0,0.0
210306,0.0,0.0,0.0,0.0,0.0,0.0
210406,0.0,0.0,0.0,0.0,0.0,0.0
210506,0.0,0.0,0.0,0.0,0.0,0.0
210606,0.0,0.0,0.0,0.0,0.0,0.0
210706,0.0,0.0,0.0,0.0,0.0,0.0
210806,0.0,0.0,0.0,0.0,0.0,0.0
210906,0.0,0.0,0.0,0.0,0.0,0.0
211006,0.0,0.0,0.0,0.0,0.0,0.0
211106,0.0,0.0,0.0,0.0,0.0,0.0
211206,0.0,0.0,0.0,0.0,0.0,0.0
211306,0.0,0.0,0.0,0.0,0.0,0.0
211406,0.0,0.0,0.0,0.0,0.0,0.0
211506,0.0,0.0,0.0,0.0,0.0,0.0
211606,0.0,0.0,0.0,0.0,0.0,0.0
211706,0.0,0.0,0.0,0.0,0.0,0.0
211806,0.0,0.0,0.0,0.0,0.0,0.0
211906,0.0,0.0,0.0,0.0,0.0,0.0
212006,0.0,0.0,0.0,0.0,0.0,0.0
212106,0.0,0.0,0.0,0.0,0.0,0.0
212206,0.0,0.0,0.0,0.0,0.0,0.0
212306,0.0,0.0,0.0,0.0,0.0,0.0
212406,0.0,0.0,0.0,0.0,0.0,0.0
212506,0.0,0.0,0.0,0.0,0.0,0.0
212606,0.0,0.0,0.0,0.0,0.0,0.0
212706,0.0,0.0,0.0,0.0,0.0,0.0
212806,0.0,0.0,0.0,0.0,0.0,0.0
212906,0.0,0.0,0.0,0.0,0.0,0.0
213006,0.0,0.0,0.0,0.0,0.0,0.0
213106,0.0,0.0,0.0,0.0,0.0,0.0
213206,0.0,0.0,0.0,0.0,0.0,0.0
213306,0.0,0.0,0.0,0.0,0.0,0.0
213406,0.0,0.0,0.0,0.0,0.0,0.0
213509,0.0,0.0,0.0,0.0,0.0,0.0
213609,0.0,0.0,0.0,0.0,0.0,0.0
213706,0.0,0.0,0.0,0.0,0.0,0.0
213809,0.0,0.0,0.0,0.0,0.0,0.0
213906,0.0,0.0,0.0,0.0,0.0,0.0
214006,0.0,0.0,0.0,0.0,0.0,0.0
214108,0.0,0.0,0.0,0.0,0.0,0.0
214206,0.0,0.0,0.0,0.0,0.0,0.0
214306,0.0,0.0,0.0,0.0,0.0,0.0
214406,0.0,0.0,0.0,0.0,0.0,0.0
214506,0.0,0.0,0.0,0.0,0.0,0.0
214609,0.0,0.0,0.0,0.0,0.0,0.0
214709,0.0,0.0,0.0,0.0,0.0,0.0
214809,0.0,0.0,0.0,0.0,0.0,0.0
214909,0.0,0.0,0.0,0.0,0.0,0.0
215009,0.0,0.0,0.0,0.0,0.0,0.0
215108,0.0,0.0,0.0,0.0,0.0,0.0
215209,0.0,0.0,0.0,0.0,0.0,0.0
215309,0.0,0.0,0.0,0.0,0.0,0.0
215409,0.0,0.0,0.0,0.0,0.0,0.0
215506,0.0,0.0,0.0,0.0,0.0,0.0
215609,0.0,0.0,0.0,0.0,0.0,0.0
215706,0.0,0.0,0.0,0.0,0.0,0.0
215806,0.0,0.0,0.0,0.0,0.0,0.0
215908,0.0,0.0,0.0,0.0,0.0,0.0
216008,0.0,0.0,0.0,0.0,0.0,0.0
216108,0.0,0.0,0.0,0.0,0.0,0.0
216207,0.0,0.0,0.0,0.0,0.0,0.0
216307,0.0,0.0,0.0,0.0,0.0,0.0
216406,0.0,0.0,0.0,0.0,0.0,0.0
216506,0.0,0.0,0.0,0.0,0.0,0.0
216606,0.0,0.0,0.0,0.0,0.0,0.0
216707,0.0,0.0,0.0,0.0,0.0,0.0
216806,0.0,0.0,0.0,0.0,0.0,0.0
216906,0.0,0.0,0.0,0.0,0.0,0.0
217006,0.0,0.0,0.0,0.0,0.0,0.0
217106,0.0,0.0,0.0,0.0,0.0,0.0
217206,0.0,0.0,0.0,0.0,0.0,0.0
217306,0.0,0.0,0.0,0.0,0.0,0.0
217406,0.0,0.0,0.0,0.0,0.0,0.0
217506,0.0,0.0,0.0,0.0,0.0,0.0
217606,0.0,0.0,0.0,0.0,0.0,0.0
217706,0.0,0.0,0.0,0.0,0.0,0.0
217806,0.0,0.0,0.0,0.0,0.0,0.0
217906,0.0,0.0,0.0,0.0,0.0,0.0
218006,0.0,0.0,0.0,0.0,0.0,0.0
218106,0.0,0.0,0.0,0.0,0.0,0.0
218206,0.0,0.0,0.0,0.0,0.0,0.0
218306,0.0,0.0,0.0,0.0,0.0,0.0
218406,0.0,0.0,0.0,0.0,0.0,0.0
218506,0.0,0.0,0.0,0.0,0.0,0.0
218609,0.0,0.0,0.0,0.0,0.0,0.0
218709,0.0,0.0,0.0,0.0,0.0,0.0
218806,0.0,0.0,0.0,0.0,0.0,0.0
218908,0.0,0.0,0.0,0.0,0.0,0.0
219008,0.0,0.0,0.0,0.0,0.0,0.0
219108,0.0,0.0,0.0,0.0,0.0,0.0
219208,0.0,0.0,0.0,0.0,0.0,0.0
219308,0.0,0.0,0.0,0.0,0.0,0.0
219407,0.0,0.0,0.0,0.0,0.0,0.0
219507,0.0,0.0,0.0,0.0,0.0,0.0
219607,0.0,0.0,0.0,0.0,0.0,0.0
219706,0.0,0.0,0.0,0.0,0.0,0.0
219806,0.0,0.0,0.0,0.0,0.0,0.0
219907,0.0,0.0,0.0,0.0,0.0,0.0
220007,0.0,0.0,0.0,0.0,0.0,0.0
220106,0.0,0.0,0.0,0.0,0.0,0.0
220206,0.0,0.0,0.0,0.0,0.0,0.0
220306,0.0,0.0,0.0,0.0,0.0,0.0
220406,0.0,0.0,0.0,0.0,0.0,0.0
220507,0.0,0.0,0.0,0.0,0.0,0.0
220606,0.0,0.0,0.0,0.0,0.0,0.0
220706,0.0,0.0,0.0,0.0,0.0,0.0
220806,0.0,0.0,0.0,0.0,0.0,0.0
220906,0.0,0.0,0.0,0.0,0.0,0.0
221006,0.0,0.0,0.0,0.0,0.0,0.0
221107,0.0,0.0,0.0,0.0,0.0,0.0
221206,0.0,0.0,0.0,0.0,0.0,0.0
221306,0.0,0.0,0.0,0.0,0.0,0.0
221406,0.0,0.0,0.0,0.0,0.0,0.0
221506,0.0,0.0,0.0,0.0,0.0,0.0
221606,0.0,0.0,0.0,0.0,0.0,0.0
221707,0.0,0.0,0.0,0.0,0.0,0.0
221806,0.0,0.0,0.0,0.0,0.0,0.0
221906,0.0,0.0,0.0,0.0,0.0,0.0
222006,0.0,0.0,0.0,0.0,0.0,0.0
222106,0.0,0.0,0.0,0.0,0.0,0.0
222206,0.0,0.0,0.0,0.0,0.0,0.0
222306,0.0,0.0,0.0,0.0,0.0,0.0
222406,0.0,0.0,0.0,0.0,0.0,0.0
222506,0.0,0.0,0.0,0.0,0.0,0.0
222606,0.0,0.0,0.0,0.0,0.0,0.0
222706,0.0,0.0,0.0,0.0,0.0,0.0
222806,0.0,0.0,0.0,0.0,0.0,0.0
222906,0.0,0.0,0.0,0.0,0.0,0.0
223006,0.0,0.0,0.0,0.0,0.0,0.0
223106,0.0,0.0,0.0,0.0,0.0,0.0
223206,0.0,0.0,0.0,0.0,0.0,0.0
