timestamp,sensfusion6.gravityZ,sensfusion6.accZbase,sensfusion6.isInit,sensfusion6.isCalibrated
69503,0.0,1.0,0,0
69603,0.0,1.0,0,0
69703,0.0,1.0,0,0
69803,0.0,1.0,0,0
69903,0.0,1.0,0,0
70003,0.0,1.0,0,0
70103,0.0,1.0,0,0
70203,0.0,1.0,0,0
70303,0.0,1.0,0,0
70403,0.0,1.0,0,0
70503,0.0,1.0,0,0
70603,0.0,1.0,0,0
70703,0.0,1.0,0,0
70803,0.0,1.0,0,0
70903,0.0,1.0,0,0
71003,0.0,1.0,0,0
71103,0.0,1.0,0,0
71203,0.0,1.0,0,0
71303,0.0,1.0,0,0
71403,0.0,1.0,0,0
71503,0.0,1.0,0,0
71603,0.0,1.0,0,0
71703,0.0,1.0,0,0
71803,0.0,1.0,0,0
71903,0.0,1.0,0,0
72003,0.0,1.0,0,0
72103,0.0,1.0,0,0
72203,0.0,1.0,0,0
72303,0.0,1.0,0,0
72403,0.0,1.0,0,0
72503,0.0,1.0,0,0
72603,0.0,1.0,0,0
72703,0.0,1.0,0,0
72803,0.0,1.0,0,0
72903,0.0,1.0,0,0
73003,0.0,1.0,0,0
73103,0.0,1.0,0,0
73203,0.0,1.0,0,0
73303,0.0,1.0,0,0
73404,0.0,1.0,0,0
73503,0.0,1.0,0,0
73603,0.0,1.0,0,0
73703,0.0,1.0,0,0
73803,0.0,1.0,0,0
73903,0.0,1.0,0,0
74003,0.0,1.0,0,0
74103,0.0,1.0,0,0
74203,0.0,1.0,0,0
74303,0.0,1.0,0,0
74403,0.0,1.0,0,0
74503,0.0,1.0,0,0
74603,0.0,1.0,0,0
74703,0.0,1.0,0,0
74803,0.0,1.0,0,0
74903,0.0,1.0,0,0
75003,0.0,1.0,0,0
75103,0.0,1.0,0,0
75203,0.0,1.0,0,0
75303,0.0,1.0,0,0
75403,0.0,1.0,0,0
75505,0.0,1.0,0,0
75605,0.0,1.0,0,0
75703,0.0,1.0,0,0
75805,0.0,1.0,0,0
75905,0.0,1.0,0,0
76005,0.0,1.0,0,0
76104,0.0,1.0,0,0
76204,0.0,1.0,0,0
76305,0.0,1.0,0,0
76404,0.0,1.0,0,0
76505,0.0,1.0,0,0
76604,0.0,1.0,0,0
76704,0.0,1.0,0,0
76803,0.0,1.0,0,0
76903,0.0,1.0,0,0
77004,0.0,1.0,0,0
77104,0.0,1.0,0,0
77203,0.0,1.0,0,0
77303,0.0,1.0,0,0
77403,0.0,1.0,0,0
77503,0.0,1.0,0,0
77603,0.0,1.0,0,0
77703,0.0,1.0,0,0
77803,0.0,1.0,0,0
77903,0.0,1.0,0,0
78003,0.0,1.0,0,0
78103,0.0,1.0,0,0
78203,0.0,1.0,0,0
78303,0.0,1.0,0,0
78403,0.0,1.0,0,0
78503,0.0,1.0,0,0
78603,0.0,1.0,0,0
