timestamp,pid_attitude.yaw_outP,pid_attitude.yaw_outI,pid_attitude.yaw_outD
210167,26.75884437561035,0.008919615298509598,780.4662475585938
210267,26.473731994628906,0.008824577555060387,772.1505126953125
210367,26.457908630371094,0.008819302543997765,771.6889038085938
210467,26.396568298339844,0.008798856288194656,769.8998413085938
210569,26.555011749267578,0.008851670660078526,774.5211181640625
210667,26.47609519958496,0.008825365453958511,772.2193603515625
210767,26.68732452392578,0.00889577530324459,778.3802490234375
210870,26.762176513671875,0.008920726366341114,780.5634765625
210967,26.904499053955078,0.008968167006969452,784.7145385742188
211069,26.980953216552734,0.00899365171790123,786.9444580078125
211169,-0.031139373779296875,-0.0004750146472360939,-0.08820295333862305
211269,-0.2295083999633789,0.0001006966267595999,-5.787765979766846
211367,-3.0878219604492188,-0.031605370342731476,0.0
211469,-5.103521347045898,-0.11302709579467773,0.0
211569,-0.9290914535522461,-0.16622823476791382,0.0
211668,0.4678924083709717,-0.1719161868095398,0.0
211769,1.9791111946105957,-0.14948730170726776,0.0
211869,0.4455687403678894,-0.12870118021965027,0.0
211967,-1.477409839630127,-0.14025087654590607,2.2679977416992188
212069,-3.463655471801758,-0.18366815149784088,0.0
212169,-3.8591701984405518,-0.2463337630033493,0.0
212269,-3.820957660675049,-0.3117721676826477,0.0
212369,-3.4300456047058105,-0.37227749824523926,1.5597089529037476
212469,-3.408942699432373,-0.4267195463180542,0.0010639427928254008
212567,-3.475151538848877,-0.4825914800167084,0.0
212669,-3.5053532123565674,-0.5418530702590942,0.0010013579158112407
212769,-3.6348767280578613,-0.6018180847167969,0.0009492038516327739
212869,-3.66167950630188,-0.6623998880386353,0.0008970497874543071
212969,-3.0215821266174316,-0.7170292139053345,0.0
213069,-2.5468814373016357,-0.7635135054588318,0.0
213169,-2.175060510635376,-0.8024536371231079,0.0
213269,-2.0782406330108643,-0.8370994329452515,0.0
213367,-2.224825620651245,-0.8711692094802856,0.0
213469,-2.372650623321533,-0.909963071346283,0.0
213568,-2.7481303215026855,-0.9525649547576904,0.0
213668,-2.931295394897461,-0.9992920756340027,0.0
213769,-2.9676222801208496,-1.049805760383606,0.0
213867,-2.3909850120544434,-1.0932132005691528,0.0
213967,-2.0820558071136475,-1.1309462785720825,0.0
214067,-2.052617073059082,-1.1648967266082764,0.0
214167,-2.218946695327759,-1.1995528936386108,-0.45051196217536926
214267,-1.9866371154785156,-1.2334685325622559,-0.7963351607322693
214367,-1.9066722393035889,-1.2661653757095337,0.28789040446281433
214467,-1.8659416437149048,-1.2987167835235596,1.0841108560562134
214568,-1.784555435180664,-1.3299756050109863,0.0
214669,-2.1493711471557617,-1.3609941005706787,0.0
214769,-2.6913437843322754,-1.400314450263977,-2.3479340076446533
214869,-3.2804651260375977,-1.4498865604400635,-1.943333387374878
214969,-3.225989818572998,-1.5036582946777344,0.0
215069,-2.6006181240081787,-1.5516290664672852,0.0
215169,-2.2280752658843994,-1.5910240411758423,0.0
215268,-2.3212153911590576,-1.628167986869812,0.0
215368,-3.1482303142547607,-1.6744706630706787,0.5370720624923706
215468,-4.335343360900879,-1.737597107887268,-0.0006049870862625539
215568,-4.698528289794922,-1.8151473999023438,-0.0005736946477554739
215667,-5.040396690368652,-1.8958555459976196,0.0
215767,-5.161240100860596,-1.980867862701416,0.0
215868,-4.9314751625061035,-2.066166877746582,0.0
215967,-4.893017292022705,-2.1483867168426514,0.0
216067,-4.706781387329102,-2.2281079292297363,0.0
216167,-4.416202068328857,-2.3020100593566895,-2.7331230640411377
216267,-3.721008539199829,-2.3687992095947266,0.0
216367,-2.72412109375,-2.4233598709106445,0.0
216467,-2.158079147338867,-2.4634416103363037,-0.025284290313720703
216567,-1.8254296779632568,-2.495514392852783,1.6217670440673828
216667,-2.281724691390991,-2.528628349304199,1.6170471906661987
216767,-2.70908784866333,-2.5729002952575684,1.110266089439392
