timestamp,posCtl.VXd,posCtl.VZp,posCtl.VZi,posCtl.VZd
210205,-0.0,0.026829462498426437,0.0001609767641639337,0.0
210305,-0.0,-0.03109297901391983,-0.00018655786698218435,-0.0
210405,-0.0,-0.012379548512399197,-7.427728996844962e-05,-0.0
210505,-0.0,-0.030324332416057587,-0.00018194598669651896,-0.0
210605,-0.0,-0.03716607764363289,-0.0002229964593425393,-0.0
210705,0.0,0.012948029674589634,7.768817886244506e-05,-0.0
210805,0.0,-0.13467904925346375,-0.0008080742554739118,-0.0
210905,0.0,-0.07257673144340515,-0.0004354603588581085,-0.0
211005,0.0,-0.03859429806470871,-0.00023156579118221998,-0.0
211105,0.0,-0.027991272509098053,-0.0001679476408753544,-0.0
211205,-0.0,-0.006472098175436258,-0.0016237347153946757,0.0
211305,-0.0,1.0583503246307373,0.024729277938604355,0.0
211405,-0.0,2.8844189643859863,0.15021610260009766,0.0
211505,0.0,5.375255584716797,0.37822669744491577,0.0
211605,0.0,8.2156982421875,0.7952153086662292,0.0
211705,-0.0,9.091170310974121,1.3354405164718628,-0.0
211805,-0.0,6.85656213760376,1.8052551746368408,-0.0
211905,0.0,4.474432945251465,2.1358225345611572,-0.0
212005,-0.0,2.045383930206299,2.3300185203552246,-0.0
212105,0.0,-0.2661660313606262,2.370008945465088,-0.0
212205,-0.0,-0.9404972195625305,2.326972484588623,-0.0
212305,-0.0,-0.747931718826294,2.270909309387207,0.0
212405,-0.0,0.4007987678050995,2.2742202281951904,0.0
212505,-0.0,1.100063681602478,2.3319220542907715,-0.0
212605,-0.0,1.431490421295166,2.4081006050109863,-0.0
212705,-0.0,1.3560868501663208,2.4806265830993652,0.0
212805,0.0,1.2430880069732666,2.5581295490264893,0.0
212905,-0.0,1.2974331378936768,2.636564016342163,-0.0
213005,-0.0,1.4229389429092407,2.7117433547973633,0.0
213105,0.0,1.1959373950958252,2.7851362228393555,0.0
213205,0.0,1.3814070224761963,2.861119508743286,-0.0
213305,0.0,1.4267114400863647,2.9369168281555176,0.0
213405,0.0,1.6404662132263184,3.0145866870880127,0.0
213505,0.0,1.1722561120986938,3.086336374282837,-0.0
213605,0.0,1.0245153903961182,3.1564180850982666,-0.0
213705,-0.0,1.4883465766906738,3.2277395725250244,0.0
213805,0.0,1.201995849609375,3.30472469329834,-0.0
213905,-0.0,0.8497516512870789,3.3710145950317383,-0.0
214005,-0.0,-1.3790184259414673,3.344301700592041,-0.0
214105,0.0,-1.8547052145004272,3.2256486415863037,0.0
214205,0.0,0.46317410469055176,3.2429006099700928,0.0
214305,-0.0,4.682278633117676,3.5054211616516113,-0.0
214405,-0.0,4.548954486846924,3.8042633533477783,-0.0
214505,-0.0,-1.2420085668563843,3.8698067665100098,-0.0
214605,-0.0,0.4703423082828522,3.8357815742492676,-0.0
214705,-0.0,0.522557258605957,3.8568296432495117,0.0
214805,-0.0,0.14509615302085876,3.8780670166015625,-0.0
214905,0.0,-0.7518803477287292,3.8706161975860596,-0.0
215005,-0.0,-0.5538475513458252,3.8466994762420654,-0.0
215105,-0.0,-0.0951509028673172,3.820925712585449,0.0
215205,-0.0,-0.31382235884666443,3.8068132400512695,-0.0
215305,-0.0,-0.40311720967292786,3.781029224395752,0.0
215405,-0.0,0.3726747930049896,3.7750906944274902,0.0
215505,0.0,0.6712213158607483,3.8079826831817627,0.0
215605,0.0,0.696635365486145,3.856318712234497,-0.0
215705,0.0,0.6972177624702454,3.8988943099975586,-0.0
215805,0.0,1.6874316930770874,3.9682250022888184,0.0
215905,-0.0,0.10416391491889954,4.017239093780518,0.0
216007,-0.0,0.734076976776123,4.042743682861328,0.0
216107,0.0,-1.846611499786377,3.985419273376465,-0.0
216207,0.0,-0.8544360995292664,3.8910789489746094,0.0
216307,-0.0,0.49405917525291443,3.874950647354126,0.0
216406,-0.0,1.046258807182312,3.9328439235687256,-0.0
216506,-0.0,3.3124797344207764,4.027085781097412,0.0
216606,-0.0,4.753984451293945,4.272825717926025,0.0
216706,-0.0,2.09340763092041,4.496561527252197,-0.0
216805,0.0,-1.3460103273391724,4.4969587326049805,-0.0
216905,-0.0,-7.310484409332275,4.269814491271973,-0.0
217006,-0.0,-3.93637752532959,3.8907179832458496,0.0
217106,0.0,2.0767223834991455,3.8759145736694336,0.0
217205,0.0,-0.5764350295066833,3.8085360527038574,0.0
217305,0.0,0.2662595510482788,3.8063693046569824,0.0
217405,-0.0,-0.668518602848053,3.8054707050323486,-0.0
217505,-0.0,-3.297515630722046,3.7065508365631104,-0.0
217605,-0.0,-5.052684307098389,3.445699691772461,0.0
217705,-0.0,-6.212028980255127,3.077925443649292,0.0
217805,-0.0,-3.907613515853882,2.7726759910583496,0.0
217905,-0.0,1.0408117771148682,2.70991587638855,0.0
218005,-0.0,4.165676116943359,2.8644442558288574,0.0
218105,-0.0,5.740978717803955,3.1862924098968506,-0.0
218205,-0.0,20.689592361450195,0.12413755059242249,0.0
218305,0.0,24.317291259765625,0.14590375125408173,0.0
218405,-0.0,10.471053123474121,0.06282632052898407,0.0
