timestamp,pid_rate.roll_outP,pid_rate.roll_outI,pid_rate.roll_outD,pid_rate.pitch_outP,pid_rate.pitch_outI,pid_rate.pitch_outD
210178,1901.93603515625,7.6077446937561035,9509.6796875,1506.046875,6.024188041687012,7530.234375
210278,1762.30419921875,7.0492167472839355,8811.5205078125,872.3301391601562,3.4893205165863037,4361.650390625
210378,1669.0211181640625,6.676084995269775,8345.10546875,851.3822021484375,3.4055287837982178,4256.91064453125
210478,1578.753173828125,6.315013408660889,7893.765625,766.2931518554688,3.0651729106903076,3831.4658203125
210578,1517.8968505859375,6.071588039398193,7589.484375,686.3333129882812,2.745333433151245,3431.666259765625
210678,1209.9146728515625,4.839658737182617,6049.5732421875,64.75323486328125,0.25901293754577637,323.76617431640625
210778,993.21142578125,3.972846031188965,4966.05712890625,24.25338363647461,0.09701354056596756,121.26690673828125
210878,1634.2572021484375,6.537029266357422,8171.28515625,221.1526641845703,0.8846107125282288,1105.76318359375
210978,1297.3748779296875,5.189499855041504,6486.8740234375,499.9336242675781,1.99973464012146,2499.66796875
211078,1536.342041015625,6.1453680992126465,7681.70947265625,656.7308349609375,2.6269233226776123,3283.65380859375
211178,1988.699462890625,236.83106994628906,607.798095703125,-382.78704833984375,161.78543090820312,-224.5509490966797
211278,2622.890380859375,601.5040283203125,2113.447021484375,-1981.2677001953125,-110.94183349609375,-22.373794555664062
211378,2078.815673828125,1228.4266357421875,-2522.474365234375,-2063.99755859375,-408.5249938964844,-219.88629150390625
211478,-1156.5714111328125,279.4325866699219,3975.367431640625,-2046.435546875,-438.6303405761719,93.40644073486328
211580,3438.425048828125,-68.52532958984375,2111.7734375,611.4277954101562,-1153.5758056640625,449.7527770996094
211680,-3832.963623046875,-351.47998046875,2058.197265625,-4059.283203125,-1538.420166015625,-2000.7550048828125
211780,-2301.580322265625,-203.4202423095703,-868.0819702148438,532.3672485351562,-1940.44091796875,845.6456298828125
211880,101.54605102539062,-574.535888671875,447.9765625,-6294.4130859375,-2309.690673828125,1212.1318359375
211979,-1815.5611572265625,-692.7687377929688,574.6090087890625,-1457.8055419921875,-2208.9052734375,-2086.039794921875
212079,165.47674560546875,-693.0340576171875,-926.156494140625,654.7467651367188,-2537.9658203125,-291.1996765136719
212179,319.9271545410156,-932.6795043945312,675.1988525390625,-895.7596435546875,-2531.101318359375,-506.7801208496094
212279,-1790.5386962890625,-1000.1781005859375,-966.9082641601562,-199.18463134765625,-2557.552978515625,-1125.823974609375
212379,-192.1276092529297,-923.9614868164062,163.3236541748047,-130.884521484375,-2601.886474609375,530.6494140625
212478,1542.7017822265625,-1080.3671875,1636.851318359375,-976.14990234375,-2657.672607421875,177.4591064453125
212578,-2123.80224609375,-1211.544677734375,941.3611450195312,-347.18109130859375,-2655.203857421875,-585.17724609375
212678,-628.2774658203125,-1230.5369873046875,-417.69232177734375,609.4088134765625,-2759.642822265625,-244.18978881835938
212778,450.86981201171875,-1359.3243408203125,-223.76773071289062,-217.3368377685547,-2829.95849609375,-175.56532287597656
212878,551.197265625,-1407.5711669921875,617.0245971679688,-773.4664306640625,-2897.915283203125,-1359.70849609375
212978,-425.7620544433594,-1484.5858154296875,-98.14500427246094,-909.21728515625,-2929.25634765625,352.69708251953125
213078,-1095.1363525390625,-1586.84716796875,396.06689453125,-180.5263214111328,-2981.414306640625,151.10194396972656
213178,-897.8604125976562,-1598.5126953125,-152.32562255859375,-595.377685546875,-3035.653564453125,89.17212677001953
213278,127.81351470947266,-1619.3751220703125,-523.4522705078125,-197.97325134277344,-3074.50439453125,248.84400939941406
213378,806.541015625,-1609.689453125,70.58769226074219,-1111.090576171875,-3131.626708984375,488.7479248046875
213478,206.82888793945312,-1635.3389892578125,288.3431396484375,-91.19391632080078,-3144.137939453125,904.0194091796875
213578,-235.1337127685547,-1568.4588623046875,-22.270679473876953,-153.60069274902344,-3233.491455078125,211.1148681640625
213678,1217.045654296875,-1548.960693359375,-308.4927673339844,-791.1390991210938,-3290.549560546875,-326.5303039550781
213778,39.59716796875,-1538.281494140625,60.88100051879883,192.57485961914062,-3400.309814453125,568.4309692382812
213878,-224.47573852539062,-1577.7257080078125,-272.86944580078125,108.5099868774414,-3433.320556640625,778.0616455078125
213978,-631.2445678710938,-1560.66015625,33.95944595336914,461.6377258300781,-3442.196044921875,-4.919766902923584
214078,228.7037353515625,-1602.493408203125,840.0332641601562,-268.5194091796875,-3433.10595703125,-230.89883422851562
214178,-2222.201416015625,-1464.77294921875,-92.5445556640625,8406.6201171875,-4133.84033203125,2118.8115234375
214278,-1564.657470703125,-1524.3433837890625,31.108854293823242,-7356.17431640625,-3505.7490234375,-356.3189392089844
214378,-6.205916404724121,-1589.170166015625,-1903.2408447265625,1365.365478515625,-4015.944091796875,1118.503662109375
214478,1731.953369140625,-1823.3504638671875,1514.424560546875,-1233.876708984375,-3954.833251953125,274.4686584472656
214578,1973.24169921875,-1794.6927490234375,308.5690612792969,-5061.2958984375,-4238.888671875,2006.62841796875
214678,-415.84490966796875,-1798.295166015625,86.10516357421875,-1107.247314453125,-3920.982666015625,-1069.2449951171875
214778,828.938232421875,-1631.5657958984375,-296.73931884765625,1080.4254150390625,-4185.77099609375,-659.9730224609375
214878,731.493408203125,-1639.3607177734375,519.8943481445312,-133.5787811279297,-4296.61474609375,-1048.14404296875
214978,29.858827590942383,-1613.4150390625,49.21227264404297,-967.2935180664062,-4302.48486328125,-541.3269653320312
215078,-378.3094177246094,-1591.3538818359375,-847.0529174804688,297.9514465332031,-4334.52978515625,636.2819213867188
215178,433.5293884277344,-1611.5804443359375,-95.95230102539062,-491.99224853515625,-4365.57373046875,1049.72119140625
215278,-588.9750366210938,-1627.1312255859375,-2218.075927734375,578.281982421875,-4425.5400390625,1408.932861328125
215378,903.4548950195312,-1481.95849609375,1029.594482421875,-688.1923828125,-4514.19287109375,87.4894790649414
215478,676.5849609375,-1388.1622314453125,-1691.769287109375,-391.2109680175781,-4588.23388671875,-512.6904907226562
215578,49.78513717651367,-1401.9376220703125,-944.01953125,-542.7545166015625,-4593.716796875,139.25015258789062
215678,-208.06690979003906,-1389.4185791015625,-567.9237670898438,-113.56836700439453,-4643.03076171875,-745.659423828125
215778,-626.2691040039062,-1380.494140625,1281.398193359375,911.347412109375,-4652.05712890625,-861.3311767578125
215878,-261.5499572753906,-1504.0235595703125,565.9684448242188,1774.5462646484375,-4381.64306640625,-1578.6009521484375
215978,-502.3951416015625,-1462.946533203125,167.999267578125,387.82977294921875,-4531.51513671875,-1028.673583984375
216078,-408.5788879394531,-1614.7117919921875,1786.548583984375,-1492.1090087890625,-4905.3125,2246.56689453125
216178,-780.480712890625,-1431.633056640625,-18.18984603881836,-1745.4400634765625,-4406.5556640625,-327.4166564941406
216278,-311.9814758300781,-1504.8548583984375,-21.088272094726562,1030.933349609375,-4338.92529296875,-1451.3641357421875
216378,-462.6812438964844,-1578.7613525390625,4.712044715881348,766.1195068359375,-4261.67822265625,-322.79071044921875
216478,1410.4197998046875,-1720.9197998046875,280.52923583984375,-774.5155029296875,-4262.81982421875,-591.2184448242188
216578,-808.29638671875,-1683.049072265625,642.5687255859375,-588.16064453125,-4171.3359375,-1155.52001953125
216678,-318.3780822753906,-1713.96240234375,441.34674072265625,160.88211059570312,-4278.99609375,166.2731170654297
216778,-211.2038116455078,-1664.8797607421875,59.669166564941406,-10.476350784301758,-4289.33349609375,-531.488037109375
216878,372.3620300292969,-1626.4271240234375,-103.38782501220703,949.7117309570312,-4134.70458984375,810.3701171875
216978,4945.49169921875,-1408.764892578125,-2884.78125,-9447.08203125,-3400.42041015625,465.38348388671875
217078,-570.8895874023438,-1479.848876953125,1845.63330078125,3668.347900390625,-3501.4775390625,-1915.3856201171875
217178,-1775.3477783203125,-1725.752197265625,1753.2152099609375,2774.900390625,-4811.2958984375,12273.6923828125
217278,-2232.96826171875,-1344.191650390625,-1515.26318359375,-6969.6259765625,-3296.83642578125,-83.23431396484375
217378,1509.494384765625,-1436.59228515625,-444.69891357421875,4955.5791015625,-3097.127197265625,1375.815673828125
217478,1157.854248046875,-1479.4569091796875,-206.88414001464844,2626.1806640625,-3126.8857421875,2045.403564453125
217578,62.322853088378906,-1395.09228515625,-1077.91650390625,-750.0884399414062,-2862.980712890625,-1804.4256591796875
217678,93.53673553466797,-1396.82470703125,-2152.583984375,1567.2760009765625,-2826.759765625,-489.611572265625
217778,849.1253662109375,-1344.9827880859375,-87.64087677001953,-226.71556091308594,-2750.541259765625,-605.0014038085938
217878,329.3017883300781,-1184.6053466796875,-620.2411499023438,-1468.4736328125,-2705.3076171875,-1615.396728515625
217978,408.7402038574219,-1173.50048828125,-546.6235961914062,279.42156982421875,-2776.20361328125,86.17282104492188
218078,-667.9375610351562,-1373.875,488.1390686035156,-185.0056610107422,-3002.38916015625,240.17453002929688
218178,-7364.02978515625,-29.45612144470215,-36820.1484375,-5915.537109375,-23.662147521972656,-29577.68359375
218278,34141.74609375,136.56700134277344,170708.734375,38603.54296875,154.4141845703125,193017.6875
218378,-16048.837890625,-64.19535827636719,-80244.1875,37214.92578125,148.85972595214844,186074.625
218478,8247.169921875,32.988677978515625,41235.84375,2244.16455078125,8.97665786743164,11220.8212890625
218578,587.9902954101562,2.351961374282837,2939.951171875,1415.935791015625,5.663743019104004,7079.67822265625
218678,773.8597412109375,3.0954391956329346,3869.29833984375,197.48049926757812,0.7899219989776611,987.4024047851562
218778,631.6869506835938,2.526747703552246,3158.4345703125,519.8599853515625,2.079440116882324,2599.299560546875
218880,840.4412231445312,3.361765146255493,4202.2060546875,504.7001953125,2.018800973892212,2523.500732421875
218979,571.4121704101562,2.2856485843658447,2857.060546875,431.5837707519531,1.7263351678848267,2157.918701171875
219079,778.6697998046875,3.1146790981292725,3893.3486328125,724.5560913085938,2.898224353790283,3622.7802734375
219179,839.716064453125,3.3588645458221436,4198.580078125,745.1965942382812,2.9807863235473633,3725.982666015625
219279,795.3930053710938,3.1815719604492188,3976.96484375,960.3621826171875,3.841449022293091,4801.810546875
219379,941.7061767578125,3.766824960708618,4708.53076171875,1072.1737060546875,4.288695335388184,5360.86865234375
219478,924.052490234375,3.6962099075317383,4620.26220703125,1003.4977416992188,4.013990879058838,5017.48828125
219578,1007.070556640625,4.028282165527344,5035.3525390625,1058.638427734375,4.234554290771484,5293.1923828125
219678,1003.8888549804688,4.015555381774902,5019.44384765625,1122.3751220703125,4.489500522613525,5611.87548828125
219778,1198.8665771484375,4.795466423034668,5994.3330078125,1266.5572509765625,5.066228866577148,6332.78564453125
219878,1126.3182373046875,4.50527286529541,5631.5908203125,1012.1184692382812,4.048474311828613,5060.591796875
219978,1008.28955078125,4.033158302307129,5041.44775390625,1087.1728515625,4.348691463470459,5435.8642578125
220078,1338.5965576171875,5.354386806488037,6692.98291015625,1521.8685302734375,6.087474346160889,7609.3427734375
220178,245.97174072265625,0.9838870167732239,1229.858642578125,1677.8431396484375,6.7113728523254395,8389.21484375
220278,439.7601318359375,1.7590404748916626,2198.800537109375,1331.478759765625,5.325915336608887,6657.39306640625
220378,479.8651428222656,1.919460654258728,2399.32568359375,1294.7945556640625,5.179178237915039,6473.97265625
220478,817.5846557617188,3.270338773727417,4087.9228515625,1608.7432861328125,6.434973239898682,8043.71630859375
220578,622.76708984375,2.4910686016082764,3113.83544921875,1603.313720703125,6.413254737854004,8016.56787109375
220678,1006.0892333984375,4.024356842041016,5030.44580078125,1305.994384765625,5.223978042602539,6529.9716796875
220778,1529.182861328125,6.116732120513916,7645.9140625,1456.106689453125,5.824427127838135,7280.53271484375
220878,1709.8690185546875,6.839476585388184,8549.3447265625,1263.2584228515625,5.053033828735352,6316.2919921875
220978,1497.970458984375,5.99188232421875,7489.8515625,1289.1083984375,5.156433582305908,6445.54150390625
221078,729.61865234375,2.9184749126434326,3648.09326171875,1485.852783203125,5.943411350250244,7429.263671875
221178,1204.994873046875,4.819979667663574,6024.974609375,1467.6927490234375,5.8707709312438965,7338.462890625
221278,616.99365234375,2.467974901199341,3084.96826171875,1115.2039794921875,4.460816383361816,5576.02001953125
221378,863.6837158203125,3.454735040664673,4318.41845703125,1699.0814208984375,6.796326160430908,8495.40625
221478,935.1260375976562,3.740504264831543,4675.63037109375,1382.55419921875,5.530216693878174,6912.7705078125
221578,1047.0465087890625,4.1881866455078125,5235.232421875,1453.3280029296875,5.81331205368042,7266.64013671875
221678,1147.8404541015625,4.591361999511719,5739.2021484375,1354.404052734375,5.417616367340088,6772.0205078125
221778,1218.8546142578125,4.875418663024902,6094.27294921875,1459.662353515625,5.838649272918701,7298.31103515625
221878,1229.650146484375,4.918601036071777,6148.25,1285.38134765625,5.141525745391846,6426.90625
221978,1206.97119140625,4.827885150909424,6034.85546875,1404.4127197265625,5.617650985717773,7022.0634765625
222078,1044.721435546875,4.178886413574219,5223.607421875,1777.7882080078125,7.1111531257629395,8888.9404296875
222178,890.0995483398438,3.5603983402252197,4450.49755859375,1433.784423828125,5.735137939453125,7168.92138671875
222278,866.4797973632812,3.4659194946289062,4332.39892578125,1290.5712890625,5.162285804748535,6452.8564453125
222378,802.185546875,3.208742141723633,4010.927490234375,1544.23779296875,6.1769514083862305,7721.1884765625
222478,590.8732299804688,2.363492965698242,2954.3662109375,1297.6300048828125,5.190520286560059,6488.1494140625
222578,847.935546875,3.391742467880249,4239.677734375,1212.76513671875,4.851060390472412,6063.8251953125
222678,986.7906494140625,3.9471631050109863,4933.953125,1246.06103515625,4.9842448234558105,6230.30517578125
222778,811.59716796875,3.2463889122009277,4057.985595703125,1361.2767333984375,5.445107460021973,6806.3837890625
222878,1417.899658203125,5.671598434448242,7089.49755859375,1272.567626953125,5.090270519256592,6362.837890625
222978,1433.6324462890625,5.734530448913574,7168.162109375,1218.866455078125,4.875466346740723,6094.33203125
223078,1218.18603515625,4.872744560241699,6090.9296875,1658.0364990234375,6.63214635848999,8290.181640625
223178,2390.997802734375,266.1707763671875,371.3667297363281,2741.043212890625,220.4174041748047,167.82164001464844
223278,1262.803466796875,396.5939025878906,-426.71978759765625,3859.4853515625,989.824462890625,594.826904296875
