timestamp,lighthouse.validAngles,lighthouse.rawAngle0x,lighthouse.rawAngle0y,lighthouse.rawAngle1x,lighthouse.rawAngle1y,lighthouse.angle0x,lighthouse.angle0y
153885,0,0.0,0.0,0.0,0.0,0.448176771402359,-0.5526478886604309
153985,0,0.0,0.0,0.0,0.0,0.44824203848838806,-0.5526620149612427
154085,0,0.0,0.0,0.0,0.0,0.44820281863212585,-0.5526341795921326
154185,0,0.0,0.0,0.0,0.0,0.44824865460395813,-0.552653431892395
154285,0,0.0,0.0,0.0,0.0,0.44817033410072327,-0.5526760220527649
154386,0,0.0,0.0,0.0,0.0,0.44829416275024414,-0.5525949001312256
154485,0,0.0,0.0,0.0,0.0,0.44824203848838806,-0.5526620149612427
154585,0,0.0,0.0,0.0,0.0,0.44820940494537354,-0.5526255965232849
154685,0,0.0,0.0,0.0,0.0,0.44829440116882324,-0.5526731610298157
154785,0,0.0,0.0,0.0,0.0,0.44821593165397644,-0.5526955127716064
154885,0,0.0,0.0,0.0,0.0,0.4482616186141968,-0.5526174306869507
154985,0,0.0,0.0,0.0,0.0,0.44826799631118774,-0.5525305271148682
155085,0,0.0,0.0,0.0,0.0,0.44823944568634033,-0.5518787503242493
155185,0,0.0,0.0,0.0,0.0,0.4484368860721588,-0.5502057075500488
155285,0,0.0,0.0,0.0,0.0,0.45012927055358887,-0.5477752089500427
155385,0,0.0,0.0,0.0,0.0,0.4547267556190491,-0.5437464118003845
155485,0,0.0,0.0,0.0,0.0,0.4623567461967468,-0.5369196534156799
155585,0,0.0,0.0,0.0,0.0,0.4726915955543518,-0.5268984436988831
155685,0,0.0,0.0,0.0,0.0,0.485016405582428,-0.5150948166847229
155785,0,0.0,0.0,0.0,0.0,0.4979747235774994,-0.5025356411933899
155885,0,0.0,0.0,0.0,0.0,0.5099416971206665,-0.49038881063461304
155985,0,0.0,0.0,0.0,0.0,0.5190874934196472,-0.4794370234012604
156085,0,0.0,0.0,0.0,0.0,0.5247328281402588,-0.4701193571090698
156185,0,0.0,0.0,0.0,0.0,0.5270214080810547,-0.46246689558029175
156285,0,0.0,0.0,0.0,0.0,0.5262843370437622,-0.4558273255825043
156385,0,0.0,0.0,0.0,0.0,0.5235410928726196,-0.449842244386673
156485,0,0.0,0.0,0.0,0.0,0.5194845199584961,-0.44430774450302124
156585,0,0.0,0.0,0.0,0.0,0.5152660012245178,-0.4393109381198883
156685,0,0.0,0.0,0.0,0.0,0.5111210346221924,-0.4349556565284729
156785,0,0.0,0.0,0.0,0.0,0.5096849799156189,-0.4335610568523407
156885,0,0.0,0.0,0.0,0.0,0.5096849799156189,-0.4335610568523407
156985,0,0.0,0.0,0.0,0.0,0.5015877485275269,-0.42863041162490845
157085,0,0.0,0.0,0.0,0.0,0.49851447343826294,-0.4290050268173218
157185,0,0.0,0.0,0.0,0.0,0.4959845244884491,-0.429456889629364
157285,0,0.0,0.0,0.0,0.0,0.493610680103302,-0.42984896898269653
157385,0,0.0,0.0,0.0,0.0,0.49089953303337097,-0.43105649948120117
157485,0,0.0,0.0,0.0,0.0,0.4869030714035034,-0.43356671929359436
157585,0,0.0,0.0,0.0,0.0,0.48158925771713257,-0.4374341368675232
157685,0,0.0,0.0,0.0,0.0,0.47480690479278564,-0.44256654381752014
157785,0,0.0,0.0,0.0,0.0,0.4666997492313385,-0.44850587844848633
157885,0,0.0,0.0,0.0,0.0,0.4573715031147003,-0.4552474915981293
157985,0,0.0,0.0,0.0,0.0,0.4467182755470276,-0.46267497539520264
158085,0,0.0,0.0,0.0,0.0,0.43497467041015625,-0.4706995189189911
158185,0,0.0,0.0,0.0,0.0,0.42199811339378357,-0.47948163747787476
158285,0,0.0,0.0,0.0,0.0,0.4077104330062866,-0.4891614317893982
158385,0,0.0,0.0,0.0,0.0,0.3923597037792206,-0.4995753765106201
158485,0,0.0,0.0,0.0,0.0,0.37582993507385254,-0.5110656023025513
158585,0,0.0,0.0,0.0,0.0,0.35771089792251587,-0.5241369009017944
158685,0,0.0,0.0,0.0,0.0,0.3538292348384857,-0.5270451307296753
158785,0,0.0,0.0,0.0,0.0,0.3538292348384857,-0.5270451307296753
158885,0,0.0,0.0,0.0,0.0,0.3538292348384857,-0.5270451307296753
158985,0,0.0,0.0,0.0,0.0,0.3538292348384857,-0.5270451307296753
159085,0,0.0,0.0,0.0,0.0,0.23883375525474548,-0.6037464737892151
159185,0,0.0,0.0,0.0,0.0,0.21014946699142456,-0.6187063455581665
159285,0,0.0,0.0,0.0,0.0,0.18135914206504822,-0.6327033638954163
159385,0,0.0,0.0,0.0,0.0,0.15874888002872467,-0.6434341073036194
159485,0,0.0,0.0,0.0,0.0,0.12551744282245636,-0.6590790152549744
159585,0,0.0,0.0,0.0,0.0,0.09914423525333405,-0.6711682677268982
159685,0,0.0,0.0,0.0,0.0,0.07885274291038513,-0.68040931224823
159785,0,0.0,0.0,0.0,0.0,0.07885274291038513,-0.68040931224823
159887,0,0.0,0.0,0.0,0.0,0.02724437415599823,-0.7033060789108276
159987,0,0.0,0.0,0.0,0.0,0.007044970989227295,-0.7120959162712097
160087,0,0.0,0.0,0.0,0.0,-0.01281014084815979,-0.7214455008506775
160187,0,0.0,0.0,0.0,0.0,-0.03285783529281616,-0.731337308883667
160286,0,0.0,0.0,0.0,0.0,-0.053218722343444824,-0.741176187992096
160386,0,0.0,0.0,0.0,0.0,-0.07320931553840637,-0.7504228353500366
160486,0,0.0,0.0,0.0,0.0,-0.09179957211017609,-0.7586482167243958
160586,0,0.0,0.0,0.0,0.0,-0.10521325469017029,-0.7641218900680542
160686,0,0.0,0.0,0.0,0.0,-0.11137963831424713,-0.7665004730224609
160786,0,0.0,0.0,0.0,0.0,-0.13223974406719208,-0.7746387720108032
160885,0,0.0,0.0,0.0,0.0,-0.13710202276706696,-0.7763670086860657
160985,0,0.0,0.0,0.0,0.0,-0.1379924863576889,-0.7772013545036316
161085,0,0.0,0.0,0.0,0.0,-0.1379924863576889,-0.7772013545036316
161185,0,0.0,0.0,0.0,0.0,-0.1379924863576889,-0.7772013545036316
161285,0,0.0,0.0,0.0,0.0,-0.12686364352703094,-0.7763311862945557
161385,0,0.0,0.0,0.0,0.0,-0.12400393187999725,-0.7792801856994629
161485,0,0.0,0.0,0.0,0.0,-0.12165381014347076,-0.7896443009376526
161585,0,0.0,0.0,0.0,0.0,-0.12240144610404968,-0.8034245371818542
161685,0,0.0,0.0,0.0,0.0,-0.1251336634159088,-0.8177386522293091
161785,0,0.0,0.0,0.0,0.0,-0.1282687485218048,-0.8285028338432312
161885,0,0.0,0.0,0.0,0.0,-0.1306387484073639,-0.8343260884284973
161985,0,0.0,0.0,0.0,0.0,-0.13317188620567322,-0.8414615392684937
162085,0,0.0,0.0,0.0,0.0,-0.13172829151153564,-0.8383229374885559
162185,0,0.0,0.0,0.0,0.0,-0.1324220597743988,-0.8404583930969238
162285,0,0.0,0.0,0.0,0.0,-0.12280005216598511,-0.8450755476951599
162385,0,0.0,0.0,0.0,0.0,-0.12212544679641724,-0.8451492190361023
162485,0,0.0,0.0,0.0,0.0,-0.12218409776687622,-0.8451573252677917
162585,0,0.0,0.0,0.0,0.0,-0.12211886048316956,-0.8451440930366516
162685,0,0.0,0.0,0.0,0.0,-0.12220415472984314,-0.8451356887817383
162785,0,0.0,0.0,0.0,0.0,-0.12215784192085266,-0.8451740741729736
162885,0,0.0,0.0,0.0,0.0,-0.12213832139968872,-0.845159113407135
162985,0,0.0,0.0,0.0,0.0,-0.12215176224708557,-0.8451324701309204
163085,0,0.0,0.0,0.0,0.0,-0.1220928430557251,-0.8451240658760071
163185,0,0.0,0.0,0.0,0.0,-0.12216433882713318,-0.8451792001724243
163285,0,0.0,0.0,0.0,0.0,-0.12215784192085266,-0.8451740741729736
163385,0,0.0,0.0,0.0,0.0,-0.12217780947685242,-0.8451524972915649
163485,0,0.0,0.0,0.0,0.0,-0.12214511632919312,-0.8451273441314697
163585,0,0.0,0.0,0.0,0.0,-0.12215176224708557,-0.8451324701309204
163685,0,0.0,0.0,0.0,0.0,-0.12214511632919312,-0.8451273441314697
163785,0,0.0,0.0,0.0,0.0,-0.12217780947685242,-0.8451524972915649
163885,0,0.0,0.0,0.0,0.0,-0.12217780947685242,-0.8451524972915649
163985,0,0.0,0.0,0.0,0.0,-0.1221323013305664,-0.845117449760437
164085,0,0.0,0.0,0.0,0.0,-0.12215816974639893,-0.845137357711792
164185,0,0.0,0.0,0.0,0.0,-0.12215784192085266,-0.8451740741729736
164285,0,0.0,0.0,0.0,0.0,-0.12213832139968872,-0.845159113407135
164385,0,0.0,0.0,0.0,0.0,-0.12217780947685242,-0.8451524972915649
164485,0,0.0,0.0,0.0,0.0,-0.12214511632919312,-0.8451273441314697
164585,0,0.0,0.0,0.0,0.0,-0.12212544679641724,-0.8451492190361023
164685,0,0.0,0.0,0.0,0.0,-0.12217780947685242,-0.8451524972915649
164785,0,0.0,0.0,0.0,0.0,-0.12209257483482361,-0.8451608419418335
164885,0,0.0,0.0,0.0,0.0,-0.12217780947685242,-0.8451524972915649
164987,0,0.0,0.0,0.0,0.0,-0.12214511632919312,-0.8451273441314697
165087,0,0.0,0.0,0.0,0.0,-0.12217780947685242,-0.8451524972915649
165187,0,0.0,0.0,0.0,0.0,-0.12217780947685242,-0.8451524972915649
165287,0,0.0,0.0,0.0,0.0,-0.12216433882713318,-0.8451792001724243
165387,0,0.0,0.0,0.0,0.0,-0.12207973003387451,-0.8451509475708008
165487,0,0.0,0.0,0.0,0.0,-0.12215784192085266,-0.8451740741729736
165587,0,0.0,0.0,0.0,0.0,-0.1221059262752533,-0.8451341986656189
165686,0,0.0,0.0,0.0,0.0,-0.12215784192085266,-0.8451740741729736
165786,0,0.0,0.0,0.0,0.0,-0.12215176224708557,-0.8451324701309204
165886,0,0.0,0.0,0.0,0.0,-0.12213832139968872,-0.845159113407135
165986,0,0.0,0.0,0.0,0.0,-0.1221974790096283,-0.8451305031776428
166087,0,0.0,0.0,0.0,0.0,-0.12213832139968872,-0.845159113407135
166187,0,0.0,0.0,0.0,0.0,-0.12215176224708557,-0.8451324701309204
166286,0,0.0,0.0,0.0,0.0,-0.1221059262752533,-0.8451341986656189
166387,0,0.0,0.0,0.0,0.0,-0.12220415472984314,-0.8451356887817383
166486,0,0.0,0.0,0.0,0.0,-0.12212544679641724,-0.8451492190361023
166585,0,0.0,0.0,0.0,0.0,-0.12215784192085266,-0.8451740741729736
166685,0,0.0,0.0,0.0,0.0,-0.1221974790096283,-0.8451305031776428
166785,0,0.0,0.0,0.0,0.0,-0.12211886048316956,-0.8451440930366516
166885,0,0.0,0.0,0.0,0.0,-0.12211886048316956,-0.8451440930366516
166985,0,0.0,0.0,0.0,0.0,-0.12211886048316956,-0.8451440930366516
167087,0,0.0,0.0,0.0,0.0,-0.11992040276527405,-0.8437474370002747
167186,0,0.0,0.0,0.0,0.0,-0.11387196183204651,-0.8405291438102722
167286,0,0.0,0.0,0.0,0.0,-0.1006486713886261,-0.8363134264945984
167386,0,0.0,0.0,0.0,0.0,-0.08476835489273071,-0.8329203128814697
167486,0,0.0,0.0,0.0,0.0,-0.06997469067573547,-0.830277144908905
167586,0,0.0,0.0,0.0,0.0,-0.05762076377868652,-0.8277270793914795
167686,0,0.0,0.0,0.0,0.0,-0.04941600561141968,-0.8241759538650513
167786,0,0.0,0.0,0.0,0.0,-0.04708683490753174,-0.8196371793746948
167887,0,0.0,0.0,0.0,0.0,-0.05075806379318237,-0.8146889209747314
167987,0,0.0,0.0,0.0,0.0,-0.0608711838722229,-0.8114181160926819
168085,0,0.0,0.0,0.0,0.0,-0.06641948223114014,-0.8104553818702698
168185,0,0.0,0.0,0.0,0.0,-0.06641948223114014,-0.8104553818702698
168285,0,0.0,0.0,0.0,0.0,-0.06641948223114014,-0.8104553818702698
168386,0,0.0,0.0,0.0,0.0,-0.11795674264431,-0.7897403836250305
168485,0,0.0,0.0,0.0,0.0,-0.11925920844078064,-0.787843644618988
168585,0,0.0,0.0,0.0,0.0,-0.11925920844078064,-0.787843644618988
168685,0,0.0,0.0,0.0,0.0,-0.12323160469532013,-0.7657771706581116
168785,0,0.0,0.0,0.0,0.0,-0.12102901935577393,-0.7624685168266296
168885,0,0.0,0.0,0.0,0.0,-0.12102901935577393,-0.7624685168266296
168985,0,0.0,0.0,0.0,0.0,-0.12102901935577393,-0.7624685168266296
169085,0,0.0,0.0,0.0,0.0,-0.12102901935577393,-0.7624685168266296
169185,0,0.0,0.0,0.0,0.0,-0.12102901935577393,-0.7624685168266296
169286,0,0.0,0.0,0.0,0.0,-0.12102901935577393,-0.7624685168266296
169385,0,0.0,0.0,0.0,0.0,-0.12102901935577393,-0.7624685168266296
169485,0,0.0,0.0,0.0,0.0,-0.05372890830039978,-0.7268457412719727
169585,0,0.0,0.0,0.0,0.0,-0.03878787159919739,-0.7261091470718384
169685,0,0.0,0.0,0.0,0.0,-0.033011019229888916,-0.7286672592163086
169785,0,0.0,0.0,0.0,0.0,-0.03734034299850464,-0.7331552505493164
169885,0,0.0,0.0,0.0,0.0,-0.04891917109489441,-0.7372083067893982
169985,0,0.0,0.0,0.0,0.0,-0.06268064677715302,-0.7394295930862427
170085,0,0.0,0.0,0.0,0.0,-0.07165302336215973,-0.7397100925445557
170185,0,0.0,0.0,0.0,0.0,-0.07165302336215973,-0.7397100925445557
170285,0,0.0,0.0,0.0,0.0,-0.07165302336215973,-0.7397100925445557
170385,0,0.0,0.0,0.0,0.0,-0.05304248631000519,-0.7233667969703674
170485,0,0.0,0.0,0.0,0.0,-0.017266273498535156,-0.7093665599822998
170585,0,0.0,0.0,0.0,0.0,0.008659854531288147,-0.6999441385269165
170685,0,0.0,0.0,0.0,0.0,0.008659854531288147,-0.6999441385269165
170785,0,0.0,0.0,0.0,0.0,0.11048853397369385,-0.6613579392433167
170885,0,0.0,0.0,0.0,0.0,0.1463632434606552,-0.6461048126220703
170985,0,0.0,0.0,0.0,0.0,0.17682954668998718,-0.6331015825271606
171085,0,0.0,0.0,0.0,0.0,0.2025221437215805,-0.6211632490158081
171185,0,0.0,0.0,0.0,0.0,0.22531390190124512,-0.6093190312385559
171285,0,0.0,0.0,0.0,0.0,0.24689655005931854,-0.5972015261650085
171385,0,0.0,0.0,0.0,0.0,0.26888492703437805,-0.5846263766288757
171485,0,0.0,0.0,0.0,0.0,0.2871164083480835,-0.5742990970611572
171585,0,0.0,0.0,0.0,0.0,0.31563037633895874,-0.5588098168373108
171685,0,0.0,0.0,0.0,0.0,0.33952513337135315,-0.5461409687995911
171785,0,0.0,0.0,0.0,0.0,0.363071084022522,-0.5335811972618103
171885,0,0.0,0.0,0.0,0.0,0.38067561388015747,-0.523576557636261
171985,0,0.0,0.0,0.0,0.0,0.40508174896240234,-0.5088965892791748
172085,0,0.0,0.0,0.0,0.0,0.4229196310043335,-0.49713394045829773
172185,0,0.0,0.0,0.0,0.0,0.43838074803352356,-0.48623621463775635
172285,0,0.0,0.0,0.0,0.0,0.4517979323863983,-0.4759834408760071
172385,0,0.0,0.0,0.0,0.0,0.4632036089897156,-0.46649783849716187
