timestamp,kalman.rtPred,kalman.rtFinal
153881,97.71836853027344,229.01463317871094
153981,97.71836853027344,229.01463317871094
154081,97.71836853027344,229.01463317871094
154181,97.71836853027344,229.01463317871094
154281,97.71836853027344,229.01463317871094
154381,97.71836853027344,229.01463317871094
154481,97.71836853027344,229.01463317871094
154581,97.71836853027344,229.01463317871094
154681,97.71836853027344,229.01463317871094
154781,97.71836853027344,229.01463317871094
154881,97.71836853027344,229.01463317871094
154981,100.0,208.1818084716797
155081,100.0,208.1818084716797
155181,100.0,208.1818084716797
155281,100.0,208.1818084716797
155381,100.0,208.1818084716797
155481,100.0,208.1818084716797
155581,100.0,208.1818084716797
155681,100.0,208.1818084716797
155781,100.0,208.1818084716797
155881,100.0,208.1818084716797
155981,100.0,208.1818084716797
156081,100.0,220.90908813476562
156181,100.0,220.90908813476562
156281,100.0,220.90908813476562
156381,100.0,220.90908813476562
156481,100.0,220.90908813476562
156581,100.0,220.90908813476562
156681,100.0,220.90908813476562
156781,100.0,220.90908813476562
156881,100.0,220.90908813476562
156981,100.0,220.90908813476562
157081,100.0,220.90908813476562
157181,99.09090423583984,199.09091186523438
157284,99.09090423583984,199.09091186523438
157381,99.09090423583984,199.09091186523438
157481,99.09090423583984,199.09091186523438
157584,99.09090423583984,199.09091186523438
157681,99.09090423583984,199.09091186523438
157785,99.09090423583984,199.09091186523438
157885,99.09090423583984,199.09091186523438
157981,99.09090423583984,199.09091186523438
158081,99.09090423583984,199.09091186523438
158184,99.70089721679688,253.2402801513672
158284,99.70089721679688,253.2402801513672
158381,99.70089721679688,253.2402801513672
158484,99.70089721679688,253.2402801513672
158584,99.70089721679688,253.2402801513672
158681,99.70089721679688,253.2402801513672
158783,99.70089721679688,253.2402801513672
158883,99.70089721679688,253.2402801513672
158983,99.70089721679688,253.2402801513672
159083,99.70089721679688,253.2402801513672
159181,99.70089721679688,253.2402801513672
159281,100.27347564697266,232.4521484375
159381,100.27347564697266,232.4521484375
159481,100.27347564697266,232.4521484375
159581,100.27347564697266,232.4521484375
159681,100.27347564697266,232.4521484375
159781,100.27347564697266,232.4521484375
159881,100.27347564697266,232.4521484375
159981,100.27347564697266,232.4521484375
160081,100.27347564697266,232.4521484375
160181,100.27347564697266,232.4521484375
160281,100.27347564697266,232.4521484375
160381,99.09090423583984,275.45452880859375
160481,99.09090423583984,275.45452880859375
160581,99.09090423583984,275.45452880859375
160681,99.09090423583984,275.45452880859375
160781,99.09090423583984,275.45452880859375
160881,99.09090423583984,275.45452880859375
160981,99.09090423583984,275.45452880859375
161081,99.09090423583984,275.45452880859375
161181,99.09090423583984,275.45452880859375
161281,99.09090423583984,275.45452880859375
161384,99.70089721679688,205.38385009765625
161483,99.70089721679688,205.38385009765625
161584,99.70089721679688,205.38385009765625
161683,99.70089721679688,205.38385009765625
