timestamp,ctrlMel.cmd_thrust,ctrlMel.cmd_roll,ctrlMel.cmd_pitch,ctrlMel.cmd_yaw,ctrlMel.r_roll,ctrlMel.r_pitch
111562,0.0,0.0,0.0,0.0,0.0,0.0
111662,0.0,0.0,0.0,0.0,0.0,0.0
111763,0.0,0.0,0.0,0.0,0.0,0.0
111863,0.0,0.0,0.0,0.0,0.0,0.0
111963,0.0,0.0,0.0,0.0,0.0,0.0
112062,0.0,0.0,0.0,0.0,0.0,0.0
112162,0.0,0.0,0.0,0.0,0.0,0.0
112262,0.0,0.0,0.0,0.0,0.0,0.0
112362,0.0,0.0,0.0,0.0,0.0,0.0
112462,0.0,0.0,0.0,0.0,0.0,0.0
112562,0.0,0.0,0.0,0.0,0.0,0.0
112662,0.0,0.0,0.0,0.0,0.0,0.0
112762,0.0,0.0,0.0,0.0,0.0,0.0
112862,0.0,0.0,0.0,0.0,0.0,0.0
112962,0.0,0.0,0.0,0.0,0.0,0.0
113062,0.0,0.0,0.0,0.0,0.0,0.0
113162,0.0,0.0,0.0,0.0,0.0,0.0
113262,0.0,0.0,0.0,0.0,0.0,0.0
113362,0.0,0.0,0.0,0.0,0.0,0.0
113462,0.0,0.0,0.0,0.0,0.0,0.0
113562,0.0,0.0,0.0,0.0,0.0,0.0
113662,0.0,0.0,0.0,0.0,0.0,0.0
113762,0.0,0.0,0.0,0.0,0.0,0.0
113862,0.0,0.0,0.0,0.0,0.0,0.0
113962,0.0,0.0,0.0,0.0,0.0,0.0
114062,0.0,0.0,0.0,0.0,0.0,0.0
114162,0.0,0.0,0.0,0.0,0.0,0.0
114262,0.0,0.0,0.0,0.0,0.0,0.0
114362,0.0,0.0,0.0,0.0,0.0,0.0
114462,0.0,0.0,0.0,0.0,0.0,0.0
114562,0.0,0.0,0.0,0.0,0.0,0.0
114662,0.0,0.0,0.0,0.0,0.0,0.0
114762,0.0,0.0,0.0,0.0,0.0,0.0
114862,0.0,0.0,0.0,0.0,0.0,0.0
114962,0.0,0.0,0.0,0.0,0.0,0.0
115062,0.0,0.0,0.0,0.0,0.0,0.0
115162,0.0,0.0,0.0,0.0,0.0,0.0
115262,0.0,0.0,0.0,0.0,0.0,0.0
115362,0.0,0.0,0.0,0.0,0.0,0.0
115462,0.0,0.0,0.0,0.0,0.0,0.0
115562,0.0,0.0,0.0,0.0,0.0,0.0
115662,0.0,0.0,0.0,0.0,0.0,0.0
115762,0.0,0.0,0.0,0.0,0.0,0.0
115865,0.0,0.0,0.0,0.0,0.0,0.0
115965,0.0,0.0,0.0,0.0,0.0,0.0
116064,0.0,0.0,0.0,0.0,0.0,0.0
116164,0.0,0.0,0.0,0.0,0.0,0.0
116264,0.0,0.0,0.0,0.0,0.0,0.0
116363,0.0,0.0,0.0,0.0,0.0,0.0
116463,0.0,0.0,0.0,0.0,0.0,0.0
116563,0.0,0.0,0.0,0.0,0.0,0.0
116663,0.0,0.0,0.0,0.0,0.0,0.0
116762,0.0,0.0,0.0,0.0,0.0,0.0
116863,0.0,0.0,0.0,0.0,0.0,0.0
116962,0.0,0.0,0.0,0.0,0.0,0.0
117062,0.0,0.0,0.0,0.0,0.0,0.0
117162,0.0,0.0,0.0,0.0,0.0,0.0
117263,0.0,0.0,0.0,0.0,0.0,0.0
117362,0.0,0.0,0.0,0.0,0.0,0.0
117463,0.0,0.0,0.0,0.0,0.0,0.0
117562,0.0,0.0,0.0,0.0,0.0,0.0
117662,0.0,0.0,0.0,0.0,0.0,0.0
117762,0.0,0.0,0.0,0.0,0.0,0.0
117862,0.0,0.0,0.0,0.0,0.0,0.0
117962,0.0,0.0,0.0,0.0,0.0,0.0
