timestamp,estimator.rtApnd,estimator.rtRej
111575,2534.931640625,9.464486122131348
111675,2534.931640625,9.464486122131348
111775,2534.931640625,9.464486122131348
111875,2534.931640625,9.464486122131348
111976,2534.931640625,9.464486122131348
112076,2534.931640625,9.464486122131348
112176,2534.931640625,9.464486122131348
112276,2534.931640625,9.464486122131348
112376,2534.931640625,9.464486122131348
112475,2534.931640625,9.464486122131348
112575,2534.931640625,9.464486122131348
112675,2620.908935546875,0.0
112775,2620.908935546875,0.0
112875,2620.908935546875,0.0
112975,2620.908935546875,0.0
113075,2620.908935546875,0.0
113175,2620.908935546875,0.0
113275,2620.908935546875,0.0
113375,2620.908935546875,0.0
113477,2620.908935546875,0.0
113577,2620.908935546875,0.0
113676,2652.347412109375,0.0
113777,2652.347412109375,0.0
113875,2652.347412109375,0.0
113976,2652.347412109375,0.0
114075,2652.347412109375,0.0
114176,2652.347412109375,0.0
114276,2652.347412109375,0.0
114376,2652.347412109375,0.0
114476,2652.347412109375,0.0
114576,2652.347412109375,0.0
114676,2652.347412109375,0.0
114776,3000.0,0.0
114876,3000.0,0.0
114975,3000.0,0.0
115076,3000.0,0.0
115175,3000.0,0.0
115275,3000.0,0.0
115375,3000.0,0.0
115475,3000.0,0.0
115575,3000.0,0.0
115675,3000.0,0.0
115775,3000.0,0.0
115875,2857.142822265625,0.0
115975,2857.142822265625,0.0
116075,2857.142822265625,0.0
116175,2857.142822265625,0.0
116275,2857.142822265625,0.0
116375,2857.142822265625,0.0
116475,2857.142822265625,0.0
116575,2857.142822265625,0.0
116675,2857.142822265625,0.0
116775,2857.142822265625,0.0
116875,2857.142822265625,0.0
116975,3056.363525390625,0.0
117075,3056.363525390625,0.0
117175,3056.363525390625,0.0
117275,3056.363525390625,0.0
117375,3056.363525390625,0.0
117476,3056.363525390625,0.0
117575,3056.363525390625,0.0
117675,3056.363525390625,0.0
117775,3056.363525390625,0.0
117875,3056.363525390625,0.0
117975,3056.363525390625,0.0
118075,2950.0,0.0
118175,2950.0,0.0
118275,2950.0,0.0
118375,2950.0,0.0
118475,2950.0,0.0
118575,2950.0,0.0
118675,2950.0,0.0
118775,2950.0,0.0
118875,2950.0,0.0
118975,2950.0,0.0
119075,2950.0,0.0
119175,2721.818115234375,0.0
119275,2721.818115234375,0.0
119375,2721.818115234375,0.0
119475,2721.818115234375,0.0
