timestamp,estimator.rtApnd,estimator.rtRej
119575,2721.818115234375,0.0
119675,2721.818115234375,0.0
119775,2721.818115234375,0.0
119875,2721.818115234375,0.0
119975,2721.818115234375,0.0
120075,2721.818115234375,0.0
120175,2721.818115234375,0.0
120275,2882.727294921875,0.0
120375,2882.727294921875,0.0
120475,2882.727294921875,0.0
120575,2882.727294921875,0.0
120675,2882.727294921875,0.0
120775,2882.727294921875,0.0
120875,2882.727294921875,0.0
120975,2882.727294921875,0.0
121075,2882.727294921875,0.0
121175,2882.727294921875,0.0
121275,2882.727294921875,0.0
121375,2765.45458984375,0.0
121475,2765.45458984375,0.0
121577,2765.45458984375,0.0
121677,2765.45458984375,0.0
121777,2765.45458984375,0.0
121875,2765.45458984375,0.0
121976,2765.45458984375,0.0
122077,2765.45458984375,0.0
122177,2765.45458984375,0.0
122276,2765.45458984375,0.0
122377,2978.0439453125,0.0
122475,2978.0439453125,0.0
122575,2978.0439453125,0.0
122676,2978.0439453125,0.0
122776,2978.0439453125,0.0
122875,2978.0439453125,0.0
122975,2978.0439453125,0.0
123075,2978.0439453125,0.0
123175,2978.0439453125,0.0
123275,2978.0439453125,0.0
123375,2978.0439453125,0.0
123475,2830.60107421875,0.0
123575,2830.60107421875,0.0
123675,2830.60107421875,0.0
123775,2830.60107421875,0.0
123875,2830.60107421875,0.0
123975,2830.60107421875,0.0
124075,2830.60107421875,0.0
124175,2830.60107421875,0.0
124275,2830.60107421875,0.0
124375,2830.60107421875,0.0
124475,2830.60107421875,0.0
124575,3051.818115234375,0.0
124675,3051.818115234375,0.0
124775,3051.818115234375,0.0
124875,3051.818115234375,0.0
124975,3051.818115234375,0.0
125075,3051.818115234375,0.0
125175,3051.818115234375,0.0
125275,3051.818115234375,0.0
125375,3051.818115234375,0.0
125475,3051.818115234375,0.0
125575,3051.818115234375,0.0
125675,3050.908935546875,0.0
125775,3050.908935546875,0.0
125875,3050.908935546875,0.0
125975,3050.908935546875,0.0
126075,3050.908935546875,0.0
126175,3050.908935546875,0.0
126275,3050.908935546875,0.0
126375,3050.908935546875,0.0
126475,3050.908935546875,0.0
126577,3050.908935546875,0.0
126677,3015.96826171875,0.0
126777,3015.96826171875,0.0
126877,3015.96826171875,0.0
126977,3015.96826171875,0.0
127075,3015.96826171875,0.0
127175,3015.96826171875,0.0
127275,3015.96826171875,0.0
127376,3015.96826171875,0.0
127476,3015.96826171875,0.0
127576,3015.96826171875,0.0
127677,3015.96826171875,0.0
127777,2890.908935546875,0.0
127875,2890.908935546875,0.0
127975,2890.908935546875,0.0
128075,2890.908935546875,0.0
128175,2890.908935546875,0.0
128275,2890.908935546875,0.0
128375,2890.908935546875,0.0
128475,2890.908935546875,0.0
128575,2890.908935546875,0.0
128675,2890.908935546875,0.0
128775,2890.908935546875,0.0
128875,2790.528076171875,0.0
128975,2790.528076171875,0.0
129075,2790.528076171875,0.0
129175,2790.528076171875,0.0
129278,2790.528076171875,0.0
129378,2790.528076171875,0.0
129475,2790.528076171875,0.0
129575,2790.528076171875,0.0
129675,2790.528076171875,0.0
129775,2790.528076171875,0.0
129875,2790.528076171875,0.0
129975,2837.272705078125,0.0
130075,2837.272705078125,0.0
130175,2837.272705078125,0.0
130275,2837.272705078125,0.0
130375,2837.272705078125,0.0
130475,2837.272705078125,0.0
130575,2837.272705078125,0.0
130677,2837.272705078125,0.0
130777,2837.272705078125,0.0
130877,2837.272705078125,0.0
130976,2499.50048828125,0.0
131076,2499.50048828125,0.0
131176,2499.50048828125,0.0
131276,2499.50048828125,0.0
131376,2499.50048828125,0.0
131475,2499.50048828125,0.0
131576,2499.50048828125,0.0
131676,2499.50048828125,0.0
131775,2499.50048828125,0.0
131876,2499.50048828125,0.0
131976,2499.50048828125,0.0
132076,2991.818115234375,0.0
132175,2991.818115234375,0.0
132275,2991.818115234375,0.0
132376,2991.818115234375,0.0
132475,2991.818115234375,0.0
132575,2991.818115234375,0.0
132675,2991.818115234375,0.0
132775,2991.818115234375,0.0
132875,2991.818115234375,0.0
132975,2991.818115234375,0.0
133075,2991.818115234375,0.0
133175,2735.2138671875,0.0
