timestamp,lighthouse.angle1x_3,lighthouse.angle1y_3,lighthouse.rawAngle0xlh2,lighthouse.rawAngle0ylh2,lighthouse.rawAngle1xlh2,lighthouse.rawAngle1ylh2
153891,-0.15174931287765503,-0.8133765459060669,0.7396950721740723,0.16374731063842773,0.4328899383544922,-0.7040188312530518
153991,-0.15180166065692902,-0.8133804202079773,0.7397603988647461,0.16381263732910156,0.4328634738922119,-0.7040843963623047
154091,-0.15176887810230255,-0.8133521676063538,0.7397081851959229,0.1637864112854004,0.4328634738922119,-0.7040450572967529
154191,-0.15176236629486084,-0.8133465051651001,0.7397603988647461,0.16382598876953125,0.43285036087036133,-0.7040319442749023
154291,-0.15173611044883728,-0.8133650422096252,0.7397081851959229,0.16372108459472656,0.4328768253326416,-0.7040319442749023
154391,-0.15178227424621582,-0.8133222460746765,0.7397603988647461,0.16391754150390625,0.4327583312988281,-0.7041499614715576
154491,-0.15176236629486084,-0.8133465051651001,0.7397603988647461,0.16381263732910156,0.4328634738922119,-0.7040319442749023
154591,-0.15174943208694458,-0.8133354783058167,0.7397081851959229,0.16379976272583008,0.4328634738922119,-0.7040188312530518
154691,-0.1517297923564911,-0.8133183717727661,0.7398128509521484,0.1638650894165039,0.43281102180480957,-0.7040975093841553
154791,-0.15178850293159485,-0.8133689761161804,0.7397603988647461,0.16376018524169922,0.43285036087036133,-0.7040715217590332
154891,-0.15177586674690247,-0.8133166432380676,0.7397475242614746,0.1638650894165039,0.4327583312988281,-0.7040715217590332
154991,-0.15152724087238312,-0.8131439685821533,0.7396950721740723,0.16393089294433594,0.4330604076385498,-0.7036640644073486
155094,-0.15010124444961548,-0.8122450709342957,0.7390265464782715,0.16446781158447266,0.4339272975921631,-0.7019968032836914
155194,-0.1480848640203476,-0.8113751411437988,0.7380437850952148,0.1661844253540039,0.43470191955566406,-0.6985692977905273
155294,-0.14652042090892792,-0.8106467127799988,0.7382926940917969,0.17048215866088867,0.435122013092041,-0.6955492496490479
155394,-0.14577805995941162,-0.8094630241394043,0.7398653030395508,0.17940616607666016,0.43434715270996094,-0.6928179264068604
155493,-0.1452912837266922,-0.8068633675575256,0.7420275211334229,0.1937546730041504,0.43170809745788574,-0.6885900497436523
155593,-0.14464761316776276,-0.8026639819145203,0.744621753692627,0.21278095245361328,0.4272434711456299,-0.6817224025726318
155693,-0.14464761316776276,-0.8026639819145203,0.7478847503662109,0.23479509353637695,0.4272434711456299,-0.6817224025726318
155793,-0.1439332664012909,-0.7918834090232849,0.7513442039489746,0.2572803497314453,0.4155566692352295,-0.666240930557251
