timestamp,mag.x,mag.y,mag.z
183268,0.0,0.0,0.0
183368,0.0,0.0,0.0
183468,0.0,0.0,0.0
183568,0.0,0.0,0.0
183668,0.0,0.0,0.0
183768,0.0,0.0,0.0
183868,0.0,0.0,0.0
183968,0.0,0.0,0.0
184068,0.0,0.0,0.0
184168,0.0,0.0,0.0
184268,0.0,0.0,0.0
184368,0.0,0.0,0.0
184468,0.0,0.0,0.0
184568,0.0,0.0,0.0
184668,0.0,0.0,0.0
184768,0.0,0.0,0.0
184868,0.0,0.0,0.0
184968,0.0,0.0,0.0
185068,0.0,0.0,0.0
185168,0.0,0.0,0.0
185268,0.0,0.0,0.0
185368,0.0,0.0,0.0
185468,0.0,0.0,0.0
185568,0.0,0.0,0.0
185668,0.0,0.0,0.0
185768,0.0,0.0,0.0
185868,0.0,0.0,0.0
185968,0.0,0.0,0.0
186068,0.0,0.0,0.0
186168,0.0,0.0,0.0
186268,0.0,0.0,0.0
186368,0.0,0.0,0.0
186468,0.0,0.0,0.0
186568,0.0,0.0,0.0
186668,0.0,0.0,0.0
186768,0.0,0.0,0.0
186868,0.0,0.0,0.0
186968,0.0,0.0,0.0
187068,0.0,0.0,0.0
187168,0.0,0.0,0.0
187268,0.0,0.0,0.0
187368,0.0,0.0,0.0
187468,0.0,0.0,0.0
187568,0.0,0.0,0.0
187668,0.0,0.0,0.0
187768,0.0,0.0,0.0
187868,0.0,0.0,0.0
187968,0.0,0.0,0.0
188068,0.0,0.0,0.0
188168,0.0,0.0,0.0
188268,0.0,0.0,0.0
188368,0.0,0.0,0.0
188468,0.0,0.0,0.0
188568,0.0,0.0,0.0
188668,0.0,0.0,0.0
188768,0.0,0.0,0.0
188868,0.0,0.0,0.0
188968,0.0,0.0,0.0
189068,0.0,0.0,0.0
189170,0.0,0.0,0.0
189268,0.0,0.0,0.0
189368,0.0,0.0,0.0
189470,0.0,0.0,0.0
189569,0.0,0.0,0.0
189669,0.0,0.0,0.0
189768,0.0,0.0,0.0
189868,0.0,0.0,0.0
189968,0.0,0.0,0.0
