timestamp,lighthouse.x,lighthouse.y,lighthouse.z,lighthouse.delta,lighthouse.bsGeoVal,lighthouse.bsCalVal
196253,0.0,0.0,0.0,0.0,3,3
196351,0.0,0.0,0.0,0.0,3,3
196450,0.0,0.0,0.0,0.0,3,3
196554,0.0,0.0,0.0,0.0,3,3
196650,0.0,0.0,0.0,0.0,3,3
196750,0.0,0.0,0.0,0.0,3,3
196850,0.0,0.0,0.0,0.0,3,3
196950,0.0,0.0,0.0,0.0,3,3
197050,0.0,0.0,0.0,0.0,3,3
197150,0.0,0.0,0.0,0.0,3,3
197253,0.0,0.0,0.0,0.0,3,3
197350,0.0,0.0,0.0,0.0,3,3
197451,0.0,0.0,0.0,0.0,3,3
197551,0.0,0.0,0.0,0.0,3,3
197651,0.0,0.0,0.0,0.0,3,3
197750,0.0,0.0,0.0,0.0,3,3
197850,0.0,0.0,0.0,0.0,3,3
197950,0.0,0.0,0.0,0.0,3,3
198050,0.0,0.0,0.0,0.0,3,3
198150,0.0,0.0,0.0,0.0,3,3
198250,0.0,0.0,0.0,0.0,3,3
198350,0.0,0.0,0.0,0.0,3,3
198450,0.0,0.0,0.0,0.0,3,3
198550,0.0,0.0,0.0,0.0,3,3
198650,0.0,0.0,0.0,0.0,3,3
198750,0.0,0.0,0.0,0.0,3,3
198850,0.0,0.0,0.0,0.0,3,3
198950,0.0,0.0,0.0,0.0,3,3
199050,0.0,0.0,0.0,0.0,3,3
199150,0.0,0.0,0.0,0.0,3,3
199250,0.0,0.0,0.0,0.0,3,3
199350,0.0,0.0,0.0,0.0,3,3
199450,0.0,0.0,0.0,0.0,3,3
199550,0.0,0.0,0.0,0.0,3,3
199650,0.0,0.0,0.0,0.0,3,3
199750,0.0,0.0,0.0,0.0,3,3
199850,0.0,0.0,0.0,0.0,3,3
199950,0.0,0.0,0.0,0.0,3,3
200050,0.0,0.0,0.0,0.0,3,3
200154,0.0,0.0,0.0,0.0,3,3
200252,0.0,0.0,0.0,0.0,3,3
200353,0.0,0.0,0.0,0.0,3,3
200453,0.0,0.0,0.0,0.0,3,3
200551,0.0,0.0,0.0,0.0,3,3
200651,0.0,0.0,0.0,0.0,3,3
200753,0.0,0.0,0.0,0.0,3,3
200853,0.0,0.0,0.0,0.0,3,3
200953,0.0,0.0,0.0,0.0,3,3
201053,0.0,0.0,0.0,0.0,3,3
201153,0.0,0.0,0.0,0.0,3,3
201250,0.0,0.0,0.0,0.0,3,3
201352,0.0,0.0,0.0,0.0,3,3
201453,0.0,0.0,0.0,0.0,3,3
201553,0.0,0.0,0.0,0.0,3,3
201653,0.0,0.0,0.0,0.0,3,3
201750,0.0,0.0,0.0,0.0,3,3
201850,0.0,0.0,0.0,0.0,3,3
201950,0.0,0.0,0.0,0.0,3,3
202051,0.0,0.0,0.0,0.0,3,3
202153,0.0,0.0,0.0,0.0,3,3
202253,0.0,0.0,0.0,0.0,3,3
202352,0.0,0.0,0.0,0.0,3,3
202453,0.0,0.0,0.0,0.0,3,3
202552,0.0,0.0,0.0,0.0,3,3
202652,0.0,0.0,0.0,0.0,3,3
202753,0.0,0.0,0.0,0.0,3,3
202852,0.0,0.0,0.0,0.0,3,3
202953,0.0,0.0,0.0,0.0,3,3
203052,0.0,0.0,0.0,0.0,3,3
203152,0.0,0.0,0.0,0.0,3,3
203251,0.0,0.0,0.0,0.0,3,3
203351,0.0,0.0,0.0,0.0,3,3
203452,0.0,0.0,0.0,0.0,3,3
203551,0.0,0.0,0.0,0.0,3,3
203652,0.0,0.0,0.0,0.0,3,3
203752,0.0,0.0,0.0,0.0,3,3
203852,0.0,0.0,0.0,0.0,3,3
203951,0.0,0.0,0.0,0.0,3,3
204051,0.0,0.0,0.0,0.0,3,3
204151,0.0,0.0,0.0,0.0,3,3
204251,0.0,0.0,0.0,0.0,3,3
204350,0.0,0.0,0.0,0.0,3,3
204451,0.0,0.0,0.0,0.0,3,3
204551,0.0,0.0,0.0,0.0,3,3
204651,0.0,0.0,0.0,0.0,3,3
204751,0.0,0.0,0.0,0.0,3,3
204850,0.0,0.0,0.0,0.0,3,3
