timestamp,kalman.inFlight,kalman.stateX,kalman.stateY,kalman.stateZ,kalman.statePX,kalman.statePY
153866,0,0.015544889494776726,0.024220848456025124,0.0006623861263506114,0.005311116110533476,0.00036744351382367313
153966,0,0.015513372607529163,0.024055108428001404,0.0008992400835268199,-0.003637830726802349,5.0939020184159745e-06
154066,0,0.015449251048266888,0.024051379412412643,0.0011062495177611709,-0.0031931865960359573,-0.0021184927318245173
154166,0,0.015430089086294174,0.02403784543275833,0.0011369953863322735,-0.0027461808640509844,-0.006102781742811203
154266,0,0.015506318770349026,0.02421753481030464,0.0008816365152597427,-0.0024448006879538298,0.03646090626716614
154366,0,0.015502688474953175,0.024090144783258438,0.0010003249626606703,-0.001092540449462831,0.015090319328010082
154466,0,0.015397102572023869,0.024046242237091064,0.0011775088496506214,-0.008303151465952396,0.014538443647325039
154566,0,0.015514444559812546,0.024198215454816818,0.000832887482829392,-0.0016839106101542711,0.010765371844172478
154666,0,0.015475613996386528,0.024092739447951317,0.0009929455118253827,-0.005738221574574709,-0.0023795776069164276
154766,0,0.015484245494008064,0.024042854085564613,0.0010464739752933383,-0.002785483608022332,0.0005084325093775988
154866,1,0.015500728040933609,0.02410493791103363,0.0009892118396237493,0.006344156339764595,0.01077918242663145
154966,1,0.015362546779215336,0.0242816973477602,0.0009849043563008308,0.00432161707431078,0.018115215003490448
155066,1,0.014172414317727089,0.025964949280023575,0.001131417346186936,-0.01692033000290394,0.046181391924619675
155166,1,0.011697753332555294,0.028046978637576103,0.003707150463014841,-0.030826980248093605,0.07490058988332748
155266,1,0.008580105379223824,0.02841780334711075,0.00996028259396553,-0.044828180223703384,0.016583772376179695
155366,1,0.004375068005174398,0.024358903989195824,0.02897641621530056,-0.04061317816376686,-0.024466438218951225
155466,1,-0.0016136139165610075,0.016569672152400017,0.06521450728178024,-0.027039717882871628,-0.0038927386049181223
155566,1,-0.009481019340455532,0.007248478475958109,0.11594955623149872,-0.0005429659504443407,0.025283178314566612
155666,1,-0.00930941104888916,-0.0031651875469833612,0.17741835117340088,0.022531980648636818,0.003709684358909726
155766,1,-0.026562921702861786,-0.014811812900006771,0.23282532393932343,-0.05912162736058235,-0.0500798225402832
155866,1,-0.034003522247076035,-0.02530224248766899,0.2894904315471649,-0.052962690591812134,-0.042573049664497375
155966,1,-0.03805666044354439,-0.033355891704559326,0.34074121713638306,-0.0106692248955369,-0.016716795042157173
156066,1,-0.03678979352116585,-0.03616494685411453,0.37904420495033264,0.03069213218986988,0.006637969519942999
