timestamp,pm.vbat,pm.vbatMV,pm.extVbat,pm.extVbatMV,pm.extCurr,pm.chargeCurrent,pm.state,pm.batteryLevel
210186,3.5577714443206787,3557,0.0,0,0.0,0.0,0,10
210286,3.5577714443206787,3557,0.0,0,0.0,0.0,0,10
210386,3.5577714443206787,3557,0.0,0,0.0,0.0,0,10
210486,3.5577714443206787,3557,0.0,0,0.0,0.0,0,10
210586,3.5630500316619873,3563,0.0,0,0.0,0.0,0,10
210686,3.5577714443206787,3557,0.0,0,0.0,0.0,0,10
210786,3.5577714443206787,3557,0.0,0,0.0,0.0,0,10
210886,3.5577714443206787,3557,0.0,0,0.0,0.0,0,10
210986,3.5630500316619873,3563,0.0,0,0.0,0.0,0,10
211086,3.5630500316619873,3563,0.0,0,0.0,0.0,0,10
211186,3.098533868789673,3098,0.0,0,0.0,0.0,0,10
211286,3.2463345527648926,3246,0.0,0,0.0,0.0,0,10
211386,3.2621703147888184,3262,0.0,0,0.0,0.0,0,10
211486,3.241055965423584,3241,0.0,0,0.0,0.0,0,10
211586,3.198827028274536,3198,0.0,0,0.0,0.0,0,10
211686,3.172434091567993,3172,0.0,0,0.0,0.0,0,10
211786,3.1829912662506104,3182,0.0,0,0.0,0.0,0,10
211886,3.2093844413757324,3209,0.0,0,0.0,0.0,0,10
211986,3.230498790740967,3230,0.0,0,0.0,0.0,0,10
212086,3.2568917274475098,3256,0.0,0,0.0,0.0,0,10
212186,3.267448902130127,3267,0.0,0,0.0,0.0,0,10
212286,3.2621703147888184,3262,0.0,0,0.0,0.0,0,10
212386,3.241055965423584,3241,0.0,0,0.0,0.0,0,10
212486,3.2357773780822754,3235,0.0,0,0.0,0.0,0,10
212586,3.230498790740967,3230,0.0,0,0.0,0.0,0,10
212686,3.230498790740967,3230,0.0,0,0.0,0.0,0,10
212786,3.225220203399658,3225,0.0,0,0.0,0.0,0,10
212886,3.2199416160583496,3219,0.0,0,0.0,0.0,0,10
212986,3.225220203399658,3225,0.0,0,0.0,0.0,0,10
213086,3.2199416160583496,3219,0.0,0,0.0,0.0,0,10
213186,3.214663028717041,3214,0.0,0,0.0,0.0,0,10
213286,3.2093844413757324,3209,0.0,0,0.0,0.0,0,10
213386,3.2093844413757324,3209,0.0,0,0.0,0.0,0,10
213486,3.2041056156158447,3204,0.0,0,0.0,0.0,0,10
213586,3.2041056156158447,3204,0.0,0,0.0,0.0,0,10
213686,3.198827028274536,3198,0.0,0,0.0,0.0,0,10
213786,3.198827028274536,3198,0.0,0,0.0,0.0,0,10
213886,3.1935484409332275,3193,0.0,0,0.0,0.0,0,10
213986,3.214663028717041,3214,0.0,0,0.0,0.0,0,10
214086,3.2357773780822754,3235,0.0,0,0.0,0.0,0,10
214186,3.188269853591919,3188,0.0,0,0.0,0.0,0,10
214286,3.1302053928375244,3130,0.0,0,0.0,0.0,0,10
214386,3.124926805496216,3124,0.0,0,0.0,0.0,0,10
214486,3.188269853591919,3188,0.0,0,0.0,0.0,0,10
214586,3.1935484409332275,3193,0.0,0,0.0,0.0,0,10
214688,3.1829912662506104,3182,0.0,0,0.0,0.0,0,10
214788,3.1829912662506104,3182,0.0,0,0.0,0.0,0,10
214886,3.1829912662506104,3182,0.0,0,0.0,0.0,0,10
214988,3.188269853591919,3188,0.0,0,0.0,0.0,0,10
215088,3.188269853591919,3188,0.0,0,0.0,0.0,0,10
215186,3.1829912662506104,3182,0.0,0,0.0,0.0,0,10
215289,3.1829912662506104,3182,0.0,0,0.0,0.0,0,10
215388,3.1777126789093018,3177,0.0,0,0.0,0.0,0,10
215486,3.1671555042266846,3167,0.0,0,0.0,0.0,0,10
215588,3.161876916885376,3161,0.0,0,0.0,0.0,0,10
215686,3.161876916885376,3161,0.0,0,0.0,0.0,0,10
215786,3.151319742202759,3151,0.0,0,0.0,0.0,0,10
215888,3.1565983295440674,3156,0.0,0,0.0,0.0,0,10
215988,3.161876916885376,3161,0.0,0,0.0,0.0,0,10
216088,3.188269853591919,3188,0.0,0,0.0,0.0,0,10
216186,3.1829912662506104,3182,0.0,0,0.0,0.0,0,10
216287,3.161876916885376,3161,0.0,0,0.0,0.0,0,10
216386,3.1407625675201416,3140,0.0,0,0.0,0.0,0,10
216487,3.135483980178833,3135,0.0,0,0.0,0.0,0,10
216586,3.0879766941070557,3087,0.0,0,0.0,0.0,0,10
216686,3.098533868789673,3098,0.0,0,0.0,0.0,0,10
216786,3.1565983295440674,3156,0.0,0,0.0,0.0,0,10
216886,3.1935484409332275,3193,0.0,0,0.0,0.0,0,10
216986,3.2199416160583496,3219,0.0,0,0.0,0.0,0,10
217086,3.135483980178833,3135,0.0,0,0.0,0.0,0,10
217186,3.1671555042266846,3167,0.0,0,0.0,0.0,0,10
217286,3.135483980178833,3135,0.0,0,0.0,0.0,0,10
217386,3.1407625675201416,3140,0.0,0,0.0,0.0,0,10
217486,3.161876916885376,3161,0.0,0,0.0,0.0,0,10
217586,3.198827028274536,3198,0.0,0,0.0,0.0,0,10
217686,3.2199416160583496,3219,0.0,0,0.0,0.0,0,10
217786,3.214663028717041,3214,0.0,0,0.0,0.0,0,10
217886,3.1565983295440674,3156,0.0,0,0.0,0.0,0,10
217986,3.10909104347229,3109,0.0,0,0.0,0.0,0,10
218086,3.0668623447418213,3066,0.0,0,0.0,0.0,0,10
218186,3.4416422843933105,3441,0.0,0,0.0,0.0,0,10
