timestamp,stateEstimate.qx,stateEstimate.qy,stateEstimate.qz,stateEstimate.qw
69524,-0.0128188980743289,0.004186947830021381,0.0015955099370330572,0.9999067783355713
69624,-0.00984620675444603,0.005344705190509558,0.0018114781705662608,0.9999346137046814
69724,-0.0054413690231740475,0.004036775324493647,0.0017539592226967216,0.9999744892120361
69824,-0.0017239315202459693,0.004208326805382967,0.001632604282349348,0.9999873042106628
69924,-0.004576308652758598,0.003062449162825942,0.001495366101153195,0.9999827146530151
70024,-0.006011306308209896,0.0014900966780260205,0.0013694989029318094,0.9999788999557495
70124,-0.008584580384194851,0.00326761812902987,0.001292042201384902,0.9999560117721558
70224,-0.010170971043407917,0.003866921877488494,0.0014893683837726712,0.9999386668205261
70324,-0.011902024038136005,0.0019733973313122988,0.001413497724570334,0.9999251961708069
70424,-0.005252971779555082,0.005183584522455931,0.0014299063477665186,0.9999707341194153
70524,-0.006084056571125984,0.004789946600794792,0.0014912305632606149,0.9999679327011108
70624,-0.007033567875623703,0.002783640753477812,0.0021275384351611137,0.9999681115150452
70724,-0.012145878747105598,-0.000491532904561609,0.00863286666572094,0.9998878836631775
70824,-0.00019780639559030533,-0.004127608612179756,0.013479811139404774,0.9998996257781982
70924,0.04305339604616165,-0.0051263622008264065,0.012144268490374088,0.9989848136901855
71024,0.030132722109556198,-0.0012699745129793882,0.01130723487585783,0.999480128288269
71124,0.012112856842577457,-0.0005489117465913296,0.006216991227120161,0.9999061822891235
71224,-0.012921854853630066,0.007962125353515148,0.005965978838503361,0.9998660087585449
71324,-0.03073985129594803,0.01405437383800745,0.007794108707457781,0.9993972182273865
71424,-0.03521622344851494,0.021213091909885406,0.010322031565010548,0.9991002082824707
71524,-0.03185787424445152,0.02539893053472042,0.01067136786878109,0.9991116523742676
71624,-0.021340949460864067,0.02164391428232193,0.01033708918839693,0.9994835257530212
71724,-0.012369755655527115,0.019753169268369675,0.009342407807707787,0.9996837377548218
71824,-0.003940459340810776,0.014929122291505337,0.00902068242430687,0.9998391270637512
71924,0.004132268484681845,0.009335708804428577,0.008738437667489052,0.9999086856842041
72024,0.008962738327682018,0.0029513887129724026,0.008628272451460361,0.9999172687530518
72124,0.011365718208253384,-0.001929391291923821,0.008380181156098843,0.9998974800109863
72224,0.011373798362910748,-0.0051573701202869415,0.008170831948518753,0.9998876452445984
72324,0.008842023089528084,-0.0065319957211613655,0.008241689763963223,0.9999045729637146
72424,0.006635772529989481,-0.0016300393035635352,0.00872355978935957,0.9999375939369202
72524,0.002784907119348645,0.001914485008455813,0.008681278675794601,0.9999556541442871
72624,0.0015234991442412138,0.007629100698977709,0.008965077809989452,0.9999285936355591
72724,-0.0016777520067989826,0.007068627513945103,0.008578277193009853,0.9999358057975769
72824,-0.003906263969838619,-0.00042296972242183983,0.007528527174144983,0.9999629259109497
72924,0.0022161907982081175,0.023397039622068405,0.006046781782060862,0.9997045397758484
73024,0.0025850676465779543,0.030622491613030434,0.005640444345772266,0.9995107650756836
73124,0.007028019987046719,0.03229520097374916,0.005521068349480629,0.9994374513626099
73224,0.007661072071641684,0.03215823695063591,0.005440384149551392,0.9994376301765442
73324,0.004683780949562788,0.028551515191793442,0.00541782146319747,0.9995656609535217
73424,0.0036359066143631935,0.024258805438876152,0.005085385404527187,0.9996851682662964
73524,0.0012822820572182536,0.021032709628343582,0.004417643416672945,0.9997671842575073
73624,-0.0028220275416970253,0.01259124930948019,0.004513091873377562,0.999905526638031
73724,-0.007280554156750441,-0.005215263459831476,0.00438994076102972,0.9999492764472961
73824,-0.011507786810398102,-0.021066972985863686,0.0031306613236665726,0.999705970287323
73924,-5.225811037234962e-05,0.01855979859828949,0.003103093011304736,0.9998219013214111
74024,0.003692502388730645,0.03565942868590355,0.002974561881273985,0.9993517994880676
