timestamp,stabilizer.roll,stabilizer.pitch,stabilizer.yaw,stabilizer.thrust,stabilizer.rtStab,stabilizer.intToOut
69516,-1.4918180704116821,-0.5115215182304382,0.1771010458469391,0.0,867.4981689453125,517
69616,-1.1759092807769775,-0.6278273463249207,0.20481295883655548,0.0,867.4981689453125,523
69716,-0.5927466750144958,-0.46581780910491943,0.20005875825881958,0.0,867.4981689453125,525
69816,-0.2704557180404663,-0.6265020966529846,0.18638037145137787,0.0,867.4981689453125,527
69916,-0.49807700514793396,-0.315690279006958,0.171181321144104,0.0,867.4981689453125,526
70016,-0.7166710495948792,-0.1637941598892212,0.155417799949646,0.0,867.4981689453125,753
70116,-0.9135090708732605,-0.40420258045196533,0.1435093730688095,0.0,996.6666259765625,742
70216,-1.1194437742233276,-0.38152554631233215,0.16739024221897125,0.0,996.6666259765625,737
70316,-1.3279211521148682,-0.17140713334083557,0.16696427762508392,0.0,996.6666259765625,533
70416,-0.6011794209480286,-0.5959707498550415,0.1611517071723938,0.0,996.6666259765625,523
70516,-0.602662205696106,-0.6850720643997192,0.17280851304531097,35927.890625,996.6666259765625,517
70616,-0.8015193343162537,-0.338519811630249,0.24176502227783203,36752.7109375,996.6666259765625,522
70716,-1.337140440940857,0.023598773404955864,0.8888319730758667,38995.8125,996.6666259765625,508
70816,-0.17790846526622772,-0.022647544741630554,1.5680972337722778,42221.35546875,996.6666259765625,512
70916,5.013243675231934,1.0131494998931885,1.4024689197540283,45419.69140625,996.6666259765625,510
71016,3.2701668739318848,0.15457400679588318,1.3357082605361938,46539.34375,996.6666259765625,591
71116,1.7542897462844849,0.05348961800336838,0.7754743099212646,45226.0234375,996.6666259765625,591
71216,-1.169054627418518,-0.7905375957489014,0.6576322317123413,43499.07421875,996.6666259765625,604
71316,-3.4911229610443115,-1.6510206460952759,0.848571240901947,41704.26171875,996.6666259765625,507
71416,-4.049809455871582,-2.5175259113311768,1.099400281906128,39554.41015625,996.6666259765625,505
71516,-3.623556137084961,-2.9481754302978516,1.130611777305603,38617.93359375,996.6666259765625,513
71616,-2.4106228351593018,-2.5276072025299072,1.1412016153335571,38960.63671875,996.6666259765625,518
71716,-1.3707369565963745,-2.2925519943237305,1.0552778244018555,39211.1640625,996.6666259765625,520
71816,-0.40741848945617676,-1.7238086462020874,1.0308805704116821,39788.046875,996.6666259765625,517
71916,0.503219485282898,-1.092604160308838,1.0227105617523193,40037.59765625,996.6666259765625,507
72016,1.060470700263977,-0.35396289825439453,0.99954754114151,40448.80859375,996.6666259765625,516
72116,1.3374791145324707,0.2155587524175644,0.9735346436500549,40649.75,996.6666259765625,505
72216,1.3397612571716309,0.5892607569694519,0.9261584281921387,40879.7734375,996.6666259765625,528
72316,1.0398436784744263,0.7495365738868713,0.9460299015045166,40961.5703125,996.6666259765625,523
72416,0.8024911880493164,0.18484635651111603,0.9986828565597534,40728.25390625,996.6666259765625,517
72516,0.36000367999076843,-0.22980156540870667,1.009294033050537,41070.4609375,998.3333129882812,527
72616,0.24175864458084106,-0.8519717454910278,1.0347234010696411,41105.51171875,998.3333129882812,507
72716,-0.08891171216964722,-0.9489522576332092,0.9878690838813782,40205.578125,998.3333129882812,505
72816,-0.4875624477863312,0.053129643201828,0.8960945010185242,39842.3984375,998.3333129882812,515
72916,0.16956156492233276,-2.408362865447998,0.7073131203651428,40618.828125,998.3333129882812,530
73016,0.24586743116378784,-3.4047482013702393,0.6616829037666321,44182.78515625,998.3333129882812,521
73116,0.8768718242645264,-3.728064775466919,0.6669294834136963,43040.734375,996.6666259765625,529
73216,0.9345593452453613,-3.7248218059539795,0.663346529006958,41314.73046875,996.6666259765625,507
73316,0.6247159838676453,-3.31182861328125,0.6396776437759399,40757.796875,996.6666259765625,505
73416,0.4896133840084076,-2.8861427307128906,0.6010493636131287,40565.15234375,996.6666259765625,510
73516,0.17158372700214386,-2.4643616676330566,0.5105051398277283,40765.75,996.6666259765625,518
73616,-0.2594970762729645,-1.672805666923523,0.5099475383758545,39275.9296875,996.6666259765625,522
73716,-0.7679646611213684,0.41715729236602783,0.5210004448890686,38032.37109375,996.6666259765625,521
73816,-1.336885929107666,2.469433307647705,0.39713481068611145,44581.53515625,996.6666259765625,507
73916,-0.09155618399381638,-1.8231680393218994,0.34732505679130554,45620.4453125,996.6666259765625,506
74016,0.3752171993255615,-3.822924852371216,0.3694763779640198,43603.46484375,996.6666259765625,504
74116,0.8253133893013,-4.9726881980896,0.3669423758983612,41188.984375,996.6666259765625,596
