timestamp,sys.canfly,sys.isFlying,sys.isTumbled,sys.armed
69536,1,0,0,1
69636,1,0,0,1
69736,1,0,0,1
69836,1,0,0,1
69936,1,0,0,1
70036,1,0,0,1
70136,1,0,0,1
70236,1,0,0,1
70336,1,0,0,1
70436,1,1,0,1
70536,1,1,0,1
70636,1,1,0,1
70736,1,1,0,1
70836,1,1,0,1
70936,1,1,0,1
71036,1,1,0,1
71136,1,1,0,1
71236,1,1,0,1
71336,1,1,0,1
71436,1,1,0,1
71536,1,1,0,1
71636,1,1,0,1
71736,1,1,0,1
71836,1,1,0,1
71936,1,1,0,1
72036,1,1,0,1
72136,1,1,0,1
72236,1,1,0,1
72336,1,1,0,1
72436,1,1,0,1
72536,1,1,0,1
72636,1,1,0,1
72736,1,1,0,1
72836,1,1,0,1
72936,1,1,0,1
73036,1,1,0,1
73136,1,1,0,1
73236,1,1,0,1
73336,1,1,0,1
73436,1,1,0,1
73536,1,1,0,1
73636,1,1,0,1
73736,1,1,0,1
73836,1,1,0,1
73936,1,1,0,1
74036,1,1,0,1
74136,1,1,0,1
74236,1,1,0,1
74336,1,1,0,1
74436,1,1,0,1
74536,1,1,0,1
74636,1,1,0,1
74736,1,1,0,1
74836,1,1,0,1
74936,1,1,0,1
75036,1,1,0,1
75136,1,1,0,1
75236,1,1,0,1
75338,1,1,0,1
75438,1,1,0,1
75538,1,1,0,1
75638,1,1,0,1
75738,1,1,0,1
75837,1,1,0,1
75936,1,1,0,1
76037,1,1,0,1
76136,1,1,0,1
76236,1,1,0,1
76336,1,1,0,1
76436,1,1,0,1
76536,1,1,0,1
76636,1,1,0,1
76736,1,1,0,1
76836,1,1,0,1
76936,1,1,0,1
77036,1,1,0,1
77136,1,1,0,1
77236,1,1,0,1
77336,1,1,0,1
77436,1,1,0,1
77536,1,0,0,1
77636,1,0,0,1
77736,1,0,0,1
77836,1,0,0,1
77936,1,0,0,1
78036,1,0,0,1
78136,1,0,0,1
78236,1,0,0,1
78336,1,0,0,1
78436,1,0,0,1
78536,1,0,0,1
78636,1,0,0,1
78736,1,0,0,1
78836,1,0,0,1
78936,1,0,0,1
79036,1,0,0,1
79136,1,0,0,1
79236,1,0,0,1
79336,1,0,0,1
79436,1,0,0,1
79536,1,0,0,1
79636,1,0,0,1
79736,1,0,0,1
79836,1,0,0,1
79936,1,0,0,1
80036,1,0,0,1
80136,1,0,0,1
80236,1,0,0,1
80336,1,0,0,1
80436,1,0,0,1
80536,1,0,0,1
80636,1,0,0,1
80739,1,0,0,1
80839,1,0,0,1
80936,1,0,0,1
81039,1,0,0,1
81138,1,0,0,1
81236,1,0,0,1
81338,1,0,0,1
81438,1,0,0,1
81536,1,0,0,1
81639,1,0,0,1
81738,1,0,0,1
81836,1,0,0,1
81939,1,0,0,1
82036,1,0,0,1
82136,1,0,0,1
82239,1,0,0,1
82338,1,0,0,1
82438,1,0,0,1
82539,1,1,0,1
82636,1,1,0,1
82736,1,1,0,1
82836,1,1,0,1
82936,1,1,0,1
83036,1,1,0,1
83138,1,1,0,1
83238,1,1,0,1
83338,1,1,0,1
83438,1,1,0,1
83538,1,1,0,1
83638,1,1,0,1
83739,1,1,0,1
83836,1,1,0,1
83936,1,1,0,1
84038,1,1,0,1
84138,1,1,0,1
84237,1,1,0,1
84336,1,1,0,1
84437,1,1,0,1
84536,1,1,0,1
84637,1,1,0,1
84736,1,1,0,1
84837,1,1,0,1
84936,1,1,0,1
85036,1,1,0,1
85136,1,1,0,1
85236,1,1,0,1
85336,1,1,0,1
85436,1,1,0,1
85536,1,1,0,1
85636,1,1,0,1
85736,1,1,0,1
85836,1,1,0,1
85936,1,1,0,1
86036,1,1,0,1
86136,1,1,0,1
86236,1,1,0,1
86336,1,1,0,1
86436,1,1,0,1
86536,1,1,0,1
86636,1,1,0,1
86736,1,1,0,1
86836,1,1,0,1
86936,1,1,0,1
87036,1,1,0,1
87136,1,1,0,1
87236,1,1,0,1
87338,1,1,0,1
87438,1,1,0,1
87538,1,1,0,1
87638,1,1,0,1
87736,1,1,0,1
87836,1,1,0,1
87936,1,1,0,1
88036,1,1,0,1
88138,1,1,0,1
88238,1,1,0,1
88337,1,1,0,1
88437,1,1,0,1
88538,1,1,0,1
88636,1,1,0,1
88736,1,1,0,1
88838,1,1,0,1
88938,1,1,0,1
89036,1,1,0,1
89138,1,1,0,1
89237,1,1,0,1
89337,1,1,0,1
89437,1,1,0,1
89537,1,1,0,1
89637,1,1,0,1
89737,1,1,0,1
89837,1,1,0,1
89937,1,1,0,1
90037,1,1,0,1
90137,1,0,0,1
90237,1,0,0,1
90336,1,0,0,1
90437,1,0,0,1
90537,1,0,0,1
90636,1,0,0,1
90736,1,0,0,1
90837,1,0,0,1
90936,1,0,0,1
91036,1,0,0,1
91137,1,0,0,1
