timestamp,lighthouse.cycleRt,lighthouse.bs0Rt,lighthouse.bs1Rt,lighthouse.width0,lighthouse.width1,lighthouse.width2
183243,60.90273666381836,37.272911071777344,23.635282516479492,204,211,211
183343,60.90273666381836,37.272911071777344,23.635282516479492,203,209,213
183443,60.90273666381836,37.272911071777344,23.635282516479492,203,209,211
183543,60.90273666381836,37.272911071777344,23.635282516479492,204,210,212
183643,60.90273666381836,37.272911071777344,23.635282516479492,209,212,211
183743,60.90273666381836,37.272911071777344,23.635282516479492,203,210,213
183846,60.90273666381836,46.43449401855469,46.43449401855469,407,408,413
183946,60.90273666381836,46.43449401855469,46.43449401855469,405,405,410
184045,60.90273666381836,46.43449401855469,46.43449401855469,405,411,410
184146,60.90273666381836,46.43449401855469,46.43449401855469,399,400,399
184245,93.8123779296875,46.43449401855469,46.43449401855469,398,408,398
184345,93.8123779296875,46.43449401855469,46.43449401855469,408,407,404
184446,93.8123779296875,48.33333206176758,45.0,409,438,397
184546,93.8123779296875,48.33333206176758,45.0,407,428,406
184645,93.8123779296875,48.33333206176758,45.0,396,441,413
184744,93.8123779296875,48.33333206176758,45.0,415,415,420
184845,93.8123779296875,48.33333206176758,45.0,418,444,424
184945,93.8123779296875,48.33333206176758,45.0,448,460,428
185045,93.8123779296875,50.083473205566406,43.405677795410156,470,475,453
185145,93.8123779296875,50.083473205566406,43.405677795410156,487,489,456
185245,93.8123779296875,50.083473205566406,43.405677795410156,499,511,472
185343,91.07467651367188,50.083473205566406,43.405677795410156,479,470,466
185443,91.07467651367188,50.083473205566406,43.405677795410156,497,483,473
185546,91.07467651367188,47.90419387817383,31.936128616333008,529,535,505
185643,91.07467651367188,47.90419387817383,31.936128616333008,222,227,220
185743,91.07467651367188,47.90419387817383,31.936128616333008,216,227,507
185845,91.07467651367188,47.90419387817383,31.936128616333008,505,541,493
185945,91.07467651367188,47.90419387817383,31.936128616333008,520,520,491
186044,91.07467651367188,47.90419387817383,31.936128616333008,498,531,505
186145,91.07467651367188,33.38898468017578,36.727882385253906,507,539,486
186244,91.07467651367188,33.38898468017578,36.727882385253906,502,535,484
186344,73.92607116699219,33.38898468017578,36.727882385253906,514,514,488
186444,73.92607116699219,33.38898468017578,36.727882385253906,502,526,474
186544,73.92607116699219,33.38898468017578,36.727882385253906,491,543,475
186644,73.92607116699219,33.38898468017578,36.727882385253906,503,517,479
186743,73.92607116699219,46.8227424621582,45.1505012512207,499,523,462
186844,73.92607116699219,46.8227424621582,45.1505012512207,488,502,473
186944,73.92607116699219,46.8227424621582,45.1505012512207,487,509,453
187043,73.92607116699219,46.8227424621582,45.1505012512207,480,499,476
187143,73.92607116699219,46.8227424621582,45.1505012512207,474,494,466
187243,73.92607116699219,46.8227424621582,45.1505012512207,467,249,732
187343,73.92607116699219,38.33333206176758,23.333332061767578,246,246,242
187443,68.24385833740234,38.33333206176758,23.333332061767578,250,256,246
187543,68.24385833740234,38.33333206176758,23.333332061767578,260,255,264
187643,68.24385833740234,38.33333206176758,23.333332061767578,262,268,257
187744,68.24385833740234,38.33333206176758,23.333332061767578,259,270,273
187843,68.24385833740234,38.33333206176758,23.333332061767578,274,285,275
187943,68.24385833740234,21.66666603088379,24.999998092651367,280,289,275
188043,68.24385833740234,21.66666603088379,24.999998092651367,286,300,301
188143,68.24385833740234,21.66666603088379,24.999998092651367,305,302,305
188243,68.24385833740234,21.66666603088379,24.999998092651367,307,318,312
188343,68.24385833740234,21.66666603088379,24.999998092651367,318,328,327
188443,68.24385833740234,21.66666603088379,24.999998092651367,321,342,326
188543,74.54545593261719,41.666664123535156,49.999996185302734,337,348,339
188643,74.54545593261719,41.666664123535156,49.999996185302734,339,359,352
188743,74.54545593261719,41.666664123535156,49.999996185302734,352,366,362
188843,74.54545593261719,41.666664123535156,49.999996185302734,359,370,373
188943,74.54545593261719,41.666664123535156,49.999996185302734,373,375,370
189043,74.54545593261719,41.666664123535156,49.999996185302734,380,380,384
189143,74.54545593261719,36.666664123535156,45.0,373,388,381
189243,74.54545593261719,36.666664123535156,45.0,380,408,394
189343,74.54545593261719,36.666664123535156,45.0,394,404,402
189443,74.54545593261719,36.666664123535156,45.0,405,417,411
189543,74.54545593261719,36.666664123535156,45.0,407,420,409
189643,79.09090423583984,36.666664123535156,45.0,413,422,413
189743,79.09090423583984,41.666664123535156,24.999998092651367,422,439,424
189843,79.09090423583984,41.666664123535156,24.999998092651367,443,444,431
189943,79.09090423583984,41.666664123535156,24.999998092651367,429,444,446
190043,79.09090423583984,41.666664123535156,24.999998092651367,434,450,435
190143,79.09090423583984,41.666664123535156,24.999998092651367,440,453,439
190243,79.09090423583984,41.666664123535156,24.999998092651367,433,460,454
190343,79.09090423583984,18.333332061767578,40.0,431,453,450
190443,79.09090423583984,18.333332061767578,40.0,429,445,439
190543,79.09090423583984,18.333332061767578,40.0,427,443,445
190643,79.09090423583984,18.333332061767578,40.0,422,435,434
190743,70.0,18.333332061767578,40.0,426,431,422
190846,70.0,51.689857482910156,49.701786041259766,262,266,262
190943,70.0,51.689857482910156,49.701786041259766,407,420,402
191043,70.0,51.689857482910156,49.701786041259766,386,399,396
191146,70.0,51.689857482910156,49.701786041259766,256,264,270
191246,70.0,51.689857482910156,49.701786041259766,256,258,252
191345,70.0,51.689857482910156,49.701786041259766,258,257,257
191445,70.0,33.38898468017578,50.083473205566406,252,262,253
191546,70.0,33.38898468017578,50.083473205566406,259,265,255
191645,70.0,33.38898468017578,50.083473205566406,248,265,251
191745,86.82634735107422,33.38898468017578,50.083473205566406,251,265,260
191845,86.82634735107422,33.38898468017578,50.083473205566406,251,265,258
191945,86.82634735107422,33.38898468017578,50.083473205566406,251,264,261
192044,86.82634735107422,41.736228942871094,48.414024353027344,250,269,255
192144,86.82634735107422,41.736228942871094,48.414024353027344,254,267,263
192244,86.82634735107422,41.736228942871094,48.414024353027344,251,269,253
192344,86.82634735107422,41.736228942871094,48.414024353027344,251,268,253
192444,86.82634735107422,41.736228942871094,48.414024353027344,252,271,258
192543,86.82634735107422,41.736228942871094,48.414024353027344,251,264,258
192643,86.82634735107422,45.07512664794922,50.083473205566406,253,267,255
192743,86.82634735107422,45.07512664794922,50.083473205566406,251,268,253
192843,95.62841033935547,45.07512664794922,50.083473205566406,252,266,261
192943,95.62841033935547,45.07512664794922,50.083473205566406,249,269,256
193043,95.62841033935547,45.07512664794922,50.083473205566406,250,268,254
193143,95.62841033935547,45.07512664794922,50.083473205566406,251,270,254
193243,95.62841033935547,49.999996185302734,49.999996185302734,252,267,255
193343,95.62841033935547,49.999996185302734,49.999996185302734,251,267,253
193443,95.62841033935547,49.999996185302734,49.999996185302734,251,266,260
193544,95.62841033935547,49.999996185302734,49.999996185302734,251,230,220
193643,95.62841033935547,49.999996185302734,49.999996185302734,252,269,252
193743,95.62841033935547,49.999996185302734,49.999996185302734,253,228,221
193843,95.62841033935547,43.33333206176758,49.999996185302734,250,269,222
193943,95.45454406738281,43.33333206176758,49.999996185302734,251,232,222
194043,95.45454406738281,43.33333206176758,49.999996185302734,224,230,222
194143,95.45454406738281,43.33333206176758,49.999996185302734,227,233,225
194243,95.45454406738281,43.33333206176758,49.999996185302734,227,232,222
194343,95.45454406738281,43.33333206176758,49.999996185302734,223,230,221
194443,95.45454406738281,45.0,49.999996185302734,222,229,220
194543,95.45454406738281,45.0,49.999996185302734,222,230,222
194643,95.45454406738281,45.0,49.999996185302734,226,232,223
194743,95.45454406738281,45.0,49.999996185302734,226,229,222
194843,95.45454406738281,45.0,49.999996185302734,226,232,221
194943,95.45454406738281,45.0,49.999996185302734,227,232,225
195043,97.2727279663086,48.33333206176758,49.999996185302734,227,232,222
195143,97.2727279663086,48.33333206176758,49.999996185302734,225,230,222
195243,97.2727279663086,48.33333206176758,49.999996185302734,226,231,220
195343,97.2727279663086,48.33333206176758,49.999996185302734,226,233,224
195443,97.2727279663086,48.33333206176758,49.999996185302734,226,231,221
195543,97.2727279663086,48.33333206176758,49.999996185302734,222,232,221
195643,97.2727279663086,31.66666603088379,28.333332061767578,226,231,222
195743,97.2727279663086,31.66666603088379,28.333332061767578,226,230,223
195843,97.2727279663086,31.66666603088379,28.333332061767578,225,230,224
195943,97.2727279663086,31.66666603088379,28.333332061767578,223,232,222
196043,97.2727279663086,31.66666603088379,28.333332061767578,226,231,223
196143,70.90908813476562,31.66666603088379,28.333332061767578,223,230,222
196243,70.90908813476562,36.666664123535156,49.999996185302734,225,232,220
196343,70.90908813476562,36.666664123535156,49.999996185302734,225,229,221
196443,70.90908813476562,36.666664123535156,49.999996185302734,229,230,221
196543,70.90908813476562,36.666664123535156,49.999996185302734,226,231,219
196643,70.90908813476562,36.666664123535156,49.999996185302734,229,233,229
196743,70.90908813476562,36.666664123535156,49.999996185302734,226,229,220
196843,70.90908813476562,41.666664123535156,29.999998092651367,233,231,219
196943,70.90908813476562,41.666664123535156,29.999998092651367,229,237,230
197043,70.90908813476562,41.666664123535156,29.999998092651367,230,233,230
197143,70.90908813476562,41.666664123535156,29.999998092651367,229,252,240
197243,64.54545593261719,41.666664123535156,29.999998092651367,240,243,232
197343,64.54545593261719,41.666664123535156,29.999998092651367,238,255,234
197443,64.54545593261719,28.333332061767578,26.66666603088379,242,243,230
197543,64.54545593261719,28.333332061767578,26.66666603088379,240,246,233
197643,64.54545593261719,28.333332061767578,26.66666603088379,240,245,233
197743,64.54545593261719,28.333332061767578,26.66666603088379,243,247,236
197843,64.54545593261719,28.333332061767578,26.66666603088379,400,411,408
197943,64.54545593261719,28.333332061767578,26.66666603088379,408,420,422
198043,64.54545593261719,24.999998092651367,28.333332061767578,412,442,426
198143,64.54545593261719,24.999998092651367,28.333332061767578,433,451,450
198243,64.54545593261719,24.999998092651367,28.333332061767578,430,450,444
198343,69.09090423583984,24.999998092651367,28.333332061767578,434,442,450
198443,69.09090423583984,24.999998092651367,28.333332061767578,438,453,442
198543,69.09090423583984,24.999998092651367,28.333332061767578,426,456,442
198643,69.09090423583984,41.666664123535156,48.33333206176758,424,457,445
198743,69.09090423583984,41.666664123535156,48.33333206176758,434,443,434
198843,69.09090423583984,41.666664123535156,48.33333206176758,434,444,442
198943,69.09090423583984,41.666664123535156,48.33333206176758,430,448,441
199043,69.09090423583984,41.666664123535156,48.33333206176758,431,450,457
199143,69.09090423583984,41.666664123535156,48.33333206176758,428,451,444
199243,69.09090423583984,49.999996185302734,36.666664123535156,433,447,435
199343,69.09090423583984,49.999996185302734,36.666664123535156,431,463,421
199443,77.2727279663086,49.999996185302734,36.666664123535156,439,448,422
199543,77.2727279663086,49.999996185302734,36.666664123535156,436,443,447
199645,77.2727279663086,49.999996185302734,36.666664123535156,285,291,287
199745,77.2727279663086,19.920320510864258,37.84860610961914,268,282,275
199845,77.2727279663086,19.920320510864258,37.84860610961914,280,291,283
199945,77.2727279663086,19.920320510864258,37.84860610961914,279,289,290
200045,77.2727279663086,19.920320510864258,37.84860610961914,290,299,292
200143,77.2727279663086,19.920320510864258,37.84860610961914,385,389,294
200245,77.2727279663086,19.920320510864258,37.84860610961914,308,316,308
200343,77.2727279663086,33.44481658935547,50.1672248840332,376,378,318
200444,78.92107391357422,33.44481658935547,50.1672248840332,310,322,325
200544,78.92107391357422,33.44481658935547,50.1672248840332,317,330,327
200643,78.92107391357422,33.44481658935547,50.1672248840332,343,348,336
200744,78.92107391357422,33.44481658935547,50.1672248840332,337,349,349
200844,78.92107391357422,45.90818405151367,47.90419387817383,370,368,354
200944,78.92107391357422,45.90818405151367,47.90419387817383,380,375,373
201043,78.92107391357422,45.90818405151367,47.90419387817383,367,376,365
201144,78.92107391357422,45.90818405151367,47.90419387817383,363,395,392
201244,78.92107391357422,45.90818405151367,47.90419387817383,374,391,384
201343,78.92107391357422,45.90818405151367,47.90419387817383,386,391,389
201444,78.92107391357422,45.0,49.999996185302734,399,403,403
201543,96.45132446289062,45.0,49.999996185302734,406,405,399
201643,96.45132446289062,45.0,49.999996185302734,408,434,396
201743,96.45132446289062,45.0,49.999996185302734,417,433,419
201843,96.45132446289062,45.0,49.999996185302734,414,427,426
201943,96.45132446289062,45.0,49.999996185302734,420,437,436
202043,96.45132446289062,48.414024353027344,25.041736602783203,452,452,438
202143,96.45132446289062,48.414024353027344,25.041736602783203,459,489,460
202243,96.45132446289062,48.414024353027344,25.041736602783203,484,489,467
