timestamp,pid_attitude.roll_outP,pid_attitude.roll_outI,pid_attitude.roll_outD,pid_attitude.pitch_outP,pid_attitude.pitch_outI,pid_attitude.pitch_outD
183291,5.936599254608154,0.005936599336564541,0.0,4.061543941497803,0.004061544314026833,0.0
183391,6.853036880493164,0.0068530370481312275,0.0,3.982113838195801,0.003982114139944315,0.0
183491,7.297429084777832,0.007297429256141186,0.0,3.4852309226989746,0.0034852309618145227,0.0
183591,9.541568756103516,0.009541569277644157,0.0,4.807610511779785,0.004807610996067524,0.0
183691,8.918173789978027,0.008918174542486668,0.0,4.940596103668213,0.004940596409142017,0.0
183791,7.630916595458984,0.007630917243659496,0.0,3.614215850830078,0.0036142158787697554,0.0
183891,7.605401039123535,0.007605400867760181,0.0,4.075893878936768,0.004075894132256508,0.0
183991,6.36463737487793,0.006364637520164251,0.0,4.863077163696289,0.004863077774643898,0.0
184091,7.922302722930908,0.007922302931547165,0.0,4.436200141906738,0.004436200018972158,0.0
184191,9.27804946899414,0.009278049692511559,0.0,4.784091949462891,0.004784092307090759,0.0
184291,8.960210800170898,0.574902355670929,0.0,10.174164772033691,0.4477457106113434,0.0
184391,12.371097564697266,0.9703842401504517,0.0,7.937320709228516,0.8470094203948975,0.0
184491,11.749446868896484,1.6382665634155273,-0.0,-0.4741435647010803,1.0506349802017212,-0.0
184591,-11.748226165771484,1.5250637531280518,0.0,-23.07857894897461,0.6224437355995178,-0.0
184691,-22.088768005371094,0.8509643077850342,0.0,-10.954524993896484,-0.1791636347770691,0.0
184791,-7.712743759155273,0.485750675201416,-0.0,-10.377693176269531,-0.949629545211792,-0.0
184891,2.0625083446502686,0.3657309412956238,-0.0,-9.587641716003418,-1.3758479356765747,0.0
184991,-4.817744255065918,0.2908915877342224,0.0,-17.248416900634766,-2.0131969451904297,0.0
185091,-9.612920761108398,0.01956287957727909,0.0,-11.241803169250488,-2.6053738594055176,0.0
185191,-11.593839645385742,-0.5541883707046509,0.0,-6.077901363372803,-3.1449508666992188,0.0
185291,-10.780126571655273,-1.168134093284607,0.0,-8.310141563415527,-3.5210318565368652,0.0
185391,-6.131847381591797,-1.625351071357727,0.0,0.3531475067138672,-3.686020851135254,0.0
