timestamp,lighthouse.angle0x_2,lighthouse.angle0y_2,lighthouse.angle1x_2,lighthouse.angle1y_2,lighthouse.angle0x_3,lighthouse.angle0y_3
153888,0.44077396392822266,-0.5566016435623169,-0.14684352278709412,-0.8074082732200623,0.44555556774139404,-0.561107873916626
153988,0.4408000409603119,-0.5565683841705322,-0.1468697339296341,-0.8074206113815308,0.44559478759765625,-0.5610969662666321
154088,0.4407802224159241,-0.5565735697746277,-0.14683690667152405,-0.8073816299438477,0.44558823108673096,-0.5610858201980591
154188,0.4408000409603119,-0.5565683841705322,-0.14684343338012695,-0.8073874711990356,0.44558823108673096,-0.5610858201980591
154288,0.4407345652580261,-0.5565934777259827,-0.14683043956756592,-0.8073968291282654,0.44551002979278564,-0.561107337474823
154388,0.4408720135688782,-0.5565738677978516,-0.146889328956604,-0.8074166774749756,0.44568631052970886,-0.5610970258712769
154488,0.44079360365867615,-0.5565764904022217,-0.1468369960784912,-0.8073920607566833,0.44559478759765625,-0.5610969662666321
154588,0.4407802224159241,-0.5565735697746277,-0.1468304991722107,-0.8073863983154297,0.44559478759765625,-0.5610969662666321
154688,0.44083908200263977,-0.556576669216156,-0.1468041092157364,-0.8074055314064026,0.4456537961959839,-0.5611193180084229
154788,0.44076085090637207,-0.5565984845161438,-0.14686976373195648,-0.8073996901512146,0.44555556774139404,-0.561107873916626
154888,0.4408522844314575,-0.556598961353302,-0.14681746065616608,-0.8073750138282776,0.44564059376716614,-0.5610970258712769
154988,0.44079291820526123,-0.5564021468162537,-0.1464247703552246,-0.8071690201759338,0.4455486238002777,-0.5609424710273743
155088,0.440515398979187,-0.5554711818695068,-0.14482775330543518,-0.8064166307449341,0.44512736797332764,-0.56007981300354
155188,0.4407714903354645,-0.5538353323936462,-0.14291055500507355,-0.8053215742111206,0.44531235098838806,-0.5586206316947937
155288,0.442660391330719,-0.5515244603157043,-0.14147132635116577,-0.8044536113739014,0.44733184576034546,-0.5563181638717651
155388,0.4474744498729706,-0.5477796792984009,-0.1409192681312561,-0.8031971454620361,0.4522761106491089,-0.55244380235672
155488,0.45541834831237793,-0.5411179065704346,-0.1405177116394043,-0.8005867600440979,0.4603375792503357,-0.5457919239997864
155588,0.4658971428871155,-0.5314201712608337,-0.13982230424880981,-0.7960560917854309,0.4709407091140747,-0.536137044429779
155688,0.47841811180114746,-0.5197295546531677,-0.13982230424880981,-0.7960560917854309,0.48364460468292236,-0.5245074033737183
155788,0.49155333638191223,-0.5074270963668823,-0.13934434950351715,-0.784980297088623,0.4968905746936798,-0.5120920538902283
155888,0.5035074949264526,-0.49561843276023865,-0.13951286673545837,-0.7790107727050781,0.5089685916900635,-0.5002636313438416
155988,0.5127577781677246,-0.48485052585601807,-0.14132434129714966,-0.7721270322799683,0.518304169178009,-0.4894891083240509
156088,0.5184687972068787,-0.47560209035873413,-0.14475274085998535,-0.7641251683235168,0.5241258144378662,-0.48023831844329834
156188,0.5207957625389099,-0.46783339977264404,-0.1496332585811615,-0.7552351355552673,0.5264723896980286,-0.4725121259689331
156288,0.5201041102409363,-0.4611201584339142,-0.15502797067165375,-0.7453526854515076,0.5258070230484009,-0.465859979391098
156388,0.5173740386962891,-0.45514678955078125,-0.16079062223434448,-0.7349466681480408,0.5230708122253418,-0.45991674065589905
156488,0.5132846832275391,-0.44950389862060547,-0.16600853204727173,-0.724195122718811,0.5190268754959106,-0.45440104603767395
156588,0.5090063810348511,-0.44429439306259155,-0.16886861622333527,-0.7181428074836731,0.51474928855896,-0.44934120774269104
156688,0.5048806667327881,-0.43994563817977905,-0.16886861622333527,-0.7181428074836731,0.5105842351913452,-0.4448789954185486
156788,0.5034379959106445,-0.4384327828884125,-0.16886861622333527,-0.7181428074836731,0.5091738104820251,-0.4433809220790863
156888,0.5034379959106445,-0.4384327828884125,-0.17632633447647095,-0.6952018737792969,0.5091738104820251,-0.4433809220790863
156988,0.4949427843093872,-0.43395963311195374,-0.1755473017692566,-0.6924096345901489,0.5006136894226074,-0.4389290511608124
157088,0.49173927307128906,-0.4345572590827942,-0.1769820749759674,-0.6908407211303711,0.49738407135009766,-0.4395740330219269
157188,0.48911768198013306,-0.43500789999961853,-0.1823236048221588,-0.6880645751953125,0.4947494566440582,-0.4400083124637604
157288,0.48671191930770874,-0.435468852519989,-0.1920311152935028,-0.6841931343078613,0.4923892617225647,-0.440430611371994
157388,0.4839024543762207,-0.4366095960140228,-0.20526424050331116,-0.6796787977218628,0.48963868618011475,-0.4416479766368866
157488,0.47979509830474854,-0.43917468190193176,-0.22156307101249695,-0.674781322479248,0.4856362044811249,-0.44425395131111145
157588,0.47427213191986084,-0.4432113468647003,-0.24024522304534912,-0.6699384450912476,0.4802311062812805,-0.4482092261314392
157688,0.4673791527748108,-0.44827893376350403,-0.2565115988254547,-0.6658868789672852,0.47336405515670776,-0.45337215065956116
157788,0.4591086506843567,-0.45431554317474365,-0.2825787663459778,-0.6592708826065063,0.4651203751564026,-0.459512859582901
157888,0.44952625036239624,-0.4611467123031616,-0.3053780198097229,-0.6533249616622925,0.4556426405906677,-0.46634191274642944
157988,0.43865063786506653,-0.46858566999435425,-0.3053780198097229,-0.6533249616622925,0.44474807381629944,-0.4738418757915497
158088,0.4265618324279785,-0.47679394483566284,-0.33341583609580994,-0.6459997892379761,0.43276408314704895,-0.48211169242858887
158188,0.4132196009159088,-0.48556554317474365,-0.3774113357067108,-0.6341866254806519,0.4195007085800171,-0.4909885823726654
158290,0.3954666554927826,-0.497575044631958,-0.4024941325187683,-0.6275433897972107,0.4018270969390869,-0.5032045841217041
158388,0.38286465406417847,-0.5061842799186707,-0.4234258532524109,-0.6221048831939697,0.38926464319229126,-0.5118799805641174
158488,0.3658847212791443,-0.5178419947624207,-0.4234258532524109,-0.6221048831939697,0.3723967671394348,-0.5235231518745422
158588,0.3473218083381653,-0.5308736562728882,-0.4234258532524109,-0.6221048831939697,0.35401761531829834,-0.5366941094398499
158688,0.3434269428253174,-0.5337294340133667,-0.4234258532524109,-0.6221048831939697,0.3501100242137909,-0.5395691990852356
158788,0.3434269428253174,-0.5337294340133667,-0.5391082763671875,-0.5943304300308228,0.3501100242137909,-0.5395691990852356
158888,0.3434269428253174,-0.5337294340133667,-0.5621400475502014,-0.5899065732955933,0.3501100242137909,-0.5395691990852356
158990,0.3434269428253174,-0.5337294340133667,-0.589860737323761,-0.5821353197097778,0.3501100242137909,-0.5395691990852356
159090,0.22515711188316345,-0.6109982132911682,-0.6134243011474609,-0.5734296441078186,0.2320818454027176,-0.6174768805503845
159190,0.19578784704208374,-0.6260024309158325,-0.6363736391067505,-0.5636575222015381,0.20273354649543762,-0.6325078010559082
159289,0.16622747480869293,-0.6400157809257507,-0.6574309468269348,-0.5537353754043579,0.17325356602668762,-0.6466895341873169
159389,0.1430431753396988,-0.6508578658103943,-0.676074743270874,-0.5448163151741028,0.14997926354408264,-0.6575813889503479
159488,0.10884594917297363,-0.666663408279419,-0.6919021606445312,-0.5373483896255493,0.11578424274921417,-0.6734968423843384
159588,0.08176200091838837,-0.6789382696151733,-0.7052360773086548,-0.5310071706771851,0.0886697918176651,-0.6859524846076965
159688,0.06078566610813141,-0.6883804798126221,-0.7167143821716309,-0.5257184505462646,0.06760352849960327,-0.6954233646392822
159788,0.06078566610813141,-0.6883804798126221,-0.7270345687866211,-0.52097487449646,0.06760352849960327,-0.6954233646392822
159888,0.007864803075790405,-0.7113418579101562,-0.7365527153015137,-0.5161001086235046,0.014484941959381104,-0.7186774015426636
159988,-0.013011723756790161,-0.7205272316932678,-0.7452675104141235,-0.5119408369064331,-0.006534069776535034,-0.727834165096283
