timestamp,locSrv.x,locSrv.y,locSrv.z,locSrv.qx,locSrv.qy,locSrv.qz
183258,0.0,0.0,0.0,0.0,0.0,0.0
183358,0.0,0.0,0.0,0.0,0.0,0.0
183458,0.0,0.0,0.0,0.0,0.0,0.0
183558,0.0,0.0,0.0,0.0,0.0,0.0
183658,0.0,0.0,0.0,0.0,0.0,0.0
183758,0.0,0.0,0.0,0.0,0.0,0.0
183858,0.0,0.0,0.0,0.0,0.0,0.0
183958,0.0,0.0,0.0,0.0,0.0,0.0
184058,0.0,0.0,0.0,0.0,0.0,0.0
184158,0.0,0.0,0.0,0.0,0.0,0.0
184258,0.0,0.0,0.0,0.0,0.0,0.0
184358,0.0,0.0,0.0,0.0,0.0,0.0
184458,0.0,0.0,0.0,0.0,0.0,0.0
184558,0.0,0.0,0.0,0.0,0.0,0.0
184658,0.0,0.0,0.0,0.0,0.0,0.0
184758,0.0,0.0,0.0,0.0,0.0,0.0
184858,0.0,0.0,0.0,0.0,0.0,0.0
184958,0.0,0.0,0.0,0.0,0.0,0.0
185058,0.0,0.0,0.0,0.0,0.0,0.0
185158,0.0,0.0,0.0,0.0,0.0,0.0
185258,0.0,0.0,0.0,0.0,0.0,0.0
185358,0.0,0.0,0.0,0.0,0.0,0.0
185458,0.0,0.0,0.0,0.0,0.0,0.0
185558,0.0,0.0,0.0,0.0,0.0,0.0
185658,0.0,0.0,0.0,0.0,0.0,0.0
185758,0.0,0.0,0.0,0.0,0.0,0.0
185858,0.0,0.0,0.0,0.0,0.0,0.0
185958,0.0,0.0,0.0,0.0,0.0,0.0
186058,0.0,0.0,0.0,0.0,0.0,0.0
186158,0.0,0.0,0.0,0.0,0.0,0.0
186258,0.0,0.0,0.0,0.0,0.0,0.0
186358,0.0,0.0,0.0,0.0,0.0,0.0
186458,0.0,0.0,0.0,0.0,0.0,0.0
186558,0.0,0.0,0.0,0.0,0.0,0.0
186658,0.0,0.0,0.0,0.0,0.0,0.0
186758,0.0,0.0,0.0,0.0,0.0,0.0
186858,0.0,0.0,0.0,0.0,0.0,0.0
186958,0.0,0.0,0.0,0.0,0.0,0.0
187058,0.0,0.0,0.0,0.0,0.0,0.0
187158,0.0,0.0,0.0,0.0,0.0,0.0
187258,0.0,0.0,0.0,0.0,0.0,0.0
187358,0.0,0.0,0.0,0.0,0.0,0.0
187458,0.0,0.0,0.0,0.0,0.0,0.0
187558,0.0,0.0,0.0,0.0,0.0,0.0
187658,0.0,0.0,0.0,0.0,0.0,0.0
187758,0.0,0.0,0.0,0.0,0.0,0.0
187858,0.0,0.0,0.0,0.0,0.0,0.0
187958,0.0,0.0,0.0,0.0,0.0,0.0
188058,0.0,0.0,0.0,0.0,0.0,0.0
188158,0.0,0.0,0.0,0.0,0.0,0.0
188258,0.0,0.0,0.0,0.0,0.0,0.0
188360,0.0,0.0,0.0,0.0,0.0,0.0
188460,0.0,0.0,0.0,0.0,0.0,0.0
188560,0.0,0.0,0.0,0.0,0.0,0.0
