timestamp,posCtrlIndi.phi_tilde,posCtrlIndi.theta_tilde,posCtrlIndi.T_tilde,posCtrlIndi.T_inner,posCtrlIndi.T_inner_f,posCtrlIndi.T_incremented
210213,0.0,0.0,0.0,0.0,0.0,0.0
210313,0.0,0.0,0.0,0.0,0.0,0.0
210413,0.0,0.0,0.0,0.0,0.0,0.0
210513,0.0,0.0,0.0,0.0,0.0,0.0
210613,0.0,0.0,0.0,0.0,0.0,0.0
210713,0.0,0.0,0.0,0.0,0.0,0.0
210813,0.0,0.0,0.0,0.0,0.0,0.0
210913,0.0,0.0,0.0,0.0,0.0,0.0
211013,0.0,0.0,0.0,0.0,0.0,0.0
211113,0.0,0.0,0.0,0.0,0.0,0.0
211213,0.0,0.0,0.0,0.0,0.0,0.0
211313,0.0,0.0,0.0,0.0,0.0,0.0
211413,0.0,0.0,0.0,0.0,0.0,0.0
211513,0.0,0.0,0.0,0.0,0.0,0.0
211613,0.0,0.0,0.0,0.0,0.0,0.0
211713,0.0,0.0,0.0,0.0,0.0,0.0
211813,0.0,0.0,0.0,0.0,0.0,0.0
211913,0.0,0.0,0.0,0.0,0.0,0.0
212013,0.0,0.0,0.0,0.0,0.0,0.0
212113,0.0,0.0,0.0,0.0,0.0,0.0
212213,0.0,0.0,0.0,0.0,0.0,0.0
212313,0.0,0.0,0.0,0.0,0.0,0.0
212413,0.0,0.0,0.0,0.0,0.0,0.0
212513,0.0,0.0,0.0,0.0,0.0,0.0
212613,0.0,0.0,0.0,0.0,0.0,0.0
212713,0.0,0.0,0.0,0.0,0.0,0.0
212813,0.0,0.0,0.0,0.0,0.0,0.0
212913,0.0,0.0,0.0,0.0,0.0,0.0
213013,0.0,0.0,0.0,0.0,0.0,0.0
213113,0.0,0.0,0.0,0.0,0.0,0.0
213213,0.0,0.0,0.0,0.0,0.0,0.0
213313,0.0,0.0,0.0,0.0,0.0,0.0
213413,0.0,0.0,0.0,0.0,0.0,0.0
213513,0.0,0.0,0.0,0.0,0.0,0.0
213613,0.0,0.0,0.0,0.0,0.0,0.0
213713,0.0,0.0,0.0,0.0,0.0,0.0
213816,0.0,0.0,0.0,0.0,0.0,0.0
213913,0.0,0.0,0.0,0.0,0.0,0.0
214014,0.0,0.0,0.0,0.0,0.0,0.0
214113,0.0,0.0,0.0,0.0,0.0,0.0
214213,0.0,0.0,0.0,0.0,0.0,0.0
214313,0.0,0.0,0.0,0.0,0.0,0.0
214413,0.0,0.0,0.0,0.0,0.0,0.0
214513,0.0,0.0,0.0,0.0,0.0,0.0
214613,0.0,0.0,0.0,0.0,0.0,0.0
214713,0.0,0.0,0.0,0.0,0.0,0.0
214813,0.0,0.0,0.0,0.0,0.0,0.0
214916,0.0,0.0,0.0,0.0,0.0,0.0
215016,0.0,0.0,0.0,0.0,0.0,0.0
215115,0.0,0.0,0.0,0.0,0.0,0.0
215216,0.0,0.0,0.0,0.0,0.0,0.0
215315,0.0,0.0,0.0,0.0,0.0,0.0
215415,0.0,0.0,0.0,0.0,0.0,0.0
215515,0.0,0.0,0.0,0.0,0.0,0.0
215615,0.0,0.0,0.0,0.0,0.0,0.0
215715,0.0,0.0,0.0,0.0,0.0,0.0
215813,0.0,0.0,0.0,0.0,0.0,0.0
215913,0.0,0.0,0.0,0.0,0.0,0.0
216013,0.0,0.0,0.0,0.0,0.0,0.0
216114,0.0,0.0,0.0,0.0,0.0,0.0
216214,0.0,0.0,0.0,0.0,0.0,0.0
216314,0.0,0.0,0.0,0.0,0.0,0.0
216414,0.0,0.0,0.0,0.0,0.0,0.0
216513,0.0,0.0,0.0,0.0,0.0,0.0
216613,0.0,0.0,0.0,0.0,0.0,0.0
216713,0.0,0.0,0.0,0.0,0.0,0.0
216813,0.0,0.0,0.0,0.0,0.0,0.0
216913,0.0,0.0,0.0,0.0,0.0,0.0
217013,0.0,0.0,0.0,0.0,0.0,0.0
217113,0.0,0.0,0.0,0.0,0.0,0.0
217213,0.0,0.0,0.0,0.0,0.0,0.0
217313,0.0,0.0,0.0,0.0,0.0,0.0
217413,0.0,0.0,0.0,0.0,0.0,0.0
217513,0.0,0.0,0.0,0.0,0.0,0.0
217613,0.0,0.0,0.0,0.0,0.0,0.0
217713,0.0,0.0,0.0,0.0,0.0,0.0
217813,0.0,0.0,0.0,0.0,0.0,0.0
217913,0.0,0.0,0.0,0.0,0.0,0.0
218013,0.0,0.0,0.0,0.0,0.0,0.0
218113,0.0,0.0,0.0,0.0,0.0,0.0
218213,0.0,0.0,0.0,0.0,0.0,0.0
218313,0.0,0.0,0.0,0.0,0.0,0.0
218413,0.0,0.0,0.0,0.0,0.0,0.0
218513,0.0,0.0,0.0,0.0,0.0,0.0
218613,0.0,0.0,0.0,0.0,0.0,0.0
218713,0.0,0.0,0.0,0.0,0.0,0.0
218813,0.0,0.0,0.0,0.0,0.0,0.0
218913,0.0,0.0,0.0,0.0,0.0,0.0
219013,0.0,0.0,0.0,0.0,0.0,0.0
219113,0.0,0.0,0.0,0.0,0.0,0.0
219213,0.0,0.0,0.0,0.0,0.0,0.0
219313,0.0,0.0,0.0,0.0,0.0,0.0
219413,0.0,0.0,0.0,0.0,0.0,0.0
219513,0.0,0.0,0.0,0.0,0.0,0.0
219613,0.0,0.0,0.0,0.0,0.0,0.0
219713,0.0,0.0,0.0,0.0,0.0,0.0
219813,0.0,0.0,0.0,0.0,0.0,0.0
219913,0.0,0.0,0.0,0.0,0.0,0.0
220013,0.0,0.0,0.0,0.0,0.0,0.0
220113,0.0,0.0,0.0,0.0,0.0,0.0
220213,0.0,0.0,0.0,0.0,0.0,0.0
220313,0.0,0.0,0.0,0.0,0.0,0.0
220413,0.0,0.0,0.0,0.0,0.0,0.0
220513,0.0,0.0,0.0,0.0,0.0,0.0
220613,0.0,0.0,0.0,0.0,0.0,0.0
220713,0.0,0.0,0.0,0.0,0.0,0.0
220815,0.0,0.0,0.0,0.0,0.0,0.0
220915,0.0,0.0,0.0,0.0,0.0,0.0
221015,0.0,0.0,0.0,0.0,0.0,0.0
221113,0.0,0.0,0.0,0.0,0.0,0.0
221215,0.0,0.0,0.0,0.0,0.0,0.0
221315,0.0,0.0,0.0,0.0,0.0,0.0
221414,0.0,0.0,0.0,0.0,0.0,0.0
221514,0.0,0.0,0.0,0.0,0.0,0.0
221614,0.0,0.0,0.0,0.0,0.0,0.0
221714,0.0,0.0,0.0,0.0,0.0,0.0
221813,0.0,0.0,0.0,0.0,0.0,0.0
221913,0.0,0.0,0.0,0.0,0.0,0.0
222013,0.0,0.0,0.0,0.0,0.0,0.0
222113,0.0,0.0,0.0,0.0,0.0,0.0
222213,0.0,0.0,0.0,0.0,0.0,0.0
222313,0.0,0.0,0.0,0.0,0.0,0.0
222413,0.0,0.0,0.0,0.0,0.0,0.0
222513,0.0,0.0,0.0,0.0,0.0,0.0
222613,0.0,0.0,0.0,0.0,0.0,0.0
222713,0.0,0.0,0.0,0.0,0.0,0.0
222813,0.0,0.0,0.0,0.0,0.0,0.0
222913,0.0,0.0,0.0,0.0,0.0,0.0
223013,0.0,0.0,0.0,0.0,0.0,0.0
223113,0.0,0.0,0.0,0.0,0.0,0.0
223213,0.0,0.0,0.0,0.0,0.0,0.0
223313,0.0,0.0,0.0,0.0,0.0,0.0
223413,0.0,0.0,0.0,0.0,0.0,0.0
223513,0.0,0.0,0.0,0.0,0.0,0.0
223613,0.0,0.0,0.0,0.0,0.0,0.0
223713,0.0,0.0,0.0,0.0,0.0,0.0
223813,0.0,0.0,0.0,0.0,0.0,0.0
223913,0.0,0.0,0.0,0.0,0.0,0.0
224014,0.0,0.0,0.0,0.0,0.0,0.0
224114,0.0,0.0,0.0,0.0,0.0,0.0
224213,0.0,0.0,0.0,0.0,0.0,0.0
224313,0.0,0.0,0.0,0.0,0.0,0.0
224414,0.0,0.0,0.0,0.0,0.0,0.0
224513,0.0,0.0,0.0,0.0,0.0,0.0
224613,0.0,0.0,0.0,0.0,0.0,0.0
224713,0.0,0.0,0.0,0.0,0.0,0.0
224813,0.0,0.0,0.0,0.0,0.0,0.0
224913,0.0,0.0,0.0,0.0,0.0,0.0
225013,0.0,0.0,0.0,0.0,0.0,0.0
225113,0.0,0.0,0.0,0.0,0.0,0.0
225213,0.0,0.0,0.0,0.0,0.0,0.0
225313,0.0,0.0,0.0,0.0,0.0,0.0
225413,0.0,0.0,0.0,0.0,0.0,0.0
225513,0.0,0.0,0.0,0.0,0.0,0.0
225613,0.0,0.0,0.0,0.0,0.0,0.0
225713,0.0,0.0,0.0,0.0,0.0,0.0
225813,0.0,0.0,0.0,0.0,0.0,0.0
225913,0.0,0.0,0.0,0.0,0.0,0.0
226013,0.0,0.0,0.0,0.0,0.0,0.0
226113,0.0,0.0,0.0,0.0,0.0,0.0
226213,0.0,0.0,0.0,0.0,0.0,0.0
226313,0.0,0.0,0.0,0.0,0.0,0.0
226413,0.0,0.0,0.0,0.0,0.0,0.0
226513,0.0,0.0,0.0,0.0,0.0,0.0
226613,0.0,0.0,0.0,0.0,0.0,0.0
226713,0.0,0.0,0.0,0.0,0.0,0.0
226813,0.0,0.0,0.0,0.0,0.0,0.0
226913,0.0,0.0,0.0,0.0,0.0,0.0
227013,0.0,0.0,0.0,0.0,0.0,0.0
227113,0.0,0.0,0.0,0.0,0.0,0.0
227213,0.0,0.0,0.0,0.0,0.0,0.0
227313,0.0,0.0,0.0,0.0,0.0,0.0
227413,0.0,0.0,0.0,0.0,0.0,0.0
227513,0.0,0.0,0.0,0.0,0.0,0.0
227613,0.0,0.0,0.0,0.0,0.0,0.0
227713,0.0,0.0,0.0,0.0,0.0,0.0
227813,0.0,0.0,0.0,0.0,0.0,0.0
227913,0.0,0.0,0.0,0.0,0.0,0.0
228013,0.0,0.0,0.0,0.0,0.0,0.0
228113,0.0,0.0,0.0,0.0,0.0,0.0
228213,0.0,0.0,0.0,0.0,0.0,0.0
228313,0.0,0.0,0.0,0.0,0.0,0.0
228413,0.0,0.0,0.0,0.0,0.0,0.0
228513,0.0,0.0,0.0,0.0,0.0,0.0
228613,0.0,0.0,0.0,0.0,0.0,0.0
228713,0.0,0.0,0.0,0.0,0.0,0.0
228813,0.0,0.0,0.0,0.0,0.0,0.0
228913,0.0,0.0,0.0,0.0,0.0,0.0
229013,0.0,0.0,0.0,0.0,0.0,0.0
229113,0.0,0.0,0.0,0.0,0.0,0.0
229213,0.0,0.0,0.0,0.0,0.0,0.0
229313,0.0,0.0,0.0,0.0,0.0,0.0
229413,0.0,0.0,0.0,0.0,0.0,0.0
229513,0.0,0.0,0.0,0.0,0.0,0.0
229613,0.0,0.0,0.0,0.0,0.0,0.0
229713,0.0,0.0,0.0,0.0,0.0,0.0
229813,0.0,0.0,0.0,0.0,0.0,0.0
229913,0.0,0.0,0.0,0.0,0.0,0.0
230013,0.0,0.0,0.0,0.0,0.0,0.0
230113,0.0,0.0,0.0,0.0,0.0,0.0
230213,0.0,0.0,0.0,0.0,0.0,0.0
230313,0.0,0.0,0.0,0.0,0.0,0.0
230413,0.0,0.0,0.0,0.0,0.0,0.0
230515,0.0,0.0,0.0,0.0,0.0,0.0
230613,0.0,0.0,0.0,0.0,0.0,0.0
230713,0.0,0.0,0.0,0.0,0.0,0.0
230813,0.0,0.0,0.0,0.0,0.0,0.0
230916,0.0,0.0,0.0,0.0,0.0,0.0
231016,0.0,0.0,0.0,0.0,0.0,0.0
231116,0.0,0.0,0.0,0.0,0.0,0.0
231216,0.0,0.0,0.0,0.0,0.0,0.0
231315,0.0,0.0,0.0,0.0,0.0,0.0
231415,0.0,0.0,0.0,0.0,0.0,0.0
231515,0.0,0.0,0.0,0.0,0.0,0.0
231615,0.0,0.0,0.0,0.0,0.0,0.0
231714,0.0,0.0,0.0,0.0,0.0,0.0
