timestamp,sensfusion6.qw,sensfusion6.qx,sensfusion6.qy,sensfusion6.qz,sensfusion6.gravityX,sensfusion6.gravityY
80196,1.0,0.0,0.0,0.0,0.0,0.0
80296,1.0,0.0,0.0,0.0,0.0,0.0
80396,1.0,0.0,0.0,0.0,0.0,0.0
80496,1.0,0.0,0.0,0.0,0.0,0.0
80596,1.0,0.0,0.0,0.0,0.0,0.0
80698,1.0,0.0,0.0,0.0,0.0,0.0
80799,1.0,0.0,0.0,0.0,0.0,0.0
80896,1.0,0.0,0.0,0.0,0.0,0.0
80998,1.0,0.0,0.0,0.0,0.0,0.0
81099,1.0,0.0,0.0,0.0,0.0,0.0
81196,1.0,0.0,0.0,0.0,0.0,0.0
81298,1.0,0.0,0.0,0.0,0.0,0.0
81398,1.0,0.0,0.0,0.0,0.0,0.0
81496,1.0,0.0,0.0,0.0,0.0,0.0
81599,1.0,0.0,0.0,0.0,0.0,0.0
81699,1.0,0.0,0.0,0.0,0.0,0.0
81799,1.0,0.0,0.0,0.0,0.0,0.0
81898,1.0,0.0,0.0,0.0,0.0,0.0
81999,1.0,0.0,0.0,0.0,0.0,0.0
82099,1.0,0.0,0.0,0.0,0.0,0.0
82199,1.0,0.0,0.0,0.0,0.0,0.0
82298,1.0,0.0,0.0,0.0,0.0,0.0
82398,1.0,0.0,0.0,0.0,0.0,0.0
82498,1.0,0.0,0.0,0.0,0.0,0.0
82598,1.0,0.0,0.0,0.0,0.0,0.0
82696,1.0,0.0,0.0,0.0,0.0,0.0
82796,1.0,0.0,0.0,0.0,0.0,0.0
82898,1.0,0.0,0.0,0.0,0.0,0.0
82996,1.0,0.0,0.0,0.0,0.0,0.0
83098,1.0,0.0,0.0,0.0,0.0,0.0
83198,1.0,0.0,0.0,0.0,0.0,0.0
83298,1.0,0.0,0.0,0.0,0.0,0.0
83398,1.0,0.0,0.0,0.0,0.0,0.0
83499,1.0,0.0,0.0,0.0,0.0,0.0
83596,1.0,0.0,0.0,0.0,0.0,0.0
83698,1.0,0.0,0.0,0.0,0.0,0.0
83796,1.0,0.0,0.0,0.0,0.0,0.0
83896,1.0,0.0,0.0,0.0,0.0,0.0
83996,1.0,0.0,0.0,0.0,0.0,0.0
84098,1.0,0.0,0.0,0.0,0.0,0.0
84198,1.0,0.0,0.0,0.0,0.0,0.0
84297,1.0,0.0,0.0,0.0,0.0,0.0
84397,1.0,0.0,0.0,0.0,0.0,0.0
84497,1.0,0.0,0.0,0.0,0.0,0.0
84597,1.0,0.0,0.0,0.0,0.0,0.0
84696,1.0,0.0,0.0,0.0,0.0,0.0
84796,1.0,0.0,0.0,0.0,0.0,0.0
84896,1.0,0.0,0.0,0.0,0.0,0.0
84996,1.0,0.0,0.0,0.0,0.0,0.0
85096,1.0,0.0,0.0,0.0,0.0,0.0
85196,1.0,0.0,0.0,0.0,0.0,0.0
85296,1.0,0.0,0.0,0.0,0.0,0.0
85396,1.0,0.0,0.0,0.0,0.0,0.0
85496,1.0,0.0,0.0,0.0,0.0,0.0
85596,1.0,0.0,0.0,0.0,0.0,0.0
85696,1.0,0.0,0.0,0.0,0.0,0.0
85796,1.0,0.0,0.0,0.0,0.0,0.0
85896,1.0,0.0,0.0,0.0,0.0,0.0
85996,1.0,0.0,0.0,0.0,0.0,0.0
86096,1.0,0.0,0.0,0.0,0.0,0.0
86196,1.0,0.0,0.0,0.0,0.0,0.0
86296,1.0,0.0,0.0,0.0,0.0,0.0
86396,1.0,0.0,0.0,0.0,0.0,0.0
86496,1.0,0.0,0.0,0.0,0.0,0.0
86596,1.0,0.0,0.0,0.0,0.0,0.0
86696,1.0,0.0,0.0,0.0,0.0,0.0
86796,1.0,0.0,0.0,0.0,0.0,0.0
86896,1.0,0.0,0.0,0.0,0.0,0.0
86996,1.0,0.0,0.0,0.0,0.0,0.0
87096,1.0,0.0,0.0,0.0,0.0,0.0
87196,1.0,0.0,0.0,0.0,0.0,0.0
87296,1.0,0.0,0.0,0.0,0.0,0.0
87398,1.0,0.0,0.0,0.0,0.0,0.0
87496,1.0,0.0,0.0,0.0,0.0,0.0
87598,1.0,0.0,0.0,0.0,0.0,0.0
87698,1.0,0.0,0.0,0.0,0.0,0.0
87796,1.0,0.0,0.0,0.0,0.0,0.0
87896,1.0,0.0,0.0,0.0,0.0,0.0
87996,1.0,0.0,0.0,0.0,0.0,0.0
88096,1.0,0.0,0.0,0.0,0.0,0.0
88198,1.0,0.0,0.0,0.0,0.0,0.0
88298,1.0,0.0,0.0,0.0,0.0,0.0
88397,1.0,0.0,0.0,0.0,0.0,0.0
88498,1.0,0.0,0.0,0.0,0.0,0.0
88598,1.0,0.0,0.0,0.0,0.0,0.0
88698,1.0,0.0,0.0,0.0,0.0,0.0
88798,1.0,0.0,0.0,0.0,0.0,0.0
88898,1.0,0.0,0.0,0.0,0.0,0.0
88996,1.0,0.0,0.0,0.0,0.0,0.0
89096,1.0,0.0,0.0,0.0,0.0,0.0
89197,1.0,0.0,0.0,0.0,0.0,0.0
89297,1.0,0.0,0.0,0.0,0.0,0.0
89396,1.0,0.0,0.0,0.0,0.0,0.0
89497,1.0,0.0,0.0,0.0,0.0,0.0
89597,1.0,0.0,0.0,0.0,0.0,0.0
89697,1.0,0.0,0.0,0.0,0.0,0.0
89797,1.0,0.0,0.0,0.0,0.0,0.0
89897,1.0,0.0,0.0,0.0,0.0,0.0
89997,1.0,0.0,0.0,0.0,0.0,0.0
90097,1.0,0.0,0.0,0.0,0.0,0.0
90197,1.0,0.0,0.0,0.0,0.0,0.0
90297,1.0,0.0,0.0,0.0,0.0,0.0
90397,1.0,0.0,0.0,0.0,0.0,0.0
90497,1.0,0.0,0.0,0.0,0.0,0.0
90597,1.0,0.0,0.0,0.0,0.0,0.0
90696,1.0,0.0,0.0,0.0,0.0,0.0
90797,1.0,0.0,0.0,0.0,0.0,0.0
90897,1.0,0.0,0.0,0.0,0.0,0.0
90996,1.0,0.0,0.0,0.0,0.0,0.0
91097,1.0,0.0,0.0,0.0,0.0,0.0
