timestamp,ext_pos.X,ext_pos.Y,ext_pos.Z
124677,0.0,0.0,0.0
124777,0.0,0.0,0.0
124877,0.0,0.0,0.0
124977,0.0,0.0,0.0
125077,0.0,0.0,0.0
125177,0.0,0.0,0.0
125277,0.0,0.0,0.0
125377,0.0,0.0,0.0
125477,0.0,0.0,0.0
125577,0.0,0.0,0.0
125677,0.0,0.0,0.0
125777,0.0,0.0,0.0
125880,0.0,0.0,0.0
125979,0.0,0.0,0.0
126077,0.0,0.0,0.0
126179,0.0,0.0,0.0
126278,0.0,0.0,0.0
126378,0.0,0.0,0.0
126478,0.0,0.0,0.0
126578,0.0,0.0,0.0
126677,0.0,0.0,0.0
126777,0.0,0.0,0.0
126877,0.0,0.0,0.0
126977,0.0,0.0,0.0
127077,0.0,0.0,0.0
127177,0.0,0.0,0.0
127277,0.0,0.0,0.0
127377,0.0,0.0,0.0
127477,0.0,0.0,0.0
127577,0.0,0.0,0.0
127677,0.0,0.0,0.0
127777,0.0,0.0,0.0
127877,0.0,0.0,0.0
127979,0.0,0.0,0.0
128077,0.0,0.0,0.0
128177,0.0,0.0,0.0
128277,0.0,0.0,0.0
128377,0.0,0.0,0.0
128479,0.0,0.0,0.0
128578,0.0,0.0,0.0
128678,0.0,0.0,0.0
128778,0.0,0.0,0.0
128878,0.0,0.0,0.0
128977,0.0,0.0,0.0
129077,0.0,0.0,0.0
129177,0.0,0.0,0.0
129278,0.0,0.0,0.0
129378,0.0,0.0,0.0
129478,0.0,0.0,0.0
129578,0.0,0.0,0.0
129677,0.0,0.0,0.0
129777,0.0,0.0,0.0
129877,0.0,0.0,0.0
129977,0.0,0.0,0.0
130077,0.0,0.0,0.0
130177,0.0,0.0,0.0
130277,0.0,0.0,0.0
130377,0.0,0.0,0.0
130477,0.0,0.0,0.0
130577,0.0,0.0,0.0
130677,0.0,0.0,0.0
130777,0.0,0.0,0.0
130877,0.0,0.0,0.0
130977,0.0,0.0,0.0
131077,0.0,0.0,0.0
131177,0.0,0.0,0.0
131277,0.0,0.0,0.0
131377,0.0,0.0,0.0
131477,0.0,0.0,0.0
131577,0.0,0.0,0.0
131677,0.0,0.0,0.0
131777,0.0,0.0,0.0
131877,0.0,0.0,0.0
131977,0.0,0.0,0.0
132077,0.0,0.0,0.0
132177,0.0,0.0,0.0
132277,0.0,0.0,0.0
132377,0.0,0.0,0.0
132477,0.0,0.0,0.0
132577,0.0,0.0,0.0
132677,0.0,0.0,0.0
132777,0.0,0.0,0.0
132877,0.0,0.0,0.0
132977,0.0,0.0,0.0
133077,0.0,0.0,0.0
133177,0.0,0.0,0.0
