timestamp,acc.x,acc.y,acc.z
1975897,0.0023293597623705864,-0.04337387904524803,0.9979307055473328
1975997,0.0011558926198631525,-0.042305272072553635,1.001264214515686
1976097,0.003363577416166663,-0.04283013939857483,0.9981021285057068
1976197,0.0004088396090082824,-0.04412602633237839,0.9985800981521606
1976297,0.0019072209252044559,-0.04278372600674629,0.9977544546127319
1976397,0.0017021340318024158,-0.04326975345611572,0.9992299675941467
1976497,0.003235227894037962,-0.04197394847869873,1.0004513263702393
1976597,0.00099072081502527,-0.04215129092335701,0.997671365737915
1976697,0.002356424694880843,-0.043081238865852356,0.9977152943611145
1976797,0.0015574453864246607,-0.0441734679043293,0.9974932074546814
1976897,0.005409177392721176,-0.050415243953466415,0.9953217506408691
1976997,-0.02358103357255459,-0.03268197178840637,1.0220249891281128
1977097,-0.006408088840544224,-0.03352813050150871,0.9700646996498108
1977197,-0.0028426561038941145,0.0026361236814409494,1.0049632787704468
1977297,-0.011166038922965527,0.019331667572259903,1.1463727951049805
1977397,-0.02539118006825447,-0.019770914688706398,1.1652119159698486
1977499,0.006531459745019674,0.005991165526211262,1.157893419265747
1977599,-0.02423318661749363,0.011143925599753857,1.1277217864990234
1977698,-0.011480316519737244,0.0031088022515177727,1.050994634628296
1977799,-0.030667440965771675,-0.0038542249239981174,1.0084753036499023
1977898,-0.02122517302632332,0.0013799614971503615,0.9496552348136902
1977999,-0.01458451896905899,-0.014843559823930264,0.8962130546569824
1978097,-0.03001873381435871,0.007137903477996588,0.8951135277748108
1978197,-0.014672599732875824,-0.027440132573246956,0.9339506030082703
1978297,-0.02497958391904831,-0.00452809315174818,0.9414780139923096
1978397,-0.00779161648824811,-0.008359086699783802,0.972404420375824
1978497,-0.035323236137628555,0.006067151203751564,1.0104726552963257
1978597,-0.023820167407393456,-0.012243635952472687,0.9808261394500732
1978697,-0.014502682723104954,-0.003298584371805191,1.0046911239624023
1978797,-0.0032132165506482124,-0.017812766134738922,0.975073516368866
1978897,0.0039563956670463085,-0.02956382930278778,1.0102035999298096
1978997,-0.02305993251502514,-0.014049135148525238,0.988873302936554
1979097,-0.008691739290952682,-0.028870122507214546,0.9890967607498169
1979197,-0.006053451914340258,-0.012262003496289253,1.0008071660995483
1979297,0.0007583037950098515,-0.028924085199832916,1.0056437253952026
1979397,-0.024143772199749947,-0.016189808025956154,1.0286096334457397
1979497,-0.029672538861632347,-0.0006956562283448875,0.9771021604537964
1979597,-0.01772760972380638,-0.008855331689119339,0.9844368100166321
1979697,-0.01000268291682005,-0.05960163101553917,0.9750849008560181
1979797,-0.012156576849520206,-0.008231360465288162,0.9875563979148865
1979897,-0.033675361424684525,-0.014751720242202282,1.0333036184310913
1979997,-0.021709538996219635,-0.02524641528725624,1.0589789152145386
1980097,-0.007565384265035391,-0.005188860930502415,0.9978271126747131
1980197,-0.030669698491692543,-0.028353529050946236,1.0046089887619019
1980297,-0.007387476973235607,-0.018250299617648125,0.9684824347496033
1980397,-0.047663938254117966,-0.006303098052740097,1.0214152336120605
1980497,-0.03486171364784241,-0.021498288959264755,0.9818527102470398
1980597,-0.0592166967689991,0.0040724994614720345,1.0132101774215698
1980697,-0.03699494153261185,-0.024383461102843285,0.9833666682243347
1980797,-0.028605904430150986,-0.018486959859728813,0.998604953289032
1980897,-0.03209386020898819,-0.005136493593454361,1.007222294807434
1980997,-0.016780080273747444,-0.023272983729839325,0.9982122778892517
1981097,-0.025950457900762558,-0.013960632495582104,0.9992325305938721
1981197,-0.06004839390516281,-0.0017222247552126646,1.0280451774597168
1981297,-0.02238532155752182,-0.022095516324043274,0.9813505411148071
1981397,-0.05727558955550194,-0.004115292336791754,1.015804409980774
1981497,-0.06033046171069145,-0.017330165952444077,1.040450096130371
1981597,-0.04117325693368912,0.0055342852137982845,1.0527783632278442
1981697,-0.029209978878498077,-0.0038532319013029337,1.0225200653076172
1981797,-0.03411777317523956,-0.018231132999062538,0.9894272089004517
1981897,-0.04387230798602104,-0.017367351800203323,1.0129203796386719
1981997,-0.02627458982169628,-0.04684252664446831,0.9927157759666443
1982097,-0.054747216403484344,0.017243850976228714,1.0101903676986694
1982197,-0.04528171196579933,-0.005996829364448786,0.983282744884491
1982297,-0.048461366444826126,-0.01348233874887228,1.01807701587677
1982397,-0.036835867911577225,0.012694602832198143,1.0369548797607422
1982497,-0.021385332569479942,-0.008492282591760159,1.1328904628753662
1982597,-0.0065222736448049545,-0.00997043214738369,1.160546064376831
1982697,0.006419214885681868,-0.007759277708828449,1.0092087984085083
1982797,-0.012347815558314323,-0.016548262909054756,0.892940878868103
1982897,-0.005909227300435305,-0.012114973738789558,0.8901943564414978
1982997,3.237635246478021e-05,-0.0015353960916399956,0.9371752738952637
1983097,-0.008571774698793888,-0.018253924325108528,0.9428936839103699
1983197,0.013832165859639645,-0.02300543338060379,0.921234667301178
1983297,-0.006830459460616112,-0.013978563249111176,0.8156341910362244
1983397,-0.006346594542264938,-0.012163590639829636,0.7677972912788391
1983497,-0.003205561311915517,-0.014640871435403824,0.8121099472045898
1983597,-0.029429301619529724,0.012097225524485111,0.9675286412239075
1983697,-0.018136626109480858,-0.039228104054927826,1.0356473922729492
1983797,-0.007731324061751366,0.03104868158698082,1.1328649520874023
1983897,-0.026268761605024338,-0.003241320140659809,0.8660950064659119
1983997,-0.0021908453200012445,-0.025478731840848923,0.46350809931755066
1984097,0.16729459166526794,-0.15992744266986847,0.4894929826259613
1984197,0.13109323382377625,0.012980218976736069,1.7246912717819214
1984297,0.014244483783841133,-0.010876824147999287,0.990150511264801
1984397,-0.011914159171283245,0.006389505695551634,1.0111496448516846
1984497,0.004815458320081234,-0.00733985984697938,1.000826120376587
1984597,0.001714428886771202,-0.0005701191839762032,0.9995977878570557
1984697,-0.006356167607009411,-0.003141185501590371,0.9987876415252686
1984797,-0.007896102033555508,-0.006377195008099079,0.9970999956130981
1984897,-0.0027783119585365057,-0.005773136392235756,0.9987193942070007
1984997,-0.004604914225637913,-0.0035398059990257025,0.9975127577781677
1985097,0.0032868909183889627,-0.010208569467067719,0.9955340623855591
1985197,-0.005362440831959248,-0.0009686802513897419,0.9999997019767761
1985297,-0.000823564943857491,-0.0051499465480446815,0.9982365369796753
1985397,-0.0005825948901474476,-0.006116013508290052,1.0001777410507202
1985497,0.0014854036271572113,-0.00478264968842268,0.999372661113739
1985597,-0.003118471708148718,-0.0035200854763388634,0.9990783929824829
1985697,-0.00036949999048374593,-0.005318616051226854,1.000701904296875
1985797,-0.001959300832822919,-0.00684282137081027,0.996961772441864
1985897,-0.0015934029361233115,-0.0032605782616883516,0.9989628195762634
1985997,-0.0034061484038829803,-0.006847476586699486,0.9988501667976379
1986097,-0.00409997021779418,-0.005975333973765373,0.9986892938613892
1986197,-0.0011677632573992014,-0.00426155049353838,1.0004143714904785
1986297,-0.0003223226813133806,-0.003837460884824395,0.999197781085968
1986397,-0.0033015264198184013,-0.00215389346703887,0.9988096952438354
1986497,-0.0041762301698327065,-0.005294153466820717,0.9994353652000427
1986597,-0.0017495875945314765,-0.004250696860253811,1.0002821683883667
1986697,-0.002208802616223693,-0.004157728981226683,0.9976173639297485
1986797,-0.004174984060227871,-0.004430834203958511,0.9994937181472778
1986897,-0.0032394281588494778,-0.002269184682518244,1.000578761100769
1986997,-0.0031392453238368034,-0.004433964379131794,1.000563383102417
1987097,-0.001659798203036189,-0.004755587782710791,1.0008994340896606
1987197,-0.0017505539581179619,-0.005972007755190134,0.9967364072799683
1987297,-0.00112165289465338,-0.003929056227207184,0.9993652105331421
1987397,-0.004724882077425718,-0.0036602995824068785,1.000307321548462
1987497,-0.000989893451333046,-0.005846143700182438,1.0016789436340332
1987597,-0.0012107737129554152,-0.006647298578172922,1.0017518997192383
1987697,-0.0011695313733071089,-0.00629879254847765,0.9982507824897766
1987797,-0.0012139353202655911,-0.0031322205904871225,1.0008232593536377
1987897,-0.002168504986912012,-0.003953164909034967,0.9991940855979919
