timestamp,kalman.rtPred,kalman.rtFinal
2160958,99.81851196289062,246.82395935058594
2161057,99.81851196289062,246.82395935058594
2161157,99.18107604980469,247.4977264404297
2161257,99.18107604980469,247.4977264404297
2161357,99.18107604980469,247.4977264404297
2161457,99.18107604980469,247.4977264404297
2161557,99.18107604980469,247.4977264404297
2161657,99.18107604980469,247.4977264404297
2161757,99.18107604980469,247.4977264404297
2161857,99.18107604980469,247.4977264404297
2161956,99.18107604980469,247.4977264404297
2162056,99.18107604980469,247.4977264404297
2162156,99.18107604980469,247.4977264404297
2162257,100.0,297.2727355957031
2162356,100.0,297.2727355957031
2162456,100.0,297.2727355957031
2162556,100.0,297.2727355957031
2162656,100.0,297.2727355957031
2162756,100.0,297.2727355957031
2162856,100.0,297.2727355957031
2162956,100.0,297.2727355957031
2163056,100.0,297.2727355957031
2163156,100.0,297.2727355957031
2163256,100.0,297.2727355957031
2163356,100.09099578857422,231.11920166015625
2163456,100.09099578857422,231.11920166015625
2163556,100.09099578857422,231.11920166015625
2163656,100.09099578857422,231.11920166015625
2163756,100.09099578857422,231.11920166015625
2163856,100.09099578857422,231.11920166015625
2163956,100.09099578857422,231.11920166015625
2164056,100.09099578857422,231.11920166015625
2164156,100.09099578857422,231.11920166015625
2164256,100.09099578857422,231.11920166015625
2164356,100.09099578857422,231.11920166015625
2164456,100.0,219.09091186523438
2164556,100.0,219.09091186523438
2164656,100.0,219.09091186523438
2164757,100.0,219.09091186523438
2164857,100.0,219.09091186523438
2164956,100.0,219.09091186523438
2165056,100.0,219.09091186523438
2165157,100.0,219.09091186523438
2165256,100.0,219.09091186523438
2165356,100.0,219.09091186523438
2165456,100.0,219.09091186523438
2165556,99.09090423583984,246.36363220214844
2165656,99.09090423583984,246.36363220214844
2165757,99.09090423583984,246.36363220214844
2165856,99.09090423583984,246.36363220214844
2165956,99.09090423583984,246.36363220214844
2166056,99.09090423583984,246.36363220214844
2166156,99.09090423583984,246.36363220214844
2166256,99.09090423583984,246.36363220214844
2166356,99.09090423583984,246.36363220214844
2166456,99.09090423583984,246.36363220214844
2166556,99.09090423583984,246.36363220214844
2166656,100.0,233.6363525390625
2166756,100.0,233.6363525390625
2166856,100.0,233.6363525390625
2166956,100.0,233.6363525390625
2167056,100.0,233.6363525390625
2167156,100.0,233.6363525390625
2167256,100.0,233.6363525390625
2167356,100.0,233.6363525390625
2167456,100.0,233.6363525390625
2167556,100.0,233.6363525390625
2167656,100.0,233.6363525390625
2167756,100.0,230.90908813476562
2167856,100.0,230.90908813476562
2167956,100.0,230.90908813476562
2168056,100.0,230.90908813476562
2168156,100.0,230.90908813476562
2168256,100.0,230.90908813476562
2168356,100.0,230.90908813476562
2168456,100.0,230.90908813476562
2168556,100.0,230.90908813476562
2168656,100.0,230.90908813476562
2168756,100.0,230.90908813476562
2168856,99.09090423583984,248.1818084716797
2168957,99.09090423583984,248.1818084716797
2169057,99.09090423583984,248.1818084716797
2169157,99.09090423583984,248.1818084716797
2169257,99.09090423583984,248.1818084716797
2169356,99.09090423583984,248.1818084716797
2169456,99.09090423583984,248.1818084716797
2169556,99.09090423583984,248.1818084716797
2169656,99.09090423583984,248.1818084716797
2169756,99.09090423583984,248.1818084716797
2169856,99.09090423583984,248.1818084716797
2169956,100.0,287.2727355957031
2170056,100.0,287.2727355957031
2170156,100.0,287.2727355957031
2170256,100.0,287.2727355957031
2170356,100.0,287.2727355957031
2170456,100.0,287.2727355957031
2170556,100.0,287.2727355957031
2170656,100.0,287.2727355957031
2170756,100.0,287.2727355957031
2170856,100.0,287.2727355957031
2170956,100.0,287.2727355957031
2171056,100.0,277.2727355957031
2171156,100.0,277.2727355957031
2171256,100.0,277.2727355957031
2171356,100.0,277.2727355957031
2171456,100.0,277.2727355957031
2171556,100.0,277.2727355957031
2171656,100.0,277.2727355957031
2171756,100.0,277.2727355957031
2171856,100.0,277.2727355957031
2171956,100.0,277.2727355957031
2172056,100.0,277.2727355957031
2172156,100.0,234.5454559326172
2172256,100.0,234.5454559326172
2172356,100.0,234.5454559326172
2172456,100.0,234.5454559326172
2172556,100.0,234.5454559326172
2172656,100.0,234.5454559326172
2172756,100.0,234.5454559326172
2172856,100.0,234.5454559326172
2172956,100.0,234.5454559326172
2173056,100.0,234.5454559326172
2173156,100.0,234.5454559326172
2173256,100.0,225.4545440673828
2173356,100.0,225.4545440673828
2173456,100.0,225.4545440673828
2173556,100.0,225.4545440673828
2173656,100.0,225.4545440673828
2173756,100.0,225.4545440673828
2173856,100.0,225.4545440673828
2173956,100.0,225.4545440673828
2174056,100.0,225.4545440673828
2174156,100.0,225.4545440673828
2174256,100.0,225.4545440673828
2174356,100.0,206.36363220214844
2174456,100.0,206.36363220214844
2174556,100.0,206.36363220214844
2174656,100.0,206.36363220214844
2174756,100.0,206.36363220214844
2174856,100.0,206.36363220214844
2174956,100.0,206.36363220214844
2175056,100.0,206.36363220214844
2175156,100.0,206.36363220214844
