timestamp,kalman.rtPred,kalman.rtFinal
2153556,98.8532485961914,239.2025146484375
2153656,98.8532485961914,239.2025146484375
2153756,98.8532485961914,239.2025146484375
2153856,98.8532485961914,239.2025146484375
2153956,98.8532485961914,239.2025146484375
2154056,98.8532485961914,239.2025146484375
2154156,98.8532485961914,239.2025146484375
2154256,98.8532485961914,239.2025146484375
2154356,98.8532485961914,239.2025146484375
2154456,98.8532485961914,239.2025146484375
2154556,98.8532485961914,239.2025146484375
2154656,100.0,260.9090881347656
2154756,100.0,260.9090881347656
2154856,100.0,260.9090881347656
2154956,100.0,260.9090881347656
2155056,100.0,260.9090881347656
2155156,100.0,260.9090881347656
2155256,100.0,260.9090881347656
2155356,100.0,260.9090881347656
2155456,100.0,260.9090881347656
2155556,100.0,260.9090881347656
2155656,100.0,260.9090881347656
2155756,100.0,269.0909118652344
2155856,100.0,269.0909118652344
2155956,100.0,269.0909118652344
2156056,100.0,269.0909118652344
2156156,100.0,269.0909118652344
2156256,100.0,269.0909118652344
2156356,100.0,269.0909118652344
2156456,100.0,269.0909118652344
2156556,100.0,269.0909118652344
2156656,100.0,269.0909118652344
2156756,100.0,269.0909118652344
2156856,100.0,254.5454559326172
2156956,100.0,254.5454559326172
2157056,100.0,254.5454559326172
2157156,100.0,254.5454559326172
2157256,100.0,254.5454559326172
2157356,100.0,254.5454559326172
2157456,100.0,254.5454559326172
2157556,100.0,254.5454559326172
2157659,100.0,254.5454559326172
2157758,100.0,254.5454559326172
2157858,99.80039978027344,253.49302673339844
2157957,99.80039978027344,253.49302673339844
2158056,99.80039978027344,253.49302673339844
2158157,99.80039978027344,253.49302673339844
2158256,99.80039978027344,253.49302673339844
2158356,99.80039978027344,253.49302673339844
2158456,99.80039978027344,253.49302673339844
2158556,99.80039978027344,253.49302673339844
2158656,99.80039978027344,253.49302673339844
2158756,99.80039978027344,253.49302673339844
2158856,99.80039978027344,253.49302673339844
2158956,99.27140045166016,257.7413330078125
2159056,99.27140045166016,257.7413330078125
2159156,99.27140045166016,257.7413330078125
2159256,99.27140045166016,257.7413330078125
2159356,99.27140045166016,257.7413330078125
2159456,99.27140045166016,257.7413330078125
2159556,99.27140045166016,257.7413330078125
2159656,99.27140045166016,257.7413330078125
2159756,99.27140045166016,257.7413330078125
2159856,99.27140045166016,257.7413330078125
2159956,99.27140045166016,257.7413330078125
2160058,99.81851196289062,246.82395935058594
2160156,99.81851196289062,246.82395935058594
2160258,99.81851196289062,246.82395935058594
2160358,99.81851196289062,246.82395935058594
2160457,99.81851196289062,246.82395935058594
2160557,99.81851196289062,246.82395935058594
2160658,99.81851196289062,246.82395935058594
2160758,99.81851196289062,246.82395935058594
2160858,99.81851196289062,246.82395935058594
