timestamp,stateEstimate.ax,stateEstimate.ay,stateEstimate.az,stateEstimate.roll,stateEstimate.pitch,stateEstimate.yaw
308300,-0.0027059849817305803,-0.0005622715689241886,0.0018450021743774414,-1.8155542612075806,-0.22321847081184387,-4.440851211547852
308400,-0.0017448007129132748,-0.0015400635311380029,0.0027184486389160156,-1.7001676559448242,-0.22302047908306122,-4.414785861968994
308500,0.0008238276932388544,-0.0018683811649680138,4.3392181396484375e-05,-1.6951721906661987,-0.3221795856952667,-4.413625240325928
308600,-0.001105808769352734,-0.0032254820689558983,-0.0001456141471862793,-1.7660402059555054,-0.23095467686653137,-4.395429611206055
308700,-0.0001835040602600202,-0.001439883140847087,0.000761866569519043,-1.7438609600067139,-0.2888326346874237,-4.415517807006836
308804,0.0017354892333969474,-0.001546078477986157,0.0013359785079956055,-1.6939027309417725,-0.32643669843673706,-4.407917022705078
308904,0.0033819652162492275,-0.0036995287518948317,-0.001307666301727295,-1.7514801025390625,-0.497273325920105,-4.413933753967285
309003,-0.001273850561119616,0.0028210273012518883,0.0009726285934448242,-1.9599931240081787,-0.28407391905784607,-4.416874408721924
309103,0.0009064538753591478,-0.0017272151308134198,0.001173853874206543,-1.8177605867385864,-0.3842468559741974,-4.40093469619751
309203,-0.0019290430936962366,-0.0003483056789264083,-0.00035184621810913086,-1.7694435119628906,-0.25760185718536377,-4.390890121459961
309302,-0.0004590517492033541,0.0038298177532851696,0.003052234649658203,-1.6863759756088257,-0.3930943012237549,-4.410015106201172
309402,-0.021287063136696815,0.051979128271341324,0.02710700035095215,-0.871013343334198,-1.1866629123687744,-4.946088790893555
309501,0.009967786259949207,0.013884692452847958,-0.005391120910644531,-0.3692759871482849,-1.8434438705444336,-4.830082416534424
309600,-0.0073061976581811905,-0.019223086535930634,0.07269752025604248,0.7608909010887146,-0.11740612983703613,-4.641961574554443
309700,-0.13791415095329285,0.005671010818332434,0.13636791706085205,1.3166781663894653,5.610499858856201,-3.0841715335845947
309800,-0.04975851997733116,-0.012889185920357704,0.18244171142578125,-0.45557039976119995,2.0319600105285645,-0.31483379006385803
309900,-0.010801330208778381,-0.04681352525949478,0.14164650440216064,1.0243260860443115,0.706777036190033,2.393076181411743
310000,0.031156254932284355,0.0082090450450778,0.11733031272888184,-0.7403457760810852,-1.6495399475097656,4.076634407043457
310100,0.035842955112457275,0.0019626584835350513,0.05408978462219238,-0.7394140362739563,-2.147904396057129,4.982055187225342
310200,0.049984779208898544,-0.016237007454037666,-0.03385031223297119,-0.327575147151947,-2.5579755306243896,5.154984474182129
310300,0.0530327670276165,-0.002519835950806737,-0.08746272325515747,-0.6034360527992249,-3.2268524169921875,4.7108259201049805
310400,0.04158661887049675,0.007951818406581879,-0.08474171161651611,-0.6754899024963379,-3.3511149883270264,4.217872619628906
310500,0.03320694342255592,0.030541256070137024,-0.048669397830963135,-0.5766655802726746,-3.6711666584014893,3.7939794063568115
310600,0.029682327061891556,0.0230159442871809,-0.06646484136581421,-0.831714391708374,-3.5884881019592285,3.4604830741882324
310700,0.0372551828622818,-0.022960733622312546,-0.111255943775177,-0.04219575226306915,-3.0804834365844727,3.200835943222046
