timestamp,posCtl.targetVX,posCtl.targetVY,posCtl.targetVZ,posCtl.targetX,posCtl.targetY,posCtl.targetZ
218785,0.0,0.0,0.0,5.263138064037776e-06,9.365740538669343e-08,2.092034264933318e-06
218885,0.0,0.0,0.0,5.263138064037776e-06,9.365740538669343e-08,2.092034264933318e-06
218985,0.0,0.0,0.0,5.263138064037776e-06,9.365740538669343e-08,2.092034264933318e-06
219085,0.0,0.0,0.0,5.263138064037776e-06,9.365740538669343e-08,2.092034264933318e-06
219185,0.0,0.0,0.0,5.263138064037776e-06,9.365740538669343e-08,2.092034264933318e-06
219288,0.0,0.0,0.0,5.263138064037776e-06,9.365740538669343e-08,2.092034264933318e-06
219388,0.0,0.0,0.0,5.263138064037776e-06,9.365740538669343e-08,2.092034264933318e-06
219487,0.0,0.0,0.0,5.263138064037776e-06,9.365740538669343e-08,2.092034264933318e-06
219587,0.0,0.0,0.0,5.263138064037776e-06,9.365740538669343e-08,2.092034264933318e-06
219688,0.0,0.0,0.0,5.263138064037776e-06,9.365740538669343e-08,2.092034264933318e-06
219785,-0.0005230642855167389,-8.419156074523926e-05,0.00012030604557367042,0.016093213111162186,0.04002950340509415,0.007486221380531788
219885,-0.005811523646116257,-0.0009147673845291138,0.017315054312348366,0.016183653846383095,0.03999302536249161,0.013860293664038181
219985,-0.001345224678516388,-0.0036496445536613464,0.07684191316366196,0.0158071406185627,0.04014332965016365,0.043294113129377365
220085,-0.002213522791862488,-0.006196469068527222,0.20939646661281586,0.015132525935769081,0.04040246829390526,0.10698945820331573
220185,-0.0172593854367733,-0.0014991313219070435,0.4034532904624939,0.014637874439358711,0.040584295988082886,0.2006588727235794
220287,-0.011922888457775116,-0.013635702431201935,0.5991207957267761,0.013793913647532463,0.040878843516111374,0.30616405606269836
220387,-0.007529642432928085,-0.013001859188079834,0.7460317015647888,0.012296132743358612,0.04135403409600258,0.399960994720459
220485,0.010256098583340645,0.00228128582239151,0.769653856754303,0.01033886056393385,0.04188624396920204,0.46382150053977966
220585,0.02430904656648636,0.016723521053791046,0.7303955554962158,0.008329144679009914,0.04233168810606003,0.49341511726379395
220685,0.04345978423953056,0.03429645672440529,0.6524528861045837,0.006618015933781862,0.042632654309272766,0.49985870718955994
220785,0.053083814680576324,0.050501443445682526,0.5482166409492493,0.005244554486125708,0.04282321408390999,0.4999696612358093
220885,0.0615445151925087,0.0723908320069313,0.46612757444381714,0.004308295901864767,0.042927101254463196,0.4997497498989105
220985,0.06155340373516083,0.08032913506031036,0.3894710838794708,0.003878330811858177,0.04296708479523659,0.49932247400283813
221085,0.058183133602142334,0.08358775079250336,0.32157576084136963,0.004242917522788048,0.04293913021683693,0.4987047016620636
221185,0.04934530705213547,0.07655619084835052,0.26973792910575867,0.005614367313683033,0.04284375533461571,0.49791884422302246
221285,0.040039218962192535,0.06511110812425613,0.23115719854831696,0.008441225625574589,0.04265913367271423,0.49699127674102783
221385,0.03405356779694557,0.05663870647549629,0.19328992068767548,0.013155859895050526,0.04236562177538872,0.49595198035240173
221485,0.02841951698064804,0.04897080361843109,0.17889979481697083,0.020234394818544388,0.04193449020385742,0.49483180046081543
221585,0.029070187360048294,0.04985525459051132,0.1710619330406189,0.03012407012283802,0.04133903235197067,0.49366214871406555
221685,0.03707178309559822,0.0608413964509964,0.16774913668632507,0.043269213289022446,0.040523551404476166,0.4924744963645935
221785,0.05674801766872406,0.055482275784015656,0.1487628072500229,0.05999334156513214,0.039493680000305176,0.4912991225719452
221885,0.08151871711015701,0.08383611589670181,0.1421128511428833,0.08066464215517044,0.03812634199857712,0.490164190530777
221985,0.10907002538442612,0.1464645266532898,0.16041415929794312,0.10547834634780884,0.03643057122826576,0.489095538854599
222085,0.14958548545837402,0.13734430074691772,0.11624060571193695,0.13458646833896637,0.03441956266760826,0.48811614513397217
222185,0.1939578503370285,0.17750082910060883,0.10629597306251526,0.16801463067531586,0.03235794976353645,0.4872460961341858
222285,0.23731236159801483,0.1511002779006958,0.10328754782676697,0.20572708547115326,0.0307121854275465,0.4865019917488098
222385,0.2883487939834595,0.14422743022441864,0.10181362926959991,0.24776475131511688,0.028856830671429634,0.48589688539505005
222485,0.34282928705215454,0.11095240712165833,0.08825831115245819,0.29398927092552185,0.026310931891202927,0.4854399859905243
222585,0.39447832107543945,0.06902556121349335,0.07805009186267853,0.3440832793712616,0.023547455668449402,0.48513704538345337
222685,0.44225063920021057,0.02621741220355034,0.06725840270519257,0.39765042066574097,0.021546754986047745,0.48499035835266113
222785,0.48742997646331787,-0.009511146694421768,0.04869873821735382,0.4543913006782532,0.0192278902977705,0.4849987328052521
222885,0.5239773392677307,-0.04046601429581642,0.04337474703788757,0.5138152241706848,0.016789985820651054,0.4851578176021576
222985,0.5539897680282593,-0.06042836606502533,0.042158499360084534,0.5754141211509705,0.01490966510027647,0.4854603111743927
223085,0.5811827182769775,-0.06776977330446243,0.030293695628643036,0.6386578679084778,0.012712049297988415,0.4858963191509247
223185,0.5989201068878174,-0.0693715363740921,0.03833405673503876,0.7029565572738647,0.009820566512644291,0.48645347356796265
223285,0.6118164658546448,-0.06498418748378754,0.04257137328386307,0.7677003145217896,0.0073156217113137245,0.48711755871772766
223385,0.6212140321731567,-0.05610528215765953,0.04327966272830963,0.8322972059249878,0.005239157471805811,0.4878729283809662
223485,0.627092719078064,-0.04684969782829285,0.041443899273872375,0.8961296677589417,0.002650149865075946,0.4887023866176605
223585,0.6281507015228271,-0.03875509649515152,0.042553700506687164,0.958612322807312,0.0006721047684550285,0.48958832025527954
223685,0.624934196472168,-0.032177604734897614,0.042684026062488556,1.019193410873413,-0.0011587952030822635,0.49051275849342346
223788,0.6174334287643433,-0.027104375883936882,0.03958328813314438,1.0773334503173828,-0.00338127464056015,0.4914575517177582
223887,0.6045302152633667,-0.023269454017281532,0.03604241460561752,1.132543683052063,-0.004945340100675821,0.4924049973487854
223987,0.5860335826873779,-0.018580541014671326,0.03286533057689667,1.1844215393066406,-0.004642659332603216,0.4933386445045471
224087,0.554823637008667,-0.01690799742937088,0.03917010873556137,1.232582688331604,-0.004232863429933786,0.49424275755882263
224187,0.5270645618438721,-0.005080919247120619,0.04858972877264023,1.276734471321106,-0.005818352103233337,0.49510350823402405
224285,0.49214792251586914,-0.004933803342282772,0.05369587242603302,1.312862753868103,-0.009167671203613281,0.495831161737442
224385,0.4673752784729004,-0.03471795842051506,0.028649263083934784,1.3488695621490479,-0.012563380412757397,0.4965778589248657
224486,0.42137932777404785,-0.02985338866710663,0.006479613482952118,1.3834515810012817,-0.010715201497077942,0.49731534719467163
224586,0.382781982421875,-0.03720904886722565,-0.010649390518665314,1.4103212356567383,-0.0063222115859389305,0.49790340662002563
224686,0.3417472839355469,-0.04440442472696304,-0.013802237808704376,1.4329429864883423,-0.00272144447080791,0.4984101951122284
224786,0.30032992362976074,-0.05440095067024231,-0.010475791990756989,1.4515293836593628,-0.002389768371358514,0.4988357424736023
224886,0.25617456436157227,-0.06933708488941193,-0.005671396851539612,1.4663593769073486,-0.005305941216647625,0.4991821050643921
224985,0.2264857292175293,-0.10857024043798447,-0.0023914724588394165,1.4767920970916748,-0.0057564969174563885,0.4994300305843353
225085,0.184828519821167,-0.13024446368217468,-0.00933384895324707,1.485518455505371,-0.005704931449145079,0.4996406137943268
225185,0.14370083808898926,-0.15003150701522827,-0.00853043794631958,1.4916623830795288,-0.004315744619816542,0.49979114532470703
