timestamp,gyro.xVariance,gyro.yVariance,gyro.zVariance,gyro.x,gyro.y,gyro.z
2153530,90.124755859375,30.09817123413086,14.9375,-0.019254272803664207,-0.12940552830696106,0.14795199036598206
2153630,90.124755859375,30.09817123413086,14.9375,-0.15127669274806976,0.07327999919652939,0.10569419711828232
2153730,90.124755859375,30.09817123413086,14.9375,-0.2006961554288864,0.14092054963111877,-0.051460668444633484
2153830,90.124755859375,30.09817123413086,14.9375,-0.11141005903482437,0.008001535199582577,0.1940484642982483
2153930,90.124755859375,30.09817123413086,14.9375,-0.06159236282110214,-0.33711352944374084,-0.03614781051874161
2154030,90.124755859375,30.09817123413086,14.9375,-0.06632468849420547,0.1992563158273697,0.05716773122549057
2154130,90.124755859375,30.09817123413086,14.9375,0.045760348439216614,-0.024539513513445854,-0.1952642798423767
2154230,90.124755859375,30.09817123413086,14.9375,-0.1343865692615509,-0.20514298975467682,-0.13643106818199158
2154330,90.124755859375,30.09817123413086,14.9375,-0.12278852611780167,-0.10966851562261581,0.0828155130147934
2154430,90.124755859375,30.09817123413086,14.9375,-0.1755630373954773,0.047281697392463684,0.09605082869529724
2154530,90.124755859375,30.09817123413086,14.9375,-0.6219996809959412,-2.034552812576294,1.1219958066940308
2154630,90.124755859375,30.09817123413086,14.9375,1.9883413314819336,0.562179446220398,-10.105579376220703
2154730,90.124755859375,30.09817123413086,14.9375,13.131986618041992,-2.491321563720703,-6.120074272155762
2154830,90.124755859375,30.09817123413086,14.9375,26.470800399780273,-13.351560592651367,5.170311450958252
2154930,90.124755859375,30.09817123413086,14.9375,-9.694151878356934,-16.490388870239258,19.24677276611328
2155030,90.124755859375,30.09817123413086,14.9375,25.911176681518555,35.40043640136719,23.646888732910156
2155130,90.124755859375,30.09817123413086,14.9375,-8.673162460327148,-16.2792911529541,14.479720115661621
2155230,90.124755859375,30.09817123413086,14.9375,-10.625096321105957,4.654247283935547,7.927879333496094
2155330,90.124755859375,30.09817123413086,14.9375,-5.047792911529541,7.5841755867004395,-0.22393663227558136
2155430,90.124755859375,30.09817123413086,14.9375,7.473938941955566,-5.436591625213623,-5.801001071929932
2155530,90.124755859375,30.09817123413086,14.9375,-8.391440391540527,4.517967700958252,-6.09256649017334
2155630,90.124755859375,30.09817123413086,14.9375,-0.666760265827179,1.74311101436615,-3.9699721336364746
2155730,90.124755859375,30.09817123413086,14.9375,1.2077759504318237,-0.5167752504348755,-2.916289806365967
2155830,90.124755859375,30.09817123413086,14.9375,0.09445168077945709,3.7637038230895996,-3.0931649208068848
2155930,90.124755859375,30.09817123413086,14.9375,-0.4022199213504791,-0.45815086364746094,-1.585410714149475
2156030,90.124755859375,30.09817123413086,14.9375,4.234431266784668,-2.525963068008423,-1.3372849225997925
2156130,90.124755859375,30.09817123413086,14.9375,1.8244469165802002,1.092283844947815,-1.7918645143508911
2156230,90.124755859375,30.09817123413086,14.9375,0.7995796203613281,-1.8462036848068237,-0.1891242116689682
2156330,90.124755859375,30.09817123413086,14.9375,10.51440715789795,-11.159327507019043,-1.264256238937378
2156430,90.124755859375,30.09817123413086,14.9375,-3.4505231380462646,-7.604124546051025,-1.4591501951217651
2156530,90.124755859375,30.09817123413086,14.9375,-0.5248299837112427,-2.5362391471862793,-0.5699577331542969
2156630,90.124755859375,30.09817123413086,14.9375,-20.446590423583984,26.52918815612793,-0.4219188988208771
2156730,90.124755859375,30.09817123413086,14.9375,1.1477614641189575,10.991908073425293,0.6993242502212524
2156830,90.124755859375,30.09817123413086,14.9375,13.251240730285645,-11.401376724243164,0.14866387844085693
2156930,90.124755859375,30.09817123413086,14.9375,22.03970718383789,-12.056465148925781,0.6832548379898071
2157030,90.124755859375,30.09817123413086,14.9375,-13.130208015441895,17.636960983276367,-0.8291271328926086
2157130,90.124755859375,30.09817123413086,14.9375,-8.323747634887695,9.961893081665039,-0.9762842655181885
2157230,90.124755859375,30.09817123413086,14.9375,-2.606564998626709,7.472012996673584,-2.351613998413086
2157330,90.124755859375,30.09817123413086,14.9375,-0.9128091931343079,10.985617637634277,-0.8902415037155151
2157430,90.124755859375,30.09817123413086,14.9375,-14.598369598388672,27.05228042602539,-0.9725258946418762
2157530,90.124755859375,30.09817123413086,14.9375,-0.3492312729358673,-5.083555221557617,-0.15144039690494537
2157630,90.124755859375,30.09817123413086,14.9375,10.62773609161377,-7.700168132781982,-2.5512959957122803
2157730,90.124755859375,30.09817123413086,14.9375,14.592292785644531,-12.915529251098633,-1.3924663066864014
2157830,90.124755859375,30.09817123413086,14.9375,16.3192195892334,-15.416417121887207,-2.29541015625
2157930,90.124755859375,30.09817123413086,14.9375,10.578411102294922,-8.400247573852539,-1.4147981405258179
2158030,90.124755859375,30.09817123413086,14.9375,-13.193538665771484,-5.662667751312256,-0.2530607283115387
2158130,90.124755859375,30.09817123413086,14.9375,-27.387983322143555,0.2837875187397003,2.1930959224700928
2158230,90.124755859375,30.09817123413086,14.9375,-31.47784996032715,5.8862199783325195,2.080078601837158
2158330,90.124755859375,30.09817123413086,14.9375,-22.200424194335938,2.953779935836792,1.3078677654266357
2158430,90.124755859375,30.09817123413086,14.9375,-5.315211772918701,-1.6415718793869019,0.27317380905151367
2158530,90.124755859375,30.09817123413086,14.9375,-2.011446952819824,-9.609587669372559,-0.3754402697086334
2158630,90.124755859375,30.09817123413086,14.9375,10.414201736450195,-1.7369554042816162,-0.6858001351356506
2158730,90.124755859375,30.09817123413086,14.9375,-23.96361541748047,5.9784626960754395,2.416933059692383
2158830,90.124755859375,30.09817123413086,14.9375,12.632271766662598,-1.0294016599655151,1.2584415674209595
2158930,90.124755859375,30.09817123413086,14.9375,39.25647735595703,-10.36366081237793,-0.3652358949184418
2159030,90.124755859375,30.09817123413086,14.9375,29.245927810668945,-11.678071975708008,-1.108838677406311
