timestamp,lighthouse.cycleRt,lighthouse.bs0Rt,lighthouse.bs1Rt,lighthouse.width0,lighthouse.width1,lighthouse.width2
131455,87.37821960449219,44.84383773803711,42.465087890625,397,384,378
131555,87.37821960449219,44.84383773803711,42.465087890625,398,385,378
131655,87.37821960449219,44.84383773803711,42.465087890625,399,388,393
131755,87.37821960449219,44.84383773803711,42.465087890625,395,386,393
131855,87.37821960449219,44.84383773803711,42.465087890625,401,384,380
131955,87.37821960449219,44.84383773803711,42.465087890625,396,384,378
132055,87.37821960449219,29.999998092651367,28.333332061767578,394,386,392
132155,87.37821960449219,29.999998092651367,28.333332061767578,399,385,392
132255,87.37821960449219,29.999998092651367,28.333332061767578,396,384,379
132355,87.37821960449219,29.999998092651367,28.333332061767578,394,383,380
132455,87.37821960449219,29.999998092651367,28.333332061767578,393,388,395
132555,64.54545593261719,29.999998092651367,28.333332061767578,397,404,219
132655,64.54545593261719,40.0,24.999998092651367,239,400,220
132755,64.54545593261719,40.0,24.999998092651367,236,410,219
132855,64.54545593261719,40.0,24.999998092651367,235,406,398
132955,64.54545593261719,40.0,24.999998092651367,421,408,397
133055,64.54545593261719,40.0,24.999998092651367,434,417,408
133158,64.54545593261719,37.77335739135742,47.713714599609375,214,203,210
133257,64.54545593261719,37.77335739135742,47.713714599609375,216,210,209
133357,64.54545593261719,37.77335739135742,47.713714599609375,223,219,219
133455,64.54545593261719,37.77335739135742,47.713714599609375,483,452,221
133555,64.54545593261719,37.77335739135742,47.713714599609375,487,482,471
133655,81.81817626953125,37.77335739135742,47.713714599609375,511,492,475
133757,81.81817626953125,50.083473205566406,38.39733123779297,230,222,232
133855,81.81817626953125,50.083473205566406,38.39733123779297,527,504,479
133955,81.81817626953125,50.083473205566406,38.39733123779297,520,507,487
134055,81.81817626953125,50.083473205566406,38.39733123779297,516,504,229
134155,81.81817626953125,50.083473205566406,38.39733123779297,258,259,230
134257,81.81817626953125,50.083473205566406,38.39733123779297,231,218,235
134355,81.81817626953125,26.7558536529541,10.033445358276367,265,254,229
134455,81.81817626953125,26.7558536529541,10.033445358276367,272,249,232
134555,81.81817626953125,26.7558536529541,10.033445358276367,263,261,226
134655,81.81817626953125,26.7558536529541,10.033445358276367,266,258,224
134755,50.0,26.7558536529541,10.033445358276367,269,261,230
134855,50.0,26.7558536529541,10.033445358276367,272,265,229
134955,50.0,46.666664123535156,11.666666030883789,278,264,239
135055,50.0,46.666664123535156,11.666666030883789,275,272,234
135155,50.0,46.666664123535156,11.666666030883789,273,276,238
135255,50.0,46.666664123535156,11.666666030883789,289,277,242
135355,50.0,46.666664123535156,11.666666030883789,306,289,250
135455,50.0,46.666664123535156,11.666666030883789,298,287,252
135555,50.0,49.999996185302734,45.0,297,289,254
135655,50.0,49.999996185302734,45.0,300,293,257
135755,50.0,49.999996185302734,45.0,307,297,265
135855,89.09090423583984,49.999996185302734,45.0,313,296,264
135955,89.09090423583984,49.999996185302734,45.0,274,312,270
136055,89.09090423583984,49.999996185302734,45.0,279,324,280
136155,89.09090423583984,49.999996185302734,48.33333206176758,287,322,283
136255,89.09090423583984,49.999996185302734,48.33333206176758,288,284,287
136355,89.09090423583984,49.999996185302734,48.33333206176758,307,307,306
136455,89.09090423583984,49.999996185302734,48.33333206176758,313,299,312
136555,89.09090423583984,49.999996185302734,48.33333206176758,323,314,311
136655,89.09090423583984,49.999996185302734,48.33333206176758,331,319,315
136755,89.09090423583984,48.33333206176758,49.999996185302734,337,324,336
136855,89.09090423583984,48.33333206176758,49.999996185302734,337,329,335
136955,91.81817626953125,48.33333206176758,49.999996185302734,351,339,343
137055,91.81817626953125,48.33333206176758,49.999996185302734,357,354,358
137155,91.81817626953125,48.33333206176758,49.999996185302734,361,356,360
137255,91.81817626953125,48.33333206176758,49.999996185302734,378,357,367
137355,91.81817626953125,24.999998092651367,48.33333206176758,380,367,365
137455,91.81817626953125,24.999998092651367,48.33333206176758,375,361,376
137555,91.81817626953125,24.999998092651367,48.33333206176758,385,377,385
137658,91.81817626953125,24.999998092651367,48.33333206176758,264,261,274
137755,91.81817626953125,24.999998092651367,48.33333206176758,398,383,391
137855,91.81817626953125,24.999998092651367,48.33333206176758,399,398,385
137957,88.82235717773438,51.495018005371094,44.85049819946289,259,260,262
138056,88.82235717773438,51.495018005371094,44.85049819946289,264,248,261
138156,88.82235717773438,51.495018005371094,44.85049819946289,261,249,257
138256,88.82235717773438,51.495018005371094,44.85049819946289,259,245,251
138356,88.82235717773438,51.495018005371094,44.85049819946289,257,250,255
138455,88.82235717773438,51.495018005371094,44.85049819946289,257,249,252
138556,88.82235717773438,50.083473205566406,50.083473205566406,250,248,253
138655,88.82235717773438,50.083473205566406,50.083473205566406,256,250,249
138755,88.82235717773438,50.083473205566406,50.083473205566406,255,251,251
138855,88.82235717773438,50.083473205566406,50.083473205566406,266,245,251
138955,88.82235717773438,50.083473205566406,50.083473205566406,269,252,257
139055,100.18214416503906,50.083473205566406,50.083473205566406,254,254,261
139155,100.18214416503906,50.083473205566406,50.083473205566406,253,246,256
139255,100.18214416503906,50.083473205566406,50.083473205566406,249,245,253
139355,100.18214416503906,50.083473205566406,50.083473205566406,254,243,248
139455,100.18214416503906,50.083473205566406,50.083473205566406,255,242,245
139555,100.18214416503906,50.083473205566406,50.083473205566406,249,237,244
139655,100.18214416503906,50.083473205566406,50.083473205566406,238,232,241
139755,100.18214416503906,45.0,36.666664123535156,254,241,249
139855,100.18214416503906,45.0,36.666664123535156,293,282,354
139955,100.18214416503906,45.0,36.666664123535156,293,278,283
140055,100.18214416503906,45.0,36.666664123535156,295,279,284
140155,72.7272720336914,45.0,36.666664123535156,297,276,283
140256,72.7272720336914,25.948104858398438,35.92814636230469,240,230,229
140356,72.7272720336914,25.948104858398438,35.92814636230469,241,228,229
140456,72.7272720336914,25.948104858398438,35.92814636230469,235,230,227
140556,72.7272720336914,25.948104858398438,35.92814636230469,235,228,229
140655,72.7272720336914,25.948104858398438,35.92814636230469,239,228,228
140755,72.7272720336914,25.948104858398438,35.92814636230469,236,230,228
140855,72.7272720336914,50.083473205566406,50.083473205566406,236,228,228
140955,72.7272720336914,50.083473205566406,50.083473205566406,241,230,229
141055,72.7272720336914,50.083473205566406,50.083473205566406,240,229,229
141155,72.7272720336914,50.083473205566406,50.083473205566406,235,228,229
141255,100.0,50.083473205566406,50.083473205566406,235,229,229
141355,100.0,50.083473205566406,50.083473205566406,236,229,229
141455,100.0,49.999996185302734,46.666664123535156,236,230,229
141555,100.0,49.999996185302734,46.666664123535156,236,229,229
141655,100.0,49.999996185302734,46.666664123535156,242,229,228
141755,100.0,49.999996185302734,46.666664123535156,234,229,228
141855,100.0,49.999996185302734,46.666664123535156,236,229,228
141955,100.0,49.999996185302734,46.666664123535156,235,228,228
142055,100.0,26.66666603088379,31.66666603088379,235,227,229
142155,100.0,26.66666603088379,31.66666603088379,235,227,229
142255,100.0,26.66666603088379,31.66666603088379,503,277,228
142355,59.09090805053711,26.66666603088379,31.66666603088379,292,283,282
