timestamp,controller.roll,controller.rollRate,controller.yaw,controller.yawRate
1975924,0,14.654047966003418,11.115626335144043,-2011.950439453125
1976024,0,15.171494483947754,11.272689819335938,-2038.4366455078125
1976124,0,14.340539932250977,11.299956321716309,-2043.9205322265625
1976224,0,15.586060523986816,11.350595474243164,-2053.587158203125
1976324,0,14.956969261169434,11.350104331970215,-2052.691650390625
1976424,0,14.023277282714844,11.371148109436035,-2058.200439453125
1976524,0,13.731216430664062,11.359498023986816,-2056.091796875
1976624,0,14.728475570678711,11.34481143951416,-2053.433349609375
1976724,0,13.665900230407715,11.360944747924805,-2056.353759765625
1976824,0,14.42153263092041,11.375836372375488,-2059.049072265625
1976924,0,17.04593276977539,11.355440139770508,-0.015747928991913795
1977024,0,17.954620361328125,11.122435569763184,-0.25080764293670654
1977124,0,15.151945114135742,10.273163795471191,-4.828396797180176
1977224,0,0.023638010025024414,8.62229061126709,-12.783838272094727
1977325,0,0.5449144840240479,6.352522373199463,-25.684226989746094
1977425,0,-3.863737106323242,3.9351632595062256,-40.298458099365234
1977525,0,-2.3756439685821533,1.9009029865264893,-50.89290237426758
1977624,0,-4.1816911697387695,0.6129900813102722,-52.309139251708984
1977724,-1,-9.033500671386719,0.08559859544038773,-48.441287994384766
1977824,-1,-6.8287248611450195,0.00042041720007546246,-41.48352813720703
1977924,-1,-3.521517038345337,-9.750822937348858e-05,-35.30397415161133
1978024,0,-0.4899214506149292,-0.00023737498850096017,-30.010303497314453
1978124,-1,-4.116602420806885,-0.00037650729063898325,-26.60533905029297
1978224,-1,1.6239591836929321,-0.0005140168941579759,-24.981632232666016
1978324,-1,-2.9901275634765625,-0.0006487739156000316,-25.61710548400879
1978424,-1,-0.2196851372718811,-0.0007794889388605952,-23.572057723999023
1978524,-1,-0.7581694722175598,-0.0009047852945514023,-23.169387817382812
1978624,0,2.5073652267456055,-0.0010232628555968404,-22.322507858276367
1978724,0,2.9195494651794434,-0.0011335533345118165,-21.913455963134766
1978824,0,4.612636566162109,-0.001234248629771173,-21.88006591796875
1978924,1,9.320860862731934,-0.0013244271976873279,-22.329483032226562
1979024,1,2.930176019668579,-0.0014029364101588726,-22.858591079711914
1979124,1,3.7272837162017822,-0.0014689296949654818,-23.542455673217773
1979224,1,-0.2778472900390625,-0.0015217543113976717,-23.365947723388672
1979324,0,0.9135577082633972,-0.0015609649708494544,-23.463024139404297
1979424,1,3.536219596862793,-0.0015863296575844288,-23.363025665283203
1979524,0,-6.916643142700195,-0.0015978337032720447,-22.49970245361328
1979624,0,0.007660321891307831,-0.0015956754796206951,-21.624710083007812
1979724,0,-2.461656093597412,-0.0015802596462890506,-21.062583923339844
1979824,0,-0.7391571998596191,-0.0015521877212449908,-20.902833938598633
1979924,0,1.702884316444397,-0.001512241899035871,-20.569595336914062
